Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5845.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5846.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5847.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5848.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5849.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5850.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5851.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5852.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5853.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5854.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5855.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5856.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5857.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5858.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5859.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5865.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5866.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5867.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5868.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5869.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5870.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5871.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5872.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5873.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5874.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5875.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5876.d
Q9BRA2	Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	1815.3	2121.59	1243.01	2341.94	2354.8		1354.85		1382.88		1460.82	2786.67	1885.76	2534.19	1433.78	1429.52	1507.58	1810.96	1610.7	1575.82		2016.57	1824.6	1613.66	1910.31	1798.35	1727.56	2146.88	1937.39	1519.48												
Q9BRJ6	Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50		1080.54	1406.22	1439.42		1005.01	927.649	1646.89	1061.61	920.359			955.003		1246.11	837.719	944.236	1196.55	1079.92				1866.28	1176.78		892.077	548.784	966.901	1577.55	1552.46												
Q9BRK5	Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein				824.919			522.556		725.609	579.96	803.467		708.335	675.711	707.33									1840.52		1327.88																
Q9BRP8	Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	585.58		530.051				587.263				1003			404.718		1002.52		530.844						808.255	364.762	986.781		522.836		458.204												
Q9BRT3	Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1											662.925			496.901	361.006																											
Q9BRX8	Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A			753.869	744.893																			656.253	524.169																		
Q9BS26	Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44		1679.77	1153.67	1247.05	1355.55	1694.57	4396.38		1239.7		1519.24	846.362		2071.57	1210.82		1049.97	1374.52	1287.17	1607.92		1827.45		1422.71	1612.64	1330.62	1097.62	1182.07	1509.47	1485.37												
Q9BSD7	Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase																	292.59					586.851	645.712	350.676		497.253		422.333	516.391	264.996												
Q9BSJ8	Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	599.284	1356.77	1350.71	1901.07	1545.28	1541.36	456.208	507.103	575.633		547.139	1208.23	622.249	751.456	739.458	1467.27	1965.51	1320.12	1843.44	1621.48		2018.21	2158.29	1477.83	1412.75	1179.9	1352.48	1538.83	1210.23	930.151												
Q9BSR8	Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4																										2083.35				3295.97												
Q9BT09	Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3						189.021		398.516	305.54	333.416			545.21		429.039																											
Q9BT78	Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	1333.08	1175.4	1373.9	621.934	1136.22	1153.26	1033	963.264	1142.1	1410.58	1106.41	889.682	1302.6	836.446	1176.54	1447.24	1535.48	1439.61	1831.06	1293.28		1308.93	1624.31	1959.68	1107.99	1421.83	1277.36	1508.43		1400.9												
Q9BTC0	Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1									345.175			516.624			396.227		377.09							477.69				307.594	535.923													
Q9BTC8	Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3							1023.56															1983.48	1625.22			2657.7																
Q9BTT0	Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E		1007.9											1542.26			927.718	332.667	823.256	526.721	1114.63		1704.17	576.134		909.632	548.685	217.794	597.837	689.052	592.696												
Q9BTV4	Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43					487.339	430.652			816.011	854.025		471.392	439.21	675.609		1076.85	764.999	1607.49	739.629			1090.33		2306.35	1535.54	832.36	580.2	772.383	968.807	945.646												
Q9BTW9	Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D																									1493.49	1383.23	1244.98															
Q9BTY7	Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog						943.522											811.596									1129.9		2300.28	609.171	802.141												
Q9BU23	Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	1046.51	1262.82		1543.49	1342.05		1217.53	801.702	1354.34	1077.56					1447.39		4990.54						915.492	4441.25			914.114			2991.05												
Q9BU61	Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3						368.965																																				
Q9BUF5	Q13509;Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	2178.56	2944.33	3059.92	2020.71	2820.99	2198.05	3085.45	2715.33	2739.83	2232.57	2555.86	2696.85	2339.62	2308.4	2446.4	2641.29	2469.96	2155.27	2550.12	1929.47		3173.89	2997.09	3042.5	2782.41	2509.74	2112.31	2882.93	2268.43	2898.68												
Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1			744.233	800.259		745.938	864.973	738.001	710.023	1331.24	1025.99	944.247	1032.12	953.75	797.573	1577.11	1756.65	1201.98		1897.95		974.412	1211.53	1422.71	1945.11	852.79	900.56	1709.57	1127.99	1330.82												
Q9BUL8	Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	2774.63	2146.12	2248.09	3028.89	1477.92	1619.26	1404.29	1713.25	1815.75	1241.74	1586.93	1943.25	2214.41	1672.47	2707.74	2246.55	1701.55	1195.83	1921.36	1682.07			1415.29	2614.65	1637.66	2335.64	1238.64	1332.01	2200.92	1907.75												
Q9BUN8	Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1																	548.97		510.484	769.317			953.913	729.657		770.674	700.875	518.101		484.155												
Q9BUP3	Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2			770.54	595.869		1834.74										1178.12		1338.1	2060.31	1336.26		2854.34	1062.21	1094.37		1460.29	1628.08	1263.2	1138.79	1371.78												
Q9BUQ8	Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23					877.097	626.65			1056.92		1479.1	1151.36	1015.6	1335.92	1313.28	1256.58		586.753	931.034	1291.96			1719.47	1581.15	1398.45	940.19	861.547	851.325	563.31	657.994												
Q9BUR5	Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26																706.523											978.374	740.914	832.79	578.84												
Q9BV20	Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase		911.471							992.677		867.971	551.86	854.157									571.211		1431.52			775.065															
Q9BV38	Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18					735.137						581.244		409.719	472.804	511.142					1288.41							806.634	358.263	878.799													
Q9BV44	Q9BV44	THUM3_HUMAN	THUMPD3	THUMP domain-containing protein 3																469.84						601.528				454.5	178.072															
Q9BV86	Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1							693.368	546.611	531.029	441.487	337.651	802.497	526.561	632.827		1231.94		948.4	541.666	934.975		1381.68	1528.26	2370.69	906.083	605.815	359.438	1029.35	885.59	565.715												
Q9BVC6	Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	1888.59	1490.13	1493.84	1959.64	1643.61		1868.54	1551.73		1403.51	1100.62		2081.68		1071.68	1396.46	1904.2	2304.74	1987.37	2326.4		2098.34	2357.31	1317.5	2019.6	1537.98	1725.54	1479.82	1493.74	1583.75												
Q9BVK6	Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	3543.77	2472.11	2658.82	4148.6	2471.08	3886.79	3354.69	2591.24	2971.51	3466.09	3317.96	2570.13	2493.54	2947.79	2320.09	3591.1	3001.04	2433.14	2814.41	2947.04		3928.85	2601.86	2192.08	2684.13	3162.4	1691.76	1999.5	2451.73	2229.29												
Q9BVP2	Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3					6595.72	1054.87	671.136	961.051	1244.6	1575.87	1230.92	1922.25	1854.68	1002.8		1232.46	804.622	1362.5	1897.98	1476.39		671.199	2183.94	1388.23		1008.49	1431.2	1364.61	1653.19	1385.34												
Q9BVV7	Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21				641.222																				859.076																		
Q9BW27	Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	797.902	1003.38				542.227		753.15	692.529		1082.39			911.404		768.818						1040.56	762.508					704.916														
Q9BW60	Q9BW60	ELOV1_HUMAN	ELOVL1	Elongation of very long chain fatty acids protein 1			523.894							620.125					864.266		500.98										708.614		377.19													
Q9BWD1	Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	2477.05	2788.87	2287.83	1261.02	1539.06	1997.92	1959.24	1504	2266.98	1731.56	2302.91	1809.59	2870.06	2432.6	2360.87		2825.81		1929.2	2244.46		2253.63		1856.65	3010.1	3302.15	2118.71	2057.48	2326.08	2202.26												
Q9BWF3	Q9BWF3;Q9BQ04	RBM4_HUMAN	RBM4	RNA-binding protein 4		1164.26	1381.67				1213.55	1104.14	1286.9	801.578	1007.96	1475.57	869.136	1368.15	1148.52		1002.39	1120.58	1305.98	1397.33			1359.95			1118.65	854.375	1184.92	922.873	1198.36												
Q9BWH2	Q9BWH2	FUND2_HUMAN	FUNDC2	FUN14 domain-containing protein 2	1219.37				1623.02							1372.92		988.902	1660.28							1492.19		1654.05					2508.75													
Q9BWJ5	Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	1330.92	1061.45	1413.6					1383.96		473.836	1008.26	733.721	1149.52	1163.24	834.931	893.655	1300.4	774.919	2091.9	1037.6			1151.73	1105.87	1508.8	1564.4		646.57	1700.45													
Q9BWM7	Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3																				1067.46					658.323	506.678	689.048	633.127	651.169	884.416												
Q9BX68	Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	1187.25	1488.41					1410.45	1525.34	1246.94		1285.16	1915.42	1552.75	1663.32	1447.41	2826.79	765.652	2273.88	1141.56				1808.44			679.633	1896.7	2346.71	1970.4	921.901												
Q9BXB5	Q9BXB4;Q9BXB5	OSB10_HUMAN	OSBPL10	Oxysterol-binding protein-related protein 10								423.02	866.476	804.379		371.53			819.424				1014.06			1286.87	1439.4	800.823				1726.66	578.196													
Q9BXJ9	Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit				735.102	567.664		1087.8	864.806	930.742	479.131	999.343	908.812	768.825	818.768			1219.36	1086.31	1718.65	1098.47			1845.25	2170.87	1389.59	738.368	918.989	867.63	1248.88	912.365												
Q9BXP5	Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	1506.44	1530.64	1656.21	1601.55		1833.12	1596.12	1555.16	1387.99	1350.52	959.113	1320.98	1515.81	1669.84	1437.35	1529.8	2453.32	3061.44	1687.98	1700.02		2460.83	1951.3	2972.89	1886.96	1746.96	1701.83	2068.39	1200.06	2242.87												
Q9BXS5	Q9BXS5;Q9Y6Q5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1		571.276		690.692	397.755			853.473									324.473							482.133				336.804	161.693													
Q9BY32	Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase							979.854	1202.31						1039.31			1211.08		2857.11							630.228	1528.57	867.698	1151.15	1260.97												
Q9BY43	Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a						502.914	591.756	831.077	633.711	404.818					453.148	1353.96	833.408	1719.78		419.727				1023.72		746.97	696.387			1033.51												
Q9BY44	Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A		631.997							657.203	489.187	555	507.042			636.077	1452.48	1001.01		634.983	1075.97		940.225	790.504	962.465	445.085	644.761	643.215	597.252	726.566	428.488												
Q9BY77	Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3					804.762	555.112	849.398	817.191	405.852			405.038		515		685.495	821.519	367.781	243.681	413.087		550.928	467.839	570.574		555.856	530.202		700.916	776.224												
Q9BYC9	Q9BYC9	RM20_HUMAN	MRPL20	39S ribosomal protein L20, mitochondrial																						469.252						374.796	139.797													
Q9BYD1	Q9BYD1	RM13_HUMAN	MRPL13	39S ribosomal protein L13, mitochondrial																			1832.61							520.893	680.304	405.105	699.438	451.663												
Q9BYD2	Q9BYD2	RM09_HUMAN	MRPL9	39S ribosomal protein L9, mitochondrial			693.189				1133.5	441.287					937.064	815.846		909.559	1378.82	1205.96	972.627	1447.91		1406.57	1764.34		884.26	2177.82			874.639	1430.63												
Q9BYG3	Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein						700.468							729.862	238.815				252.205	515.069	372.012		1001.86		662.639	616.799	322.169	291.729	949.176	264.023	589.492												
Q9BYN0	Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1											740.082			995.535																												
Q9BYT8	Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial																		637.656		329.164			766.074		713.895	718.435		622.437	819.77	656.042												
Q9BYX2	Q9BYX2	TBD2A_HUMAN	TBC1D2	TBC1 domain family member 2A																							431.257			170.801		373.418														
Q9BYX7	Q6S8J3;A5A3E0;P0CG38;P0CG39;Q9BYX7	ACTBM_HUMAN	POTEKP	Putative beta-actin-like protein 3	6532.81	6074.4	4781.96	5253.64	6996.75		2777.47	3650.81		3642.55						4890.98	5155.56	7894.57	8352.1	4972.32					5589.45																	
Q9BZE1	Q9BZE1	RM37_HUMAN	MRPL37	39S ribosomal protein L37, mitochondrial																753.311	1002.22	1076.76		723.765		789.449	1104.02	1057.56		860.586		592.162	739.744	458.085												
Q9BZE4	Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	1558.02		763.581		969.581			725.007	1023.54		2008.05	1677.53	1032.4	517.228	1010.83	1106.12	2309.91	2479.37	1885.67				994.343	1126.36		1279.75	1552.64	1544.94	1359.79	1416.48												
Q9BZK7	Q9BQ87;Q9BZK7;O60907	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1							1079.96					1044.11		1774.29																												
Q9BZL1	Q9BZL1	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	1723.55	1238.16	1339.18	1320.59	1939.96	1828.18	1456.8	529.07	1035.12			1122.72		920.383			1023.2		2056.85	1296.43										1475.77												
Q9BZX2	Q9HA47;Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2																				552.476		798.362			431.076		671.15	330.714	336.319													
Q9BZZ5	Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	1789.64	1600.39	1838.3	1974.53	1649.15	2017.19	1759.5	1988.59	3402.69	1682.39	1670.56	1708.22	1810.41	2065.76	1799.96	1087.26	1757.01	1782.4	2077.04	1582.53		1383.09	2176.14	1891.97	986.99	1759.27	1733.75	1679.66	1632.07	1854.21												
Q9C005	Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog		1713.36	1698.93		2430.56	3327.78	2362.28	2891.47	2573.66	2243.4	2007.86	3535.67	1678.13	1696.84	2332.72		1556.7		1018.34	2596.81			1423.71	1721.08		1590.5	1853.07	1883.73	2127.43	635.183												
Q9C0B1	Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO																										153.584			567.745													
Q9C0C2	Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	404.169				432.229				810.713					1747.69		856.483			518.951			350.623				568.593		665.926		466.967												
Q9GZL7	Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	2028.49											828.218	1045.23	1241.78	811.744											788.375	341.774	940.195		986.895												
Q9GZP4	Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1				1343.13		585.904																				110.882		309.342	954.954	365.265												
Q9GZR7	Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24							558.251		443.416		377.286		870.028		471.641								825.401					764.872														
Q9GZS3	Q9GZS3	WDR61_HUMAN	WDR61	WD repeat-containing protein 61																							448.468		442.5	693.889	556.412	548.441	460.496	377.458												
Q9GZT3	Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1749.64	1223.95	1115.32			2083.72	1444.65	1944.08	1173.13		1430.25	1305.19	1908.7	961.51	908.465	2226.82	2113.16	1728.8	1704.09	1740.69		1122.52	1898.86	2342.4	1096.74	1641.56	1228.72	1377.18	1603.79	1621.8												
Q9GZT4	Q9GZT4	SRR_HUMAN	SRR	Serine racemase							702.288											323.491																								
Q9GZT8	Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1													387.057		509.747	457.381	600.425						1650.31	993.545		1096		294.982	839.266	876.813												
Q9GZY8	Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor												739.134			404.442	857.715	552.591		814.581	1224.79		1142.26	1794.16	867.462	1024.38	946.987	941.19	854.998	665.46	832.953												
Q9GZZ1	Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50					399.018	1077.91	655.661		889.696	821.578	926.015	769.9	737.207		564.802	1246.87	1437.8	2117.15	2140.71				1466.37	1747.15		920.234	1483.38	1288.6	1445.63	1066.13												
Q9GZZ9	Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5							489.585				664.658			350.862		591.054																										
Q9H061	Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	491.132					922.96			1883.01		1128.22						1014.67					818.268																				
Q9H074	Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1426.8	2151	1617.24	1206.52	1646.52	1268.11	2304.69	1386.55	1348.07	1318.99	1418.34	1374.51	1462.92	1911.17	1910.98	1985.41	2330.7	2247.94		836.506		2105.91	2508.3	1227.03		1235.1	1799.16	1601.41	1381.88	960.636												
Q9H098	Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	485.127	373.406	455.593	605.025		998.44	723.922	486.103	823.03	959.957	804.775	638.457	862.28	876.495	546.505	786.698	637.867		541.571			979.579	773.311	534.42	698.703	930.559	928.736	617.644	809.716	920.151												
Q9H0A0	Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase																1366.47		1427.34					1274.3	3590.96		1653.44	897.265	767.64	1385.54	698.821												
Q9H0B6	Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2							633.814										458.425			199.576																						
Q9H0D6	Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	3247.89					4188.85		2237.6		3954.91	4497.28	2245.04		1729.98		2452.31				3646.86		3412.3				3709.71	3728.02	3104.76	2368.16	4400.17												
Q9H0S4	Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47																	723.061	677.92	597.486	494.15		1004.14	1200.91		962.872	602.96	305.957	253.205	523.888	708.68												
Q9H0U3	Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	1322.76			1275.94			1691.36						2029.97	958.319	929.25				2405.54																							
Q9H0U4	Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	994.222	2388.96	1310.5	1085.9	1427.48	1460.67	837.159	956.322	1839.66	1088.87	1109.32	716.97	1885.81	1545.85	897.013	1401.29	1263.59	1359.77	1220.15	1103.21		1166.27	1699.58		1698.06	599.889	851.139	1277.14	712.085	1199.43												
Q9H0W9	Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54									1063.38					1244.85			610.717	917.836	1460.96	633.579		1090.99	1112.35	988.491	547.839	563.436	454.808	607.938	655.399	775.915												
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	6693.35	5497.73	4620.44	4617.43	4466.66	3338.91	4401.93	5645.07	4567	4651.99	4939.93	4840.58	4677.07	3370.63	4639.41	4936.28	3949.07	3179.78	4450.8	5531.95		4744.39	4050.09	5300.6	2952.92	4607.29	4311.84	4733.8	4169.71	3769.69												
Q9H1U4	Q9H1U4	MEGF9_HUMAN	MEGF9	Multiple epidermal growth factor-like domains protein 9												623.37																	964.977													
Q9H223	Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4													117.893		220.399		949.461								724.974	307.377	666.156	622.433	749.079	304.953												
Q9H299	Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	3818.27	4869.03	2994.25	5995.31	3361.06	4150.15	3649.54	5212.75	4521.55	2851.28	3965.99	3961.88	3561.43	3527	3201.25	3150.08	2921.11	3331.07	4315.42	3749.29		3290.87	4241.29	3881.28	2811.41	3814.21	3172.48	4170.63	3614.22	4478.81												
Q9H2H8	Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	512.51		509.332			617.997	697.317	464.076	847.777	383.406	777.504	538.089		272.026		1099.32	960.626							669.818		768.868	782.514	762.634														
Q9H2M9	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit		624.105				419.38		723.644	607.43		516.433		606.064									816.191					739.276															
Q9H2U1	Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36																											192.124	223.911		494.19												
