Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5628.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5629.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5630.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5631.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5632.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5633.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5634.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5635.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5636.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5637.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5639.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5640.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5641.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5642.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5643.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5659.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5660.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5661.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5662.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5663.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-21-2024_Slot2-91_5664.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5665.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5666.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5667.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5668.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5644.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5645.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5646.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5647.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5648.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5649.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5650.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5651.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5652.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5653.d
Q96IR7	Q96IR7	HPDL_HUMAN	HPDL	4-hydroxyphenylpyruvate dioxygenase-like protein											381.108		456.64	385.452	677.222	322.7	904.38	430.885	485.254	810.814	643.529	869.513	341.9	506.996	392.338							304.509			
Q96IU4	Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B								2269.36	838.492	2243.88	1374.36	922.072	1500.66	1049.34	670.734	2266.04	653.923	869.048	864.024	748.468	963.381	1064.31	1019.75	1115.66	1164.44	1321.35	1344.01	1088.01	1242.48	693.881	537.176	705.14	600.318	1076.73	866.544
Q96IX5	Q96IX5	ATPMK_HUMAN	ATP5MK	ATP synthase membrane subunit K, mitochondrial						1182.28	1236.92	2532.22	1386.3	1336.76	1638.83	860.309	1399.68	1145.16	1723.89	984.65	1176.52	1390.76	1216.29	1301.13	991.916	967.529	1136.83	1057.05	979.225	1471.3	921.253	1033.21	1172.74	1627.01	1280.56	966.069	1410.2	1793.88	1764.63
Q96IZ0	Q96IZ0	PAWR_HUMAN	PAWR	PRKC apoptosis WT1 regulator protein						787.311	2120.87	1353.84	403.57	979.046	1717.38	1038.21	1333.06	1467.83	1025.27	667.635	1245.49	1710.64	2079.09	1270.78	1098.28	1166.73	1358.14	1315.48	1143.46	731.494	948.297	1213.14	463.415	1035.79	1033.66	513.642	1155.28	1733.36	1063.11
Q96JJ3	Q96JJ3	ELMO2_HUMAN	ELMO2	Engulfment and cell motility protein 2									684.155			88.2224				213.942																			
Q96JJ7	Q96JJ7	TMX3_HUMAN	TMX3	Protein disulfide-isomerase TMX3												1387.37		525.722		1311.53	1830.95		1600.26		1118.97						1030.97		1220.43		2572.27	2662.83	1042.3	960.364	
Q96JM3	Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1												307.753				174.092			198.643	590.784	269.948		313.638												
Q96JY6	Q96JY6	PDLI2_HUMAN	PDLIM2	PDZ and LIM domain protein 2							1530.21			1105.12			889.944	476.593	1105.01	722.883	348.363			583.28	706.12		943.599	565.948	545	402.937	626.894	426.044			787.197	1128.77	444.497		
Q96K17	Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4												1655.22	2621.76	2580.69	2744.31	1832.85		4808.03		2800.77	2185.14	2126.44	2169.22		3866.81	2237.46	2156.68		2529.76	1776.45	1982.1		1501.88		
Q96KA5	Q96KA5	CLP1L_HUMAN	CLPTM1L	Cleft lip and palate transmembrane protein 1-like protein						832.639		1202.16			703.557	678.117	715.58	743.05	820.46	895.162	1023.84	871.894	807.622	1170.68	1089.86	644.313		803.551	715.185	781.378	674.435	1039.22	928.409		506.123	849.924	743.138	677.296	1536.19
Q96KB5	Q96KB5	TOPK_HUMAN	PBK	Lymphokine-activated killer T-cell-originated protein kinase											1243.89	665.866	685.673	687.301			776.18				1285.42	781.686	735.748		663.392	1329.94	474.969	1386.89	576.838	1274.93	909.037	1753.2	1002.55		
Q96KG9	Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein												1789.44									1418.49														
Q96KP1	Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2													399.53													301.119					1070.78				
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase						3102.87	3164.06	3145.03	3275.87	3959.83	2164.62	2398.86	2797.92	2355.89	2051.28	2565.03	3012.81	2460.47	2875.29	2594.85	3274.82	2688.26	3146.33	2469.94	2581.81	3309.2	3321.66	2203.63	2601.66	2829.65	3835.59	1728.49	2338.12	3069.11	2805.32
Q96KR1	Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein						1477.01	430.371	918.933	1344.06	2000.07	858.354	950.588	1206.03	678.549	977.222	1326.9	1075.1	1265.26	1196.13	1239.51	1109.15	1244.66	998.091	1324.19	1040.33	716.154	949.109	977.656	815.851	980.985	668.389	982.535	744.397	845.225	877.426
Q96L92	Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27								807.354					681.345			1085.69	1013.69							471.445											
Q96M27	Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1								859.638		1345.11	504.246	1081.28	1063.66	705.909	765.385	823.17	1387.29	643.164	1206.41		526.254	1025.41	1056.12	720.672	1314.9	1323	871.343	1282.76	550.195		992.172		653.295	1499.53	859.265
Q96MG7	Q96MG7	NSE3_HUMAN	NSMCE3	Non-structural maintenance of chromosomes element 3 homolog																											3207.13								
Q96MW1	Q96MW1	CCD43_HUMAN	CCDC43	Coiled-coil domain-containing protein 43											1187.27	711.15			506.18	738.289	454.345	1007.47	1741.98	998.068		530.321		1264.69	955.935		385.166	1035.5			960.846		785.108		726.193
Q96N66	Q96N66	MBOA7_HUMAN	MBOAT7	Lysophospholipid acyltransferase 7							5267.68				1002.28	1125.18	1063.52	1222.51	1301.99	1497.05	1155.68	1967.59	905.775	1079.11	1241.65	1385.56	1018.73	934.894	891.08	1299.05	1183.71	759.591	786.122	1161.5		1387.58	1329.64	1579.82	991.258
Q96NC0	Q96NC0	ZMAT2_HUMAN	ZMAT2	Zinc finger matrin-type protein 2																							469.049								713.328			779.492	
Q96NG3	Q96NG3	ODAD4_HUMAN	ODAD4	Outer dynein arm-docking complex subunit 4											5965.6	4100.92	4526.67	5982.98	6262.44						6559.14	5729.76	5132.94	6317.93	5637.56	4960.17	4321.67	6730.02	6262.38	7754.42	5007.46	5257.87	5355.22	7656.49	5669.59
Q96NY7;Q9NZA1	Q9NZA1;Q96NY7	CLIC5_HUMAN;CLIC6_HUMAN	CLIC5;CLIC6	Chloride intracellular channel protein 6																															300.537				203.935
Q96P16	Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A						273.098			1514.35	2251.79	1211.37	1148.78	1608.99			878.287		439.577			220.008		1134.29	1157.97	624.316			704.96	746.48	793.269	430.803	376.801			890.898
Q96P70	Q96P70	IPO9_HUMAN	IPO9	Importin-9						1567.93	2508.43	2054.24	2399.14	2380.91	2490.97	1845.89	1976.82	1812.84	2022.79	1433.47	1974.45	2470.5	2005.46	2099.49	1739.65	1563.59	1785.56	1648.01	1804.02	2025.77	3148.39	1937.73	1707.05	2175.43	2216.05	1739.86	2482.1	2851.45	2796.47
Q96PK6	Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14						3047.13	3336.68	2804.41	2730.36	3001.22	3984.91	3637.69	4047.49	2987.34	4143.21	3499.01	4400.57	3779.9	3284.6	3733.38	3491.53	3546.42	3591.76	3021.73	4737.83	3366.94	2559.37	3654.9	3587.31	2953.52	3479.06	3180.72	3138.61	3320.03	2856.54
Q96PU8	Q96PU8	QKI_HUMAN	QKI	Protein quaking											1109.44					1195.85		1917.12			136.639	887.474		1103.62	943.787	531.921		377.438				1187.23		1472.89	
Q96PZ0	Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog						3956.37	1297.43				1130.04	1069.96	742.614			1538.37	1125.55	1112.82		1177.26	1250.51	800.859	768.597	578.782	407.895	764.124	1203.92	931.061	1843.21	1523.79		859.757			919.532
Q96Q11	Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial										696.028		276.308	622.314		302.668		354.326		336.445		289.25	692.705	722.287										408.291		506.523
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35						2103.38	2226.54	2294.7	3081.57	2619.62	2070.58	2196.01	2797.74	2279.35	2766.72	2399.9	2305.13	2387.38	1992.83	2674.31	2333.6	2020.54	2703.46	2237.62	2140.73	1824.04	1886.53	2337.36	2265.79	2282.63	2191.72	2002.98	1911.87	2267.63	2213.96
Q96QR8	Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta						910.838	1269.77	755.064						530.172	1013.36	577.092					921.554	809.542							796.287			1064.09		1127.57	1619.7
Q96RE7	Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1								502.88	464.984		350.705	409.115	319.135	389.839		284.496	635.902		368.514	411.834	415.897		789.186	234.404	514.122	467.32		797.683	857.396					841.606	
Q96RP9	Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial						964.636	1501.09	1444.96		1589.58	1514.74	984.004	1373.69	859.72	1060.06	1462.81	1321.4	1372.64	1264.97	1604.07	1239.26	1512.79	1632.06	1414.42	1296.51	1226.29	1488.56	1488.04	1232.94	1586	1442.53	1830.33	1812.28	2299.74	1744.49
Q96RS6	Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1									573.277			751.338			548.181	951.919		1376.2	1161.64		833.71	989.563	896.024		379.325	746.438	776.282		924.436	721.346	551.278	860.939	755.702	1224.17	590.284
Q96S52	Q96S52	PIGS_HUMAN	PIGS	GPI transamidase component PIG-S																											887.523				477.742			748.295	
Q96S55	Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1											1159.72					529.835																			
Q96S66	Q96S66	CLCC1_HUMAN	CLCC1	Chloride channel CLIC-like protein 1												1015.09		986.541		597.852	918.752								880.707		1348.6				771.64				
Q96S82	Q96S82	UBL7_HUMAN	UBL7	Ubiquitin-like protein 7											378.855				371.261	622.651			336.821					415.48					258.672						
Q96SB4	Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1										845.265	789.728	564.638	1015.8	1058.28	222.605	791.965	767.081				576.369	1251.23	835.813	758.468	867.184	1920.78	687.351			932.72		847.572			896.06
Q96SI9	Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein						2035.79	3102.47	3829.25		3315.33	5116.45	4330.02	4128.18	4823.95	3947.05	3104.05	2968.29	3129.5	2766.9	3394.38	2910.93	2616.41	3358.12	3341.09	2739.51	3489.41	3487.37	3551.97	3782.59	4599.78	4642.64	4403.37		3334.11	2726.76
Q96ST2	Q96ST2	IWS1_HUMAN	IWS1	Protein IWS1 homolog									407.342	1202.42			590.413	767.65		626.817	513.485	685.235	615.122	644.274	629.99	901.565	735.962	536.258	505.037	826.743		829.673	958.89	1047.8		372.618	574.847	708.867	
Q96ST3	Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a						830.59					561.595	465.647	405.135	840.702	927.175	687.275							829.122	1188.56	957.794	720.714	694.049		525.928					751.349	
Q96T23	Q96T23	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1													644.057			371.933				649.987		343.528	1007.73	783.566									632.528		
Q96T37	Q96T37	RBM15_HUMAN	RBM15	RNA-binding protein 15											799.623		196.578		688.336						360.379		288.608							330.029			696.162		
Q96T51	Q96T51	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1									692.154		385.92		641.38			337.977					465.021				690.346		657.425	409.73	473.16		554.011	1142.69			
Q96T76	Q96T76	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog											3398.81	265.792		1241.63	934.155						608.254						363.771		431.056			1852.56	399.566		1600.15
Q96T88	Q96T88	UHRF1_HUMAN	UHRF1	E3 ubiquitin-protein ligase UHRF1									535.541	294.635	640.688	701.895	913.894	894.585	456.986	554.24			814.545	603.495	915.188			339.466	387.049	500.309		514.146	604.306	406.806	816.882	1106.8	1062.78	1054.71	422.692
Q96TA1	Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2						4783.3	2902.71	3369.73	3533.92	4750.78	3452.58	2890.87	2826.87	3520.68	3465.8	4374.57	4586.97	4517.68	3569.32	4026.27	3421.23	3354.78	3713.93	3231.28	2938.13	2912.69	4276.74	2699.18	2718.66	3524.79	3952.71	3300.51	3461.3	4375.82	4364.63
Q96TA2	Q96TA2	YMEL1_HUMAN	YME1L1	ATP-dependent zinc metalloprotease YME1L1							675.804				547.919	467.932	686.989	590.411		587.765	687.836	370.245	693.942	656.52	582.951	613.011	589.152	1080.1	842.915	1151.34	621.368	1048.03	683.425	1052.97	489.005	530.9	738.824		390.91
Q96TC7	Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3						982.38		1668.44	1234.44	951.583	963.995	695.406	790.538	1285.31		1119.98	1116.48	953.784	1026.27	711.036	742.59	1154.18	693.866		1583.65			720.196		1313.83		786.616	953.565		1099.56
Q99417	Q99417	MYCBP_HUMAN	MYCBP	c-Myc-binding protein							1523.31	1840.5	1331.28		1987.51	1466.88	1397.36			1744.63	1447.49	1243.96		789.224	1483.92	1655.63	1781.96	1029.79	1427.38	1444.3	1764.79	1569.08	2725.16	1761.55	1874.59	1567.29	1458.82	898.385	1977.23
Q99426	Q99426	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B										1895.14	1768.82	2365.48	1116.22	1948.87	1755.69	1242.4	1955.01	1760.95		1906.6	1562.2	1468.43	2199.05	2042.66	1706.02	1559.26	1311.71	731.211	1320.78	1461.1	1865.86	1961.31	1470.29	1589.2	1863.13
Q99436	Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7						1800.4	3806.67		3036.62		3825.34	3626.07	2949.95	4589.79		4503.95	4678.3	4598.47	3223.44		2697.01	3514.41	3965.93	3891.19	3977.68	3791.4	3185.07	4395.39	3757.63	4088.04	3867.48	5411.28	2265.1	3995.38	4221.54
Q99439	Q99439	CNN2_HUMAN	CNN2	Calponin-2		123339			79527.1	5292.55	5466.63	5735.81	6169.11	5324.71	4725.59	5221.26	4663.03	4713.54	6447.53	5432.23	4373.33	4398.4	4358.01	4201.03	5220.65	5902.99	4507.18	4065.7	4679.55	4182.5	4560.73	4511.03	4221.04	5216.9	5599.98	6419.26	4672.04	5785.14	4673.66
Q99442	Q99442	SEC62_HUMAN	SEC62	Translocation protein SEC62							3203.81				1020.26	817.465	518.853	901.663	1445.28	1163.39		1360.27			802.993	926.094	847.132	935.82	607.404	589.637	954.659	317.624	547.621		490.149	1161.32		815.571	
Q99447	Q99447	PCY2_HUMAN	PCYT2	Ethanolamine-phosphate cytidylyltransferase													495.282															944.365		754.927			859.149		
Q99459	Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein						910.133	1056.59	1052.59			1127.14	2031.94	1610.9	1225.02	1154.77	1228.41	347.373	1170.41	3549.63	1155.99	1609.08	1487.15	1299.38	736.831	1042.5	1273.14	1912.63	1343.36	1438.79	2775.7	555.337	1302.36	1222.5	1910.96	1109.85
Q99460	Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1						2573.63	2068.33	2894.85	2378.88	2738.17	2145.75	2926.24	2619.11	2328.35	2577.74	2490.93	2186.37	2037.97	2480.15	2291.18	1858.88	2548.62	2523.49	2278.94	2383.93	2358.35	2117.18	2221.19	1724.67	2604.99	1521.5	2094.26	1782.35	1776.86	2568.52
Q99471	Q99471	PFD5_HUMAN	PFDN5	Prefoldin subunit 5						3455.5	2603.23	4693.03		3167.57	2218.94	1927.62	2987.36	2665.15	2784.26	4223.57	3299.16		3045.83	2661.28	2006.16	2683.44	2972.33	2976.66	1843.88	2191.96	3499.29	2220.95	2273.37	2053.81	2025.05	2536.2	2492.42	1681.02	933.801
Q99497	Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	317394	268964		2.70168e+06	59534.9	25066.2	24043.5	24287.6	23165.9	21700.1	21704	23809.7	22329.4	25202.3	24842.5	23646.6	23080.7	23029.8	21953.5	21913.8	24019.7	22761.5	23373	22765.2	23465.8	24142.8	23963.4	22975.6	22591.2	23800.6	23850.5	23841.3	26083.6	23408.6	25017.3
Q99519	Q99519	NEUR1_HUMAN	NEU1	Sialidase-1																					449.174					615.153			686.469	578.196			583.118		
Q99536	Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog						6232.24	4976.9	7212.49	5795.94	6578.35	6024.49	6598.03	5453.56	6188.35	6632.45	6728.11	6617.13	6223.94	5375.48	6481.29	6101.85	6381.17	5545.25	5494.09	7124.67	5863.69	7010.07	6617.18	6646.18	5858.07	4636.5	5487.87	4757.55	7018	6467.37
Q99538	Q99538	LGMN_HUMAN	LGMN	Legumain																280.775																			
Q99543	Q99543	DNJC2_HUMAN	DNAJC2	DnaJ homolog subfamily C member 2											723.602					193.148					356.447		1057.21	391.735	956.695							946.794			
Q99567	Q99567	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88						823.739	626.276	1582.92	1069.5		734.783	932.778	861.3	847.444	1222.91	1108.71	1271.72	1170.38	975.944	706.216	740.298	861.519	730.439	1339.71	1337.05	882.015	703.329	771.639	831.271	1066.5	1168.99		1095.8	779.818	1160.76
Q99575	Q99575	POP1_HUMAN	POP1	Ribonucleases P/MRP protein subunit POP1						2075.98					801.4			725.722				739.182			437.191	351.415	606.366	693.445	505.391	597.818	667.375	680.761		1052.14	855.764	1090.03	1082.55		333.15
Q99584	Q99584	S10AD_HUMAN	S100A13	Protein S100-A13						4995.35	3857.77	2952.61	3641.35	4015.47	4081.86	3989.96	3881.83	3125.12	3309.68	2639.56	3088.24	3586.69	3018.88	3724.28	3751.84	4515.4	3539.59	3410.36	3942.26	3577.73	3484.98	3242.09	4566.14	4425.26	3338.02	3751.03	3896.57	3896.84	3081.39
Q99590	Q99590	SCAFB_HUMAN	SCAF11	Protein SCAF11							420.974	596.497				319.593				413.587				635.771	548.454				385.997	361.449	475.597	808.662			350.107	640.337		642.11	
Q99598	Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X													620.244	373.159									418.883				558.801		1062.57		324.46				561.668
Q99614	Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1						2211.45	2320.85	991.137	1972.61	1287.91	1970.03	2204.99	1838.93	2482.12	1448.15	2659.35	2103.93	2000.55	2258.55	1643.84	1996.22	1866.15	1830.94	2577.58	2741.84	2577.61	2501.12	1701.42	1409.07	1361.49	2265.75	2782.74	2209.47	1719.89	1151.54
Q99615	Q99615	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7						742.794	1859.88				1098.24	655.689	1189.64	762.177	737.594	1264.03	876.485	968.805	969.73	1013.88	1295.95	1167.51	1091.22	1358.63	807.815	995.177	1186.6	1115.62	977.315	1277.78	590.458	1668.77	931.086	1133.13	784.195
Q99622	Q99622	C10_HUMAN	C12orf57	Protein C10					17483.8	735.434	265.013	565.105	597.337	544.737	605.595	918.149	730.15	783.69	568.876	617.13	354.894	1179.8	694.797	553.256	893.227	499.282	615.55	648.482	854.778	364.846	658.812	627.422	636.02	824.167	1464.42	705.459	710.308	644.091	213.355
Q99623	Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	469440	247710	262393	176813		8246.95	7332.37	6563.82	7658.83	6961.92	7179.7	9028.84	7067.43	8324.36	7143.79	8912.26	7059.11	7129.2	6833.67	8980.22	6970.63	7383.72	6159.71	7387.45	7702.08	6881.98	6747.58	6977.56	5500.01	6427.76	5829.93	5664.43	5833.75	6027.57	8820.8
Q99627	Q99627	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8						718.996	1951.88	1769.17	1150.64	1156.8	1246.95	1764.01	1528.41	1580.9	1108.88	1182.91	1684.15	1358.45	1638.94	1481.2	1575.31	1626.67	1519.85	1532.63	1146.58	1137.16	1647.68	1286.33	1505.83	1374.33	1106.5	1238.94	1338.32	1150.99	1377.35
Q99643	Q99643	C560_HUMAN	SDHC	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial									686.608			547.498	492.626							469.993				339.397	526.949			83.093							
Q99653	Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1																217.787					124.09	379.019				1124.4	680.57	690.931		637.935					
Q99661	Q8N4N8;Q99661	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C									354.618	428.314		404.405	171.134			146.068		446.854	529.789						428.006	448.86		560.894							
Q99674	Q99674	CGRE1_HUMAN	CGREF1	Cell growth regulator with EF hand domain protein 1																						209.886	299.954								329.525			211.199	
Q99700	Q99700	ATX2_HUMAN	ATXN2	Ataxin-2													280.358					214.445			272.862	689.94	518.717	605.615	149.163										
Q99707	Q99707	METH_HUMAN	MTR	Methionine synthase									277.875					380.902				1111.06		449.811															
Q99714	Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2						6041.01	6087.18	6702.44	5642.74	5673.76	5519.25	6123.78	5106.39	5047.19	6074.78	5991.2	6538.58	6344.66	4945.51	6393.82	4888	5773.46	5666.89	5954.92	4943.63	5658.75	6328.81	5321.48	4929.43	6185.93	4511.42	5508.93	5890.42	6052.58	5902.31
Q99715	Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain										733.564	596.87					813.413	912.48					487.666	681.176			1103.41				1929.54	516.248		739.791	610.248	
Q99720	Q99720	SGMR1_HUMAN	SIGMAR1	Sigma non-opioid intracellular receptor 1							402.392				359.77							556.783		773.37						631.644		367.672				1383.56			
Q99729	Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	171572						8240.59	6264.12	10067		4071.53	4631.62	4393.84	2834.21	2704.4	585.892	2969.89	6268.59	7698.95	5047.9	3494.86	3345.19	3461.22	3246.78	3304.84	2257.18	4575.05	3669.62	3810.28	3091.81	3782.69	3437.37	3249.25	1842.29	3188.49
Q99732	Q99732	LITAF_HUMAN	LITAF	Lipopolysaccharide-induced tumor necrosis factor-alpha factor							1113.68		1888.12							1357.4		1285.67	1383.34		1135.98					565.744		1252.85				995.752			1655.68
Q99733	Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4		391347			358766	8297.88	7656.06	7975.91	7818.34	6874.38	7195.02	7568.04	6987.34	7628.4	6850.4	7482.9	5748.15	6314.68	7409.66	7157.22	6739.04	8057.1	7222.45	7865.96	5894.98	6282.59	6900.06	6407.94	6179.62	6471.32	4745.49	7015.99	5698.64	5267.07	8476.94
Q99735	Q99735	MGST2_HUMAN	MGST2	Microsomal glutathione S-transferase 2				75100.4		3324.87	4244.07	3916.81	4325.51	3541.17	3294.89		2899.7	2684.62	3032.21	3580.91	2053.41	3370.47	4075.64	3047.17	3356.48	3273.66	2831.2	2440.24	2407.45	3082.46	3631.92	2151.33	3977.8	3985.13		2637.63	3611.89	2091.32	2947.25
Q99747	Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein							1807.77		1534	1773.1						408.362	618.139		471.709		172.43	350.793	1679.83		1272.66				872.079		465.429	856.081			864.728
Q99755	O60331;Q99755;A2A3N6	PI51A_HUMAN	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha																534.532	1056.83			1207.32								595.71			781.042	786.092			
