Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5680.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5681.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5682.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5683.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5684.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5675.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5676.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5677.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5678.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5679.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5670.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5671.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5672.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5673.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5674.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5685.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5686.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5687.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5688.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5689.d
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	3887.57	4996.46	5251.71	5047.37	4396.41	4959.77	4870.9	5126.27	4746.38	4583.28	5211	4808.49	4889.38	4571.66	4356.95	4743.85	4678.15	5129.38	4888.2	5082.21
Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	2644.94	2541.17	3084.89	2438.15	2222.84	2317.51	2070.92	2199.47	2110.87	2607.47	2840.85	2780.05	2659.47	2720.85	2975.64	2791.74	2727.45	2572.14	2727.15	2774.55
Q9NSI2	Q9NSI2	SLX9_HUMAN	SLX9	Ribosome biogenesis protein SLX9 homolog							1029.8										876.091			
Q9NT62	Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	1587.06	1236	1566.63	1448.17	1509.68	1059.29	1074.09	1086.46	1178.18	1437.59	1554.95	1361.21	778.599	1027.52	1383.66	1225.33	1035.94	1000.45	886.054	997.595
Q9NTI5	Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	913.862	935.32	829.532	630.114	1129.87	844.03	839.713	781.986		759.386	1261.33	748.651	1094.45	857.722	905.408	1141.96	1056.25	867.522	1244.44	749.683
Q9NTJ3	Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	2566.88	3008.85	2994.06	2429.33	3287.14	2972.95	3098.02	2909.47	3446.98	2703.84	3411.21	2699.98	2929.59	3036.31	3674.5	2484.78	3115.34	2679.97	3037.44	2788.94
Q9NTJ5	Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	1490.83	1215.06		1004.19	2174.92	2204.86	1231.16	1604.02	1199.78	1437.82	1785.31	1725.85	1533.23	1676.11	2111.11	2044.3		1416.89	1655.07	1362.01
Q9NTK5	Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	5186.24	5778.27	5156.72	6036.63	4921.46	5007.52	5975.71	5264.86	4907.16	5610.01	4238.47	5096.5	5358.25	4132.1	4613.37	5101.62	5561.07	4853.77	5271.76	5480.36
Q9NTX5	Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	1088.82	1153.84		1465.42	1348.33		983.997		1453.03	815.232	1533.55	1304.84	1288.23	849.096	1127.55	1106.42	1276.53	1085.46	1308.24	1177.35
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	1853.47	2001.73	1865.26	1952.33	3083.84	1626.29	2326.31	1976.56	1956.83	2432.14	2135.84	1609.36	1814.9	1935.65	1864.98	2357.3	2096.31	1807.94	2234.31	2237.68
Q9NU22	Q9NU22	MDN1_HUMAN	MDN1	Midasin	525.578	1055.81	1469.98	914.867	324.107	1123.42	1684.9	937.439	1622.65	660.2	844.639	446.082	843.868		593.312	844.202	1361.98	950.358	804.679	810.277
Q9NUJ1	Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	813.813	1536.4	1400.73	1295.64	1333.02		1346.87		997.62	738.732		1679.8	1828.9	1466.02	660.12	800.225	653.691	1436.15	1747.52	1332.83
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B						1025.26	1136.53	1031.8							1540.09	1197.77				1402.7
Q9NUP9	Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	1447.92	1270.28	1267.45	1285.99	1272.44	1642.9	1568.51	1789.11	2055.09	1038.13	1227.88	1671.99	932.966	1421.22	1282.17	1534.74	1496.3	1497.01	1816.19	1987.81
Q9NUQ6	Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein										1811.53						1175.45				3103.98
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	1421.04	1267.19	710.033		844.43		576.883	630.879	872.422	535.057	806.657	936.427	910.579	747.77	740.651	1280.09	806.543	650.08	884.238	803.539
Q9NUQ9	Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	2118.81	2607.03	2778.96	3086.25	3424.1	2804.81	2873.11	2532.16	2964.7	1939.71	2410.36	2356.22	2759.2	3187.33	2022.06	2742.92	2853.55	2312.82	2814.73	2933.63
Q9NUU6	Q9NUU6	OTULL_HUMAN	OTULINL	Inactive ubiquitin thioesterase OTULINL	1318.22	1733.81	1498.25			1240.4		1784.2	1979.79	1612.74	1287.28		1108.8				1883.05	1371.36		
Q9NUU7;Q9UMR2	Q9NUU7;Q9UMR2	DD19A_HUMAN;DD19B_HUMAN	DDX19A;DDX19B	ATP-dependent RNA helicase DDX19A	1929.11	2150.69	1708.24	1903.64	1798.12	1818.65	1653.18	1708.24	1637.23	1788.97	1777.57	1937.25	2050.49	1808.34	1538.87	2242.67	2085.27	1729.91	2153.89	1696.28
Q9NV06	Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13					569.173	285.83					873.975						603.868	576.028		
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	826.11	1304.04	1348.31	1010.42	621.028	1724.62	616.534	1086.24	589.663	1338.82	951.702	976.375	1588.63	1002.17	1803.46	539.895	1279.17	884.594	854.674	979.044
Q9NV56	Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein					317.472									299.796					307.43	559.005
Q9NV70	Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1			6023.4	1730.45	1790.52		4991.55		1454.92			3765.05	1180.78		2098.38	1823.26		560.716	3356.36	775.481
Q9NV88	Q9NV88	INT9_HUMAN	INTS9	Integrator complex subunit 9	751.991																			
Q9NVA2	Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	2401.81	1963.75	2033.09	2236.26	2284.07	2404.27	2244.25	2754.17	2586.28	2985.75	2380.09	2957.35	2162.24	2332.76	2814.2	2253.74	1767.37	2687.67	2673.74	2634.89
Q9NVD7	Q9NVD7;Q9HBI1	PARVA_HUMAN	PARVA	Alpha-parvin	2219.15	1742.78	2242.47	2325.92	1664.44	1253.67	2603.16	2155.37	2182.54	2160.95	1973.42	2158.72	1821.89	1837.13	1379.94	2038.36	2313.32	2138.42	1818.73	1869.53
Q9NVE7	Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	427.681			772.147	854.084								217.615			617.423	603.378		410.502	
Q9NVG8	Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13		1002.42			343.661	1137.26	603.93	1278.41	709.843	1317.66					1643.76	241.237		859.512	813.099	833.546
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	1054.1	3986.52		1026.31	2826.31	1392.1	1153.89				693.646	1374.4	1753.81	1134.47	867.045	818.213	1276.47	1903.32	1365.6	1346.99
Q9NVI1	Q9NVI1	FANCI_HUMAN	FANCI	Fanconi anemia group I protein	1964.67	1118.27	1785.96	1936.64	1144.76	1185.14	1491.88	1892.03	1863.23	1164.95	1114.41	1231.63	1564.54	1627.98	1538.91	1570.97	1070.18	1433.92	1319.02	1067.39
Q9NVI7	Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	5931.92	5112.82	5268.81	5817.8	6286.01	5348.88	5205.84	5698.44	5692.92	5039.17	5563.89	5774.53	5853.21	6285.19	5691.48	5155.12	5760.15	5621.57	5900.36	5240.63
Q9NVJ2	Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	1109.08	1970.49	1470.19	1412.43	1531.78	1956.07	1280.16	1837.34	1275.87	1421.22	2110.72	987.911	1310.84	1700.28	1778.98	1912.9	1414.97	1596.31	1411.38	1408.56
Q9NVM4	Q9NVM4	ANM7_HUMAN	PRMT7	Protein arginine N-methyltransferase 7		983.766				935.64	1741.5	827.743	498.069	724.365	1359.13		1095.68	426.629			687.91	952.857	748.302	875.883
Q9NVM6	Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17			654.765									739.002				915.221		1153.19	825.795	909.417
Q9NVM9	Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13		1360.38	1776.71	1524.49		1805.28	1598.39	1756.59	1304.15		1189.46	1426.23	908.292		1782.08	1855.15	1862.43			1144.41
Q9NVN8	Q9NVN8	GNL3L_HUMAN	GNL3L	Guanine nucleotide-binding protein-like 3-like protein			1311.7				976.824	1340		1613.55		1583.84	1303.88	2012.12		1882.05	751.016	1729.16	2072.77	1061.97
Q9NVP1	Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	2855.39	1944.56	2245.31	2052.67	2694.6	1743.76	1395.59	1863	1868	2295.45	2800	2083.32	1775.55	2487.43	1320.6	2129.34	1814.88	2638.83	2007.24	1961.12
Q9NVS9	Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase		1695.02		2064.34	3219.2	1745.85	1891.7	1763.71	1915.91	1764.63	2258.88	2138.5	1943.05	1737.37	1763.87	1848.04	1774.31	1584.05	2246.16	1607.39
Q9NVU7	Q9NVU7	SDA1_HUMAN	SDAD1	Protein SDA1 homolog				584.424		579.109	718.787				847.143	1329.35						759.487	331.063	713.344
Q9NVV4	Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial					948.911	985.938				341.323		274.042			625.971		386.181	690.333	771.906	
Q9NVX2	Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	567.928		775.143		897.478	1431.87	885.831	766.042	1011.14	1051.22	724.521			934.802	1268.74	684.654		766.496		583.237
Q9NVZ3	Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	3442.81	1428.24	1491.61	1375.82	1669.93	2365.74	2504.8	2280.54	2048.42	2445.03	3099.42	1851.59		2172.9	2163.83	2278.4	1849.08	1334.59	1324.25	1711.15
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	902.171	716.22	825.303	1259.42	993.362	1586.68	631.842	1569.32	1353.59	745.846	1090.91	582.909	978.975	1196.74	924.976	966.908	771.894	926.404	1294.79	938.541
Q9NW15	Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10	1065.19		2123.99		909.996	818.969	676.554		1095.27		602.913	761.386	1113.51					1426.19	506.54	819.49
Q9NW82	Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	966.844		1626.44	1829.86	1384.92	1242.35	1805.33	1458.48	1595.46	1693.97	1452.53	1666.3	1594.14	1270.97	1552.77	1277.32	1652.54	1121.16	1329.61	1556.45
Q9NWB6	Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	2912.95	2442.49	2671.13	3241.09	2799.74	1964.76	2266.11	1947.64	2522.72	2450.41	2166.79	3107.13	2538.11	2796.16	2079.25	2865.6	3061.94	2618.84	2729.81	2879.13
Q9NWH9	Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	1955.94	1195.2	1543.61				787.803		1830.51		1338.93			939.974	1045.57	866.861		1139.6	1063.4	1073.03
Q9NWS0	Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1			1876.1	1948.22	2105.92		1485.12			1383.85	1987.32	1519.39	1724.31	2168.49	1693.11	1360.58	1654.05	2151.18	1443.93	1420.41
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	933.911			886.338	524.21		1113.15	773.851	354.384		676.283	797.427	879.459		1198.94	772.194	685.565	910.485	489.41	931.133
Q9NWU5	Q9NWU5	RM22_HUMAN	MRPL22	39S ribosomal protein L22, mitochondrial	2101.15	887.888	1301.1		1581.34	1045.71		1656.1	2042.13		1899.56	1516.01					1032.49	1265.27		
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	1654.14		1872.71		1261.29	1692.55		1624.17	1217.91			1309.93			1630.37	1757.23	1116.15	1491.09	1544.97	1852.07
Q9NWV8	Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1		1354.8		2054.99		2073.83	2592.34		752.731	2090.05		1702.11	1716.7	2150.06	2249.77	1331.87	1106.88			
Q9NWX6	Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	1369.57		553.067	895.988	696.261	798.141	950.823	560.643		794.555	725.069	978.29		752.201		743.433	618.406		681.651	707.247
Q9NWY4	Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1			579.155	767.548	465.226	780.907	717.717	1003.31	749.868		986.679		650.646	1305.82	99.4998	610.984				656.291
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	4802.36	5401.28	6260.73	5258.68	4245.64	6263.51	4013.56	4262.06	4585.52	5803.86	4702.79	4421.25	4279.14	4373.21	4778.17	5638.14	6020.94	4676.66	5265.82	5409.69
Q9NX18	Q9NX18	SDHF2_HUMAN	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial	1313.6		1333.06	1243.41	1682.23		741.321		1247.04		734.042		1715.73	926.15	1597.56			1426.77	1055.37	1162.89
Q9NX20	Q9NX20	RM16_HUMAN	MRPL16	39S ribosomal protein L16, mitochondrial		1720.93	1826.03	1928.8	1847.26	1243.68	1920.38		1061.33		1398.17	1651.08	1327.67	1246.5	1551.88	1334.89	1296.35	1373.71	861.58	1455.55
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	2696.8	3505.11	2584.84	3054.06	2345.56	1990.8	2640.28	1967.76	2075.58	3032.52		2287.03	2420.5	2145.68	2470.49	2328.84	1730.24	2401.4	2217.85	1962.04
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	4055.61	4234.53	4837.5	3122.29	3268.32	4314.85	2516.94	2689.04	2870.93	3325.67	3054.15	3754.89	2701.64	3258.08	3778.83	3330.83	2761.82	3431.7	2664.76	2754.87
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	2030.08		1370.5	1563.81			1350.49	1090.83		1491.26	846.041	1130.51	1196.01	1637.05	1510.84	1509.74	1639.22	1281.47	1760.97	1000.85
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	1195.99	1543.27	1633.77	1436.66	1111.8	1718.09	1455.85	1941.18	1868.99	1747.34	1675.15	1561.67	1759.23	1774.48	1177.16	2473.59	1362.94	1504.01	1093.27	945.945
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	872.592		952.311	1309.69	1325.87	1044.45	590.447		948.569	697.958	1354.04	881.117	1257.31				1050.04	1367.8	1514.39	652.224
Q9NX62	Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase			984.074					1761			1109.31	721.4	1295.67			623.992		605.174	556.611	
Q9NX63	Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	5066.62	5250.21	5896.86	5569.72	4887.56	5544.14	4681.41	4829.66	5322.09	4812.22	4618.4	4917.68	5444.27	4649.89	5032.5	5240.32	5194.57	5865.75	4914.13	5442.83
Q9NXE4	Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	641.547		459.528	428.826	998.038	829.699		1004.41		692.228		802.793	627.217	461.773		978.277	641.505	608.615	610.187	490.247
Q9NXF1	Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	1662.69	918.694			1584.97			1471.56		1832.23		477.932		760.37		2211.62				
Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	1418.25	1606.2		915.888	932.065			800.767	1017.1	658.721	1016.1	799.247	700.594	725.645	947.638	594.042	534.788	827.351	1031.37	483.95
Q9NXH8	Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A			1445.89					771.03			471.836					777.813	666.225			
Q9NXH9	Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	1618.88	1316.07	1139.47	1405.68	1770.61	2060.63	1790.97	1663.76	1701.84	1639.58	1411.58	1822.99	1505.21	1963.93	1213.71	1332.17	1687.59	1460.32	1144.14	1823.47
Q9NXR7	Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2		2768.86			1872.58	1356.41	1338.57		1452.1	1130.68	1509.83	1884.89		1425.18	1582.08	1452.29	1209.03	1520.29	1416.93	1962.26
Q9NXS2	Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein												1046.02		681.862	1457.13		1344.57	1594.22	1385.06	1212.01
Q9NXU5	Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15																1235.15				406.466
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	1391.17	1274.3	1517.65	960.604	1103.38	442.975	1133.86	1211.35	1117.17	1892.48	1041.94	1146.56	909.917	896.094	969.818	1411.97	1049.52	1040.22	967.341	758.93
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	2615.54	2835.4	2875.53	3148.2	3254.84	2767.01	3618.09	2904.69	2255.11	1805.7	3229.82	2355.4	2547.23	2214.42	2335.61	2665.89	2547.71	2091.33	3166.79	2457.12
Q9NY27	Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2		1067.51	787.121			399.136			479.356		986.871	1072.24	836.655	545.054	1241.11	765.515	564.656	569.112		1165.9
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	3445.99	1752.45	1941.82	1867.02	1688.14	1717.56	1796.93	1648.35	1405.5		1817.74	1030.89	1758.33	1660.9	2468.82	1710.32	1755.53	1892.61	1960.92	1789.5
Q9NY93	Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	1154.49	1569.37	1073.39	2198.85	1526.22	1205.14	2158.58		1080.81	1524.64	1977.13	1390.43	523.083	959.534	2041.19	1491.66	1259.92	910.179	2196.93	896.132
Q9NYB0	Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	879.56				905.504					342.057	757.871		412.066		1033.79			264.218	904.365	197.819
Q9NYB9	Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2					655.859					779.515			606.377	589.838			512.329			408.306
Q9NYF8	Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	3237.53	3799.98	4222.36	4127.46	4384.09	4714.57	5139.45	3777.73	4270.49	3919.63	5005.73	4975.75	5470.95	5328.29	4643.88	4206.57	4881.11	4669.78	4965.24	4434.54
Q9NYJ1	Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	1203.58	709.536	1542.38	1596.99	1041.28	1022.1	1389.26	798.098	1375.67	1118.4	1370	1229.28	1359.44	640.404	1496.11	1861.37	1115.65	1090	715.41	1396.21
Q9NYK5	Q9NYK5	RM39_HUMAN	MRPL39	39S ribosomal protein L39, mitochondrial	1566.02	2218.72	2211.51	1763.6	1390.97	2788.14	2630.74	1295.65	1843.29	2604.29	1611.57	2076.93	2405.12	1856.31	2413.72	2435.23	1986.6	2333.1	2142.56	1830.27
Q9NYL4	Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	2424.32		2464.03	2486.98	3285.31	1271.93	2652.44	2621.21	1851.36	2238.71	2548.76	2649.93	2103.02	2592.64	3050.46	1331.78	2133.1	3150.05	2458.75	2204.18
Q9NYL9	Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	3917.96	3373.9	2727.85	2837.88	2893.67	2971.74	2769.06	2951.05	3436.42	3437.49	2488.06	3048.26	3360.15	3366.22	3491.58	3662.43	3236.98	2819.67	2775.4	3666.82
Q9NYP7	Q9NYP7	ELOV5_HUMAN	ELOVL5	Elongation of very long chain fatty acids protein 5						1431.01				660.481	870.394	1049.86				1137.78	892.878	755.337	436.772	934.229
Q9NYU2	Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	2365.74	2064.03	2260.37	2435.41	2083.34	1983.83	2210	2413.01	2123.21	2277.72	1834.38	2213.59	1922.25	2016.46	2441.64	2183.5	2056.54	2004.21	2180.13	2245.83
Q9NYY8	Q9NYY8	FAKD2_HUMAN	FASTKD2	FAST kinase domain-containing protein 2, mitochondrial			1077.24	1102.11				1182.47	1339.45	986.331		565.496		812.37	1643.64			1687.85	1271.96	974.461
Q9NZ01	Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	3529.38	3312.08	4104.19	3527.78	3952.95	3807.94	3814.45	4324.13	3964.35	3926.51	3474.73	4548.08	3493.95	4014.15	4209.88	4512.13	4061.4	4163.9	4001.48	3907.12
Q9NZ32	Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10			719.2	1267.99	740.705		1018.02	634.03				1801.85	678.881	732.33		528.065		1457.57	1183.24	1421.45
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	1978.4	1762.6	2100.08	2679.08	1702.03	1919.46	2106.76	1913.08	1856.68	1824.63	1840.2	2326.89	2543.52	1649.85	2154.56	2340.04	2125.12	2408.36	1854.52	1592.74
Q9NZ63	Q9NZ63	TLS1_HUMAN	C9orf78	Telomere length and silencing protein 1 homolog	920.723			529.94						628.699	687.265	667.821	448.851	672.721	659.097	727.966	442.897	509.459		756.124
Q9NZB2	Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	1677.45	1118.81	1876.39	2152.09	2142.35	2010.27	1823.05	1741.47	1729.49	2392.19	2297.44	2344.22	1771.79	2178.91	2188.7	1874.8	1998.79	1714.08	1586.59	1845.53
Q9NZI8	Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	1541.7	1703.81	2032.27	1611.64	1949.63	1470.91	1394.16	1489.18	1769.85	750.069	1718.64	1536.46	1508.05	1608.73	1543.86	1295.94	1528.85	1375.15	1694.23	1855.31
Q9NZJ0	Q9NZJ0	DTL_HUMAN	DTL	Denticleless protein homolog			413.158															430.155		
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	4455.17	4197.3	3780.08	3184.29	4581.74	3604.14	6698.13	3152.93	3382.45	3040.44	3432.75	3187.61	3369.06	4075.43	3555.19	3695.09	3671.41	3589.79	3013.17	3883.17
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	1943.99	1543.83		1244.05	738.247	1370.77	1555	1638.75	1241.65	1450.51	1884.16	979.298	1719.9	1940.91	1269.43		1741.74	1154.12		1483.27
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	2711.85	2579.11	3040.76	2890.95	2336	2682.17	2343	2364.2	2492.88	2693.88	2523.01	2525.81	2814.11	2609.58	2497.62	2348.19	2377.97	2577.01	2077.95	2131.16
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	5224.37	4596.45	4469.59	5667.51	4792.48	5114.08	4339.66	5074.93	4757.82	5176.21	5135.57	5133.58	4500.51	4780.68	4804.02	4815.92	5143.69	4880.93	4797.54	4899.03
Q9NZN4	Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	3486.02	3153.72	3299.05	3425.62	4095.95	3463.2	3069.72	3197.13	3540.08	3434.45	3458.82	3269.53	3479.82	3394.28	2845.97	3639.25	3242.28	3795.16	3480.06	3252.82
Q9NZN8	Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2					696.516			440.664	389.369		507.698					346.427	409.471			361.983
Q9NZQ3	Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain		1608.65	934.259	1442.31	1517.89	1103.78	1552.26	726.319	1271.16	1261.1	985.812	555.297	1320.17			794.642	891.492	1371.46	1640.7	1315.86
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	1499.06	1579.49	1738.5	1730.97	1583.36	1599.55	1533.15	1443.2	1613.75	1709.29	1191.11	1672.18	1258.73	1876.65	1273.43	1353.73	1545.5	1182.39	1493.72	1055.8
