Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Unique Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Unique Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Unique Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Unique Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Total Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Total Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Total Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Intensity	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Intensity	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 MaxLFQ Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 MaxLFQ Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 MaxLFQ Intensity	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9UIA9|XPO7_HUMAN	Q9UIA9	XPO7_HUMAN	XPO7	1087	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-7	1.0	0.999	7	10	10	10	10	0	0	0	10	0	0	0	10	0	0	0	137495.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UIC8|LCMT1_HUMAN	Q9UIC8	LCMT1_HUMAN	LCMT1	334	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine carboxyl methyltransferase 1	1.0	0.9989	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	51627.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UID3|VPS51_HUMAN	Q9UID3	VPS51_HUMAN	VPS51	782	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 51 homolog	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	87556.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UIF9|BAZ2A_HUMAN	Q9UIF9	BAZ2A_HUMAN	BAZ2A	1905	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain adjacent to zinc finger domain protein 2A	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	42910.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UIG0|BAZ1B_HUMAN	Q9UIG0	BAZ1B_HUMAN	BAZ1B	1483	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase BAZ1B	1.0	0.999	18	22	22	22	21	1	0	0	21	1	0	0	21	1	0	0	430124.47	261943.48	336334.28	365091.8	0.0	0.0	0.0	0.0	
sp|Q9UII2|ATIF1_HUMAN	Q9UII2	ATIF1_HUMAN	ATP5IF1	106	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATPase inhibitor, mitochondrial	1.0	0.999	4	10	10	10	2	3	2	3	2	3	2	3	2	3	2	3	79902.11	472798.94	428070.7	452775.12	85173.9	261583.94	235378.89	225016.34	
sp|Q9UIJ7|KAD3_HUMAN	Q9UIJ7	KAD3_HUMAN	AK3	227	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP:AMP phosphotransferase AK3, mitochondrial	1.0	0.999	6	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	161996.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UIL1|SCOC_HUMAN	Q9UIL1	SCOC_HUMAN	SCOC	159	Homo sapiens OX=9606	1:Experimental evidence at protein level	Short coiled-coil protein	0.9846	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	18895.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UIQ6|LCAP_HUMAN	Q9UIQ6	LCAP_HUMAN	LNPEP	1025	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucyl-cystinyl aminopeptidase	1.0	0.999	7	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	118236.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UIV1|CNOT7_HUMAN	Q9UIV1	CNOT7_HUMAN	CNOT7	285	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 7	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	45268.367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJ70|NAGK_HUMAN	Q9UJ70	NAGK_HUMAN	NAGK	344	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetyl-D-glucosamine kinase	1.0	0.999	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	92539.766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJ83|HACL1_HUMAN	Q9UJ83	HACL1_HUMAN	HACL1	578	Homo sapiens OX=9606	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 1	0.9989	0.994	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	52097.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJA5|TRM6_HUMAN	Q9UJA5	TRM6_HUMAN	TRMT6	497	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	0.8473	0.9885	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	21516.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJC5|SH3L2_HUMAN	Q9UJC5	SH3L2_HUMAN	SH3BGRL2	107	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH3 domain-binding glutamic acid-rich-like protein 2	0.9782	0.9986	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJF2|NGAP_HUMAN	Q9UJF2	NGAP_HUMAN	RASAL2	1139	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein nGAP	1.0	0.999	3	3	2	3	3	0	0	0	2	0	0	0	3	0	0	0	63432.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJS0|S2513_HUMAN	Q9UJS0	S2513_HUMAN	SLC25A13	675	Homo sapiens OX=9606	1:Experimental evidence at protein level	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial	1.0	0.999	16	25	10	25	23	1	0	1	10	0	0	0	23	1	0	1	658929.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJU6|DBNL_HUMAN	Q9UJU6	DBNL_HUMAN	DBNL	430	Homo sapiens OX=9606	1:Experimental evidence at protein level	Drebrin-like protein	1.0	0.999	11	20	20	20	20	0	0	0	20	0	0	0	20	0	0	0	579737.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJV9|DDX41_HUMAN	Q9UJV9	DDX41_HUMAN	DDX41	622	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX41	0.9792	0.9986	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	24413.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJW0|DCTN4_HUMAN	Q9UJW0	DCTN4_HUMAN	DCTN4	460	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 4	0.9844	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	46974.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJX2|CDC23_HUMAN	Q9UJX2	CDC23_HUMAN	CDC23	597	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell division cycle protein 23 homolog	0.9999	0.9989	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	25882.438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJX3|APC7_HUMAN	Q9UJX3	APC7_HUMAN	ANAPC7	565	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 7	1.0	0.999	7	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	143676.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJX4|APC5_HUMAN	Q9UJX4	APC5_HUMAN	ANAPC5	755	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 5	0.8567	0.9893	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJX5|APC4_HUMAN	Q9UJX5	APC4_HUMAN	ANAPC4	808	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 4	1.0	0.9989	3	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	40253.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJX6|ANC2_HUMAN	Q9UJX6	ANC2_HUMAN	ANAPC2	822	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 2	0.9846	0.999	1	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	37005.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJY1|HSPB8_HUMAN	Q9UJY1	HSPB8_HUMAN	HSPB8	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-8	1.0	0.9987	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	133598.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UJZ1|STML2_HUMAN	Q9UJZ1	STML2_HUMAN	STOML2	356	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stomatin-like protein 2, mitochondrial	1.0	0.999	7	13	13	13	12	1	0	0	12	1	0	0	12	1	0	0	487355.78	0.0	98226.84	0.0	0.0	0.0	0.0	0.0	
sp|Q9UK23|NAGPA_HUMAN	Q9UK23	NAGPA_HUMAN	NAGPA	515	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	0.9814	0.9988	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	21433.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UK41|VPS28_HUMAN	Q9UK41	VPS28_HUMAN	VPS28	221	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 28 homolog	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	25339.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UK45|LSM7_HUMAN	Q9UK45	LSM7_HUMAN	LSM7	103	Homo sapiens OX=9606	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm7	0.8755	0.9909	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	37066.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UK61|TASOR_HUMAN	Q9UK61	TASOR_HUMAN	TASOR	1670	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein TASOR	1.0	0.999	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	77755.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UK76|JUPI1_HUMAN	Q9UK76	JUPI1_HUMAN	JPT1	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Jupiter microtubule associated homolog 1	1.0	0.999	4	12	12	12	12	0	0	0	12	0	0	0	12	0	0	0	313921.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UK99|FBX3_HUMAN	Q9UK99	FBX3_HUMAN	FBXO3	471	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-box only protein 3	0.913	0.9939	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	18777.822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKD2|MRT4_HUMAN	Q9UKD2	MRT4_HUMAN	MRTO4	239	Homo sapiens OX=9606	1:Experimental evidence at protein level	mRNA turnover protein 4 homolog	1.0	0.999	7	8	8	8	7	1	0	0	7	1	0	0	7	1	0	0	1483715.5	158608.06	121846.6	138162.47	0.0	0.0	0.0	0.0	
sp|Q9UKF6|CPSF3_HUMAN	Q9UKF6	CPSF3_HUMAN	CPSF3	684	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 3	1.0	0.999	6	6	6	6	6	0	0	0	6	0	0	0	6	0	0	0	87056.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKG1|DP13A_HUMAN	Q9UKG1	DP13A_HUMAN	APPL1	709	Homo sapiens OX=9606	1:Experimental evidence at protein level	DCC-interacting protein 13-alpha	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	82217.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKI2|BORG2_HUMAN	Q9UKI2	BORG2_HUMAN	CDC42EP3	254	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cdc42 effector protein 3	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	18395.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKI8|TLK1_HUMAN	Q9UKI8	TLK1_HUMAN	TLK1	766	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase tousled-like 1	0.9999	0.999	3	2	1	3	2	0	0	0	1	0	0	0	3	0	0	0	22052.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKJ3|GPTC8_HUMAN	Q9UKJ3	GPTC8_HUMAN	GPATCH8	1502	Homo sapiens OX=9606	1:Experimental evidence at protein level	G patch domain-containing protein 8	1.0	0.999	7	7	6	7	7	0	0	0	6	0	0	0	7	0	0	0	35194.887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKK9|NUDT5_HUMAN	Q9UKK9	NUDT5_HUMAN	NUDT5	219	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-sugar pyrophosphatase	1.0	0.999	7	17	17	17	16	1	0	0	16	1	0	0	16	1	0	0	525466.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKL0|RCOR1_HUMAN	Q9UKL0	RCOR1_HUMAN	RCOR1	485	Homo sapiens OX=9606	1:Experimental evidence at protein level	REST corepressor 1	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	25242.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKM7|MA1B1_HUMAN	Q9UKM7	MA1B1_HUMAN	MAN1B1	699	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	1.0	0.999	2	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	83347.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	RALY	306	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein Raly	1.0	0.999	6	11	10	11	5	2	2	2	4	2	2	2	5	2	2	2	185100.5	0.0	55510.95	54923.42	0.0	0.0	0.0	0.0	
sp|Q9UKN8|TF3C4_HUMAN	Q9UKN8	TF3C4_HUMAN	GTF3C4	822	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor 3C polypeptide 4	1.0	0.999	8	10	10	10	10	0	0	0	10	0	0	0	10	0	0	0	163646.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKS6|PACN3_HUMAN	Q9UKS6	PACN3_HUMAN	PACSIN3	424	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein kinase C and casein kinase substrate in neurons protein 3	1.0	0.999	8	10	10	10	10	0	0	0	10	0	0	0	10	0	0	0	288837.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKT5|FBX4_HUMAN	Q9UKT5	FBX4_HUMAN	FBXO4	387	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-box only protein 4	0.9846	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	15016.691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKU7|ACAD8_HUMAN	Q9UKU7	ACAD8_HUMAN	ACAD8	415	Homo sapiens OX=9606	1:Experimental evidence at protein level	Isobutyryl-CoA dehydrogenase, mitochondrial	0.9881	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	22930.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKV3|ACINU_HUMAN	Q9UKV3	ACINU_HUMAN	ACIN1	1341	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apoptotic chromatin condensation inducer in the nucleus	1.0	0.999	10	13	13	13	12	0	0	1	12	0	0	1	12	0	0	1	317681.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKV5|AMFR_HUMAN	Q9UKV5	AMFR_HUMAN	AMFR	643	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase AMFR	0.9534	0.9969	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	14477.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKV8|AGO2_HUMAN	Q9UKV8	AGO2_HUMAN	AGO2	859	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein argonaute-2	0.9924	0.999	2	2	1	2	2	0	0	0	1	0	0	0	2	0	0	0	32302.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKX5|ITA11_HUMAN	Q9UKX5	ITA11_HUMAN	ITGA11	1188	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-11	1.0	0.999	9	12	12	12	12	0	0	0	12	0	0	0	12	0	0	0	300958.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKX7|NUP50_HUMAN	Q9UKX7	NUP50_HUMAN	NUP50	468	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup50	1.0	0.999	10	14	14	14	14	0	0	0	14	0	0	0	14	0	0	0	457454.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKY7|CDV3_HUMAN	Q9UKY7	CDV3_HUMAN	CDV3	258	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein CDV3 homolog	1.0	0.999	5	9	9	9	7	1	0	1	7	1	0	1	7	1	0	1	112807.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKZ1|CNO11_HUMAN	Q9UKZ1	CNO11_HUMAN	CNOT11	510	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 11	0.9427	0.9961	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL03|INT6_HUMAN	Q9UL03	INT6_HUMAN	INTS6	887	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrator complex subunit 6	0.9846	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	12096.618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL15|BAG5_HUMAN	Q9UL15	BAG5_HUMAN	BAG5	447	Homo sapiens OX=9606	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 5	1.0	0.9987	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	56931.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL18|AGO1_HUMAN	Q9UL18	AGO1_HUMAN	AGO1	857	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein argonaute-1	0.9709	0.9981	2	1	1	2	1	0	0	0	1	0	0	0	2	0	0	0	12832.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL40|ZN346_HUMAN	Q9UL40	ZN346_HUMAN	ZNF346	294	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 346	1.0	0.9989	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	63171.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL42|PNMA2_HUMAN	Q9UL42	PNMA2_HUMAN	PNMA2	364	Homo sapiens OX=9606	1:Experimental evidence at protein level	Paraneoplastic antigen Ma2	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	35743.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UL46|PSME2_HUMAN	Q9UL46	PSME2_HUMAN	PSME2	239	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome activator complex subunit 2	1.0	0.999	3	4	4	4	3	0	0	1	3	0	0	1	3	0	0	1	138825.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULA0|DNPEP_HUMAN	Q9ULA0	DNPEP_HUMAN	DNPEP	485	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartyl aminopeptidase	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	97640.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULC3|RAB23_HUMAN	Q9ULC3	RAB23_HUMAN	RAB23	237	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-23	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	8292.721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULC4|MCTS1_HUMAN	Q9ULC4	MCTS1_HUMAN	MCTS1	181	Homo sapiens OX=9606	1:Experimental evidence at protein level	Malignant T-cell-amplified sequence 1	1.0	0.999	3	8	2	8	8	0	0	0	2	0	0	0	8	0	0	0	288705.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULF5|S39AA_HUMAN	Q9ULF5	S39AA_HUMAN	SLC39A10	831	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc transporter ZIP10	0.9527	0.9968	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	29069.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULG6|CCPG1_HUMAN	Q9ULG6	CCPG1_HUMAN	CCPG1	757	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell cycle progression protein 1	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	41718.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULH0|KDIS_HUMAN	Q9ULH0	KDIS_HUMAN	KIDINS220	1771	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinase D-interacting substrate of 220 kDa	1.0	0.9989	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	17665.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULH7|MRTFB_HUMAN	Q9ULH7	MRTFB_HUMAN	MRTFB	1088	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myocardin-related transcription factor B	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	8120.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULK4|MED23_HUMAN	Q9ULK4	MED23_HUMAN	MED23	1368	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 23	1.0	0.9989	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	44772.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULL5|PRR12_HUMAN	Q9ULL5	PRR12_HUMAN	PRR12	2036	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proline-rich protein 12	0.9846	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	10432.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULP9|TBC24_HUMAN	Q9ULP9	TBC24_HUMAN	TBC1D24	559	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 24	0.9655	0.9977	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	32941.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULQ1|TPC1_HUMAN	Q9ULQ1	TPC1_HUMAN	TPCN1	816	Homo sapiens OX=9606	1:Experimental evidence at protein level	Two pore channel protein 1	0.917	0.9942	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULR0|ISY1_HUMAN	Q9ULR0	ISY1_HUMAN	ISY1	285	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ISY1 homolog	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	81850.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULT8|HECD1_HUMAN	Q9ULT8	HECD1_HUMAN	HECTD1	2610	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECTD1	1.0	0.999	7	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	172510.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-1C	1.0	0.999	12	17	15	17	16	0	1	0	14	0	1	0	16	0	1	0	494635.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2_HUMAN	TPX2	747	Homo sapiens OX=9606	1:Experimental evidence at protein level	Targeting protein for Xklp2	1.0	0.999	6	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	119652.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULX3|NOB1_HUMAN	Q9ULX3	NOB1_HUMAN	NOB1	412	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein NOB1	0.9207	0.9945	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	30278.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULX6|AKP8L_HUMAN	Q9ULX6	AKP8L_HUMAN	AKAP8L	646	Homo sapiens OX=9606	1:Experimental evidence at protein level	A-kinase anchor protein 8-like	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	47435.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULZ3|ASC_HUMAN	Q9ULZ3	ASC_HUMAN	PYCARD	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apoptosis-associated speck-like protein containing a CARD	0.9654	0.9977	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	19109.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1_HUMAN	TMCO1	239	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium load-activated calcium channel	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	94880.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
