Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5897.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5899.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5900.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5901.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5902.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5903.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5904.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5905.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5906.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5907.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5913.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5914.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5915.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5916.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5917.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5860.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5861.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5862.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5863.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5864.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5908.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5909.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5910.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5911.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5912.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5918.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5919.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5920.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5921.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5922.d
Q9GZZ9	Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	659.279									347.526		494.409			658.221	264.094	331.774	493.222	410.034	272.719									897.19							330.23		586.261	796.693		590.829	833.798	159.616	721.072	540.047
Q9H061	Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A		1214.51				1162.56		1136.95		1346.15			1038.39	677.669		676.479	746.355	1056.13	854.893				1107.98													724.434	1239.19		1013.7	700.144	1040.85			1019.15	838.888
Q9H074	Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1420.51	2331.59	2061.63	3083.74	1512.03	1883.89	3305.69	2124.73	2126.32	2144.22	1927.32	1918.18	1975.02	1738.9	1874.13	1915.63	1725.37	2028.32	2060.72	2286.48	1794.85	2689.83	3700.25	2133.59		1814.28	1740.02	2081.6	2069.38	2176.44						1827.77	1731.65	1750.61	2077	1764.13	1793.05	1920.27	1505.15	1773.41	1983.98
Q9H078	Q9H078	CLPB_HUMAN	CLPB	Caseinolytic peptidase B protein homolog							1493.7	512.875		1525.33	782.005	959.732	838.661	859.686	874.866	1162.09	873.812	832.325	1275.96							290.753										994.617	636.098		667.32	281.801	640.624	864.421	648.038	1111.09	893.443
Q9H098	Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	945.342	752.912		618.22		483.422	942.96	868.139	951.945	1023.4	567.581	860.723	500.552	1170.54	529.822	819.764	789.612	738.439	501.713	601.84		1191.55	915.495	592.17	836.321	1149.7	1097.98	791.637	913.334	1044.7						647.958	640.582	753.028	902.251	702.433	541.224	815.297	671.455	447.71	874.314
Q9H0A0	Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	1814.17		2122.83		1011.68	1709.79	1856.69	1608.66	1904.5	845.923	1226.35	1331.03	1576.32	1642.3	847.486	1623.71	1626.18	1474.62	1189.1	1591.46	2319.9		1661.05	4442.11	1132.09	2052.27	1414.16	1130.75	1823.79	1012.26						1823.09	1562.58	1625.55	1364.71	1633.94	1357.21	1572.55	1558.99	1050.47	1700.34
Q9H0B6	Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2	1543.71	783.184			1401.61	312.132		1125.3	841.001		756.965	786.904	827.165	796.77	897.913	1334.6	478.942	1013.48	834.234	738.617									1846.11	2732.63						711.055	445.013	486.562	226.525	391.149	867.012	1315.15	948.324	1040.04	848.613
Q9H0C8	Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C					302.149						342.943		409.823							397.552																									
Q9H0D6	Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	1408.08	1458.09				1607.88	3371.86	2323.34	1829.35	1607.2	2822.05	3901.73	2043.39	1305.97	1651.74	1929.57	2079.11	2634.79	1848.33	1873.62	4059.06	1657.83			1360.09	2024.87	1784.83	2020.2	1304.01	2576.35	2553.06					1849.23	2778.76	2495.39	1513.63	3209.34	2431.87	2366.26	2353.71	2223.36	2182.92
Q9H0H5	Q9H0H5	RGAP1_HUMAN	RACGAP1	Rac GTPase-activating protein 1											704.761				358.497	572.109																				866.617									
Q9H0P0	Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A							844.05	275.22			354.691			361.849	1013.34	642.242	203.951	340.867	411.172	463.794						574.952		691.244	727.697							475.763		370.62			388.399		2177.5		490.328
Q9H0S4	Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47		1099.63	1167.74	1099.99	1113.23	1076.78	1661.2	1175.9	1052.51	571.992	873.996	1133.55	1224.11	1363.85	1158.34	1056.05	1428.16	1100.22	1554.28	1343.83	1484.76	1165.14	1365.19	1101.06	1240.08	1063.1	506.706	490.288	1093.27	1474.16	3384.49					1048.32	916.347	1124.56	1289.85	1191.88	870.496	1007.48	1025.71	757.431	996.51
Q9H0U3	Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1		1898.97		2340.66				2135.99	1683.13		1171.14	1208.12	1374	1216.79	1198.16	824.915	1253.43	1203.14	1162.73	1193.24																1159.42	1173.71	1041.66	1393.11		1389.82	1156.84		899.186	1466.2
Q9H0U4	Q9H0U4;Q92928	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	1568.24	1256.15	1431.41	1195.08	1120.96	660.452	1495.81		719.634	1189.56		1604.81	1354.61	1964.22	1664.18	1918.74	2088.29	1854.89	1979.94	1699.86	1621.7	1539.06	1787.63		1807.38	609.774	961.18	1550.42	932.462	1248.42	2223.76					1249.89	1260.2		1619.02		1796.91	2696.85	1857.75	1844.98	1810.48
Q9H0U6	Q9H0U6	RM18_HUMAN	MRPL18	39S ribosomal protein L18, mitochondrial													746.307		574.211		662.545	600.187	873.97																	1244.3		754.446		1384.57		1102.52	603.958		644.439
Q9H0V9	Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein									726.598		982.178	666.278			845.131	598.865		607.641		1075.74																595.813			509.571	656.179	562.956		399.508		1014.65
Q9H0W9	Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54		1112.62	1095.89	2768.91	1114.83	1522.41	1085.5	878.096	1027.82	1184.41	1068.03		1020.64	1069.13	1070.35	1112.81	907.572	894.268	1065.36	1167.55	1991.49	1484.62	1362.15	1247	710.506	540.748	583.161	1613.21	1560.98	1613.46						621.874	1249.49	1095.27	748.802	831.356	1046.55	946.04	1100.14	727.216	1109.39
Q9H173	Q9H173	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1													551.102			440.305		682.394	300.836																		299.079					1006.13		422.556	
Q9H1B7	Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL														228.983												221.772																			
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	5220.11	4408.13	3633.73	4818.22	5826.27	6317.09	5554.25	5469.37	5297.95	5917.2	5390.37	4602.24	4442.06	4578.78	4557.8	6653.11	5168.76	6192.85	3726	5588.16	3674.17	5275.44	4244.22	5361.91	3013.12	4781.02	4603.35	5101.02	4327.21	3910.92	5365.13					3824.52	4258.1	3682.75	5099.6	4339.16	3943.72	4842.21	4956.05	6526.92	4406.6
Q9H1Y0	Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5													1542.29							1075.19																	1241.28		640.125		1269.34		1002.57		
Q9H223	Q9NZN3;Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	1169.13					2459	1657.9	1432.1	1228.03	1738.26	1271.23	1457.59	1337.86	1618.04	1621.66	1834.81	1701.46	1423.97	1260.9	1207.1	3097.62	1937.22	406.453	3814.77	1444.01	1051.09	1386.3	1784.96	1851.5	1157.67						1542.05	1528.85	1474.09	1270.52	1873.76	1770.4	1306.01	1334.98	2164.07	1389.44
Q9H299	Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	3385.26	2913.88	3500.69	4283.42	3747.16	4872.61	3146.07	3946.73	3995.06	3772.95	3511.5	3822.76	2955.38	4112.01	3588.58	4391.28	3984.08	4381.98	3134.5	4448.85	3110.29	3776.15	4768.66	3024.65	2931.53	4536.43	3949.03	4614.65	4609.43	4624.27	6035.55					3679.93	4388.68	4870.56	3192.75	4400.17	4196.96	3980.32	3430.88	3946.29	3415.44
Q9H2G2	Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase							820.28										433.359			368.205																525.185		773.384		462.795			579.644	572.148	415.801
Q9H2H8	Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3						851.242		475.596	974.968	932.196	648.568	910.211	1225.16	598.601	793.615	1112.04	731.86	707.797	686.21	1021.43				1739.94		856.994	1329.65	1302.54								804.966	1113.11	1098.62	825.516	1326.47	1130.38	680.735	461.104	838.271	893.156
Q9H2J4	Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3													592.033			768.022		717.898	405.133	1059.26																630.471			482.733	639.212			808.637	511.201	119.792
Q9H2M9	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit			722.755			784.229	411.656	959.022	841.087	1351.77	727.977		642.124	600.543	747.204	762.056	865.679	600.724	672.028	808.132					1175.28		896.914			800.983						754.383	784.926			507.89	702.797	867.916	609.23	780.02	657.031
Q9H2P0	Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein								469.837	607.818		1358.26	370.367	369.054	351.375	730.971		368.268																							1598.18					
Q9H2U1	Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36					1383.58	453.682			930.615	460.013	747.246	669.376	561.287		733.53	540.414	454.132	501.063	626.551	743.201							361.599	850.286		881.288						536.546		431.71	645.538	384.533		804.068	343.55		632.407
Q9H2U2	Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	1055.55	2132.78	1903.32	1678.32	1373.58	1629.31	1455.2	1449.52	1180.52	1565.35	1161.46	1301.64	1216.54	1328.04	1510.27	1286.78	1194	976.016	1256.46	1180.29	1613.67			1808.27		630.749	1241.13	1501.44	1531.73	1229.62						1425.33	1419.81	994.232	1449.21	1193.98	1570.09	1267.62	873.579	1268.05	1148.34
Q9H2W6	Q9H2W6	RM46_HUMAN	MRPL46	39S ribosomal protein L46, mitochondrial						794.687			763.775		576.242	634.541	643.756	824.543	1263	653.152	656.129	933.625	1057.23	865.815						1203.64	1001.04		1038.4	815.751						931.216	789.774	752.355	870.873	1271.69	616.852	760.84	1199.08	876.976	472.609
Q9H307	Q9H307	PININ_HUMAN	PNN	Pinin	787.151	1667.73				1524.78	792.603	1179.91	1726.67	1103.97	875.08	975.226	1097.2	1399.1	927.732	838.786	1036.55	792.988	958.275	929.047	1557.91					1484.5	484.502	1408.55	840.569							1439.12	859.008	996.088	842.494	1128.74	854.554	1166.15	1048.46	811.965	1222.31
Q9H330	Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245							385.059										212.873											390.936										703.863		522.795			273.613		674.696
Q9H361	Q9H361	PABP3_HUMAN	PABPC3	Polyadenylate-binding protein 3		1092.55			1352.57	1356.3		1733.3	1902.2					1221.67				1263.19	1501.09				2296.7						852.265								688.36	1114.98	1428.86	1522.6				1251.48	
Q9H3H3	Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68							995.954		774.212	1075.99	634.736				839.301					767.118				1358.68												1034.5	864.142			706.101			873.335		
Q9H3K2	Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein			1817.8				1865.59	1788.79		1412.72	1738.74	1250.78	2182.05	1282.62	1412.54	1310.98	1530.53	1410.84		1787.29		2302.14	1863.99				2750	1426.3		1165.52						1654.16	1473.55	2041.74	1157.34			1147.01	2529.33	1909.12	2421.09
Q9H3K6	Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2		1199.73			1589.83	1207.73	1506.51	1618.95	1828.27	1836.68	1317.36	1790.33	1796.23	1943.36	1601.87	1822.99	1727.17	1513.18	1734.46	1585.26			1653.16	3032.78	2560.69	2090.17	1807.52	2057.11	2131.6	2599.69						1726.71	2024	1656.83	2161.39	1965.59	1904.29	1807.12	1621.63	1952.46	2094.44
Q9H3N1	Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	2637.23	3143.6	2242.32	2169.88	1865.92	1914.99	2325.09	2089.07	2325.11	1865	1928.84	1997.66	2356.28	2042.15	1624.71	1863.48	2108.98	1978.19	1678.13	2059.4	1561.55	3478.6	2295.23	1822.81	2497.78	2643.15	2604.98	1757.18	2132.1	2783.59						1934.1	2429.21	2025.03	2349.58	1925.2	1741.49	2342.61	1924.37	2254.67	2476.62
Q9H3P2	Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A							652.296	1172.05			676.12	595.745	409.421	432.833	812.471		1043.56		588.079	493.917	920.016					626.029		673.226		275.501							494.853	280.854	434.503	539.757	494.078		376.62	699.475	412.014
Q9H3P7	Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60		1197.23	1565.26			979.155	398.493	1322.24		1216.91	690.879	688.004	752.875	1318.13	1073.8	716.059	624.043	735.378	894.063	914.264					3029.43	912.578	721.337	1346.6	853.467	612.668						387.556	1341.26	375.371	654.128	1198.79	763.801	877.296	517.872	719.358	964.13
Q9H3U1	Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A					931.664	1482.13	1566.96	2485.88	2158.94	1295.37	1723.54	1514.62	1649.29	1601.91	1629.49	1549.37	1558.4	1313.44	1252.43	1409.39	2786.82		1480.67		908.464	1226.81	1660.5	2476.58	2076.32	1844.68						1467.37	1325.05	1657.87	1677.44	1240.64	1442.79	1447.4	1754.25	1490.47	1259.94
Q9H444	Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b		1582.51	1247.95		1720.18	2264.09	1605		1434.53	1953.1	1909.9	1228.54	1544.51	1039.32	1831.38	1558.27	1008.67	2086.86	1728.09	1657.65	1883.31	1722.78		2335.13	2357.34	1638.08	2108.38	1365.17	1974.65	2563.66						673.51	1776.68	1751.53	2304.01	1296.73	1558.16	1347.78	1728.98	1155.95	1521.15
Q9H446	Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1																436.72		596.463											684.361															581.744	
Q9H488	Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1		1225.3		1960.94	1648.37	1662.7	872.321	749.654	1003.63	998.671	1087.89	795.108	960.133	1354.08	629.305	609.272	1591.09	1277.88	1150.69	1068.65	1360.1	636.537		1169.77		1557.21	1227.38		1602.02	1217.78						1171.01	867.668	791.95	838.191	984.879	993.237	1196.85	779.283	1009.64	780.895
Q9H4A3	Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1		1120.64			795.612	1352.11	1001.7	2510.91			824.54	920.439	1456.32	1840.93	1096.07	1036.17	1296.76	971.659	1154.64	1182.79	642.395			1564.43			3549.61	2230	1332.58	1519.44						1421.79	2048.73	1746.76	1909.27	1239.88	1178.33	1767.55	889.942	1377.07	1697.15
Q9H4A4	Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	1295.2	2106.74	1928.59	2351.35	1767.3	1939.45	2053.84	1855.95	2214.4	2027.91	2131.51	1772.49	1663.95	2115.66	2301.07	1968.49	1822.67	2062.38	1322.34	1993.2	1737.22	2484.18	1457.65	1504.71	2330.05	1875.47	1712.74	2021.07	2036.1	2204.09						1960.03	1652.62	1754.16	2025.3	1853.82	1401.16	2125.85	1766.41	1971.8	1436.98
Q9H4A6	Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	739.791	704.444	1581.58			725.77	812.832		1381.22	769.435	542.605	676.328	620.33	930.108	789.476	757.43	614.241	435.445	814.668	550.134	1569.35	1028.95	1165.64			834.905	893.845			975.548						818.574	776.216	637.14	596.717	750.299		1406.55	770.895	762.723	655.026
Q9H4G0	Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1						1176.77	1740.5	598.955		842.322	1126.48	1084.66	1109.1	779.457	1137.03	1549.79	939.788	1026.19	971.75	1340.82						988.084		856.718	4332.67								1111.46	1140.5	1046.31	698.162	1075.75	989.418	915.38	782.426	997.425
Q9H4G4	Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1			425.99		651.747	723.078	527.846	1446.94	650.75	491.851		866.153	405.187	638.986		349.877	608.143	419.023	300.825	558.64		781.637	636.905	574.155	890.624	1192.09	951.543		934.396	930.8						853.086	1250.88	675.88	351.541		398.51	682.116	514.47	579.793	
Q9H4L4	Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3						521.203										517.858	336.442	790.027	542.488		552.756		1279.85	477.616	901.533			1015.31		288.506								688.16			405.873			527.568	
Q9H4M9	Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1				1465.26	1342.62	1115.99	1493.5	1449.36	1723.72	1257.51	1039.68	1302.56	1242.45	1215.58	1102.76	1610.26	916.688	1128.69	1270.28	1080.58	2440.45					1518.71	1564.21	1183.02	1181.95	1226.86						1342.2	1664.66	1084.54	1617.29	919.784	1648.5	1347.73	1023.22	1272.08	1390.74
Q9H583	Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1						1272.61	966.068	990.282		913.763	1047.22	872.959	726.234		559.31	705.66	759.171	800.641	448.566	1135.73	988.243					990.294	1009.94	1084.71		850.967						1056.38	665.877	594.618	841.262	858.378	721.571	774.017	1398.72	610.559	563.745
Q9H5Q4	Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial												297.954		1151.4	1821.09			526.079	316.593	1262.25	267.62						317.399										2060.42		374.445					381.732	
Q9H5V8	Q9H5V8	CDCP1_HUMAN	CDCP1	CUB domain-containing protein 1																		460.109																										350.364	
Q9H5X1	Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A						824.9		786.189										726.707																											
Q9H6E4	Q9H6E4	CC134_HUMAN	CCDC134	Coiled-coil domain-containing protein 134								330.035			285.185				420.085		280.254									597.951											848.155		519.067						681.328
Q9H6F5	Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	1414.03								1580.18	1536.21			1490.25	1351.12	1467.54		1893.66	1185.13		1434.59									2268.05								1383.03	964.914		1721.53	1574.93	1805.48	1469.36		1625.08
Q9H6R4	Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6					223.591		643.61		317.17			523.844	610.318	295.638		790.138		564.41									838.443									654.685	567.924						207.071		
Q9H6S3	Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2											809.797			861.855		375.705	690.883																				709.813								
Q9H6T3	Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3		515.352	1187			460.664	811.83		793.853		568.699	911.096		657.148	982.875	439.857		569.503	638.263	330.186					1164.53	831.561		937.48	422.271										183	567.914	956.173	508.325	528.647	358.333	530.988
Q9H6X2	Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1												568.796																																	
Q9H6Z4	Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3												545.147	618.751	514.263	689.064	565.947	615.094	440.361	866.636					1257.34		915.987										627.498	557.917	646.747		603.94	1021.37	846.577	985.614	599.094	530.613
Q9H773	Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1			2630.8		2059.91	1327.8	1661.51	1588.42	1877.99	1552.77	1712.25	1909.29	1325.45	1227.18	2266.61	1499.22	1876.53	1555.71	1500.9	1203.84		927.505	1811.43	3372.94	1401.02	2229.21	1835.56	2044.24	1547.19	1529.83						1862.19	1985.77	2415.57	1924.57	2338.81	1816.25	1639.46	2819.04	1164.76	1754.39
Q9H788	Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A														377.269																										540.242		258.171	588.032		
Q9H7B2	Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog		800.868			572.301	910.15		1652.32			1420.43	1609.54	686.571	1085.58				900.894	1120	1015.72				2179.43															1023.23	1539.77	967.523	647.295			
Q9H7B4	Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3											212.468		451.628			651.736																				468.802			636.912		481.338		245.085		
Q9H7D0	Q9H7D0	DOCK5_HUMAN	DOCK5	Dedicator of cytokinesis protein 5						816.7	2039.22						1204.93	979.278			960.13					1012.71								850.377								281.18				741.153			
Q9H7E9	Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	1075.69		1094.94		1331.37	1846.83	992.636	1048.29	1035.52	1082.63	992.645	784.657	1092.89	862.76	719.818	879.94	1036.35	919.324	587.488	925.971	1146.08	485.993	1007.22			1309.35	1363.45	1000.99	1064.45	1844.53						337.906		1433.19	933.745	540.024	747.961	566.972	489.18	307.238	834.785
Q9H7Z7	Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	842.931	936.862			943.61	1449.44	707.08			946.219	821.05	877.419	651.042	1306.4	730.474	862.954	1233.04	1159.03	939.178	903.426	740.911	484.759		2088.47		1256.63	1618.79	1161.55	1342.12							677.213	1339.73	1192.91	1154	1007.87	1305.26	1053.38	988.024	1292.38	1112.16
Q9H814	Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	1180.64										614.722	199.298	423.978		321.432	671.834				808.54		93.0126															507.265	782.613		714.843		814.172	747.464	510.408	655.549
