Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_0_25ng_1 Spectral Count	Hela_0_25ng_2 Spectral Count	Hela_0_25ng_3 Spectral Count	Hela_0_25ng_4 Spectral Count	Hela_0_5ng_1 Spectral Count	Hela_0_5ng_2 Spectral Count	Hela_0_5ng_3 Spectral Count	Hela_0_5ng_4 Spectral Count	Hela_10ng_1 Spectral Count	Hela_10ng_2 Spectral Count	Hela_10ng_3 Spectral Count	Hela_10ng_4 Spectral Count	Hela_1ng_1 Spectral Count	Hela_1ng_2 Spectral Count	Hela_1ng_3 Spectral Count	Hela_1ng_4 Spectral Count	Hela_5ng_1 Spectral Count	Hela_5ng_2 Spectral Count	Hela_5ng_3 Spectral Count	Hela_5ng_4 Spectral Count	Hela_0_25ng_1 Unique Spectral Count	Hela_0_25ng_2 Unique Spectral Count	Hela_0_25ng_3 Unique Spectral Count	Hela_0_25ng_4 Unique Spectral Count	Hela_0_5ng_1 Unique Spectral Count	Hela_0_5ng_2 Unique Spectral Count	Hela_0_5ng_3 Unique Spectral Count	Hela_0_5ng_4 Unique Spectral Count	Hela_10ng_1 Unique Spectral Count	Hela_10ng_2 Unique Spectral Count	Hela_10ng_3 Unique Spectral Count	Hela_10ng_4 Unique Spectral Count	Hela_1ng_1 Unique Spectral Count	Hela_1ng_2 Unique Spectral Count	Hela_1ng_3 Unique Spectral Count	Hela_1ng_4 Unique Spectral Count	Hela_5ng_1 Unique Spectral Count	Hela_5ng_2 Unique Spectral Count	Hela_5ng_3 Unique Spectral Count	Hela_5ng_4 Unique Spectral Count	Hela_0_25ng_1 Total Spectral Count	Hela_0_25ng_2 Total Spectral Count	Hela_0_25ng_3 Total Spectral Count	Hela_0_25ng_4 Total Spectral Count	Hela_0_5ng_1 Total Spectral Count	Hela_0_5ng_2 Total Spectral Count	Hela_0_5ng_3 Total Spectral Count	Hela_0_5ng_4 Total Spectral Count	Hela_10ng_1 Total Spectral Count	Hela_10ng_2 Total Spectral Count	Hela_10ng_3 Total Spectral Count	Hela_10ng_4 Total Spectral Count	Hela_1ng_1 Total Spectral Count	Hela_1ng_2 Total Spectral Count	Hela_1ng_3 Total Spectral Count	Hela_1ng_4 Total Spectral Count	Hela_5ng_1 Total Spectral Count	Hela_5ng_2 Total Spectral Count	Hela_5ng_3 Total Spectral Count	Hela_5ng_4 Total Spectral Count	Hela_0_25ng_1 Intensity	Hela_0_25ng_2 Intensity	Hela_0_25ng_3 Intensity	Hela_0_25ng_4 Intensity	Hela_0_5ng_1 Intensity	Hela_0_5ng_2 Intensity	Hela_0_5ng_3 Intensity	Hela_0_5ng_4 Intensity	Hela_10ng_1 Intensity	Hela_10ng_2 Intensity	Hela_10ng_3 Intensity	Hela_10ng_4 Intensity	Hela_1ng_1 Intensity	Hela_1ng_2 Intensity	Hela_1ng_3 Intensity	Hela_1ng_4 Intensity	Hela_5ng_1 Intensity	Hela_5ng_2 Intensity	Hela_5ng_3 Intensity	Hela_5ng_4 Intensity	Hela_0_25ng_1 MaxLFQ Intensity	Hela_0_25ng_2 MaxLFQ Intensity	Hela_0_25ng_3 MaxLFQ Intensity	Hela_0_25ng_4 MaxLFQ Intensity	Hela_0_5ng_1 MaxLFQ Intensity	Hela_0_5ng_2 MaxLFQ Intensity	Hela_0_5ng_3 MaxLFQ Intensity	Hela_0_5ng_4 MaxLFQ Intensity	Hela_10ng_1 MaxLFQ Intensity	Hela_10ng_2 MaxLFQ Intensity	Hela_10ng_3 MaxLFQ Intensity	Hela_10ng_4 MaxLFQ Intensity	Hela_1ng_1 MaxLFQ Intensity	Hela_1ng_2 MaxLFQ Intensity	Hela_1ng_3 MaxLFQ Intensity	Hela_1ng_4 MaxLFQ Intensity	Hela_5ng_1 MaxLFQ Intensity	Hela_5ng_2 MaxLFQ Intensity	Hela_5ng_3 MaxLFQ Intensity	Hela_5ng_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9Y2X9|ZN281_HUMAN	Q9Y2X9	ZN281_HUMAN	ZNF281	895	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 281	0.9996	0.999	2	4	4	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18897.945	0.0	0.0	15480.077	0.0	0.0	0.0	16686.55	14909.595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y2Y0|AR2BP_HUMAN	Q9Y2Y0	AR2BP_HUMAN	ARL2BP	163	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2-binding protein	0.9998	0.999	2	10	10	10	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	2	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9866.799	8322.967	19509.234	11023.582	0.0	0.0	0.0	0.0	8946.477	8461.548	0.0	8670.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y2Y9|KLF13_HUMAN	Q9Y2Y9	KLF13_HUMAN	KLF13	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Krueppel-like factor 13	0.9658	0.999	1	3	3	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3690.5845	4651.3184	3914.3113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y2Z0|SGT1_HUMAN	Q9Y2Z0	SGT1_HUMAN	SUGT1	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SGT1 homolog	1.0	0.999	11	136	136	136	2	0	0	0	0	0	0	0	14	14	15	16	9	6	0	3	13	17	14	13	2	0	0	0	0	0	0	0	14	14	15	16	9	6	0	3	13	17	14	13	2	0	0	0	0	0	0	0	14	14	15	16	9	6	0	3	13	17	14	13	118603.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361386.34	441701.84	399578.06	429886.84	338921.9	244254.11	0.0	181788.31	426327.9	463112.56	419160.72	425870.16	102309.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78702.56	79508.55	74937.836	77582.41	76835.94	78682.15	0.0	86816.56	83802.09	85203.24	81163.26	79007.49	
sp|Q9Y2Z4|SYYM_HUMAN	Q9Y2Z4	SYYM_HUMAN	YARS2	477	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine--tRNA ligase, mitochondrial	1.0	0.999	4	20	20	20	0	0	0	0	0	0	0	0	3	2	2	1	0	0	0	1	3	3	2	3	0	0	0	0	0	0	0	0	3	2	2	1	0	0	0	1	3	3	2	3	0	0	0	0	0	0	0	0	3	2	2	1	0	0	0	1	3	3	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35570.633	39480.68	19110.36	16573.418	0.0	0.0	0.0	34480.516	54541.12	29689.424	28072.246	46551.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21025.537	13290.765	0.0	0.0	0.0	0.0	0.0	0.0	31947.719	0.0	0.0	27252.703	
sp|Q9Y305|ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	ACOT9	439	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 9, mitochondrial	1.0	0.999	9	43	43	43	1	0	0	0	0	0	0	0	8	4	6	4	3	2	0	2	2	4	3	4	1	0	0	0	0	0	0	0	8	4	6	4	3	2	0	2	2	4	3	4	1	0	0	0	0	0	0	0	8	4	6	4	3	2	0	2	2	4	3	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281299.9	293653.66	244315.27	151226.47	43346.51	28384.434	0.0	0.0	46631.637	198012.92	232513.31	221059.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130853.69	111913.98	117214.47	114306.45	0.0	0.0	0.0	0.0	0.0	123246.42	113729.414	108834.13	
sp|Q9Y314|NOSIP_HUMAN	Q9Y314	NOSIP_HUMAN	NOSIP	301	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nitric oxide synthase-interacting protein	1.0	0.999	5	35	35	35	1	0	0	0	0	0	0	0	3	3	4	3	2	2	0	1	4	3	4	5	1	0	0	0	0	0	0	0	3	3	4	3	2	2	0	1	4	3	4	5	1	0	0	0	0	0	0	0	3	3	4	3	2	2	0	1	4	3	4	5	54900.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57701.465	48726.22	61194.914	69146.57	73864.48	65619.81	0.0	52267.043	105022.22	54561.414	57183.8	107041.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30470.86	26463.986	27938.828	28585.445	39491.133	37640.52	0.0	0.0	28415.734	28276.67	29455.676	29701.088	
sp|Q9Y315|DEOC_HUMAN	Q9Y315	DEOC_HUMAN	DERA	318	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyribose-phosphate aldolase	0.9987	0.999	2	5	5	5	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10651.302	15258.317	13098.774	12418.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y316|MEMO1_HUMAN	Q9Y316	MEMO1_HUMAN	MEMO1	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein MEMO1	1.0	0.999	3	16	16	16	0	0	0	0	0	0	0	0	2	3	2	2	0	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0	2	3	2	2	0	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0	2	3	2	2	0	0	0	0	2	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43279.312	78582.266	52110.367	49794.17	60178.246	0.0	0.0	0.0	61405.07	27071.592	61666.055	50110.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26545.79	31508.02	31439.99	30210.986	35901.457	0.0	0.0	0.0	36912.02	0.0	35829.004	30870.06	
sp|Q9Y320|TMX2_HUMAN	Q9Y320	TMX2_HUMAN	TMX2	296	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin-related transmembrane protein 2	1.0	0.999	5	29	29	29	0	0	0	0	0	0	0	0	3	2	3	3	2	1	0	0	3	3	4	5	0	0	0	0	0	0	0	0	3	2	3	3	2	1	0	0	3	3	4	5	0	0	0	0	0	0	0	0	3	2	3	3	2	1	0	0	3	3	4	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37219.156	88163.81	84523.64	77698.086	31180.332	34322.684	0.0	0.0	136609.73	65808.11	74441.22	63926.453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26753.043	30544.193	40031.594	34389.68	0.0	0.0	0.0	0.0	43290.37	39983.168	36286.69	39211.285	
sp|Q9Y324|FCF1_HUMAN	Q9Y324	FCF1_HUMAN	FCF1	198	Homo sapiens OX=9606	1:Experimental evidence at protein level	rRNA-processing protein FCF1 homolog	0.9998	0.999	2	9	9	9	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14176.304	34199.07	0.0	0.0	0.0	0.0	0.0	0.0	21153.719	0.0	26223.559	25627.639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y333|LSM2_HUMAN	Q9Y333	LSM2_HUMAN	LSM2	95	Homo sapiens OX=9606	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm2	0.9996	0.9983	2	5	5	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9395.454	0.0	0.0	0.0	0.0	0.0	0.0	18653.486	23877.164	49804.164	45341.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28365.63	25374.84	
sp|Q9Y371|SHLB1_HUMAN	Q9Y371	SHLB1_HUMAN	SH3GLB1	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endophilin-B1	1.0	0.999	8	40	40	52	0	0	0	0	0	0	0	0	3	6	4	3	5	2	0	2	5	4	3	3	0	0	0	0	0	0	0	0	3	6	4	3	5	2	0	2	5	4	3	3	1	0	0	0	0	0	0	0	4	6	6	4	6	3	0	3	6	5	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74846.766	198243.03	135161.98	81964.03	112906.72	86684.39	0.0	58515.76	205081.55	95506.62	50803.98	116793.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32791.227	39903.63	40574.28	36852.383	32524.076	34970.652	0.0	39406.4	42664.375	38810.402	31080.703	37963.684	
sp|Q9Y376|CAB39_HUMAN	Q9Y376	CAB39_HUMAN	CAB39	341	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium-binding protein 39	1.0	0.999	8	27	24	27	0	0	0	0	0	0	0	0	1	3	3	4	4	1	0	0	4	2	3	2	0	0	0	0	0	0	0	0	0	2	3	3	4	1	0	0	4	2	3	2	0	0	0	0	0	0	0	0	1	3	3	4	4	1	0	0	4	2	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13667.302	115247.016	64669.06	73253.06	53739.125	26988.479	0.0	0.0	120051.69	65804.59	72923.42	65729.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24689.092	24657.137	22793.63	31445.252	0.0	0.0	0.0	34664.094	38411.61	34113.266	38745.992	
sp|Q9Y383|LC7L2_HUMAN	Q9Y383	LC7L2_HUMAN	LUC7L2	392	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 2	1.0	0.999	13	186	116	186	3	0	0	0	0	0	0	0	25	21	23	22	8	6	0	5	15	20	17	21	3	0	0	0	0	0	0	0	16	12	16	14	5	5	0	4	10	12	7	12	3	0	0	0	0	0	0	0	25	21	23	22	8	6	0	5	15	20	17	21	295390.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	880110.5	861251.75	816246.44	786992.1	517161.2	505179.53	0.0	411143.75	732740.3	752814.1	705074.56	832529.6	192961.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178453.66	160841.83	146859.2	167686.34	136520.53	140171.31	0.0	156473.12	163540.55	157220.16	174334.61	158573.34	
sp|Q9Y385|UB2J1_HUMAN	Q9Y385	UB2J1_HUMAN	UBE2J1	318	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 J1	0.9649	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10822.488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y388|RBMX2_HUMAN	Q9Y388	RBMX2_HUMAN	RBMX2	322	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding motif protein, X-linked 2	0.9659	0.999	1	8	8	8	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8056.8486	6482.8584	8238.092	0.0	0.0	0.0	0.0	0.0	12374.253	11688.552	9676.469	14770.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y394|DHRS7_HUMAN	Q9Y394	DHRS7_HUMAN	DHRS7	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dehydrogenase/reductase SDR family member 7	0.9999	0.999	2	15	15	15	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	2	2	1	0	3	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	2	2	1	0	3	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	2	2	1	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62473.86	63663.17	0.0	65445.54	65454.86	47594.0	0.0	60009.875	88202.18	17825.049	0.0	94844.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50205.453	50030.73	0.0	0.0	0.0	0.0	0.0	0.0	67853.72	0.0	0.0	73041.71	
sp|Q9Y399|RT02_HUMAN	Q9Y399	RT02_HUMAN	MRPS2	296	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S2, mitochondrial	1.0	0.999	8	48	48	48	1	0	0	0	0	0	0	0	6	7	5	5	1	4	0	1	5	4	5	4	1	0	0	0	0	0	0	0	6	7	5	5	1	4	0	1	5	4	5	4	1	0	0	0	0	0	0	0	6	7	5	5	1	4	0	1	5	4	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72882.85	126763.93	79648.72	93627.766	43146.215	73099.34	0.0	32453.76	101602.22	106518.305	99887.72	146687.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31204.793	27553.242	29125.105	29261.031	0.0	41515.574	0.0	0.0	35713.31	37548.0	35913.113	38222.73	
sp|Q9Y3A2|UTP11_HUMAN	Q9Y3A2	UTP11_HUMAN	UTP11	253	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable U3 small nucleolar RNA-associated protein 11	0.9987	0.998	2	9	9	9	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15736.432	19739.852	14307.781	14956.139	0.0	12769.601	0.0	0.0	15076.985	18364.164	18700.16	16816.746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3A3|PHOCN_HUMAN	Q9Y3A3	PHOCN_HUMAN	MOB4	225	Homo sapiens OX=9606	1:Experimental evidence at protein level	MOB-like protein phocein	1.0	0.9989	3	18	18	18	0	0	0	0	0	0	0	0	3	1	2	2	2	2	0	0	1	1	1	3	0	0	0	0	0	0	0	0	3	1	2	2	2	2	0	0	1	1	1	3	0	0	0	0	0	0	0	0	3	1	2	2	2	2	0	0	1	1	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71619.08	69042.125	42791.684	67544.09	49730.938	49671.918	0.0	0.0	50860.164	54330.9	53873.76	73385.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45917.09	44397.01	0.0	43427.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54481.625	
sp|Q9Y3A4|RRP7A_HUMAN	Q9Y3A4	RRP7A_HUMAN	RRP7A	280	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA-processing protein 7 homolog A	0.9962	0.999	2	9	8	9	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	2	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43471.29	21517.244	24495.203	23709.627	0.0	0.0	0.0	0.0	15827.069	0.0	15869.884	15727.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3A5|SBDS_HUMAN	Q9Y3A5	SBDS_HUMAN	SBDS	250	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome maturation protein SBDS	1.0	0.999	14	98	98	98	1	0	0	0	0	0	0	0	12	10	11	9	5	5	0	5	11	11	11	7	1	0	0	0	0	0	0	0	12	10	11	9	5	5	0	5	11	11	11	7	1	0	0	0	0	0	0	0	12	10	11	9	5	5	0	5	11	11	11	7	73740.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	466926.94	451502.8	357521.7	261537.78	404065.2	346470.7	0.0	285031.53	548758.7	491254.47	496010.47	489811.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89454.63	77767.93	80029.586	78196.875	142047.08	130102.805	0.0	127644.016	110628.15	108222.9	108447.37	102044.71	
sp|Q9Y3A6|TMED5_HUMAN	Q9Y3A6	TMED5_HUMAN	TMED5	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 5	1.0	0.9989	5	20	20	20	0	0	0	0	0	0	0	0	2	2	3	4	1	1	0	0	4	1	1	1	0	0	0	0	0	0	0	0	2	2	3	4	1	1	0	0	4	1	1	1	0	0	0	0	0	0	0	0	2	2	3	4	1	1	0	0	4	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33890.35	188477.2	163823.94	194109.66	36772.246	38954.434	0.0	0.0	55465.15	41879.953	42557.035	39338.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79459.96	69500.31	57452.16	64247.65	0.0	0.0	0.0	0.0	126451.33	0.0	0.0	0.0	
sp|Q9Y3B2|EXOS1_HUMAN	Q9Y3B2	EXOS1_HUMAN	EXOSC1	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex component CSL4	1.0	0.999	3	36	36	36	0	0	0	0	0	0	0	0	6	4	5	6	0	0	0	0	5	5	3	2	0	0	0	0	0	0	0	0	6	4	5	6	0	0	0	0	5	5	3	2	0	0	0	0	0	0	0	0	6	4	5	6	0	0	0	0	5	5	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100621.484	65246.324	54829.016	116301.87	0.0	0.0	0.0	0.0	72804.836	43423.32	24590.113	84637.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36993.555	29511.879	41241.8	38623.832	0.0	0.0	0.0	0.0	32680.83	32517.105	0.0	37115.8	
sp|Q9Y3B3|TMED7_HUMAN	Q9Y3B3	TMED7_HUMAN	TMED7	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 7	1.0	0.999	5	37	37	37	0	0	0	0	0	0	0	0	3	6	6	3	1	0	0	0	3	5	5	5	0	0	0	0	0	0	0	0	3	6	6	3	1	0	0	0	3	5	5	5	0	0	0	0	0	0	0	0	3	6	6	3	1	0	0	0	3	5	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98108.04	184784.7	247253.33	109192.7	24435.887	0.0	0.0	0.0	105245.375	86379.15	98537.984	110687.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62489.027	69805.24	64365.14	67295.32	0.0	0.0	0.0	0.0	45150.695	39777.95	50459.723	43350.43	
sp|Q9Y3B4|SF3B6_HUMAN	Q9Y3B4	SF3B6_HUMAN	SF3B6	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 6	1.0	0.999	5	46	46	46	1	0	0	0	0	0	0	0	6	5	6	7	2	2	0	0	5	5	4	3	1	0	0	0	0	0	0	0	6	5	6	7	2	2	0	0	5	5	4	3	1	0	0	0	0	0	0	0	6	5	6	7	2	2	0	0	5	5	4	3	104294.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317806.16	177214.88	169279.19	327998.28	350452.72	325747.22	0.0	184232.55	372913.75	333717.28	289802.56	357330.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180152.34	194171.84	188830.94	173429.42	138257.0	193012.69	0.0	0.0	134334.62	149348.83	132737.75	146132.84	
sp|Q9Y3B7|RM11_HUMAN	Q9Y3B7	RM11_HUMAN	MRPL11	192	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L11, mitochondrial	1.0	0.999	9	56	56	56	1	0	0	0	0	0	0	0	5	5	8	7	3	3	0	2	6	8	2	6	1	0	0	0	0	0	0	0	5	5	8	7	3	3	0	2	6	8	2	6	1	0	0	0	0	0	0	0	5	5	8	7	3	3	0	2	6	8	2	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110638.45	222783.55	173763.92	161723.86	125735.766	116868.77	0.0	88777.34	195408.98	194342.5	67494.555	212278.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47492.816	45042.703	45382.574	47211.746	59196.605	54161.36	0.0	53201.78	55724.586	56036.938	61985.652	55963.33	
sp|Q9Y3B8|ORN_HUMAN	Q9Y3B8	ORN_HUMAN	REXO2	237	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oligoribonuclease, mitochondrial	1.0	0.999	6	32	32	32	2	0	0	0	0	0	0	0	2	1	3	2	3	2	0	3	6	3	3	2	2	0	0	0	0	0	0	0	2	1	3	2	3	2	0	3	6	3	3	2	2	0	0	0	0	0	0	0	2	1	3	2	3	2	0	3	6	3	3	2	108409.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86641.625	83005.15	98700.8	99741.55	175439.48	169662.0	0.0	182773.69	176062.53	131949.84	107574.516	173433.83	55238.754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73809.18	77975.08	78931.67	84783.63	73788.414	67058.5	0.0	75542.82	73015.34	72063.9	61677.332	77156.48	
