Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Unique Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Unique Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Unique Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Total Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Total Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Intensity	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Intensity	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Intensity	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 MaxLFQ Intensity	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 MaxLFQ Intensity	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9NZQ3|SPN90_HUMAN	Q9NZQ3	SPN90_HUMAN	NCKIPSD	722	Homo sapiens OX=9606	1:Experimental evidence at protein level	NCK-interacting protein with SH3 domain	1.0	0.999	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29436.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZT2|OGFR_HUMAN	Q9NZT2	OGFR_HUMAN	OGFR	677	Homo sapiens OX=9606	1:Experimental evidence at protein level	Opioid growth factor receptor	1.0	0.999	6	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	212670.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZV1|CRIM1_HUMAN	Q9NZV1	CRIM1_HUMAN	CRIM1	1036	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine-rich motor neuron 1 protein	0.9999	0.999	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29937.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZW5|PALS2_HUMAN	Q9NZW5	PALS2_HUMAN	PALS2	540	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein PALS2	1.0	0.999	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27507.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZZ3|CHMP5_HUMAN	Q9NZZ3	CHMP5_HUMAN	CHMP5	219	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 5	0.9818	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	104951.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P000|COMD9_HUMAN	Q9P000	COMD9_HUMAN	COMMD9	198	Homo sapiens OX=9606	1:Experimental evidence at protein level	COMM domain-containing protein 9	1.0	0.999	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	134563.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P013|CWC15_HUMAN	Q9P013	CWC15_HUMAN	CWC15	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spliceosome-associated protein CWC15 homolog	0.9986	0.9984	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	88446.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P015|RM15_HUMAN	Q9P015	RM15_HUMAN	MRPL15	296	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L15, mitochondrial	1.0	0.999	6	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	270937.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P031|TAP26_HUMAN	Q9P031	TAP26_HUMAN	CCDC59	241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thyroid transcription factor 1-associated protein 26	0.9819	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P032|NDUF4_HUMAN	Q9P032	NDUF4_HUMAN	NDUFAF4	175	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	0.961	0.9977	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24817.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P035|HACD3_HUMAN	Q9P035	HACD3_HUMAN	HACD3	362	Homo sapiens OX=9606	1:Experimental evidence at protein level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.0	0.999	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	140011.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0I2|EMC3_HUMAN	Q9P0I2	EMC3_HUMAN	EMC3	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER membrane protein complex subunit 3	1.0	0.999	4	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	80463.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0J0|NDUAD_HUMAN	Q9P0J0	NDUAD_HUMAN	NDUFA13	144	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	0.998	0.9975	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9984.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0J7|KCMF1_HUMAN	Q9P0J7	KCMF1_HUMAN	KCMF1	381	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase KCMF1	0.9812	0.9989	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3989.3271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0K7|RAI14_HUMAN	Q9P0K7	RAI14_HUMAN	RAI14	980	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankycorbin	1.0	0.999	13	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	528898.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0L0|VAPA_HUMAN	Q9P0L0	VAPA_HUMAN	VAPA	249	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein A	1.0	0.999	11	26	26	32	17	0	0	0	1	1	1	1	1	1	0	2	1	17	0	0	0	1	1	1	1	1	1	0	2	1	20	0	2	1	1	1	1	1	1	1	0	2	1	803332.2	0.0	0.0	0.0	132049.5	128452.055	223611.11	0.0	125790.17	141408.53	141537.19	128598.09	112873.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0M9|RM27_HUMAN	Q9P0M9	RM27_HUMAN	MRPL27	148	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L27, mitochondrial	1.0	0.9988	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	48118.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0S9|TM14C_HUMAN	Q9P0S9	TM14C_HUMAN	TMEM14C	112	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 14C	0.9998	0.9976	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	63566.656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0U4|CXXC1_HUMAN	Q9P0U4	CXXC1_HUMAN	CXXC1	656	Homo sapiens OX=9606	1:Experimental evidence at protein level	CXXC-type zinc finger protein 1	0.9528	0.9972	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48249.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0V3|SH3B4_HUMAN	Q9P0V3	SH3B4_HUMAN	SH3BP4	963	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH3 domain-binding protein 4	1.0	0.999	9	13	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	274191.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0V9|SEP10_HUMAN	Q9P0V9	SEP10_HUMAN	SEPTIN10	454	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-10	1.0	0.999	3	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	96661.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P1T7|MDFIC_HUMAN	Q9P1T7	MDFIC_HUMAN	MDFIC	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	MyoD family inhibitor domain-containing protein	0.9825	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11414.704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P1U0|RPA12_HUMAN	Q9P1U0	RPA12_HUMAN	POLR1H	126	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA12	0.9999	0.999	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	28761.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P206|K1522_HUMAN	Q9P206	K1522_HUMAN	KIAA1522	1035	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein KIAA1522	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	69584.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P242|NYAP2_HUMAN	Q9P242	NYAP2_HUMAN	NYAP2	653	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2	0.9775	0.9987	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13444.905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P258|RCC2_HUMAN	Q9P258	RCC2_HUMAN	RCC2	522	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RCC2	1.0	0.999	16	38	38	38	25	0	3	1	1	0	1	1	1	1	1	1	2	25	0	3	1	1	0	1	1	1	1	1	1	2	25	0	3	1	1	0	1	1	1	1	1	1	2	867768.1	0.0	0.0	0.0	0.0	0.0	118611.23	93569.516	0.0	74853.43	132778.52	0.0	122410.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P260|RELCH_HUMAN	Q9P260	RELCH_HUMAN	RELCH	1216	Homo sapiens OX=9606	1:Experimental evidence at protein level	RAB11-binding protein RELCH	0.9825	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11428.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P265|DIP2B_HUMAN	Q9P265	DIP2B_HUMAN	DIP2B	1576	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disco-interacting protein 2 homolog B	1.0	0.999	6	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	89243.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P270|SLAI2_HUMAN	Q9P270	SLAI2_HUMAN	SLAIN2	581	Homo sapiens OX=9606	1:Experimental evidence at protein level	SLAIN motif-containing protein 2	0.9792	0.9988	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11924.802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P275|UBP36_HUMAN	Q9P275	UBP36_HUMAN	USP36	1123	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 36	1.0	0.999	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	61785.535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P287|BCCIP_HUMAN	Q9P287	BCCIP_HUMAN	BCCIP	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	BRCA2 and CDKN1A-interacting protein	1.0	0.999	5	6	6	6	5	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	148036.42	0.0	189801.17	0.0	215207.17	0.0	0.0	0.0	0.0	129578.51	238130.98	232525.39	147964.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P289|STK26_HUMAN	Q9P289	STK26_HUMAN	STK26	416	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase 26	1.0	0.999	10	6	5	13	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	146656.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2B2|FPRP_HUMAN	Q9P2B2	FPRP_HUMAN	PTGFRN	879	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prostaglandin F2 receptor negative regulator	1.0	0.999	4	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	208852.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2B4|CT2NL_HUMAN	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	639	Homo sapiens OX=9606	1:Experimental evidence at protein level	CTTNBP2 N-terminal-like protein	1.0	0.9984	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	37290.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2D1|CHD7_HUMAN	Q9P2D1	CHD7_HUMAN	CHD7	2997	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 7	0.9955	0.999	3	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	15903.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2D3|HTR5B_HUMAN	Q9P2D3	HTR5B_HUMAN	HEATR5B	2071	Homo sapiens OX=9606	1:Experimental evidence at protein level	HEAT repeat-containing protein 5B	0.9775	0.9987	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19667.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2E3|ZNFX1_HUMAN	Q9P2E3	ZNFX1_HUMAN	ZNFX1	1918	Homo sapiens OX=9606	1:Experimental evidence at protein level	NFX1-type zinc finger-containing protein 1	0.9434	0.9966	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22174.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
