Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5765.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5766.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5767.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5768.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5769.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5770.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5771.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5772.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5773.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5774.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5775.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5776.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5777.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5778.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5779.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5780.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5782.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5783.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5788.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5789.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5840.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5841.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5842.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5843.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5844.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5796.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5797.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5798.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5799.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5800.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5801.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5802.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5803.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5804.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5805.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5806.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5807.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5808.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5809.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5810.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5811.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5812.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5813.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5814.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5815.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5834.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5835.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5836.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5837.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5838.d
A8MWD9;P62308	P62308;A8MWD9	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	5096.03	3864.55	4842.68	4866.44	4786.87	5240.33	5196.45	4388.33	3933.98	4196.94	5753.4	5209.74	5290.71	5138.9	5808.63	4813.75	5268.61	5957.83	6455.55	6447.07	6350.9	7148.85	6334.93	5798.7	6042.48	5972.15	5274.29	4306.82	5484.65	5348.54	5428.31	6247.92	5005.99	6723.15	6032.87	6284.8	6081.51	5348.85	6250.28	7319.27	5436.42	6091.23	5940.43	7002.03	5167.61	5940.82	5953.55	7389.42	6668.26	5811.59
B5ME19;Q99613	B5ME19;Q99613	EIF3C_HUMAN;EIFCL_HUMAN	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C-like protein	3362.52	3436.28	3288.85	3578.4	2835.73	2947.71	3328.03	3116.11	3147.97	2934.52	3047.68	2878.74	3441.94	2947.96	3307.67	3205.12	3165.2	3181.47	3050.48	3177.69	3259.97	3333.46	3579.87	3340.29	3332.64	3558.52	3575.11	2798.55	2813.83	3686.84	2630.74	3111.78	3098.98	3660.33	3069.11	2959.41	3438.26	3173.27	2581.27	3281.15	3239.59	3095.59	3042.79	2838.15	2975.02	2907.1	3242.18	3059	2841.26	3131.31
CONT|P00761|TRYP_PIG	CONT|P00761|TRYP_PIG	Trypsin	Trypsin		38213.9	39714.1	33493.9	37767.9	33792.8	37495.8	29823.7	27512.5	34359.9	38123.4	34109	36054.3	39367.4	33864.4	37092.4	36081.9	33241.9	34185.4	31944.4	36230.7	29902.4	28415.5	32633.7	32024.8	34872.6	35113.1	40088.2	35039.2	40572.8	36227.2	39410.5	41232.5	41515.5	37443.3	40849.4	48222.9	41429.9	38615	45145	41055.7	39851.2	39422.2	37209.3	36721.3	41406.9	42369.2	37979.9	46051.1	42904.7	37668.3
CONT|P02769|ALBU_BOVIN	CONT|P02769|ALBU_BOVIN	Albumin	Albumin		1083.05	1108.19	1161.54	1401.19	665.571	1002.6	732.325	863.39	714.713	721.823	850.115	566.199	812.607	743.137	1237.35	930.88	747.573		978.174	1027.48	891.745	833.182	579.585	1205.25		1072.83	547.138			1102.09		871.424	1297.8	853.532	532.229		1170.53	1239.32			650.209	1266.54	461.344	744.149	734.906	627.505	853.578	755.142		748.659
CONT|P12763|FETUA_BOVIN	CONT|P12763|FETUA_BOVIN	Alpha-2-HS-glycoprotein	Alpha-2-HS-glycoprotein		1098.91	828.753	954.285		397.231	922.327	1636.74	876.274	473.54	989.033	921.79	1298.91	1005.4	963.913	934.703	816.146	722.466	937.984	1123.54	862.944	1281.97	975.437	656.46	854.912	1105.82			1307.36	1618.55	1556.06	1126.69	878.904	805.143	1208.1	856.32	870.432	397.369	1023.08	804.427	975.809	998.855	940.04	930.784	615.463	661.75	1694.14	896.831	728.619	1689.64	457.058
CONT|P34955|A1AT_BOVIN	CONT|P34955|A1AT_BOVIN	Alpha-1-antiproteinase	Alpha-1-antiproteinase			527.456							110.384			386.086				711.217		440.248	518.325	740.199																		292.872		652.405							608.472			
CONT|Q29443|TRFE_BOVIN	P02788;CONT|Q29443|TRFE_BOVIN	Serotransferrin	Serotransferrin				1615.23	1079.43	590.594	828.676	666.706	1139.34	820.247	1066.38	933.154	1269.16	1224.16	1005.01	1310.53	1177.48	604.115	1059.31	958.872	1517.29	530.82	1111.11	778.042	749.963	1341.65	1288.12		1297.56	1686.45	1435.96	766.876	1230.96	1079.28	766.182	724.076	663.188	924.301	933.053	1215.46	1076.03	659.11	1327.88	1001.21	972.625	1750.41		994.831	1283.69	1046.16	981.426
E9PAV3;Q13765	E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	5145.09	5289.34	5892.22	4271.63	5412.98	4418.27	4383.14	5052.99	4953.32	4095	3923.85	4647.8	5431.71	4592.48	4267.69	4703.04	5277.04	4542.48	5027.58	4697.16	5168.46	4808.73	4497.12	5078.32	5270.18	5474.66	5390.36	5026.33	4721.7	5058.86	4915.89	5068.97	4864.38	3890.12	6015.27	4876.57	5184.08	5018.47	5257.39	4236.61	4662.53	4235.72	4750.59	4673.38	4674.93	4519.73	4778.2	5564.09	4513.95	5227.62
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	637.423		973.611	1074.93	1094.78	1707.9	1360.7	2119.21	328.016	928.805	1277.01	733.278	593.292	1445.28	499.814	871.803	679.481	1792.52	1126.03	835.034	1443.24	642.096	1264.55	743.37	1029.47	618.177	1080.98	784.478	1280.63	1250.8	981.684	1017.84	1261.1	1308.54		924.431	1456.16		410.139	368.651	1674.01	1114.3	757.973	636.563		647.254	589.395	886.673	1289	1109.8
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein		1148.97	705.864	1223.16	1026.43	1761.72	1241.11		1849.05	1542.05	1509.46	736.566	1785.95	971.968	1548.68	1248.54	919.764	1015.3	1627.98	1022.82		1139.42	890.096		819.259	1630.69		794.296		1426.39		1409.6		1237.4	1362.59	2535.93	1486.62		725.301	1587.77		2000.95	1155.89	1376.99	829.146	1551.44	1379.08	2138.2	1526.11	887.168
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	1425.64	2111.39	1019.83	766.921		1318.96	1834.24	1298.96	2211.27	1470.66	1115.64	1330.19	1591.09	1499.38	877.643	1139.3	1374.76	1256.44	1269.8	1783.98	1364.62	1276.86	1405.07	1752.19	1781.39	1771.36	1601.51	1287.09	1401.17	1590.45	1847.42	1657.77	1623.42	1198.12	1476.89	1457.83	1493.8	815.597		1721.23	1630.87	1368.21	1893.12	1747.81	1403.01	1563.5	1705.92	852.545	1310.89	877.984
O00116	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1989.36	1435.15	1361.02	2160.1	1514.4	1420.92	1701.38	1289.77	1539.66	1640.24	1659.9	1118.13	1567.87	1327.57	1539.97	1255.89	1586.37	1152.28	1395.62	1588.25	1969.95	1733.48	1554.19	1508.26	1473.85	1437.72	1427.83	1481.83	1399.54	1478.67	1309.22	1497.51	1361.79	1384.52	1250.96	1369.65	1248.56	1302.03	1150.61	1610.69	1025.25	1544.78	1660.75	1358.15	1276.13	1353.6	1188.06	1335.6	1408.36	1400.64
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	627.544	1214.37			1175.34	1095.65	1064.57	800.005	817.92	1092.35	696.918	833.018	808.473	791.757	864.153	866.484	805.957	698.859	644.029	809.146	1068.69	698.583	524.129	549.462	693.586			801.506	843.08						951.949	897.16	844.409	739.262	638.361	650.3	1215.2	897.095	1139.6	611.83	1066.56		883.161	542.337	843.366	1527.62
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	962.491	1538.05	1968.1	1863.7	1665.28	1480.72	1444.8	1711.97	1651.47	1380.03	1376.9	1191.85	1794.47	1366.36	1461.41	1476.88	1453.27	1369.25	1311.36	1257.8	1471.82	1521.1	1373.11	1475.9	1675.91	1766.03	877.838	1663.71	1292.91	1684.77	1016.22	1109.07	1145.23	1558.53	1107.78	1629.51	1035.2	2418.49	1941.67	1559.7	1337.19	1627.23	1668.87	1198.39	1505.49	1931.13	1471.87	1804.16	989.291	1184.23
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	1892.49	1202.04	1285.57	2059.6	2406.77	2035.24	2049.65	1774.75	1520.59	1487.76	1894.92	1929.46	2251.94	1834.82	1838.1	1727.12	1849.64	1727.51	2183.2	2178.72	2401.65	1992.28	1981.43	2040.95	1680.42	2555.07	2260.99	2091.07	1523.25	1778.74	1854.14	1726.66	2397.86	2053.2	1846.15	1947.63	1964.69	2215.4	1777.29	2356.59	2256.85	2076.82	2143.11	1905.63	1974.36	2339.37	1965.92	1346.73	1735.03	1855.79
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	2475.81	1288.59	2018.67	1871.26	1923.19	1904.28	2112.72	2281.71	2111.2	1963.12	2656.94	2736.75	2441.9	2053.05	2521.54	2552.35	1821.17	2467.14	1655.01	2151.76	2039.65	1917.17	2164.02	1798.86	1954.45	1988.41	1694.32	1988.55	1077.43	2415.38	2870.77	3008.18	1825.59	2576.99	2298.7	1640.52	1730.61	1981.68	1890.06	2628.94	1503.68	2232.09	2012.31	2023.19	2120.04	2067.65	2134.91	2117.32	2136.44	2623.18
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	2249.77	1845.61	1850.82	2209.73	2269.41	1864.85	2135.96	1969.43	2019.28	1813.74	1881.99	2085.13	2023.78	1867.18	2191.76	2009.2	2179.85	1962.26	2132.1	2092.27	1735.33	1815.1	1885.11	1922.71	2142.84	2044.12	2051.42	2487.36	2325.85	2254.11	1962.57	1914.47	2159.39	2387.48	1848.74	2150.5	1899.88	2088.03	2287.19	2404.22	2061.23	2059.53	2038.65	2216.71	1963.4	2242.85	2258.85	1949.93	2178.41	2085.08
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	1916.54	2083.66	1602.32	1562.16	1883.83	1743.5	1957.44	1547.84	2018.02	1574.98	1879.87	1968.64	1329.91	1530.35	1166.38	1688.58	1521.09	1592.56	1921.52	1905.45	1747.39	1868.68	1806.06	1782.17	1472.66	1526.92	1513.15	1519.91	2474.52	2343.47	1658.18	1731.8	1309.98	1621.73	1558.06	1980.25	2056.99	1986.27	1868.2	1653.57	1326.43	1911.4	1437.3	1636.34	1498.86	1539.67	1770.58	2098.62	1734.5	1360.41
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	299.387				478.389		383.448			244.202	342.353				459.394					336.556																						171.045			491.351					
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3						405.982	668.323		770.423		505.163	618.708			391.709	616.556	695.521		672.935	796.849			855.535	757.283	694.666						463.305	338.899	911.716	545.952	781.695				516.435				817.012		610.975	959.099	566.496	801.42	642.519	
O00193	O00193	SMAP_HUMAN	SMAP	Small acidic protein		1395.01	1778.27	3006.81	1125.22	2874.74	1965.38	2164.91	1798.64	1606.76	1582.48	2571.83	1603.59	1873.57	1815.84	1301.53	2159.65	2601.52	1537.47	1699.33		791.947	1575.86	2535.49	1950.35		2043.03	2241.68	2569.29	2317.4	2146.74		1977.41	1617.2		2189.01	1453.4	2253.88				1570.22	1932.64			8151.3	2086.74		1162.6	2022.86
O00203	O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	1433.1	1479.28	1347.55	1430.63	1525.65	857.476	1417.28	1272.58	1434.11	1086.76	1244.23	857.374	1162.57	1078.32	1168.1	997.37	1235.47	1413.97	1099.88	1569.48	1203.09	1362.91	1346.52	1172.73	1214.13	1410.78	1703.57	1213.8	1757.12	1729.7	1196.01	760.778	1351.23	1100.54	2321.67	1646.51	1139.56	1540.02	1378.84	1526.9	1248.76	1358.89	1639.44	1888.52	1507.77	942.169	1201.03	1649.56	1410.45	1252.67
O00217	O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial					1028.03		1476.48	931.581			556.055	981.353	1038.4		836.092	663.136		1073.16			986.567	1110.48	666.221		933.041					1404.57	1437.26			919.328	1568.42	1298.88	767.316		683					1060.89	694.492	536.968	1244.33	1172.57	2262.95	1330.53
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	2698.16	3094.85	2044	1752.31	2323.37	2654.64	2807.7	2636.1	2585.82	2613.44	2642.54	2213.79	2947.59	2595.45	2551.93	2669.15	2691.15	2217.95	2808.36	2564.03	2891.78	2194.08	2578.43	2834.11	2238.41	2765.13	2430.33	2651.81	2486.86	2549.23	2585.45	2661.67	2429.41	2970.95	2269.07	2668.66	2580.13	2295.4	2850.32	2505.06	2275.44	2297.56	2077.99	2949.89	2836.77	2412.86	2427.9	2502.17	2832.39	2930.32
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	2003.3	2090.95	1701.59	1894.76	2370.69	2429.64	1890.89	1760.58	2158.27	2451.63	1993.17	2026.71	1978.96	1535.79	2406	2093.7	1869.63	1518.86	1706.77	1623.61	1826.42	1665.35	1880.17	2286.29	1624.56	1673.23	2808.23	1873.14	1587.7	2055.98	1516.32	1711.15	1513.11	1835.88	1771.29	2101.11	1740.3	1727.56	1947.72	1764.49	1590.97	1810.18	1687.88	1607.64	1502.59	2000.9	2040.34	2158.08	1899.03	1865.16
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	2595.59	2841.95	2345.72	1732.03	2973.37	1840.46	1714.11	1744.26	2070.77	2473.04	2241.87	1636.63	1791.52	2380.28	1858.88	1934.77	1807.44	2050.18	1951.03	2808.93	2013.26	1931.59	2296.41	1922.7	1762.43	2333.35	2014.11	2257.46	1312.81	3415.67	2014.31	2091.54	1613.38	2345.65	2776.26	1754.93	2024.89	2682.15	2201.64	2079.07	2105.41	1745.49	1985.65	1678.22	2121.44	2000.91	1917.05	1374.47	1586.72	1863.54
O00244	O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	1197.86	1591.9	1221.04	1629.16	1221.31	1515.69	762.318	1473.57	750.343	1066.54	1594.16	1464.35	1327.24	1058.29	994.142	1131.75	1729.14	1569.26		1435.08	1160.01	1189.16	880.595	1173.9	964.461			1457.63		1238.09		1547.28	1248.9	1831.97	781.773	873.406	1336.99	1568.65	1071.87	1158.95	934.415	912.052	1239.21	663.094	910.996		759.668		1213.19	1428.48
O00264	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	3999.32	3814.55	4167.98	3828.46	4073.65	3716.77	4126.74	4475.34	3541.03	3222.3	3672.46	3438.78	3569.86	3138.92	3642.23	3378.2	2821.03	3532.14	3586.66	3212.22	3761.33	3832.81	3897.45	3807.61	4376.71	3756.08	5074.79	4035.78	3788.55	4061.81	3676.49	4158	3095.14	3911.73	3720.94	3819.26	3115.42	3857.45	3647.15	3956.96	3333.34	4524.36	3523.79	2829.46	3391.67	2729.5	2942.96	3061.55	4156.96	3480.6
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	525.266						334.067		821.289	623.014	658.871	888.498	329.41	425.324		434.483		426.104		590.499	439.296	638.644	744.51	536.014	763.229											337.973	529.942	749.486				814.379			511.806	1564.29	618.439		956.733	
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	1263.4	1284.79	1682.18	1537.08	1298.98	1046.05	1399.24	1260.33	877.445	1119.3	1330	1045.85	1219.15	1049.34	1257.04	1242.67	1448.25	1113.2	743.736	1214.88	1350.09	1181.72	1032.89	1043.93	1293.74	1276.15	1432.69	923.604	2426.63	1257.08	1285.27	1636.37	1521.9	1261.48	1984.03	926.577	1974.64	1391.09	1197.17	1179.63	942.866	811.694	1522.34	1235.9	1637.65	1230.49	1131.58	1247.89	1083.98	1499.79
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9488.21	9948.6	9265.01	8832.48	9157.18	9582.25	10344.3	10157.5	8812.68	9470.33	9398.94	8626.33	8475.7	8601.29	9634.09	8683.69	8899.99	8266.26	8552.33	9435.94	9626.87	9786.52	9416.84	8871.97	8873.35	8730.63	10198.6	9197.95	10645	9628.88	10475.7	9956.6	9956.88	10646.8	10229.6	8586.69	9143.76	9336.52	9716.41	9501.65	8785.27	9347.57	9354.09	9187.71	9533.14	9235.81	9103.97	9043.88	8809.29	9472.07
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	3197.15	2913.55	2544.54	2706.45	3264.86	2835.45	2777.96	2985.79	2571.59	2811.49	2330.7	2367.1	2881.12	2404.63	2715.76	3049.46	2701.07	2969.48	2358.54	2765.79	3085.74	2885.69	2430.44	2941.29	2893.17	2939.63	2701.47	2506.45	2637.26	2690.4	2794.37	3158.05	2875.81	2146.56	2731.88	3034.24	2498.73	3151.08	2163.33	3042.44	2512.2	2812.52	2593.12	2530.83	2744.79	2611.67	2395.01	2545.5	2453.97	2438.13
O00330	O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial						627.966	1675.97	360.995		1443.38			336.721		619.263	1271.26		907.775			771.109	517.984	1052.55	934.899	306.432			328.736		1044.44		179.413			1099.49	435.314	1145.46	663.972		462.743	646.614			434.003	1276.15	989.665	849.039		1783.58	535.723
O00401	O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	990.391				546.301					1249.01	2034.3				1266.96			1636.58		845.621													1470.47			890.507		504.672	2059.39	1033.7		426.626	1181.97							
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	2711.48	3204.05	3280.7	2738.56	2685.46	2931.22	3021.46	2732.63	2964.91	2913.77	2875.51	2675.88	2820.07	2793.11	2689.03	2606.1	2606.26	2811.03	3114.31	2705.83	2885.31	2655.15	2560.81	2713.96	3029.71	2610.66	2795.5	3134.93	2815.08	2939.44	3201.16	2458.34	3149.06	3253.62	3104.48	2658	3028.72	2612.47	3061.1	3089.62	2831.09	2609.25	2817.09	2526.03	3115.43	2604.9	2546.6	2424.88	3122.95	3140.51
O00422	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	1716.35	4089.05	2464.17	2542.08	2661.54	2562.2	2769.95		2872.64	2318.61	2656.73	2408.61	2352.79	2328.16	2456.24	2585.07	3484.74	2685.54	2814.73	3152.85	2489.86	3101.42	2699.36	2458.54	1972.49	2049.6	3653.47	2825.68	2203.57		2667.08	1972.26	2562.77		2942.52	2498.99	2280.35	2639.41	2491.7	2568.13	2604.63	2010.11	3576.24	2481.98	2210.22	2557.54	2159.81	2500.59	2682.97	2967.67
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	2428.86	2373.28	2496.74	2441.08	3057.51	2394.28	2812.45	2410.07	2525.69	2493.09	2345.89	2490.67	2535.4	2825.15	2855.2	2388.95	2496.94	2135.46	2773.81	2475.34	2404.27	2452.06	2177.5	2280.26	2807.7	2204.98	2759.58	2393.83	2742.83	3002.15	3459.74	2754.75	2875.6	2648.93	2719.45	2307.17	2719	2493.41	2502.55	2807.63	2779.81	2717.95	2286.28	2666.47	2502.25	2787.93	2691.84	2157.34	2686.25	2496.75
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	1385.25	2811.65	1800.61	2565.17	1840.55	2018.41	1820.2	1639.91	1808.35	1955.99	1791.01	1300.9	1763.48	1569.17	1837.7	1986.4	1681.31	1858.47	2027.06	2023.76	1669.18	1769.61	1690.37	1731.82	1552.09	1620.17	1753.88	2426.07	2427.6	2303.9	1489.37	3343.89	1929.2	1842.44	1967.69	1704.77	1656.05	1712.66	1696.77	1794.41	1727.8	1867.82	1505.47	1324.69	1578.64	1639.39	1977.82	1755.99	1924.3	1749.29
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	731.166				567.562	489.975	364.62	802.067	1091.64	594.661	519.626	307.975	484.455	721.37	758.35	511.912	263.443	690.948	782.536	905.753	660.895	627.558	595.797	404.166	802.908		556.092			1226.52	884.568	913.433	1153.62	739.807	1140.34	287.982	854.381	571.427	643.622		783.218	930.145	926.17	523.786	599.042	453.318	718.949	713.709	990.425	777.455
O00469	O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	2481.38	2034.27	2239.26	2442.03	2897.61	1891.95	2036.09	2063.92	2212.61	2017.19	1576.69	1946.73	1948.95	1796.56	1831.7	1839.91	1986.61	1852.39	1983.94	1997.67	1921.06	2088.5	2340.99	2498.73	2183.65	1728.91	2086.79	2241.68	2521.46	2769.79	2669.42	2194	2117.01	2673.93	2673.4	2663.32	2293.95	2551.97	2796.42	2383.91	2321.9	2793.63	2102.96	2700.43	2362.08	2560.13	2550.43	2463.65	2470.28	1892.11
