Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score CHIMERYS Identification: CHIMERYS Identification,# Peptides (by Search Engine): CHIMERYS Identification,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Gene Symbol,Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,Abundances (Grouped): Diffrentiated,Abundances (Grouped): Undiffrentiated,Abundances (Grouped) CV [%]: Diffrentiated,Abundances (Grouped) CV [%]: Undiffrentiated,"Abundance: F223: Sample, Diffrentiated","Abundance: F231: Sample, Diffrentiated","Abundance: F233: Sample, Diffrentiated","Abundance: F234: Sample, Diffrentiated","Abundance: F235: Sample, Diffrentiated","Abundance: F201: Sample, Undiffrentiated","Abundance: F215: Sample, Undiffrentiated","Abundance: F216: Sample, Undiffrentiated","Abundance: F217: Sample, Undiffrentiated","Abundance: F218: Sample, Undiffrentiated","Found in Sample: F223: Sample, Diffrentiated","Found in Sample: F231: Sample, Diffrentiated","Found in Sample: F233: Sample, Diffrentiated","Found in Sample: F234: Sample, Diffrentiated","Found in Sample: F235: Sample, Diffrentiated","Found in Sample: F201: Sample, Undiffrentiated","Found in Sample: F215: Sample, Undiffrentiated","Found in Sample: F216: Sample, Undiffrentiated","Found in Sample: F217: Sample, Undiffrentiated","Found in Sample: F218: Sample, Undiffrentiated",# Protein Groups,Modifications
FALSE,High,Master Protein,A0A8I6AC07,Sidoreflexin OS=Rattus norvegicus OX=10116 GN=Sfxn1 PE=1 SV=1,0.002,FALSE,3.098,4,1,2,1,353,38.9,9.1,0.47,1,transport,other membranes;mitochondrion,transporter activity,,,ENSRNOG00000018279,Sfxn1,A0A8I6AC07,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5ZP60,SNW domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Snw1 PE=1 SV=1,0.003,FALSE,3.097,3,1,3,1,536,61.4,9.5,0.45,1,cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,,,ENSRNOG00000037998,Snw1,A0A8I5ZP60,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8L2Q170,"ATP synthase subunit d, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5pd PE=1 SV=1",0.003,FALSE,3.093,5,1,1,1,343,37.5,9.5,0.18,1,other metabolic processes;transport,other membranes;mitochondrion,transporter activity,,,ENSRNOG00000003626,Atp5pd,A0A8L2Q170,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,B0BN74,BAG cochaperone 2 OS=Rattus norvegicus OX=10116 GN=Bag2 PE=2 SV=1,0.003,FALSE,3.082,5,1,5,1,210,23.6,6.42,1.18,1,protein metabolism;other metabolic processes;other biological processes,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,,690038,ENSRNOG00000012709,Bag2,B0BN74; F1LQH9; rno:690038,Regulation of HSF1-mediated heat shock response,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A6HVR9,"RCG28883, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Rpl34 PE=1 SV=1",0.003,FALSE,3.076,7,1,11,1,117,13.3,11.47,3.88,1,protein metabolism;other metabolic processes,translational apparatus;other cell component,other molecular function,,362041,,Rpl34,A6HVR9; rno:362041,,,0,146419.7554,388240.375,13.46,40.57,,,133088.75,,161086.0781,760954.375,334130.9375,307165.875,472109.0625,388240.375,n/a,n/a,Peak Found,n/a,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,P17220,Proteasome subunit alpha type-2 OS=Rattus norvegicus OX=10116 GN=Psma2 PE=1 SV=3,0.003,FALSE,3.054,6,1,2,1,234,25.9,7.43,0.28,1,protein metabolism;other metabolic processes;other biological processes,nucleus;other cell component,,"Pf00227, Pf10584",29669,ENSRNOG00000049920,Psma2,P17220; rno:29669,Neutrophil degranulation; Regulation of RAS by GAPs; Autodegradation of the E3 ubiquitin ligase COP1; Neddylation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); Autodegradation of Cdh1 by Cdh1:APC/C; SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Separation of Sister Chromatids; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; NIK-->noncanonical NF-kB signaling; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Assembly of the pre-replicative complex; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX3 expression and activity; Regulation of PTEN stability and activity; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Antigen processing: Ubiquitination & Proteasome degradation,Proteasome degradation,46,,237860.9688,,15.41,,,,,,,185968.375,265559.125,254400.125,222397.0625,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,A6HV03,"Seryl-aminoacyl-tRNA synthetase 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Sars1 PE=4 SV=1",0.003,FALSE,3.045,1,1,2,1,536,61.3,6.86,0.98,1,,,,,,,Sars1,A6HV03,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,n/a,n/a,High,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I6AJ04,PITH domain containing 1 OS=Rattus norvegicus OX=10116 GN=Pithd1 PE=1 SV=1,0.003,FALSE,3.045,4,1,2,1,254,28.6,6.38,0.41,1,other biological processes,other cell component,,,,ENSRNOG00000010873,Pithd1,A0A8I6AJ04,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,High,n/a,1,
FALSE,High,Master Protein,ENSEMBL:ENSBTAP00000024146,(Bos taurus) similar to alpha-2-macroglobulin isoform 1 [OS=Bos taurus],0.003,TRUE,3.034,1,1,6,1,1477,164.2,6.02,0.57,1,,,,,,,,,,,0,340427.2188,787411.875,26.47,20.58,272417.9063,379280.1563,426744.125,209149.5,340427.2188,874574,500558.5,787411.875,892417.1875,760443.1875,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,A0A0G2K7X3,Nuclear casein kinase and cyclin-dependent kinase substrate 1 OS=Rattus norvegicus OX=10116 GN=Nucks1 PE=1 SV=2,0.003,FALSE,3.029,4,1,2,1,287,32.3,5.2,0.35,1,,other membranes,,,,ENSRNOG00000047287,Nucks1,A0A0G2K7X3,,,0,,118463.6016,,,,,,,,118463.6016,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A6J8A6,"RCG53983, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_53983 PE=4 SV=1",0.003,FALSE,3.028,3,1,7,1,349,38.5,5.16,2.06,1,,,,,,,,A6J8A6,,,0,,264389.2853,,66.75,,,,,,,130527.3281,578357.9375,158743.2656,440344.3125,n/a,n/a,n/a,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A6JS83,"RCG36803, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_36803 PE=4 SV=1",0.003,FALSE,3.011,11,1,3,1,150,17.1,4.68,0.32,1,,,,,,,,A6JS83,,,0,,360301.2813,,40.76,,,,,,98667.64844,360301.2813,331192.2188,433526.8438,402278.3125,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Q9EST6,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Rattus norvegicus OX=10116 GN=Anp32b PE=1 SV=1,0.003,FALSE,3.003,5,1,1,1,272,31,3.99,0.14,1,cell organization and biogenesis;developmental processes;other biological processes,nucleus;other cell component,other molecular function,Pf14580,170724,ENSRNOG00000009266,Anp32b,Q9EST6; rno:170724,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,O88775,Embigin OS=Rattus norvegicus OX=10116 GN=Emb PE=1 SV=1,0.003,FALSE,3.002,3,1,1,1,328,37,5.36,0.22,1,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes,plasma membrane;other membranes;other cell component,other molecular function,Pf07679,114511,ENSRNOG00000060329,Emb,O88775; rno:114511,Proton-coupled monocarboxylate transport,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A9K3Y6Y4,LRRGT00159 OS=Rattus norvegicus OX=10116 GN=AABR07038477.1 PE=2 SV=1,0.003,FALSE,3,4,1,40,1,208,22.3,9.45,9,1,,,,,,,AABR07038477.1,A0A9K3Y6Y4; rno:102548478,,,0,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,D3ZGL5,Pre-mRNA-splicing factor 38A OS=Rattus norvegicus OX=10116 GN=Prpf38a PE=1 SV=2,0.003,FALSE,2.998,3,1,1,1,362,42.5,9.35,0.16,1,RNA metabolism OR transcription;other metabolic processes,nucleus,,"Pf03371, Pf12871",,ENSRNOG00000009451,Prpf38a,D3ZGL5; rno:298374,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5ZW69,Mast cell protease 10 OS=Rattus norvegicus OX=10116 GN=Mcpt10 PE=4 SV=1,0.003,FALSE,2.994,7,1,52,1,274,30.6,9.28,4.15,1,protein metabolism,,other molecular function,,,ENSRNOG00000068082,Mcpt10,A0A8I5ZW69,,,0,,,,,,,,,,,,,,,High,n/a,High,High,High,High,High,n/a,High,High,1,
FALSE,High,Master Protein,A0A8L2QTB1,phosphoinositide 5-phosphatase OS=Rattus norvegicus OX=10116 GN=Synj1 PE=1 SV=1,0.003,FALSE,2.989,1,1,3,1,1606,176.4,7.74,0.45,1,other metabolic processes,,nucleic acid binding activity;other molecular function,,,ENSRNOG00000002051,Synj1,A0A8L2QTB1,,,0,,,,,,,,,,,,,,,n/a,High,High,n/a,High,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I6AM99,Protein phosphatase 1 regulatory subunit 7 OS=Rattus norvegicus OX=10116 GN=Ppp1r7 PE=1 SV=1,0.003,FALSE,2.979,2,1,4,1,367,41.9,4.86,1.1,1,,,,,,ENSRNOG00000016974,Ppp1r7,A0A8I6AM99,,,0,142440.2509,173610.6719,16.63,62.5,128736.0703,117712.4688,157603.2656,,168348.7188,347791,96517.125,,173610.6719,,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,n/a,Peak Found,n/a,1,
FALSE,High,Master Protein,M0RDZ0,EBNA1 binding protein 2 OS=Rattus norvegicus OX=10116 GN=Ebna1bp2 PE=1 SV=1,0.003,FALSE,2.976,3,1,1,1,313,35.3,9.89,0.27,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,,,,ENSRNOG00000045760,Ebna1bp2,M0RDZ0,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,1,
FALSE,High,Master Protein,A6J526,"Hexosaminidase A, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Hexa PE=4 SV=1",0.003,FALSE,2.973,2,1,1,1,528,60.5,7.24,0.35,1,,,,,,,Hexa,A6J526,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5ZM79,"Proteasome 26S subunit, non-ATPase 7 OS=Rattus norvegicus OX=10116 GN=Psmd7 PE=1 SV=1",0.003,FALSE,2.96,3,1,12,1,326,37.1,6.81,3.54,1,protein metabolism;other metabolic processes,other cell component,other molecular function,,,ENSRNOG00000014097,Psmd7,A0A8I5ZM79,,Proteasome degradation,1,63066.07813,329239.0001,19,96.72,63066.07813,,67864.17969,46454.98828,,,1488058.875,283040.4063,335749.9375,322854.3242,Peak Found,n/a,Peak Found,Peak Found,n/a,n/a,High,High,High,Peak Found,1,
FALSE,High,Master Protein,F7EW70,Biliverdin reductase A OS=Rattus norvegicus OX=10116 GN=Blvra PE=1 SV=1,0.003,FALSE,2.951,3,1,5,1,295,33.5,6.34,0.82,1,other metabolic processes,cytosol,other molecular function,,116599,,Blvra,F7EW70; rno:116599,,,0,,111879.8393,,21.33,,,,,,,86884.84375,107564.1094,145541.8438,116368.7266,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Q6AYA1,H/ACA ribonucleoprotein complex subunit 1 OS=Rattus norvegicus OX=10116 GN=Gar1 PE=2 SV=1,0.003,FALSE,2.949,4,1,2,1,226,23,10.92,0.61,1,cell organization and biogenesis;DNA metabolism;RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,nucleic acid binding activity,Pf04410,499709,,Gar1,Q6AYA1; rno:499709,Telomere Extension By Telomerase,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5ZQS5,Activated leukocyte cell adhesion molecule OS=Rattus norvegicus OX=10116 GN=Alcam PE=4 SV=1,0.003,FALSE,2.946,2,1,4,1,583,65,6.38,0.93,1,,other membranes,,,,ENSRNOG00000001989,Alcam,A0A8I5ZQS5,,,0,143864.2969,1018803.27,51.97,72.06,,,143864.2969,50566.90625,171602.9844,1408923.375,736704.4375,,1778478.75,129436.875,n/a,n/a,High,Peak Found,High,Peak Found,Peak Found,n/a,Peak Found,Peak Found,1,
FALSE,High,Master Protein,A6HJA1,RCG33185 OS=Rattus norvegicus OX=10116 GN=rCG_33185 PE=4 SV=1,0.003,FALSE,2.932,9,1,1,1,108,11.9,9.6,0.23,1,,,,,,,,A6HJA1,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,P97584,Prostaglandin reductase 1 OS=Rattus norvegicus OX=10116 GN=Ptgr1 PE=1 SV=3,0.003,FALSE,2.923,4,1,2,1,329,35.7,8.02,0.14,1,other metabolic processes;other biological processes,other cell component,other molecular function,"Pf00107, Pf16884",192227,,Ptgr1,P97584; Q5EBD3; rno:192227,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A096MJT0,Calcyclin-binding protein OS=Rattus norvegicus OX=10116 GN=Cacybp PE=1 SV=2,0.003,FALSE,2.916,4,1,2,1,229,26.6,8.53,0.47,1,other biological processes,cytosol;nucleus;other cell component,cytoskeletal activity;other molecular function,,,ENSRNOG00000002572,Cacybp,A0A096MJT0,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,B3DM93,Programmed cell death protein 4 OS=Rattus norvegicus OX=10116 GN=Pdcd4 PE=2 SV=1,0.003,FALSE,2.904,2,1,1,1,469,51.7,5.16,0.22,1,signal transduction;other biological processes,cytosol;nucleus,,Pf02847,64031,,Pdcd4,B3DM93; rno:64031,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,M0R835,"Splicing factor 3B, subunit 6 OS=Rattus norvegicus OX=10116 GN=Sf3b6 PE=1 SV=3",0.003,FALSE,2.903,10,1,1,1,126,14.8,9.25,0.07,1,RNA metabolism OR transcription;other metabolic processes;developmental processes,nucleus,nucleic acid binding activity,Pf00076,,ENSRNOG00000046172,Sf3b6,M0R835,mRNA Splicing - Minor Pathway,,1,,171504.0156,,15.11,,,,,,,,171504.0156,170959.9531,220342.4375,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,D4AEG3,Peptidyl-prolyl cis-trans isomerase OS=Rattus norvegicus OX=10116 GN=Ppil4 PE=1 SV=4,0.003,FALSE,2.899,3,1,3,1,490,57,6.02,0.57,1,protein metabolism;other metabolic processes,cytosol;nucleus,nucleic acid binding activity;other molecular function,"Pf00076, Pf00160",,ENSRNOG00000015552,Ppil4,D4AEG3,mRNA Splicing - Major Pathway,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,1,
FALSE,High,Master Protein,G3V6H2,Pre-mRNA processing factor 8 OS=Rattus norvegicus OX=10116 GN=Prpf8 PE=4 SV=1,0.003,FALSE,2.894,0,1,5,1,2335,273.4,8.84,0.88,1,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,"Pf01398, Pf08082, Pf08083, Pf08084, Pf10596, Pf10597, Pf10598, Pf12134",287530,ENSRNOG00000003495,Prpf8,G3V6H2; rno:287530,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,mRNA processing,3,,144326.2095,,19.03,,,,,,,117504.8516,157713.3125,180763.4688,132075.4375,n/a,n/a,n/a,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6AL89,"Actin related protein 2/3 complex, subunit 3 OS=Rattus norvegicus OX=10116 GN=Arpc3 PE=1 SV=1",0.004,FALSE,2.875,6,1,2,1,182,20.4,6.52,0.36,1,cell organization and biogenesis;other biological processes,other membranes;cytoskeleton;other cell component,cytoskeletal activity,,,ENSRNOG00000008673,Arpc3,A0A8I6AL89,,,0,,252276.156,,66.22,,,,,,419206,,,,151818.5781,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,High,1,
FALSE,High,Master Protein,G3V829,Far upstream element binding protein 3 OS=Rattus norvegicus OX=10116 GN=Fubp3 PE=4 SV=1,0.004,FALSE,2.86,1,1,3,1,569,61.4,8.06,1.48,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,translational apparatus;nucleus;other cell component,nucleic acid binding activity,"Pf00013, Pf09005",,ENSRNOG00000009139,Fubp3,G3V829,,,0,,148870.25,,19.74,,,,,,,,148870.25,198750.0938,139009.625,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,1,
FALSE,High,Master Protein,Q9WVS2,tRNA N6-adenosine threonylcarbamoyltransferase OS=Rattus norvegicus OX=10116 GN=Osgep PE=2 SV=2,0.004,FALSE,2.828,3,1,2,1,335,36.3,6.04,0.34,1,RNA metabolism OR transcription;other metabolic processes,plasma membrane;other membranes;nucleus;other cell component,other molecular function,Pf00814,290028,ENSRNOG00000009333,Osgep,B0BMW7; Q9WVS2; rno:290028,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5Y4S4,"ENAH, actin regulator OS=Rattus norvegicus OX=10116 GN=Enah PE=1 SV=1",0.004,FALSE,2.827,1,1,1,1,805,86.7,8.02,0.29,1,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,,,ENSRNOG00000031934,Enah,A0A8I5Y4S4,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,1,
FALSE,High,Master Protein,A6K4P8,Uncharacterized protein OS=Rattus norvegicus OX=10116 GN=LOC363542 PE=4 SV=1,0.004,FALSE,2.822,3,1,1,1,356,40.8,7.64,0.36,1,,,,,,,LOC363542,A6K4P8,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,1,
FALSE,High,Master Protein,A0A8I5ZTF1,Ubiquitin-conjugating enzyme E2D 3 OS=Rattus norvegicus OX=10116 GN=Ube2d3 PE=3 SV=1,0.004,FALSE,2.803,7,1,4,1,148,16.8,7.3,0.97,1,,,other molecular function,,81920,ENSRNOG00000013741,Ube2d3,A0A8I5ZTF1,,Proteasome degradation,1,,655978.2993,,9.52,,,,,,,645702.625,666417.5,779680.75,641813.875,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,Peak Found,1,
FALSE,High,Master Protein,D4ABN7,Protein-arginine deiminase OS=Rattus norvegicus OX=10116 GN=Padi6 PE=3 SV=3,0.004,FALSE,2.798,2,1,59,1,689,77.2,5.11,8.97,1,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes,cytoskeleton;other cell component,other molecular function,"Pf03068, Pf08526, Pf08527",,ENSRNOG00000037079,Padi6,D4ABN7; rno:298595,Chromatin modifying enzymes,,1,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A059NZR0,HN1 OS=Rattus norvegicus OX=10116 GN=Jpt1 PE=1 SV=1,0.004,FALSE,2.792,16,1,1,1,149,15.6,5.12,0.11,1,,nucleus;other cell component,,Pf17054,287828,,Jpt1,A0A059NZR0; rno:287828,,,0,,,,,,,,,,,,,,,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A0G2K4T7,General transcription factor II I OS=Rattus norvegicus OX=10116 GN=Gtf2i PE=1 SV=1,0.004,FALSE,2.783,1,1,1,1,999,112.2,6.39,0.3,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,other molecular function,Pf02946,353256,ENSRNOG00000001479,Gtf2i,A0A0G2K4T7,,TNF-alpha NF-kB signaling pathway,1,,72186.24219,,,,,,,,,,,72186.24219,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,1,
FALSE,High,Master Protein,G3V8M5,Serine/threonine-protein phosphatase OS=Rattus norvegicus OX=10116 GN=Ppp4c PE=3 SV=1,0.004,FALSE,2.759,4,1,2,1,307,35.1,5.06,0.27,1,other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,other molecular function,Pf00149,171366,ENSRNOG00000019813,Ppp4c,G3V8M5,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,High,n/a,1,
FALSE,High,Master Protein,A0A8I5ZWS4,Hook microtubule-tethering protein 3 OS=Rattus norvegicus OX=10116 GN=Hook3 PE=1 SV=1,0.004,FALSE,2.755,2,1,1,1,725,83.9,5.2,0.25,1,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes,cytosol;cytoskeleton;ER/Golgi;other cell component,cytoskeletal activity;other molecular function,,,ENSRNOG00000014275,Hook3,A0A8I5ZWS4,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I6A817,"Similar to tumor protein, translationally-controlled 1 OS=Rattus norvegicus OX=10116 GN=Tpt1-ps2 PE=3 SV=1",0.004,FALSE,2.749,9,1,3,1,150,16.8,4.53,0.76,1,,,,,,ENSRNOG00000070732,Tpt1-ps2,A0A8I6A817,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,n/a,1,
FALSE,High,Master Protein,D3ZWL6,Adenosylhomocysteinase-like 2 OS=Rattus norvegicus OX=10116 GN=Ahcyl2 PE=1 SV=4,0.004,FALSE,2.748,1,1,9,1,642,69.8,6.55,6.81,1,other metabolic processes,cytosol;other cell component,,"Pf00670, Pf05221",,ENSRNOG00000039300,Ahcyl2,D3ZWL6; rno:312192,Bicarbonate transporters,,1,45845.54688,1512593.458,,3.55,45845.54688,,,,,,1530303.625,1424905.125,1543655.75,1495088.25,Peak Found,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,1,
FALSE,High,Master Protein,B0BNB2,Density-regulated protein OS=Rattus norvegicus OX=10116 GN=Denr PE=2 SV=1,0.004,FALSE,2.74,4,1,5,1,194,21.7,5.29,1.13,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,,nucleic acid binding activity,Pf01253,687565,,Denr,B0BNB2; rno:687565,,,0,,286117.7188,,44.08,,,,,,,116404,286117.7188,,305491.25,n/a,n/a,n/a,n/a,n/a,n/a,High,Peak Found,High,High,1,
FALSE,High,Master Protein,D4A997,HIV-1 Tat specific factor 1 OS=Rattus norvegicus OX=10116 GN=Htatsf1 PE=1 SV=2,0.004,FALSE,2.737,1,1,5,1,776,88.6,4.39,1.61,1,RNA metabolism OR transcription;other metabolic processes,nucleus,nucleic acid binding activity,Pf00076,317612,ENSRNOG00000027761,Htatsf1,D4A997; rno:317612,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,High,High,1,
FALSE,High,Master Protein,A0A0G2JUK2,LSM14A mRNA processing body assembly factor OS=Rattus norvegicus OX=10116 GN=Lsm14a PE=1 SV=2,0.006,FALSE,2.731,2,1,1,1,477,52.2,9.77,0.26,1,cell cycle OR cell proliferation;cell organization and biogenesis;stress response;signal transduction;other biological processes,cytosol;cytoskeleton;other cell component,nucleic acid binding activity,"Pf09532, Pf12701",,ENSRNOG00000021133,Lsm14a,A0A0G2JUK2,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,F7EQJ2,"H2-K region expressed gene 2, rat orthologue OS=Rattus norvegicus OX=10116 GN=Pfdn6 PE=4 SV=1",0.006,FALSE,2.73,9,1,3,1,127,14.5,8.88,0.59,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,other cell component,other molecular function,,309629,,Pfdn6,F7EQJ2; rno:309629,,,0,,322838.8411,,16.67,,,,,,,260778.2344,341585.2813,387847.5938,305121.2188,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,Peak Found,1,
FALSE,High,Master Protein,F1LRK9,"Protein phosphatase 4, regulatory subunit 1 OS=Rattus norvegicus OX=10116 GN=Ppp4r1 PE=1 SV=3",0.006,FALSE,2.728,1,1,1,1,951,105.5,4.79,0.18,1,,,,Pf02985,,ENSRNOG00000013733,Ppp4r1,F1LRK9,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
