Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d		
Q9NZ09	Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	1593.03				2471.08																									2108.63					3508.07		
Q9NZ32	Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10				1730.5	2745.09	3306.42		2564.69	3339.13								2562.11				2747.39					4392.67				2281.44	4740.74	2918.52	4929.42		4225.9		
Q9NZ43	Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1					6138.04				6263.59								4166.57		3101.22						1661.62	3152.09	1435.92				4523.72				3090.09		
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1								6129.15																													
Q9NZ52	Q9NZ52	GGA3_HUMAN	GGA3	ADP-ribosylation factor-binding protein GGA3					1980.43																																
Q9NZB2	Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	7080.26	11382.3	7751.77	8702.46	6307.21	9009.99	7916.89	6084.96	6578.54	5136.62	4971.29	10805.3	8941.08	7569.63	5728.93	9041	7333.33	8686.15	6907.59	3607.34	5910.49	11654.5		5988.84	6497.78	4184	8328.8	9202.75	6727.68	3830.99	6831.57	4706.22	6411.47		4894.48		
Q9NZC3	Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1							2301.46																														
Q9NZD8	Q9NZD8	SPG21_HUMAN	SPG21	Maspardin									4769.07																									11173.6			
Q9NZH8	Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma							1856.08			3778.38				1146.81										1141.26		2368.57	1998.86						2841.08		2264.79		
Q9NZJ4	Q9NZJ4	SACS_HUMAN	SACS	Sacsin					89672.6				6009.62										9064.68								3817.63				13449.8				4445.6		
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	4884.33	4671.39	6553.73	4085.05	3247.01	4142.6	11112.4		3661.91	3799.73					6584.8	5130.87	33056.8	1667.13	7772.84	2069.77			4966.26	6792.91			5658.01			1486.63	3349.25	4681.57	23498.4	15326.4	1635.94		
Q9NZJ9	A0A024RBG1;Q96G61;Q8NFP7;Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2							11879.2																														
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	5510.89				3996.2										1888.04											7423.8					7314.38		4113.01				
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	7853.72	14974	7941.48	7626.5	12571.4	8107.92	13348.4	8766.05	10954.9	7919.26	4108.43	7227.26	7799.61	7562.68	11319.5		15205.2	6534.49	10010.5	7006.69	9733.84	9900.84		7747.16	8848.46	6446.62	8424	11272.6	7048.74	6767.2	6217.76	9791.17	9996.03		8875.57		
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	15807.9	17967.4	11999.8	12106.9	14048.5	15362.3	9241.63	18459.6	16215.5	11617.6	11664	15551.9	14283.2	14955.9	9701.33	14565.1	17400	11533.2	9882.39	16101.9	20259.1	15665.5	14740.3	13502.7	18139.2	15949.5	15128.3	13200.9	14270.5	10963.6	14142.7	17132.3	13998.1	14121.3	17350.2		
Q9NZN4	Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	13986.1		11567.5	10863.3	7420.24	8477.53	6696.44	7000.21	11222.1	8019.51	9011.23	8300.58	15796.8	5054.28	3562.49		7963.52	11746.6	6530.46	8177.99	12756.9	4725.44		12970	11329.8	11088.2	9944.52	7506.95	11080.1	7855.24	4221.01	7842.54	6852.22		7467.36		
Q9NZN5	Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12				4839.36															3323.17			5564.27					2870.44						5707.09				
Q9NZN8	Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2				2013.25		2244.91	2024.15	1879.88	1007			2003.06			1450.68				3544.22			1777.52				3219.61	2362.04					1541.41					
Q9NZQ7	Q9NZQ7	PD1L1_HUMAN	CD274	Programmed cell death 1 ligand 1																																			8115.83		
Q9NZT1	Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	22448.6	42882.2	32130.7	21501.4	18396.9	23919.3	29379.3	26065.4	17064.7	22897.9	36055.7	27317.3	30211.4	50065.9	11644.6	21812.4	36618.4	29628.9	23036.3	23451.9	31312.7	24893.9	30297.7	25613.1	24618.5	23905.8	27734.1	36784.2	44708.1	24411.5	21051.3	16690.2	22354.6	15045.3	21295.3		
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor					2254.81										1077.42							1005.57						3497.52	8139.03		4629.03		10146.3				
Q9NZV5	Q9NZV5	SELN_HUMAN	SELENON	Selenoprotein N																								20910.7							15329.9						
Q9NZW5	Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	2291			1029.85			4074.53								3921.12				6277.04		2855.24											2717.46		2755.92			
Q9NZZ3	Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5						4676.68																															
Q9P000	Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9							842.085	2357.22																			2616.12										
Q9P013	Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog								89351												1363.76									3792.28			111055					
Q9P015	Q9P015	RM15_HUMAN	MRPL15	"39S ribosomal protein L15, mitochondrial"	3044.28					1736.79			2097.4			5780.71			4255.9		8349.59	13175.3		4788.49								3998.04			8148.56	1517.23		1347.43			
Q9P016	Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	2562.78			3288.84	1704.47				6058.69						1477.72									4421.71													
Q9P032	Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4					1570.85																																
Q9P035	Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3			4318.33	2571.77			9668.24	3506.57	2162.01						3990.77						21239.2		4966.2			4944.38					4823.82			10045.1			
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3																														105785							
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13				5490.78	3841.67	4126.14			2637.56			5222.96	2914.45		3932.43	4901.18	4294			3232.05	2325.39			5302.33	4735.58	1988.18	6730.45			3808.82	6552.96		2938.69	6527.8	1793.73		
Q9P0J1	Q9P0J1	PDP1_HUMAN	PDP1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"	7718.69				9669.33	742.773	7228.68	5247.62		7978.66					9298.67				1918.67			6370.43	3548.37			11619.5		3999.91						2093.39	1667.1		
Q9P0J7	Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	5588.52				2526.77	2776.92									5554.05			5159.23	4658.45						3127.18							3173.28			2420.04		
Q9P0K7	Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	5442.57	6350.27	3873.63	361.081	4128.91	3992.49	4654.04	4436.87	4109.4						3265.99	39794.3			6622.23		1401.59	2952.46		3737.13	3584.72	4607.48	3055.04	2134.49		3679.21	4365.23	2369.78	3287.53	4032.59			
Q9P0L0	Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	6590.05	11690.8	9159.81	7008.69	6693.58	10560.8	13099	6002.71	5645.94	7128.93	14916.9	19471.3	8904.42	8018.37	13124.4	12761.1	14278.9		16258.3	9815.49	8757.38	7275.91	7877	6654.53	6980.97	9533.32	11191.4	8554.81	4925.8	5644.79	5583.1	11317.2	10672.7	17551.6	5291.05		
Q9P0M6	Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2																			46110.5																		
Q9P0M9	Q9P0M9	RM27_HUMAN	MRPL27	"39S ribosomal protein L27, mitochondrial"																					5148.19		3463.04														
Q9P0P0	Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181				3012.35	7951.45	2287.42	7649.08					4419.37			2095.98			2075.07	4831.24		6991.67			4805.4	5943.62	5396.19				5045.03	2753.4		2389.39				
Q9P0P8	Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1		2513.64							1531.85																3009.57									4554.7			
Q9P0S9	Q9P0S9	TM14C_HUMAN	TMEM14C	Transmembrane protein 14C					9127.62																																
Q9P0U1	Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog							4128.9																											3171.35			
Q9P0U3	Q9P0U3	SENP1_HUMAN	SENP1	Sentrin-specific protease 1									815.974																							2730					
Q9P0U4	Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1				1969.8																		1655.73															
Q9P0V3	Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	4804.23			5372.91	3539.45		7219.39	5118.22	3585.86	5463.43	4678.3				3120.9				4918.94	6598.23				4020.68		4953.02	4573.58				5169.15	4644.78	2180.3		2666.51		
Q9P0V9	Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10									1823.52								3820.83		4540.63	4254.92										2184.58							
Q9P1Y6	Q9P1Y6	PHRF1_HUMAN	PHRF1	PHD and RING finger domain-containing protein 1																		5658.66																			
Q9P246	Q9P246	STIM2_HUMAN	STIM2	Stromal interaction molecule 2							2080.44								1771.68				1708.81		5118.16		4300.75									2871.39		3712.59			
Q9P253	Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog															1969.35					2738.63						2059.16						2085.88					
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	6036.39		5771.56	5122.5	5483.62	6957.59	7795.31	6093.64	6088.18	5650.09		8064.06	9811.16	10674.5	2950.08				9050.26	10963.5	3519.32	6993.93		6871.06	3831.21		6969.3	8106.33	10934.3	9034.6	6202.7	5634.78	10113.6		7139.44		
Q9P260	Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH		1826.74			4827.66	3663.33			1990.22					15129.8	2624.31									8086.98	16365.6	2019.19											
Q9P265	Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	2092.13			5752.11				3230.99	681.281						3696.04						9985.44				3223.87	4827.99	2750.63			10939.4	7318.31	3290.47	5889.99				
Q9P266	Q9P266	JCAD_HUMAN	JCAD	Junctional protein associated with coronary artery disease															8184.71																	21956.6	9362.68				
Q9P270	Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	1340.94	6109.58	4158.57	5831.62	4802.13	5151.4	3830.69	4074.26	1980.23	14262.8		16851.1	13631.8	5043.44	2561.05				1694.84	9477.71	4221.59			8286.49	2448.99		4701.37		10221	4663.5	4713.94	5297.34	4616.06		3994.53		
Q9P275	Q9P275	UBP36_HUMAN	USP36	Ubiquitin carboxyl-terminal hydrolase 36																											2191.94										
Q9P299	Q9P299	COPZ2_HUMAN	COPZ2	Coatomer subunit zeta-2		3124.58																		2496.21					2337.9						2854.66		7059.71				
Q9P2B2	Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	10027.9	4167.7		1274.35	5214.16	3895.05	7433.18				2532.05				2838.26		8080.56		6888.08		3330.85	4134.91		5980.69	5238.81	1479.11			5081.88	7907.14	8560.82	3002.99		2854.66	6561.29		
Q9P2B4	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	6584.11																		2417.79	4462.22						41760.4						9225.98	6476.65				
Q9P2D3	Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B																				2406.02																	
Q9P2E5	Q9P2E5	CHPF2_HUMAN	CHPF2	Chondroitin sulfate glucuronyltransferase															1010.65	2795.04		5411.26								4001.96						722.949		3449.72			
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	22109.6	21227.7	16580.3	13939.1	15867.2	13653.3	22390.8	18749.8	18266.6	16449.4	20712.5	18656.9	11776.7	25429.7	17858.4	27156.1	18139.6	18290.4	20353.8	16412.3	20058.4	17573.6	29061.2	24366	19945.8	29500.6	16018.4	16826.7	22999.4	19417.4	16396.8	19379.4	24764.2	34147.9	22244.8		
Q9P2I0	Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	3363.07			3081.72					2903.36		5558.55				8622.62						3750.76									2122.39	5909.91				3288.15		
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	"Leucine--tRNA ligase, cytoplasmic"	10352.9	6283.58	5304.3	10658	6670.16	6886.14	5158.26	7578.08	11216.4	6589.21	2063.05	7079.39		3168.31	8286.29		8710.5	7033.57	5501.11	6739.6	6702.79	5558.73		8140.25	6074.44	8925.09	7212.25	8947.7	7203.4	7430.5	6206.1	6910.81	7239.26	4137.69	6900.74		
Q9P2K5	Q9P2K5	MYEF2_HUMAN	MYEF2	Myelin expression factor 2								6341.68																6156.62										1891.1			
Q9P2K8	Q9P2K8	E2AK4_HUMAN	EIF2AK4	eIF-2-alpha kinase GCN2					1546.28																						10896.5					3580.3					
Q9P2M7	Q9P2M7	CING_HUMAN	CGN	Cingulin																											3128.37										
Q9P2N5	Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27																																1123.82					
Q9P2P6	Q9P2P6	STAR9_HUMAN	STARD9	StAR-related lipid transfer protein 9				561.885	862.871					721.357																											
Q9P2Q2	Q9P2Q2	FRM4A_HUMAN	FRMD4A	FERM domain-containing protein 4A												3457.55																									
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	2424.31			1904.31	14542.6				5906.93				5115.3		5512.08				8830.16		4125.64				9726.86			7984.59				11396.9			8503.29		
Q9P2R7	Q9P2R7	SUCB1_HUMAN	SUCLA2	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	6692.02	4698.5	4326.06	4369.25	7011.46	6068.63	4312.18	7810.14	5271.98	7448.01	4583.72		5381.57	8303.5	5109.72	11410.8	6088.48	4693.59	6372.89		6985.01	10646	7226.19	5681.19	6042.48	6617.7	8096.38		11981.1	4574.36	4981.16	4415.32	6718.93	11571.4			
Q9P2T1	Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2	2665.6			13451.2	9387.44	36392.7					7533.26	10201.7			3193.73						3636.58	8362.33							6066.66								
Q9P2W9	Q9P2W9	STX18_HUMAN	STX18	Syntaxin-18						4818.91																															
Q9P2X0	Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3					1905.15				2761.34							4823.04					3708.1	2267.07	1937.6								2945.82			2589.57			
Q9P2X3	Q9P2X3	IMPCT_HUMAN	IMPACT	Protein IMPACT								26204.8																													
Q9P2Y5	Q9P2Y5	UVRAG_HUMAN	UVRAG	UV radiation resistance-associated gene protein	2289.16				76104.2	9619.27		1632.33	2527.71										2025.53		3122.44	2745.43		3126.08	4999.22			2043.82	2893.9				5321.32		3929.37		
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	3453.48			1678.77					2987.03										7429.75					17958.5	1706.83	7199.06	3638.6	18054.9		4859.67		2337.41					
Q9UBB5	Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2														2812.12	2958.89							2343.65				2316.83					2649.04				1504.47		
Q9UBB6	Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin	3198.93														6510.58				5311.6											9178.65		4977.83	2098.19				
Q9UBB9	Q9UBB9	TFP11_HUMAN	TFIP11	Tuftelin-interacting protein 11									3023.85						2690.25																						
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1				10079.8	3446.54										1759.91	7049.88			6041.39													6631.21			9295.04		
Q9UBE0	Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	7751.38	6068.47	3328.72	5837.86	6853.99	7781.57	4088.49	7153.42	7833.22	5560.97	5671.49	4911.15	6182.03		9055.38		6870.6	11743.8	9067.95	6446.09	6644.6	6434.6		5986.42	3563.8	6688.28	9880.9	9443.05	16090.8	4435.59	2970.49	5070.44					
Q9UBF2	Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	5729.01			5428.54	8470.23	13732.9	2816.38	7507.95	2052.57		7683.3	2216.67	3495.32	2518.53	3425.44		4070.2	1982.76	2216.06		11019.6	987.825			6210.83	1919.32	3736.52	1861.03	4776.96	7045.98	4793.11	2822.39	3541.27		4851.55		
Q9UBF8	Q9UBF8	PI4KB_HUMAN	PI4KB	Phosphatidylinositol 4-kinase beta						2947.37						4459.27																									
Q9UBG0	Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2	4672.11	10964.2	4491.31	3488.62	7323.79	7503.79	11988.6	7743.14	3868.48		4245.83		9285.87	13393.1	4947.43	10180.7	10185.1		16696.8		5092.33	8997.63		5431.92	6603.17	6664.81	3103.52	7090.38	8395.52	4155.9	10463.1	5567.7	2808.68	5783.47	7523.3		
Q9UBI1	Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3																						6932.31															
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	36529.2	20641.2	23249.9	19026.6	18118.4	25332.5	30765.9	28724.8	20568.3	16709.3	31148.3	29033.6	13773.1	23496.1	22124.3	25535.3	37978.9	28692.7	19162.7	26496.6	18861.8	22758.1	23646.4	35154.4	24980.3	20461.4	21194.1	26107.6	20890.6	30347	28472.6	44336.6	18060.1	18060.9	28874.6		
Q9UBL3	Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2												4048.24			4744.47							4232.92					4424.11	3087.93		4152.65							
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase								5297.1																													
Q9UBP0	Q9UBP0	SPAST_HUMAN	SPAST	Spastin				3568.24	3849.79	1991.58																2000.92															
Q9UBP4	Q9UBP4	DKK3_HUMAN	DKK3	Dickkopf-related protein 3																										1580.25											
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	7461.74		10402.8	8248.53	10471.2	7870.94	5286.86	5825.91	6824.59	6617.21	7641.56	10043.3	9353.94		5252.01		7022.2	11606.8	7609.49	6706.71	5782.05	9024.06		13092.8	8384.24	7801.21	8309.46	6149.04	10176	3873.74	11037.5	11546.8	8704.71		8938.87		
Q9UBQ5	Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K				1908.73	5614.81	4719.81	3011.55	2989.72	4819.1					2016.51	2200.52			2556.06		4990.7	2053.67				5988.73	1650.37		3606.78	3989.78	3991.23		3222.79	6101.08		3283.08		
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	21504.9	21452.8	27159.5	18025.5	29746.8	25098.9	27761	24148.2	30173.7	33037.8	28299.5	24040.1	26657.6	16195.1	27485.3	18140	44554.9	18555.3	22959.7	20899.8	34161.4	35975.8	19881.5	18853.1	35202.9	16955	24874.9	36428.9	20656.7	25598.6	19361.4	25315	12896.8	19097	38450.1		
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	9249.6	10163	12810.9		3362.94	11613.8	4510.72	5575.91	8180.48		7363.31	8253.68			7309.19	14349.6			6428.94	7816.29	9958.16	6136.28		12086.8	8143.68	9024.03		9735.81	10075	12104.8	6936.05	12805	13348.2	12724.3	11259.3		
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	10171.6	9550.63	10148.5	8601.98	10928.7	11692.5	12174.8	9835.98	10117.7	7336.96	9216.55	9664.18	9438.57	11395.5	12740		5209.98	5126.26	15112.6	11565.9	11974.3	8452.74		8257.36	10725.4	7330.83	7503.06	9478.77	12790.2	12471.7	11135.5	15423.5	14506		10586.2		
Q9UBU6	Q9UBU6	FA8A1_HUMAN	FAM8A1	Protein FAM8A1																					2024.85																
Q9UBU9	Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	3805.11				3930.91	7939.55			6019.11		2522.14		6441.18		4580.39		1691.62		7535.17		7258.83				5884.42		11456.3		2590.83	1239.82	7967.21	1723.79		3730.86	611.097		
Q9UBV2	Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1					2743.25							14176.8												3539.23		3691.31						4582.39		8888.54			
Q9UBV7	Q9UBV7	B4GT7_HUMAN	B4GALT7	"Beta-1,4-galactosyltransferase 7"																																	6708.06				
Q9UBV8	Q9UBV8	PEF1_HUMAN	PEF1	Peflin	4265.76			1641.06					1459.78	3131.74					2312.6					7224.48				2172.25						5324.22	4028.17	3541.73			4138.3		
Q9UBW8	Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	9317.38			8022.82	6041.51		8814.37	8550.86	4031	6129.62					4493.88				7563.09		11878.5	19449.2		5546.72	11084.9	10850.9	12225.2	5871.3	13382.9	3447.01	6720.24	15508.2	11614.4		20054.6		
Q9UBX3	Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier				13098.9							7584.84			16595.2	1830.75															2244.52							
Q9UBX7	Q9UBX7	KLK11_HUMAN	KLK11	Kallikrein-11								3278.39																									4172.26				
Q9UDR5	Q9UDR5	AASS_HUMAN	AASS	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"							4690.42								10752.7	2924.83	7175.25		7771.2								2911.98					14392.8	2135.92	3835.61	17633.6		
Q9UDT6	Q9UDT6	CLIP2_HUMAN	CLIP2	CAP-Gly domain-containing linker protein 2	4856.97	4845.96	7449.51	5066.93	5698.31	5720.54	7633.82	7997.68	7133.25		4083.08	8658.73	4427.08		5397.9		8842.65	5219.18	6156.76		8528.48	11479		5202.24	9243.75	9479.2	6042.88	4105.02		8997.77	7421.19	5846.63	4089.76		4201.04		
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	1486.53						2424.67	4571.89							2837.72				3693.31		5811.62		4049.65			3209.24								4723.99			
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	3547.95	11090.6		3567.6	6146.19	4885.07	3556.31	9253.21	2966.3	2816.74		6430.34	7863.39		4944.34						3688.92			6511.04	3729.24	5663.9	9501.84		18497.6	14658.2		4029.03			5584.63		
Q9UDY4	Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4		57118.6						9015.44											6065.69													3124.2			12014.6		
Q9UDY8	Q9UDY8	MALT1_HUMAN	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	2955.81		4825.41		3978.9	4656.19		5514.59			3295.82				7028.58																						
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1				2371	1172.3										2360.53			11597.9												2538.4		3285.91	2549				
Q9UEG4	Q9UEG4	ZN629_HUMAN	ZNF629	Zinc finger protein 629									5166.93																												
Q9UER7	Q9UER7	DAXX_HUMAN	DAXX	Death domain-associated protein 6																				2357.75																	
