Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-05_3863.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3856.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3859.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-24-2024_Slot2-03_3860.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q9NVZ3	Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	17155	21922.3	13396.2	69891.9	28758	24913.3		17599.7	20276.1	27837.8	27211.4	27623.5
Q9NW08	Q9NW08	RPC2_HUMAN	POLR3B	DNA-directed RNA polymerase III subunit RPC2		1308.95	1177.15		1184.9	2502.9			1218.74	1452.04	2191.71	1497.39
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	8681.3	8027.18	9725.85		8237.96	9858.04		9427.58	7752.82	7347.99	9045.72	8135.44
Q9NW15	Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10	10087.8	8768.26	11472.4		10283.2	12091.9		14000.7	12028.5	11699.8	15697.8	12491.7
Q9NW61	Q9NW61	PKHJ1_HUMAN	PLEKHJ1	Pleckstrin homology domain-containing family J member 1	1415.69	1337.47	819.963		1300.12	1298.12		1744.53	1859.5	1517.01	1185.14	1767.36
Q9NW64	Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	4339	7453.72	6535.4		7510.46	6707.61		8671.23	6079.05	6576.83	8522.29	6766.25
Q9NW68	Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1	9892.23	10655.5	8329.46		12710.5	6459.35		8209.26	12334.2	11953.4	9351.99	11710.8
Q9NW81	Q9NW81	DMAC2_HUMAN	DMAC2	Distal membrane-arm assembly complex protein 2	4328.98	3688.47	4636.53		3458.25	4348.83		4295	5229.98	6289.21	5800.18	6231.58
Q9NW82	Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	8236.28	7197.73	7463.4		8291.3	9075.15		6205.96	6949.6	8506.88	7424.59	8350.77
Q9NWB6	Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	23642.3	27505.4	24597.7		28775.2	29031.1		23742.5	24651	21292.7	27449.3	25001
Q9NWB7	Q9NWB7	IFT57_HUMAN	IFT57	Intraflagellar transport protein 57 homolog	1573.84	1457.49	1395.14		1277.89	1986.07		1247.1	2134.09	1607.99	1247.64	1628.23
Q9NWH9	Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	13116.4	11915.6	14124.1		11963.3	13415.5		14723	12194.8	11837.4	13903.9	12209.8
Q9NWM3	Q9NWM3	CUED1_HUMAN	CUEDC1	CUE domain-containing protein 1	6433.45	6708.74	6438.87		6043.82	6381.84		7452.55	8507.69	8729.43	7895.24	8961.89
Q9NWM8	Q9NWM8	FKB14_HUMAN	FKBP14	Peptidyl-prolyl cis-trans isomerase FKBP14	10018.2	14164.1	11483.5		18559.1	14939.4		15265.9	19379.6	20111.8	16064.1	23210.1
Q9NWQ4	Q9NWQ4	GPT2L_HUMAN	GPATCH2L	G patch domain-containing protein 2-like	1976.66		1491.72		1929.34	1279.29			1518.81	1476.44	1657.56	809.426
Q9NWQ8	Q9NWQ8	PHAG1_HUMAN	PAG1	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	1434.94	1262.64	1225.76		1664.59	1559.81		1283.84	1965.23	3057.56	3116.68	3331.9
Q9NWQ9	Q9NWQ9	CN119_HUMAN	C14orf119	Uncharacterized protein C14orf119	4537.76	8153.9	3964.31		6698.7	4895.09		5415.84	5325.08	5291.52	4641.67	4706.88
Q9NWR8	Q9NWR8	MCUB_HUMAN	MCUB	"Calcium uniporter regulatory subunit MCUb, mitochondrial"	3185.45	2603.15	2396.54		2685.31	2876.21		2441.04	2467.65	2899.78	4281.5	2542.26
Q9NWS0	Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	8498.26	8479.48	6775.22		9095.71	8234.66		6930.69	6821.54	7700.45	7178.45	8275.46
Q9NWS8	Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	14101.6	10510.3	14021.3		7898.71	11352.1		9478.03	10735.4	11597.4	16178.7	12046.4
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	4031.56	3836.16	3465.66		5071.92	4264.94		4292.2	4165.54	4875.7	5364.39	5203.79
Q9NWT6	Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	8400.44	10002.8	10184.5	32074.2	15212.7	11575.3		10892.1	10815.2	13531	12627.8	13692.9
Q9NWT8	Q9NWT8	AKIP_HUMAN	AURKAIP1	Aurora kinase A-interacting protein	4730.92	10066.9	8936.06		12386.9	6728.74		11641.6	12787.3	10679.1	12243.7	9704.79
Q9NWU1	Q9NWU1	OXSM_HUMAN	OXSM	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	4300.46	3899.96	3441.2		3378.51	2064.9		4435.69	3203.7	3518.6	3492.78	2932.87
Q9NWU2	Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	1511.11	2057.08	1465.97		2406.81	1893.42		2880.29	1763.27	2569.41	2316.68	2977.86
Q9NWU5	Q9NWU5	RM22_HUMAN	MRPL22	"39S ribosomal protein L22, mitochondrial"	24935.2	17118.4	23703.4	26218.9	17288	18847.5		23392.5	26202.6	22294.2	27518.9	26655
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	12963.7	29970.2	9832.53		24527.1	27517.8		22838.7	26393.7	23588.6	19972.1	22444
Q9NWV8	Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	15972.7	16985.3	13202.3		15690.5	14471.5		13774.1	18364.4	16713.4	16194.6	16118.2
Q9NWW5	Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	2248.47	1726.63	962.385		1163.75	2079.95		1749.37	945.904	1475.33	2117.81	1709.86
Q9NWX5	Q9NWX5	ASB6_HUMAN	ASB6	Ankyrin repeat and SOCS box protein 6			3059.42		3685.29	2402.53			1467.74	2693.6	2056.06	3035.24
Q9NWX6	Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	5786.09	3878.63	6069.46		5032.38	5967.06		6109.02	5274.31	5788.05	6289.86	5072.57
Q9NWY4	Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	4806.43	5904.25	5170.55		6984.28	6525.66		6299.83	6089.04	7148.61	6074.69	7306.51
Q9NWZ3	Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	3067.42	4149.09	4192.69		4483.18	4525.54		3607.67	3298.34	4722.24	3584.83	3741.43
Q9NWZ5	Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	4676.43	2839.33	3395.45		3872.59	4581.44		4648.21	3317.77	4063.26	4468.89	4359.93
Q9NWZ8	Q9NWZ8	GEMI8_HUMAN	GEMIN8	Gem-associated protein 8	2993.33	4698.9	3985.94		3244.31	2831.2		3712.83	4475.93	3434.76	4044.07	2521.93
Q9NX00	Q9NX00	TM160_HUMAN	TMEM160	Transmembrane protein 160	7609.47	5452.55	6422.94		5685.71	8238.45		10046.7	6816.15	7344.86	9981.04	6981.93
Q9NX02	Q9NX02	NALP2_HUMAN	NLRP2	"NACHT, LRR and PYD domains-containing protein 2"	2545.76	3959.14	1851.88		2516.96	2825.12		4013.05	4796.05	3919.81	4113.18	3583.02
Q9NX05	Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	2940.34	2272.14	4042.08		2516.4	1950.27		3513.59	2585.52	1970.09	2604.83	2404.85
Q9NX08	Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	6301.64	6443.05	4349.59		8072.79	8435.36		6821.19	7078.35	7367.64	6429.01	8490.09
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"	59166.6	58740.1	56185.5	19297	49267.1	29833.8		67440	68227.6	40259.8	49580.5	37296.9
Q9NX20	Q9NX20	RM16_HUMAN	MRPL16	"39S ribosomal protein L16, mitochondrial"	16364	14927.8	17273.6	48089.4	15732.7	14949.7		21904.6	21359.2	16704.9	20773.7	16820.8
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	13934.1	18204.7	9994.72	107090	18035.2	11626.8		17950	21704.2	16542.6	16206.5	10891.1
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	90466.4	100525	86580.5	68107.2	101537	79120.1		96175.1	116717	115181	97912.4	109187
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	17508.7	25067.4	19724.9	62311.8	25085.1	16571.1		19623.2	23086.2	16979.3	17546.9	17576.6
Q9NX47	Q9NX47	MARH5_HUMAN	MARCHF5	E3 ubiquitin-protein ligase MARCHF5	5424.52	5119.47	5951.19		4802.58	6604.42		7612.71	6526.25	4741.27	6740.46	5661.33
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	12266.1	16651.5	13605.9		16275.6	15228.3		16162.7	13986.3	17831.1	16964.6	19257.2
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	5760.24	4858.7	4935.7		4703.44	6497.94		4740.6	3886.6	5067.7	4848.41	4105.51
Q9NX61	Q9NX61	T161A_HUMAN	TMEM161A	Transmembrane protein 161A	5146.16	4525.94	5585.49		5034.98	4804.67		4282.4	2878.3	3566.61	5100.15	3890.55
Q9NX62	Q9NX62	IMPA3_HUMAN	BPNT2	"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase"	20826.7	28147.1	22936.4	52199.9	22501.2	19428.7		24239.8	24827.4	19966.9	23491.4	20270.3
Q9NX63	Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	55569.9	52042.7	48678	94931.8	59749.6	58040.9		62023.5	63596.1	68750	71713.6	71366
Q9NX70	Q9NX70	MED29_HUMAN	MED29	Mediator of RNA polymerase II transcription subunit 29	4551.99	6378.53	3655.19		6751.83	4502.35		5503.39	4983.76	7328.33	6322.02	8378.03
Q9NX74	Q9NX74	DUS2L_HUMAN	DUS2	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	2893.71	4117.88	3273.61		2922.92	4704.58		3131.34	3092.38	3904.93	3568.3	4042.46
Q9NX78	Q9NX78	TM260_HUMAN	TMEM260	Transmembrane protein 260	2351.48	520.638	2809.16		3284.38	2694.91		666.779	1286.67	3173.03	4336.88	3292.37
Q9NX94	Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	580.914	987.952	688.809		803.423	583.937		551.365	474.59	488.681	661.094	729.686
Q9NXA8	Q9NXA8	SIR5_HUMAN	SIRT5	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	4930.41	5101.89	5845.75		5135.1	7158.6		3801.03	5050.2	6401.65	5556.85	6396.61
Q9NXC5	Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	7824.9	7533.96	8783.67		8085.53	8457.82		7672.25	7941.45	7399.09	7992.1	7589.23
Q9NXD2	Q9NXD2	MTMRA_HUMAN	MTMR10	Myotubularin-related protein 10	3433.63	2302.72	3026.38		2883.4	2999.39		3543.13	2240.01	2692.77	2715.08	3308.29
Q9NXE4	Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	13686	9785.87	12290		8852.4	9939.6		15087.1	11978.4	8153.06	14191.4	8226
Q9NXE8	Q9NXE8	CWC25_HUMAN	CWC25	Pre-mRNA-splicing factor CWC25 homolog	847.102	842.901	656.946		692.976	1030.37		931.334	858.153	952.825	800.242	912.439
Q9NXF1	Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	14181.5	11087.4	15996.6	53766.6	11654.1	15828.5		15413.7	11197	10712.7	15618.7	12015.3
Q9NXF7	Q9NXF7	DCA16_HUMAN	DCAF16	DDB1- and CUL4-associated factor 16	1488.72	2329.58	3215.56		2488.06	2519.98		1897.26	2067.73	2742.69	2261.63	2164.62
Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	6219.68	4798.04	6327.6		7023.11	7675.8		4581.53	4546.89	5936.9	4536.3	5337.11
Q9NXG6	Q9NXG6	P4HTM_HUMAN	P4HTM	Transmembrane prolyl 4-hydroxylase	3066.9	5342.94	4323.98		6555.24	4963.45		5976.57	5852.55	7242.3	6254.61	7884.72
Q9NXH8	Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	18727.4	15625	17101	29543.9	12390.8	14761.6		19740.4	13962	14308.3	17745.3	13538
Q9NXH9	Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	7453.72	7633.55	8143.47		7396.48	5894.63		7250.73	6714.01	6042.57	7317.25	6927.93
Q9NXJ5	Q9NXJ5	PGPI_HUMAN	PGPEP1	Pyroglutamyl-peptidase 1	7898.65	12213	8470.03		7846.29	5521.1		13679	16562.2	9373.24	8483.73	9955.03
Q9NXN4	Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	5342.75	6312.8	6814.95		4539.41	5181.09		6461.23	4878.01	5751.24	5642.54	5611.85
Q9NXR1	Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	6191.71	7008.58	5210.81		7549.81	7315.2		4708.02	5648.64	6935.26	6234.05	7625.42
Q9NXR7	Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	3966.08	5705.61	4202.42		5089.23	3813.36		5210.54	5869.65	4443.42	4237.95	3960.73
Q9NXS2	Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	21524.7	17048.9	17880.1	30372.5	16069.2	18001.4		19210.4	15989.9	15146.7	19466.4	14844.3
Q9NXU5	Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15	2551.85	1805.81	2320.6		4116.14	2823.87		2609.63	3818.45	6065.02	4716.79	4859.25
Q9NXV2	Q9NXV2	KCTD5_HUMAN	KCTD5	BTB/POZ domain-containing protein KCTD5	5350.16	4688.89	5755.9	148123	6705.73	7976.52		3701.3	5612.41	6964.18	5581.76	7151.41
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	7472.5	9682.15	8745.85		8671.14	8435.88		9128.41	8423.1	8244.18	9579.82	9000.19
Q9NXW2	Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	5428.47	4441.85	3748.05		5776.2	4724.03		4603.04	4987.92	5753.64	5083.04	5627.3
Q9NXW9	Q9NXW9	ALKB4_HUMAN	ALKBH4	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4	4786.59	4044.5	5904.09		3784.64	3548.78		2255.98	3111.04	2803.27	2898.27	2519.45
Q9NXX6	Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	2355.78	3325.45	1562.28		2838.68	3336.77		3444.6	3758.01	5248.03	4433.14	4604.57
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	28905.4	23693.2	25187.2	67055.7	22714.9	21922.4		27261.7	20979.3	20712.7	26963	19551
Q9NY26	Q9NY26	S39A1_HUMAN	SLC39A1	Zinc transporter ZIP1	5142.89	3115.35	4396.66		2744.99	5455.87		4301	2848.16	4379.06	5636.99	5049.93
Q9NY27	Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	4265.15	5730.8	2563.94		7380.23	5621.09		4111.62	7065.27	7072.88	4748.62	8036.76
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	55581.7	57159	61978.2	90110.9	54411.8	49958.6		54123.4	59040.6	55657.6	53523.5	53717.7
Q9NY35	Q9NY35	CLDN1_HUMAN	CLDND1	Claudin domain-containing protein 1	5252.17	3108.42	3749		3410.63	4206.98		4013.57	3232.44	4296.82	4140.71	4011.05
Q9NY61	Q9NY61	AATF_HUMAN	AATF	Protein AATF	5558.86	6241.39	5415.48		5085.88	5171.73		6381.19	5194.56	4753.63	4903.32	5228.87
Q9NY64	Q9NY64	GTR8_HUMAN	SLC2A8	"Solute carrier family 2, facilitated glucose transporter member 8"	1896.49	2785.34	3010.57		3159.16	4004.61		2721.29	2139.61	3969.19	4828.8	4123.01
Q9NY93	Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	9477.74	8525.81	10430.7		8469.43	10197.2		8552.02	8080.75	8005.87	8719.88	7495.03
Q9NYA1	Q9NYA1	SPHK1_HUMAN	SPHK1	Sphingosine kinase 1	2419.01	3789.25	5646.54		2875.39			3837.89	4291.83	3409.72	3634.24	2839.27
Q9NYB0	Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	7143.57	9311.89	6516.64		9174.73	7306.97		6572.93	7270.05	7143.27	6932.97	7083.86
Q9NYB9	Q8IZP0;Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	16290.8	18126.7	15596.5		21514.2	18596.3		16866.6	17407.6	21116.6	18463.6	18825.4
Q9NYC9	Q9NYC9	DYH9_HUMAN	DNAH9	Dynein axonemal heavy chain 9	3725.32		4698.25		4504.97			6100.63	4337.12	4019.35	4689.24	6087.47
Q9NYF8	Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	46497.3	48755.5	43092.8	40372.6	50286.2	45316.9		47421.6	45891.7	42315.2	48705.9	45509.9
Q9NYG2	Q9NYG2	ZDHC3_HUMAN	ZDHHC3	Palmitoyltransferase ZDHHC3		2053.97	1265.94		469.702	565.33		2224.55	1958.84	758.054	861.647	121.31
Q9NYH9	Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	3248.45	3298.08	3846.94		3629.78	4966.84		3786.63	3251.88	3621.97	4659.11	3517.63
Q9NYI0	Q9NYI0	PSD3_HUMAN	PSD3	PH and SEC7 domain-containing protein 3	5026.92	4902.11	4332.19		5133.13	4806.58		4569.49	3761.54	4064.89	3821.03	3939.42
Q9NYJ8	Q9NYJ8	TAB2_HUMAN	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	7729.95	9146.31	8059.92		9220.64	10873		7636.34	6689.26	9327.74	7828.89	8874.58
Q9NYK5	Q9NYK5	RM39_HUMAN	MRPL39	"39S ribosomal protein L39, mitochondrial"	15467.2	16781.7	18276	31094.4	18503.6	16614.2		22029	20452.4	19784.3	23540.4	19541.7
Q9NYL2	Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	562.81	829.592	861.145		1046.13	1083.88		1163.75	778.683	1153.51	809.543	1145.11
Q9NYL4	Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	3708.28	4845.31	5301.53	385696	5712.31	5076.15		7910.33	6383.3	6282.29	7966.93	6191.31
Q9NYL9	Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	56693.6	55796.9	50117.4	106284	62972.4	54326.2		45727.8	53385.7	58838.1	54249.7	56355.6
Q9NYM9	Q9NYM9	BET1L_HUMAN	BET1L	BET1-like protein	4416.25	1926.37	1583		3531.05	4421.87		3715.61	1981.7	3248.64	3532.2	3657.61
Q9NYP7	Q9NYP7	ELOV5_HUMAN	ELOVL5	Elongation of very long chain fatty acids protein 5		1990.58			3045.58			4460.8	7079.81	6311.08	4381.44	6916.05
Q9NYQ6	Q9NYQ6	CELR1_HUMAN	CELSR1	Cadherin EGF LAG seven-pass G-type receptor 1	1918.2	1940.39	2067.01		1850.05	1679.4		2471.25	2502.61	2548.62	3017.26	2287.46
Q9NYR9	Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	5751.67	6588.79	6311.93	363342	7798.85	6921.84		7212.93	6197.01	7238.8	8192.65	7843.46
Q9NYS0	Q9NYS0	KBRS1_HUMAN	NKIRAS1	NF-kappa-B inhibitor-interacting Ras-like protein 1	1280.66	1783.55	2240.08		2347.97	2094.13		2297.77	2187.07	1780.54	2038.11	1587.98
Q9NYS7	Q9NYS7	WSB2_HUMAN	WSB2	WD repeat and SOCS box-containing protein 2		1171.98	1285.85		1069.54	1047.39		1705.41		1128.13	813.763	1408.8
Q9NYU1	Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	12968.1	10769.9	13154.1		11179.2	11268		18414.8	15299	14256.2	17644.5	13815.3
Q9NYU2	Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	45675.1	43287.4	49479.1	55810.5	43983.5	43924.2		48057	44183.7	44237.4	49891.4	43428.8
Q9NYV4	Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	3752.9	2976.94	2758.62		2819.03	2850.93		3168.36	3328.02	2439.58	3388.08	3078.25
Q9NYV6	A6NIE6;Q9NYV6;Q2M238	RRN3_HUMAN	RRN3	RNA polymerase I-specific transcription initiation factor RRN3	2869.48	2649.83	2546.77		3034.63	2283.81		2788.84	2457.65	2739.01	2394.58	2592.83
Q9NYY8	Q9NYY8	FAKD2_HUMAN	FASTKD2	"FAST kinase domain-containing protein 2, mitochondrial"	3801.05	2243.83	3613.42	183691	3537.25	3736.54		2426.97	3164.25	3147.53	3518.1	3057.34
Q9NYZ3	Q9NYZ3	GTSE1_HUMAN	GTSE1	G2 and S phase-expressed protein 1	1655.84	615.969	944.042		1643.85	3974.65		932.318	1780.41	2098.25	1582.52	2165.96
Q9NZ01	Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	26807.8	21433.2	28479.2	99821.6	20911.8	26083		35464.6	28281.1	24379.1	34844.9	27795.3
Q9NZ08	Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	17268.9	19128.2	16896.6	30815.8	16776.3	13020.2		18326.7	16549.4	15112.6	16455.1	15845.9
Q9NZ09	Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	6679.96	6498.51	6469.56	77793	7144.63	7571.99		3643.19	5247.47	6542.18	5118.2	6821.84
Q9NZ32	Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	15753.9	17511.1	16964.4		18349.1	14554.8		17099	17179.4	20237.3	16809.4	18742.9
Q9NZ43	Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	9713.76	10193.4	12110.8		11460.3	10558.5		10564.5	10353	10734.4	11426	11000.9
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	13542.5	17236.9	14372.1		19666.1	13113.7		22069.6	22050.6	24036.9	23447.9	21943.5
Q9NZ52	Q9NZ52	GGA3_HUMAN	GGA3	ADP-ribosylation factor-binding protein GGA3	6448.74	5889.2	6859.7		6126.22	6475.22		6475.03	4180	5669.53	6976.17	5793.11
Q9NZ53	Q9NZ53	PDXL2_HUMAN	PODXL2	Podocalyxin-like protein 2	1168.02	1309.23			1727.61	2182.91		1232.82	1749.03	2786.18	3001.16	2253.12
Q9NZ63	Q9NZ63	TLS1_HUMAN	C9orf78	Telomere length and silencing protein 1 homolog	320.126	1964.94			2369.02	2900.13			2326.44	2431.29	1879.56	1735.95
Q9NZB2	Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	21704.4	20819.3	23833.8	47472.7	23942.2	26743.7		20585.7	21853.7	23244	23790.3	23505.9
Q9NZC3	Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1	11739.4	8098.04	11470.3		9253.86	10295.2		10717.1	12203	10826.6	12678	10524.3
Q9NZC7	Q9NZC7	WWOX_HUMAN	WWOX	WW domain-containing oxidoreductase			2360.9			2771.85		1653.23	2085.56	2109.81	1805.2	2678.57
Q9NZC9	Q9NZC9	SMAL1_HUMAN	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	1092.99		1949.31		1240.97	1195.75		1356.35	922.162	920.552		1241.3
Q9NZD2	Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	6579.22	7442.05	6870.98		6521.7	3874.08		6144.98	5587.12	4175.37	4991.78	4299.18
Q9NZD8	Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	7168.66	6785.95	5577.79		8207.64	7690.49		9612.07	7664.64	9693.3	8822.78	8288.23
Q9NZE8	Q9NZE8	RM35_HUMAN	MRPL35	"39S ribosomal protein L35, mitochondrial"	8663.05	11390.4	12879		8937.44	9185.28		12935	12896.6	8788.27	11734.7	9357.3
Q9NZH0	Q9NZH0	GPC5B_HUMAN	GPRC5B	G-protein coupled receptor family C group 5 member B	8254.54	7300.87	9795.99		10295.7	8582.57		7949.05	7371.98	7764.73	10326.3	8272.62
Q9NZH8	Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma		592.107						2687.84			1833.09	
Q9NZI7	Q9NZI7	UBIP1_HUMAN	UBP1	Upstream-binding protein 1	1450.37		1097.97		1237.49	1923.42		2319.93	678.802	1214.54	1062.36	1435.62
Q9NZI8	Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	9868.79	9853	11669.1	345555	9355.62	10556.8		20348.7	19891.2	16410.9	17569.9	16221.5
Q9NZJ4	Q9NZJ4	SACS_HUMAN	SACS	Sacsin	14664.9	13687.8	14916	56878.7	13738.2	15021.3		16922.7	16719.2	17024.5	17578.3	17015.8
