Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_33_1_1 Spectral Count	female_33_2_2 Spectral Count	female_33_3_3 Spectral Count	female_37_1_1 Spectral Count	female_37_2_2 Spectral Count	female_37_3_3 Spectral Count	male_33_1_1 Spectral Count	male_33_2_2 Spectral Count	male_33_3_3 Spectral Count	male_37_1_1 Spectral Count	male_37_2_2 Spectral Count	male_37_3_3 Spectral Count	female_33_1_1 Unique Spectral Count	female_33_2_2 Unique Spectral Count	female_33_3_3 Unique Spectral Count	female_37_1_1 Unique Spectral Count	female_37_2_2 Unique Spectral Count	female_37_3_3 Unique Spectral Count	male_33_1_1 Unique Spectral Count	male_33_2_2 Unique Spectral Count	male_33_3_3 Unique Spectral Count	male_37_1_1 Unique Spectral Count	male_37_2_2 Unique Spectral Count	male_37_3_3 Unique Spectral Count	female_33_1_1 Total Spectral Count	female_33_2_2 Total Spectral Count	female_33_3_3 Total Spectral Count	female_37_1_1 Total Spectral Count	female_37_2_2 Total Spectral Count	female_37_3_3 Total Spectral Count	male_33_1_1 Total Spectral Count	male_33_2_2 Total Spectral Count	male_33_3_3 Total Spectral Count	male_37_1_1 Total Spectral Count	male_37_2_2 Total Spectral Count	male_37_3_3 Total Spectral Count	female_33_1_1 Intensity	female_33_2_2 Intensity	female_33_3_3 Intensity	female_37_1_1 Intensity	female_37_2_2 Intensity	female_37_3_3 Intensity	male_33_1_1 Intensity	male_33_2_2 Intensity	male_33_3_3 Intensity	male_37_1_1 Intensity	male_37_2_2 Intensity	male_37_3_3 Intensity	female_33_1_1 MaxLFQ Intensity	female_33_2_2 MaxLFQ Intensity	female_33_3_3 MaxLFQ Intensity	female_37_1_1 MaxLFQ Intensity	female_37_2_2 MaxLFQ Intensity	female_37_3_3 MaxLFQ Intensity	male_33_1_1 MaxLFQ Intensity	male_33_2_2 MaxLFQ Intensity	male_33_3_3 MaxLFQ Intensity	male_37_1_1 MaxLFQ Intensity	male_37_2_2 MaxLFQ Intensity	male_37_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9GZL7|WDR12_HUMAN	Q9GZL7	WDR12_HUMAN	WDR12	423	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis protein WDR12	1.0	0.999	10	59	59	59	3	5	2	4	7	7	5	7	4	5	4	6	3	5	2	4	7	7	5	7	4	5	4	6	3	5	2	4	7	7	5	7	4	5	4	6	3.7655536E7	4.1621848E7	2.9492246E7	0.0	1.09476672E8	6.7164464E7	3.636262E7	9.5821728E7	5.983432E7	4.352958E7	2.5889708E7	5.7557224E7	2.037458E7	2.1817196E7	0.0	0.0	2.817168E7	2.1620154E7	2.197137E7	2.2978368E7	2.4819574E7	2.9625258E7	2.8093448E7	2.6548252E7	
sp|Q9GZM5|YIPF3_HUMAN	Q9GZM5	YIPF3_HUMAN	YIPF3	350	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein YIPF3	1.0	0.999	5	24	24	24	2	0	1	1	3	2	3	2	1	2	4	3	2	0	1	1	3	2	3	2	1	2	4	3	2	0	1	1	3	2	3	2	1	2	4	3	1.907183E7	0.0	0.0	1.0300467E7	4.5049924E7	2.6883198E7	3.731524E7	1.8823352E7	1.5410888E7	1.8050228E7	6.9733168E7	6.1212204E7	0.0	0.0	0.0	0.0	2.3191864E7	0.0	1.8996208E7	0.0	0.0	0.0	3.00718E7	2.6317756E7	
sp|Q9GZM7|TINAL_HUMAN	Q9GZM7	TINAL_HUMAN	TINAGL1	467	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulointerstitial nephritis antigen-like	0.9648	0.999	1	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZM8|NDEL1_HUMAN	Q9GZM8	NDEL1_HUMAN	NDEL1	345	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear distribution protein nudE-like 1	0.9977	0.9989	4	2	2	13	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	2	2	1	1	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZN8|CT027_HUMAN	Q9GZN8	CT027_HUMAN	C20orf27	174	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0687 protein C20orf27	0.9651	0.999	1	10	10	10	1	1	2	0	1	1	1	1	1	0	1	0	1	1	2	0	1	1	1	1	1	0	1	0	1	1	2	0	1	1	1	1	1	0	1	0	1.9901154E7	2.0144498E7	2.7916642E7	0.0	2.164992E7	3.534948E7	0.0	1.9139834E7	1.4416562E7	0.0	1.4777177E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZP4|PITH1_HUMAN	Q9GZP4	PITH1_HUMAN	PITHD1	211	Homo sapiens OX=9606	1:Experimental evidence at protein level	PITH domain-containing protein 1	1.0	0.999	9	65	65	65	4	4	6	4	7	6	5	5	7	6	6	5	4	4	6	4	7	6	5	5	7	6	6	5	4	4	6	4	7	6	5	5	7	6	6	5	7.4604848E7	1.10469264E8	1.03911272E8	7.22334E7	9.52674E7	8.57908E7	1.09627368E8	1.12980264E8	1.35958416E8	1.7324124E7	6.1621612E7	6.6943192E7	3.4327948E7	4.5527224E7	3.3304266E7	2.6522852E7	2.8842808E7	3.084541E7	3.5485092E7	3.7301396E7	3.761358E7	0.0	2.7142142E7	2.4282322E7	
sp|Q9GZQ3|COMD5_HUMAN	Q9GZQ3	COMD5_HUMAN	COMMD5	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	COMM domain-containing protein 5	1.0	0.999	3	17	17	17	1	0	4	1	1	2	2	0	2	1	2	1	1	0	4	1	1	2	2	0	2	1	2	1	1	0	4	1	1	2	2	0	2	1	2	1	0.0	0.0	7021789.5	1.0905416E7	8782491.0	0.0	7658236.5	0.0	7878189.0	8615929.0	1.3443519E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZR2|REXO4_HUMAN	Q9GZR2	REXO4_HUMAN	REXO4	422	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA exonuclease 4	1.0	0.999	3	12	12	12	1	1	0	1	2	1	0	1	1	1	1	2	1	1	0	1	2	1	0	1	1	1	1	2	1	1	0	1	2	1	0	1	1	1	1	2	1.1803293E7	1.0722594E7	0.0	1.2979736E7	1.1584478E7	1.4000047E7	0.0	7334700.0	7715313.5	8760607.0	8715026.0	9566157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZR7|DDX24_HUMAN	Q9GZR7	DDX24_HUMAN	DDX24	859	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX24	1.0	0.999	13	55	55	55	4	4	5	4	6	3	3	5	4	5	5	7	4	4	5	4	6	3	3	5	4	5	5	7	4	4	5	4	6	3	3	5	4	5	5	7	7.2778032E7	4.2772172E7	5.695216E7	6.2183796E7	3.5845348E7	4.281148E7	3.6795576E7	5.974928E7	3.5326068E7	5.3184352E7	7.0718544E7	3.9322232E7	3.048177E7	3.202813E7	3.4023316E7	2.8833438E7	2.1124998E7	3.6546624E7	2.0556272E7	2.2303248E7	1.9433884E7	1.7777266E7	2.7907098E7	2.2943376E7	
sp|Q9GZS1|RPA49_HUMAN	Q9GZS1	RPA49_HUMAN	POLR1E	419	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA49	1.0	0.999	6	13	13	13	0	0	1	5	1	0	1	0	1	4	0	0	0	0	1	5	1	0	1	0	1	4	0	0	0	0	1	5	1	0	1	0	1	4	0	0	0.0	0.0	1.6153487E7	2.878226E7	4350829.5	0.0	1.337632E7	0.0	0.0	1.2029632E7	0.0	0.0	0.0	0.0	0.0	1.3231073E7	0.0	0.0	0.0	0.0	0.0	8663664.0	0.0	0.0	
sp|Q9GZS3|WDR61_HUMAN	Q9GZS3	WDR61_HUMAN	WDR61	305	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 61	1.0	0.999	14	72	72	72	6	7	5	6	10	7	5	5	3	6	8	4	6	7	5	6	10	7	5	5	3	6	8	4	6	7	5	6	10	7	5	5	3	6	8	4	9.70692E7	9.125744E7	1.44479808E8	5.774903E8	1.46494576E8	1.69817296E8	1.52478928E8	7.7858352E7	8.9465328E7	1.1118632E8	1.7872744E8	6.2214156E7	6.2991524E7	5.8717536E7	5.9982008E7	7.1733064E7	5.6954928E7	6.3965136E7	5.8669876E7	4.712482E7	8.0622952E7	7.6249608E7	7.3248496E7	9.394704E7	
sp|Q9GZT3|SLIRP_HUMAN	Q9GZT3	SLIRP_HUMAN	SLIRP	109	Homo sapiens OX=9606	1:Experimental evidence at protein level	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.0	0.999	9	91	91	91	6	8	6	9	6	8	9	11	7	6	9	6	6	8	6	9	6	8	9	11	7	6	9	6	6	8	6	9	6	8	9	11	7	6	9	6	4.1565488E8	6.5406752E8	6.1869395E8	1.61568678E9	6.4814944E8	6.5855533E8	6.3734605E8	5.1253872E8	5.23474464E8	5.1396384E8	4.97438336E8	3.89363744E8	2.0460888E8	2.23369552E8	2.1540592E8	2.45764848E8	2.12970496E8	2.235804E8	2.0391568E8	2.13692336E8	1.93196496E8	2.10374752E8	2.32869312E8	2.1912864E8	
sp|Q9GZT4|SRR_HUMAN	Q9GZT4	SRR_HUMAN	SRR	340	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine racemase	1.0	0.999	6	42	42	42	3	1	2	2	5	4	5	5	3	4	4	4	3	1	2	2	5	4	5	5	3	4	4	4	3	1	2	2	5	4	5	5	3	4	4	4	1.4799207E7	3.6505124E7	8218854.5	4.2806792E7	5.79162E7	2.163006E7	6.486608E7	8.1625888E7	2.1645202E7	7.0270904E7	5.846186E7	7.0011816E7	0.0	0.0	0.0	2.816169E7	2.1776628E7	2.9928006E7	2.6707838E7	3.0128284E7	3.4141108E7	3.2745836E7	3.271668E7	3.4211144E7	
sp|Q9GZT6|CC90B_HUMAN	Q9GZT6	CC90B_HUMAN	CCDC90B	254	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 90B, mitochondrial	1.0	0.9962	6	19	19	19	2	1	0	1	1	2	3	3	1	3	2	0	2	1	0	1	1	2	3	3	1	3	2	0	2	1	0	1	1	2	3	3	1	3	2	0	9754966.0	8498700.0	0.0	8471756.0	1.3003217E7	2.3202128E7	1.7592694E7	1.5917464E7	1.6103512E7	1.0981491E7	1.6187651E7	0.0	0.0	0.0	0.0	0.0	0.0	1.2621194E7	6336202.0	1.1920288E7	1.2750622E7	0.0	0.0	0.0	
sp|Q9GZT8|NIF3L_HUMAN	Q9GZT8	NIF3L_HUMAN	NIF3L1	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	NIF3-like protein 1	1.0	0.999	6	21	21	21	1	3	2	0	2	2	1	4	2	3	0	1	1	3	2	0	2	2	1	4	2	3	0	1	1	3	2	0	2	2	1	4	2	3	0	1	1.765823E7	1.3711947E7	0.0	0.0	0.0	0.0	2.4578052E7	1.9959994E7	2.550821E7	2.930815E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8830584E7	1.4861853E7	1.3820429E7	0.0	0.0	
sp|Q9GZT9|EGLN1_HUMAN	Q9GZT9	EGLN1_HUMAN	EGLN1	426	Homo sapiens OX=9606	1:Experimental evidence at protein level	Egl nine homolog 1	1.0	0.999	3	22	22	22	4	1	1	2	2	2	3	2	1	3	1	0	4	1	1	2	2	2	3	2	1	3	1	0	4	1	1	2	2	2	3	2	1	3	1	0	9377153.0	6944711.5	1.0820604E7	1.2763134E7	9416799.0	2.4206236E7	1.307944E7	5203754.0	6974213.0	1.4558138E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4307516E7	7467488.0	0.0	0.0	8697273.0	0.0	0.0	
sp|Q9GZU1|MCLN1_HUMAN	Q9GZU1	MCLN1_HUMAN	MCOLN1	580	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mucolipin-1	0.9651	0.999	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZU7|CTDS1_HUMAN	Q9GZU7	CTDS1_HUMAN	CTDSP1	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	0.942	0.9983	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZU8|PIP30_HUMAN	Q9GZU8	PIP30_HUMAN	PSME3IP1	254	Homo sapiens OX=9606	1:Experimental evidence at protein level	PSME3-interacting protein	1.0	0.999	9	38	38	38	3	4	2	2	4	4	4	4	5	3	1	2	3	4	2	2	4	4	4	4	5	3	1	2	3	4	2	2	4	4	4	4	5	3	1	2	3.0367974E7	5.5316648E7	4.768766E7	3.2701936E7	2.3442988E7	4.1860968E7	5.9694168E7	5.8592568E7	7.5531392E7	4.608888E7	8902454.0	1.3440343E7	2.7027266E7	2.2906146E7	2.6046706E7	2.2748914E7	1.5805755E7	2.2754582E7	2.4577202E7	2.2571124E7	2.5137812E7	2.02354E7	0.0	0.0	
sp|Q9GZV5|WWTR1_HUMAN	Q9GZV5	WWTR1_HUMAN	WWTR1	400	Homo sapiens OX=9606	1:Experimental evidence at protein level	WW domain-containing transcription regulator protein 1	1.0	0.999	9	43	43	43	4	5	1	3	5	3	3	6	4	1	4	4	4	5	1	3	5	3	3	6	4	1	4	4	4	5	1	3	5	3	3	6	4	1	4	4	3.7849296E7	1.09454056E8	5.0018412E7	5.5195244E7	9.5667456E7	1.10772008E8	0.0	1.5706685E7	5.85738E7	7932951.5	1.28464032E8	1.108852E8	3.5775628E7	3.757308E7	0.0	4.0798268E7	4.5644804E7	3.8744472E7	0.0	4.3471684E7	4.2698004E7	0.0	5.5570768E7	6.7158048E7	
sp|Q9GZX9|TWSG1_HUMAN	Q9GZX9	TWSG1_HUMAN	TWSG1	223	Homo sapiens OX=9606	1:Experimental evidence at protein level	Twisted gastrulation protein homolog 1	1.0	0.999	3	16	16	16	0	1	2	1	2	1	0	0	2	1	3	3	0	1	2	1	2	1	0	0	2	1	3	3	0	1	2	1	2	1	0	0	2	1	3	3	0.0	0.0	2.0864656E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6109056.0	8184802.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZY8|MFF_HUMAN	Q9GZY8	MFF_HUMAN	MFF	342	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial fission factor	1.0	0.999	7	31	31	31	3	4	1	2	4	2	2	5	2	1	3	2	3	4	1	2	4	2	2	5	2	1	3	2	3	4	1	2	4	2	2	5	2	1	3	2	2.6513328E7	4.3910868E7	3.4104248E7	3.3023504E7	4.346492E7	3.7082892E7	3.6916904E7	2.7466064E7	3.0401202E7	1.5103952E7	5.1530716E7	1.3515233E7	1.961063E7	2.2117334E7	2.195558E7	1.936388E7	2.856097E7	2.4416784E7	2.4271322E7	0.0	1.9770002E7	0.0	3.3438812E7	0.0	
sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50_HUMAN	NAA50	169	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-alpha-acetyltransferase 50	1.0	0.999	12	71	71	71	6	6	6	7	8	6	3	8	8	3	5	5	6	6	6	7	8	6	3	8	8	3	5	5	6	6	6	7	8	6	3	8	8	3	5	5	2.83872192E8	1.34309584E8	2.8824032E8	2.02582064E8	1.93581664E8	1.82494688E8	2.04682496E8	2.96999008E8	2.76344896E8	1.18281528E8	4.964942E7	8.3855088E7	1.17334168E8	9.2720624E7	1.20925416E8	7.1559408E7	4.746506E7	8.442708E7	9.9443896E7	8.5215152E7	8.864008E7	7.1844672E7	4.9583728E7	6.5851956E7	
sp|Q9GZZ9|UBA5_HUMAN	Q9GZZ9	UBA5_HUMAN	UBA5	404	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 5	1.0	0.999	7	42	42	42	1	4	3	3	5	2	5	6	7	2	2	2	1	4	3	3	5	2	5	6	7	2	2	2	1	4	3	3	5	2	5	6	7	2	2	2	3.6319668E7	1.66077616E8	1.29255632E8	8.076112E7	4.2918188E7	8.4591792E7	6.4239992E7	1.30388912E8	1.5381E8	1219746.6	1.037352E8	9.4699472E7	0.0	6.7932904E7	8.0014888E7	7.3267368E7	4.3735772E7	6.9895112E7	5.6982788E7	6.5804308E7	6.37748E7	0.0	4.7939176E7	4.440412E7	
sp|Q9H000|MKRN2_HUMAN	Q9H000	MKRN2_HUMAN	MKRN2	416	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase makorin-2	1.0	0.9984	6	15	15	15	1	1	1	0	0	1	0	3	3	1	3	1	1	1	1	0	0	1	0	3	3	1	3	1	1	1	1	0	0	1	0	3	3	1	3	1	0.0	2.4638312E7	0.0	0.0	0.0	1.8723516E7	0.0	1.3395582E7	1.9716556E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H013|ADA19_HUMAN	Q9H013	ADA19_HUMAN	ADAM19	955	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 19	1.0	0.9989	7	20	20	20	0	0	1	2	1	0	2	3	0	4	5	2	0	0	1	2	1	0	2	3	0	4	5	2	0	0	1	2	1	0	2	3	0	4	5	2	0.0	0.0	0.0	5433264.5	0.0	0.0	0.0	7571333.5	0.0	2.552252E7	4.9925296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4771125E7	1.608483E7	0.0	
sp|Q9H019|MFR1L_HUMAN	Q9H019	MFR1L_HUMAN	MTFR1L	292	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial fission regulator 1-like	1.0	0.999	5	13	13	13	0	1	1	1	0	1	1	2	0	1	2	3	0	1	1	1	0	1	1	2	0	1	2	3	0	1	1	1	0	1	1	2	0	1	2	3	0.0	8724417.0	2.286305E7	2.0384546E7	0.0	2.286438E7	6793552.5	2.0754206E7	0.0	0.0	2.7364492E7	3.46673E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H061|T126A_HUMAN	Q9H061	T126A_HUMAN	TMEM126A	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 126A	1.0	0.999	6	40	40	40	7	3	4	4	4	3	3	2	1	5	1	3	7	3	4	4	4	3	3	2	1	5	1	3	7	3	4	4	4	3	3	2	1	5	1	3	8.3499824E7	5.1090168E7	3.6233776E7	6.4948432E7	3.2104726E7	1.1563107E7	1.1695638E7	2.7895284E7	2.6108242E7	3.6303304E7	0.0	2.8964396E7	4.256794E7	2.6118924E7	1.9309554E7	3.1234738E7	1.4778138E7	0.0	0.0	0.0	0.0	6.0564204E7	0.0	0.0	
sp|Q9H074|PAIP1_HUMAN	Q9H074	PAIP1_HUMAN	PAIP1	479	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyadenylate-binding protein-interacting protein 1	1.0	0.999	9	64	64	64	6	7	4	3	7	4	6	6	6	4	5	6	6	7	4	3	7	4	6	6	6	4	5	6	6	7	4	3	7	4	6	6	6	4	5	6	1.49668224E8	7.658128E7	9.9299944E7	5.0361608E7	1.79313376E8	1.27212432E8	1.35002992E8	2.48101904E8	1.69454784E8	5.1692828E7	8.932764E7	1.4343864E8	5.620034E7	3.8178776E7	4.7571464E7	3.5168028E7	6.5230356E7	5.0421432E7	6.0537048E7	1.00272032E8	8.4085056E7	4.5937544E7	5.3855464E7	7.0285288E7	
sp|Q9H078|CLPB_HUMAN	Q9H078	CLPB_HUMAN	CLPB	707	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caseinolytic peptidase B protein homolog	1.0	0.999	9	24	24	24	0	0	4	4	2	3	1	0	0	5	1	4	0	0	4	4	2	3	1	0	0	5	1	4	0	0	4	4	2	3	1	0	0	5	1	4	0.0	0.0	3.6688388E7	2.9985006E7	3.0076222E7	2.8444632E7	2.4393004E7	0.0	0.0	6.2146768E7	1.6832702E7	3.9084328E7	0.0	0.0	1.4047128E7	2.3022416E7	2.0446912E7	1.6231727E7	1.4278508E7	0.0	0.0	1.9378972E7	0.0	1.8163714E7	
sp|Q9H082|RB33B_HUMAN	Q9H082	RB33B_HUMAN	RAB33B	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-33B	0.9651	0.999	2	5	5	22	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	1	0	1	1	1	5	2	1	2	1	1	3	2	2	0.0	0.0	0.0	1.7515962E7	0.0	0.0	9802380.0	0.0	0.0	0.0	1.4296184E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H089|LSG1_HUMAN	Q9H089	LSG1_HUMAN	LSG1	658	Homo sapiens OX=9606	1:Experimental evidence at protein level	Large subunit GTPase 1 homolog	1.0	0.999	11	32	32	32	4	4	4	5	1	3	3	2	1	1	2	2	4	4	4	5	1	3	3	2	1	1	2	2	4	4	4	5	1	3	3	2	1	1	2	2	4.5435804E7	4.3147112E7	2.3840868E7	4.5253412E7	2.0630704E7	3.1135518E7	3.2213936E7	3.1849338E7	2.4782996E7	1.525855E7	3.1942926E7	2.2861672E7	2.487974E7	2.3992902E7	3.3645716E7	2.1713224E7	1.5120882E7	2.0633046E7	2.1396356E7	2.0055484E7	1.9220888E7	0.0	2.0696614E7	1.3547314E7	
sp|Q9H098|F107B_HUMAN	Q9H098	F107B_HUMAN	FAM107B	131	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM107B	1.0	0.999	3	5	5	5	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1.0129985E7	0.0	0.0	0.0	7333253.0	8191979.5	0.0	0.0	0.0	8724892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0A0|NAT10_HUMAN	Q9H0A0	NAT10_HUMAN	NAT10	1025	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA cytidine acetyltransferase	1.0	0.999	24	123	123	123	9	9	8	7	15	10	12	13	8	14	9	9	9	9	8	7	15	10	12	13	8	14	9	9	9	9	8	7	15	10	12	13	8	14	9	9	1.31054128E8	1.82642592E8	2.24237232E8	1.0384104E8	3.05153984E8	1.79502112E8	2.32536464E8	1.6753888E8	1.55520736E8	2.06954608E8	1.52540672E8	1.1502616E8	4.3560356E7	4.3034692E7	4.7358984E7	4.2811028E7	4.9140776E7	4.6405668E7	3.702472E7	3.3575648E7	3.2762768E7	3.7330432E7	4.0887872E7	3.6875584E7	
sp|Q9H0A8|COMD4_HUMAN	Q9H0A8	COMD4_HUMAN	COMMD4	199	Homo sapiens OX=9606	1:Experimental evidence at protein level	COMM domain-containing protein 4	0.997	0.9916	2	8	8	8	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1.4609373E7	1.5944151E7	1.3229004E7	1.4000843E7	0.0	0.0	1.1135717E7	1.7446954E7	0.0	0.0	0.0	1.0124522E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0B6|KLC2_HUMAN	Q9H0B6	KLC2_HUMAN	KLC2	622	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin light chain 2	1.0	0.999	28	99	99	170	6	3	8	8	8	9	10	14	7	11	7	8	6	3	8	8	8	9	10	14	7	11	7	8	14	8	12	11	15	13	18	23	13	15	13	15	5.5065036E7	6.585612E7	1.13029376E8	6.1292304E7	1.04663616E8	9.1983872E7	1.21823144E8	1.56465248E8	6.1672152E7	5.7497788E7	7.3326624E7	5.5911536E7	3.2809766E7	2.5430242E7	3.2632092E7	3.3820532E7	2.9267964E7	2.9072886E7	3.1235E7	3.0666354E7	2.9051076E7	3.2619064E7	2.8459058E7	2.7842472E7	
sp|Q9H0C8|ILKAP_HUMAN	Q9H0C8	ILKAP_HUMAN	ILKAP	392	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin-linked kinase-associated serine/threonine phosphatase 2C	1.0	0.999	11	31	31	31	3	0	2	3	2	2	2	3	4	4	4	2	3	0	2	3	2	2	2	3	4	4	4	2	3	0	2	3	2	2	2	3	4	4	4	2	5.5832552E7	0.0	1.8997772E7	9.0342464E7	1.3850736E8	0.0	1.2146971E7	8.9375152E7	2.4205952E7	2.2943552E7	2.096866E7	1.5687118E7	0.0	0.0	0.0	3.606978E7	8.3912128E7	0.0	0.0	3.1218798E7	3.0506806E7	2.735711E7	2.9235226E7	0.0	
sp|Q9H0D6|XRN2_HUMAN	Q9H0D6	XRN2_HUMAN	XRN2	950	Homo sapiens OX=9606	1:Experimental evidence at protein level	5'-3' exoribonuclease 2	1.0	0.999	27	182	182	182	14	13	15	11	16	13	19	15	19	7	15	25	14	13	15	11	16	13	19	15	19	7	15	25	14	13	15	11	16	13	19	15	19	7	15	25	4.54402528E8	4.35676352E8	6.1564742E8	2.97637376E8	5.6270374E8	5.00475616E8	6.5309632E8	3.28127104E8	5.6050816E8	8.5563168E7	3.86591872E8	4.32182144E8	8.2646824E7	7.9678208E7	8.3283416E7	6.8021784E7	7.7961096E7	6.986916E7	9.0176696E7	6.8718304E7	8.186888E7	6.742176E7	6.3374592E7	6.3889964E7	
sp|Q9H0E2|TOLIP_HUMAN	Q9H0E2	TOLIP_HUMAN	TOLLIP	274	Homo sapiens OX=9606	1:Experimental evidence at protein level	Toll-interacting protein	1.0	0.999	9	54	54	54	3	5	4	4	6	2	5	4	6	6	3	6	3	5	4	4	6	2	5	4	6	6	3	6	3	5	4	4	6	2	5	4	6	6	3	6	6.2562088E7	1.35690816E8	5.6464844E7	3.1551652E7	1.35786464E8	5.73476E7	9.964768E7	9.9532792E7	1.34960816E8	2.8801218E7	8.1453104E7	8.6964424E7	2.0376206E7	2.731688E7	2.8931528E7	3.2466128E7	3.9641008E7	3.331734E7	3.3052504E7	3.8193028E7	3.5055784E7	3.489558E7	3.943306E7	3.7689804E7	
