Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Spectral Count	96_Lucy_astrolysis_M_60ng Spectral Count	97_Lucy_astrolysis_F_60ng Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Unique Spectral Count	96_Lucy_astrolysis_M_60ng Unique Spectral Count	97_Lucy_astrolysis_F_60ng Unique Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Total Spectral Count	96_Lucy_astrolysis_M_60ng Total Spectral Count	97_Lucy_astrolysis_F_60ng Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Intensity	96_Lucy_astrolysis_M_60ng Intensity	97_Lucy_astrolysis_F_60ng Intensity	102_Lucy_astrolysis_FT_60ng_reinject Unique Intensity	96_Lucy_astrolysis_M_60ng Unique Intensity	97_Lucy_astrolysis_F_60ng Unique Intensity	102_Lucy_astrolysis_FT_60ng_reinject Total Intensity	96_Lucy_astrolysis_M_60ng Total Intensity	97_Lucy_astrolysis_F_60ng Total Intensity	Indistinguishable Proteins
sp|Q9H0G5|NSRP1_HUMAN	Q9H0G5	NSRP1_HUMAN	NSRP1	558	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear speckle splicing regulatory protein 1	0.9820	0.9990	1	4	4	4	1	1	2	1	1	2	1	1	2	0.0	8020024.5	1.2715952E7	0.0	8020024.5	1.2715952E7	0.0	8020024.5	1.2715952E7	
sp|Q9H330|TM245_HUMAN	Q9H330	TM245_HUMAN	TMEM245	879	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 245	0.9820	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	6173127.0	0.0	0.0	6173127.0	0.0	0.0	6173127.0	
sp|Q9NSA3|CNBP1_HUMAN	Q9NSA3	CNBP1_HUMAN	CTNNBIP1	81	30.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-catenin-interacting protein 1	0.9820	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	3.0235952E7	2.1124468E7	2.4401284E7	3.0235952E7	2.1124468E7	2.4401284E7	3.0235952E7	2.1124468E7	2.4401284E7	
sp|Q9P1Z2|CACO1_HUMAN	Q9P1Z2	CACO1_HUMAN	CALCOCO1	691	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium-binding and coiled-coil domain-containing protein 1	0.9820	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y5Y2|NUBP2_HUMAN	Q9Y5Y2	NUBP2_HUMAN	NUBP2	271	8.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic Fe-S cluster assembly factor NUBP2	0.9820	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	1.7244556E7	2.1543172E7	4129744.0	1.7244556E7	2.1543172E7	4129744.0	1.7244556E7	2.1543172E7	4129744.0	
sp|A8MV65|VGLL3_HUMAN	A8MV65	VGLL3_HUMAN	VGLL3	326	7.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription cofactor vestigial-like protein 3	0.9819	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75717|WDHD1_HUMAN	O75717	WDHD1_HUMAN	WDHD1	1129	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat and HMG-box DNA-binding protein 1	0.9819	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95363|SYFM_HUMAN	O95363	SYFM_HUMAN	FARS2	451	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase, mitochondrial	0.9819	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	7722705.0	0.0	0.0	7722705.0	0.0	0.0	7722705.0	0.0	0.0	
sp|P50440|GATM_HUMAN	P50440	GATM_HUMAN	GATM	423	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycine amidinotransferase, mitochondrial	0.9819	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61587|RND3_HUMAN	P61587	RND3_HUMAN	RND3	244	12.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoE	0.9819	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	7356373.0	5721801.0	0.0	7356373.0	5721801.0	0.0	7356373.0	5721801.0	
sp|Q6UX04|CWC27_HUMAN	Q6UX04	CWC27_HUMAN	CWC27	472	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spliceosome-associated protein CWC27 homolog	0.9819	0.9990	1	4	4	4	1	2	1	1	2	1	1	2	1	9964121.0	1.8070664E7	0.0	9964121.0	1.8070664E7	0.0	9964121.0	1.8070664E7	0.0	
sp|Q8IY95|TM192_HUMAN	Q8IY95	TM192_HUMAN	TMEM192	271	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 192	0.9819	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969E2|SCAM4_HUMAN	Q969E2	SCAM4_HUMAN	SCAMP4	229	8.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 4	0.9819	0.9990	1	5	5	5	2	1	2	2	1	2	2	1	2	9.059596E7	4.8194036E7	6.7092864E7	9.059596E7	4.8194036E7	6.7092864E7	9.059596E7	4.8194036E7	6.7092864E7	
sp|Q96SL4|GPX7_HUMAN	Q96SL4	GPX7_HUMAN	GPX7	187	11.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione peroxidase 7	0.9819	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	8.2560664E7	7.3957248E7	6.5510476E7	8.2560664E7	7.3957248E7	6.5510476E7	8.2560664E7	7.3957248E7	6.5510476E7	
sp|Q9H8H2|DDX31_HUMAN	Q9H8H2	DDX31_HUMAN	DDX31	851	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX31	0.9819	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	4136587.5	0.0	5756633.0	4136587.5	0.0	5756633.0	4136587.5	0.0	5756633.0	
sp|Q9UL03|INT6_HUMAN	Q9UL03	INT6_HUMAN	INTS6	887	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrator complex subunit 6	0.9819	0.9870	2	2	2	2	0	0	2	0	0	2	0	0	2	0.0	0.0	6345247.0	0.0	0.0	6345247.0	0.0	0.0	6345247.0	
sp|Q9UPW5|CBPC1_HUMAN	Q9UPW5	CBPC1_HUMAN	AGTPBP1	1226	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic carboxypeptidase 1	0.9819	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	5183339.0	0.0	0.0	5183339.0	0.0	0.0	5183339.0	0.0	0.0	
sp|Q9Y315|DEOC_HUMAN	Q9Y315	DEOC_HUMAN	DERA	318	9.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyribose-phosphate aldolase	0.9819	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y584|TIM22_HUMAN	Q9Y584	TIM22_HUMAN	TIMM22	194	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim22	0.9819	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P031|TAP26_HUMAN	Q9P031	TAP26_HUMAN	CCDC59	241	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thyroid transcription factor 1-associated protein 26	0.9818	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	1.3184034E7	1.458589E7	0.0	1.3184034E7	1.458589E7	0.0	1.3184034E7	1.458589E7	
sp|Q15526|SURF1_HUMAN	Q15526	SURF1_HUMAN	SURF1	300	8.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Surfeit locus protein 1	0.9817	0.9961	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H7P9|PKHG2_HUMAN	Q9H7P9	PKHG2_HUMAN	PLEKHG2	1386	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family G member 2	0.9817	0.9990	1	2	2	2	0	2	0	0	2	0	0	2	0	0.0	6213865.5	0.0	0.0	6213865.5	0.0	0.0	6213865.5	0.0	
sp|Q9UI26|IPO11_HUMAN	Q9UI26	IPO11_HUMAN	IPO11	975	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-11	0.9817	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	8630551.0	9688334.0	2.0728716E7	8630551.0	9688334.0	2.0728716E7	8630551.0	9688334.0	2.0728716E7	
sp|P21741|MK_HUMAN	P21741	MK_HUMAN	MDK	143	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Midkine	0.9815	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	8125399.5	0.0	0.0	8125399.5	0.0	0.0	8125399.5	0.0	
sp|Q9HAT2|SIAE_HUMAN	Q9HAT2	SIAE_HUMAN	SIAE	523	5.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sialate O-acetylesterase	0.9815	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	7370973.0	1.5224304E7	0.0	7370973.0	1.5224304E7	0.0	7370973.0	1.5224304E7	0.0	
sp|Q9HB21|PKHA1_HUMAN	Q9HB21	PKHA1_HUMAN	PLEKHA1	404	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family A member 1	0.9815	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H8H3|MET7A_HUMAN	Q9H8H3	MET7A_HUMAN	METTL7A	244	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative methyltransferase-like protein 7A	0.9814	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P82664|RT10_HUMAN	P82664	RT10_HUMAN	MRPS10	201	9.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S10, mitochondrial	0.9813	0.9990	1	4	4	4	3	1	0	3	1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WZA1|PMGT1_HUMAN	Q8WZA1	PMGT1_HUMAN	POMGNT1	660	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	0.9813	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	4.820766E7	0.0	0.0	4.820766E7	0.0	0.0	4.820766E7	
sp|P56962|STX17_HUMAN	P56962	STX17_HUMAN	STX17	302	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-17	0.9811	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	7972978.5	8656052.0	0.0	7972978.5	8656052.0	0.0	7972978.5	8656052.0	
sp|Q8IU81|I2BP1_HUMAN	Q8IU81	I2BP1_HUMAN	IRF2BP1	584	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon regulatory factor 2-binding protein 1	0.9811	0.9990	2	3	3	6	1	1	1	1	1	1	2	2	2	1.1874275E7	0.0	0.0	1.1874275E7	0.0	0.0	2.0297608E7	3.9172232E7	1.9651046E7	
sp|Q96PV6|LENG8_HUMAN	Q96PV6	LENG8_HUMAN	LENG8	800	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leukocyte receptor cluster member 8	0.9811	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UFF9|CNOT8_HUMAN	Q9UFF9	CNOT8_HUMAN	CNOT8	292	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 8	0.9811	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	1.45404096E8	1.17021152E8	1.3614296E8	1.45404096E8	1.17021152E8	1.3614296E8	1.45404096E8	1.17021152E8	1.3614296E8	
sp|Q03468|ERCC6_HUMAN	Q03468	ERCC6_HUMAN	ERCC6	1493	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA excision repair protein ERCC-6	0.9810	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	4915924.0	0.0	0.0	4915924.0	0.0	0.0	4915924.0	0.0	0.0	
sp|Q53HC0|CCD92_HUMAN	Q53HC0	CCD92_HUMAN	CCDC92	331	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 92	0.9807	0.9989	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15379|HDAC3_HUMAN	O15379	HDAC3_HUMAN	HDAC3	428	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 3	0.9803	0.9989	2	1	1	4	0	0	1	0	0	1	1	1	2	0.0	8099478.0	1.0938691E7	0.0	8099478.0	1.0938691E7	4.5302292E7	4.4789784E7	4.802402E7	
sp|O76054|S14L2_HUMAN	O76054	S14L2_HUMAN	SEC14L2	403	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	SEC14-like protein 2	0.9803	0.9989	1	4	4	4	0	2	2	0	2	2	0	2	2	1.0209306E7	2.6304872E7	0.0	1.0209306E7	2.6304872E7	0.0	1.0209306E7	2.6304872E7	0.0	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen beta chain	0.9802	0.9989	1	3	3	3	2	0	1	2	0	1	2	0	1	2.206574E7	0.0	2.3169194E7	2.206574E7	0.0	2.3169194E7	2.206574E7	0.0	2.3169194E7	
sp|Q92759|TF2H4_HUMAN	Q92759	TF2H4_HUMAN	GTF2H4	462	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIH subunit 4	0.9801	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBU6|FA8A1_HUMAN	Q9UBU6	FA8A1_HUMAN	FAM8A1	413	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM8A1	0.9801	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q58WW2|DCAF6_HUMAN	Q58WW2	DCAF6_HUMAN	DCAF6	860	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 6	0.9800	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8N3R9|PALS1_HUMAN	Q8N3R9	PALS1_HUMAN	PALS1	675	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein PALS1	0.9800	0.9989	1	2	2	2	1	1	0	1	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96FN4|CPNE2_HUMAN	Q96FN4	CPNE2_HUMAN	CPNE2	548	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copine-2	0.9798	0.9989	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	3752712.8	0.0	0.0	3752712.8	0.0	0.0	3752712.8	0.0	
sp|Q99633|PRP18_HUMAN	Q99633	PRP18_HUMAN	PRPF18	342	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing factor 18	0.9794	0.9989	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14967|CLGN_HUMAN	O14967	CLGN_HUMAN	CLGN	610	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmegin	0.9792	0.9848	1	2	2	2	1	1	0	1	1	0	1	1	0	8298902.0	0.0	4316521.0	8298902.0	0.0	4316521.0	8298902.0	0.0	4316521.0	
sp|Q9BZJ0|CRNL1_HUMAN	Q9BZJ0	CRNL1_HUMAN	CRNKL1	848	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Crooked neck-like protein 1	0.9790	0.9841	2	2	2	2	1	0	1	1	0	1	1	0	1	2.325761E7	3.2516936E7	2.6130442E7	2.325761E7	3.2516936E7	2.6130442E7	2.325761E7	3.2516936E7	2.6130442E7	
sp|Q9UL63|MKLN1_HUMAN	Q9UL63	MKLN1_HUMAN	MKLN1	735	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Muskelin	0.9790	0.9928	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50548|ERF_HUMAN	P50548	ERF_HUMAN	ERF	548	5.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	ETS domain-containing transcription factor ERF	0.9787	0.9988	1	4	4	4	1	2	1	1	2	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01814|AT2B2_HUMAN	Q01814	AT2B2_HUMAN	ATP2B2	1243	8.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasma membrane calcium-transporting ATPase 2	0.9780	0.9824	5	1	1	12	0	1	0	0	1	0	3	5	4	0.0	0.0	0.0	0.0	0.0	0.0	1.66406544E8	1.3624392E8	1.8037096E8	
sp|Q8NF64|ZMIZ2_HUMAN	Q8NF64	ZMIZ2_HUMAN	ZMIZ2	920	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger MIZ domain-containing protein 2	0.9758	0.9897	2	3	1	3	1	1	1	1	0	0	1	1	1	1.2297752E7	0.0	4843801.5	1.2297752E7	0.0	0.0	1.2297752E7	0.0	4843801.5	
sp|Q9UIF9|BAZ2A_HUMAN	Q9UIF9	BAZ2A_HUMAN	BAZ2A	1905	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain adjacent to zinc finger domain protein 2A	0.9778	0.9936	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZJ7|MTCH1_HUMAN	Q9NZJ7	MTCH1_HUMAN	MTCH1	389	6.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial carrier homolog 1	0.9774	0.9987	1	1	1	1	0	0	1	0	0	1	0	0	1	4.3370964E7	6.038736E7	6.67833E7	4.3370964E7	6.038736E7	6.67833E7	4.3370964E7	6.038736E7	6.67833E7	
sp|Q01201|RELB_HUMAN	Q01201	RELB_HUMAN	RELB	579	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor RelB	0.9764	0.9987	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z5K2|WAPL_HUMAN	Q7Z5K2	WAPL_HUMAN	WAPL	1190	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Wings apart-like protein homolog	0.9761	0.9987	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P18433|PTPRA_HUMAN	P18433	PTPRA_HUMAN	PTPRA	802	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase alpha	0.9757	0.9986	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NFJ9|BBS1_HUMAN	Q8NFJ9	BBS1_HUMAN	BBS1	593	6.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bardet-Biedl syndrome 1 protein	0.9750	0.9986	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P02666|CASB_BOVIN	contam_sp|P02666|CASB_BOVIN Beta-casein OS=Bos taurus GN=CSN2 PE=1 SV=2			224	8.50				0.9749	0.9990	1	2	2	2	0	0	2	0	0	2	0	0	2	0.0	0.0	746818.25	0.0	0.0	746818.25	0.0	0.0	746818.25	
sp|A0A0U1RRL7|MMPOS_HUMAN	A0A0U1RRL7	MMPOS_HUMAN	MMP24OS	71	36.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein MMP24	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1KXE4|F168B_HUMAN	A1KXE4	F168B_HUMAN	FAM168B	195	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myelin-associated neurite-outgrowth inhibitor	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	3811128.0	4858207.5	0.0	3811128.0	4858207.5	0.0	3811128.0	4858207.5	0.0	
sp|A4D1P6|WDR91_HUMAN	A4D1P6	WDR91_HUMAN	WDR91	747	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 91	0.9749	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	4305087.0	8111718.0	0.0	4305087.0	8111718.0	0.0	4305087.0	8111718.0	
sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	GPHRA_HUMAN	GPR89A	455	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi pH regulator A	0.9749	0.9990	1	1	0	1	0	0	1	0	0	0	0	0	1	0.0	3474663.8	2553894.5	0.0	0.0	0.0	0.0	3474663.8	2553894.5	sp|P0CG08|GPHRB_HUMAN
sp|O00255|MEN1_HUMAN	O00255	MEN1_HUMAN	MEN1	615	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Menin	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	6487020.0	0.0	0.0	6487020.0	0.0	0.0	6487020.0	0.0	
sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	90	33.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 4	0.9749	0.9990	1	4	4	4	1	2	1	1	2	1	1	2	1	4.9251028E7	3.8894848E7	4.6922144E7	4.9251028E7	3.8894848E7	4.6922144E7	4.9251028E7	3.8894848E7	4.6922144E7	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	5.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease T2	0.9749	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	6692152.0	0.0	0.0	6692152.0	0.0	0.0	6692152.0	0.0	0.0	
sp|O14841|OPLA_HUMAN	O14841	OPLA_HUMAN	OPLAH	1288	1.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	5-oxoprolinase	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	2688158.5	0.0	0.0	2688158.5	0.0	0.0	2688158.5	0.0	
sp|O14879|IFIT3_HUMAN	O14879	IFIT3_HUMAN	IFIT3	490	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon-induced protein with tetratricopeptide repeats 3	0.9749	0.9990	1	4	4	4	3	0	1	3	0	1	3	0	1	9537388.0	0.0	4026516.0	9537388.0	0.0	4026516.0	9537388.0	0.0	4026516.0	
sp|O15091|MRPP3_HUMAN	O15091	MRPP3_HUMAN	PRORP	583	3.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial ribonuclease P catalytic subunit	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	3.4129696E7	0.0	2.0328664E7	3.4129696E7	0.0	2.0328664E7	3.4129696E7	0.0	2.0328664E7	
sp|O43504|LTOR5_HUMAN	O43504	LTOR5_HUMAN	LAMTOR5	91	37.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR5	0.9749	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	2.8336104E7	0.0	0.0	2.8336104E7	0.0	0.0	2.8336104E7	0.0	0.0	
sp|O60238|BNI3L_HUMAN	O60238	BNI3L_HUMAN	BNIP3L	219	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	0.9749	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	6.2036924E7	4.3086092E7	5.3505936E7	6.2036924E7	4.3086092E7	5.3505936E7	6.2036924E7	4.3086092E7	5.3505936E7	
sp|O60499|STX10_HUMAN	O60499	STX10_HUMAN	STX10	249	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-10	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60669|MOT2_HUMAN	O60669	MOT2_HUMAN	SLC16A7	478	5.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Monocarboxylate transporter 2	0.9749	0.9990	1	4	4	4	2	1	1	2	1	1	2	1	1	9941521.0	6759760.5	8503397.0	9941521.0	6759760.5	8503397.0	9941521.0	6759760.5	8503397.0	
sp|O60942|MCE1_HUMAN	O60942	MCE1_HUMAN	RNGTT	597	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	mRNA-capping enzyme	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	1.1532284E7	4253913.0	0.0	1.1532284E7	4253913.0	0.0	1.1532284E7	4253913.0	
sp|O75143|ATG13_HUMAN	O75143	ATG13_HUMAN	ATG13	517	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Autophagy-related protein 13	0.9749	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	5077755.5	0.0	0.0	5077755.5	0.0	0.0	5077755.5	
sp|O75487|GPC4_HUMAN	O75487	GPC4_HUMAN	GPC4	556	5.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glypican-4	0.9749	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	1.0767237E7	0.0	0.0	1.0767237E7	0.0	0.0	1.0767237E7	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Attractin	0.9749	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	1.0057234E7	0.0	0.0	1.0057234E7	0.0	0.0	1.0057234E7	
