Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-31_4280.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_18ng_3-12-2024_Slot2-32_4281.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_18ng_3-12-2024_Slot2-33_4282.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_18ng_3-12-2024_Slot2-34_4283.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_18ng_3-12-2024_Slot2-35_4284.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_18ng_3-12-2024_Slot2-36_4285.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-25_4274.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_18ng_3-11-2024_Slot2-26_4275.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_18ng_3-11-2024_Slot2-27_4276.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_18ng_3-11-2024_Slot2-28_4277.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_18ng_3-11-2024_Slot2-29_4278.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_18ng_3-11-2024_Slot2-30_4279.d
Q96D53	Q96D53	COQ8B_HUMAN	COQ8B	Atypical kinase COQ8B, mitochondrial	8047.07	8111.6	7631.06	8604.69	9659.05	7597.98	6871.43	7025.91	6758.88	6624.07	8326.91	7643.04
Q96D70	Q96D70	R3HD4_HUMAN	R3HDM4	R3H domain-containing protein 4	4795.85	7141.57	6765.33				2784.5	6087.57	5337.95	3956.92	3698.75	3490.38
Q96D71	Q96D71	REPS1_HUMAN	REPS1	RalBP1-associated Eps domain-containing protein 1	20150.6	21726.6	21061.6	32320.1	27237.9	26456.1	23171.3	21715.2	21812.2	19051	17905.5	21800
Q96D96	Q96D96	HVCN1_HUMAN	HVCN1	Voltage-gated hydrogen channel 1	5282.85	2454.32	2443.2	5532.77	5974.3	3780.03	2711.78	4513.71	3923.7	7549.58	5319.79	5236.67
Q96DA2	Q96DA2	RB39B_HUMAN	RAB39B	Ras-related protein Rab-39B	6665.84	6645.31	4855.4	6717.82	4485.91	5962.06	2772.03	2829.77		4678.56	5493.98	3945.94
Q96DA6	Q96DA6	TIM14_HUMAN	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14	18080.5	16633.4	16355.2	19157.1	13545.7	13642.5	15347.3	16774.2	15071	16625.7	15910.9	14652.9
Q96DB5	Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	42031.2	41652.9	39804.9	50327.3	42740.3	43791.2	44457.8	43303.3	42322.6	46100.3	48359.1	62001.1
Q96DC8	Q96DC8	ECHD3_HUMAN	ECHDC3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	8464.07	8131.96	8240.05	16159.1	12636.4	13527.4	5647.82	6456.36	7011.14	15055.6	10324.7	10157.2
Q96DE0	Q96DE0	NUD16_HUMAN	NUDT16	U8 snoRNA-decapping enzyme	9876.63	8210.2	8043	47972.8	57254.8	51898.1	8930.63	7585.94	7351.2	43589.7	45381.1	54025.5
Q96DE5	Q96DE5	APC16_HUMAN	ANAPC16	Anaphase-promoting complex subunit 16	3735.12	3471.46	3441.73	4834.43			3469.35	3730.77	4054.27	4293.59	3628.35	7662.05
Q96DF8	Q96DF8	ESS2_HUMAN	ESS2	Splicing factor ESS-2 homolog	1073.92			1455.59			1629.21	1620.65	1535.51			4253.91
Q96DG6	Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	74725.2	65247	65503	86164	97133.2	89354.7	32741.5	32094.7	32591.4	53003.4	53981.2	70462.2
Q96DH6	Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	26505.3	26745.3	21048.4	34079.3	25059.8	29363.5	21993.5	19274.1	18892.5	33904.6	40068.2	34953.3
Q96DI7	Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	19175.8	21787.4	23579.8	41384.1	33857.5	32386.3	21155.4	23296.1	21866.7	38533.3	41125.3	42362.3
Q96DM3	Q96DM3	RMC1_HUMAN	RMC1	Regulator of MON1-CCZ1 complex	14890.9	15482	14588.7	11983.4	9482.04	10423.3	13253.4	14114.7	13906.7	13585.8	12259.1	11149.7
Q96DP5	Q96DP5	FMT_HUMAN	MTFMT	Methionyl-tRNA formyltransferase, mitochondrial	3749.93	3183.63	4106.42	5535.25	9241.81	6529.76	4975.89	5588.78	4436.63	7414.52	7839.71	7229.51
Q96DR7	Q96DR7	ARHGQ_HUMAN	ARHGEF26	Rho guanine nucleotide exchange factor 26	3216.65	2958.77	3641.81				1966.58		1955.35	2749.26		1822.23
Q96DT6	Q96DT6	ATG4C_HUMAN	ATG4C	Cysteine protease ATG4C	4754.98	2357.06	5282.76	5850.45	7060.85	6044.1	5593.78	4569.63	4996.17	5753.38	5242.84	7870.01
Q96DT7	Q96DT7	ZBT10_HUMAN	ZBTB10	Zinc finger and BTB domain-containing protein 10	1047.28	1236.42	1268.09	599.171			1250.46	1209.9	1490.39	857.627	626.667	
Q96DU7	Q96DU7	IP3KC_HUMAN	ITPKC	Inositol-trisphosphate 3-kinase C	24157.4	26067.3	30533.6	19036.6	24083.8	15403.5	15990.7	17456.2	19397.9	12344.2	15072.5	28047.8
Q96DV4	Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial	30727.1	24999.8	31316	58547.8	57892.7	63072.4	40257.2	47029.1	48899.6	52713	56010.2	83728.1
Q96DX4	Q96DX4	RSPRY_HUMAN	RSPRY1	RING finger and SPRY domain-containing protein 1	26342.9	27438	25412.9	14893.9	15354.9	13567.8	19455.2	19558.1	17391.1	13456.7	13269.6	15235.6
Q96DX7	Q96DX7	TRI44_HUMAN	TRIM44	Tripartite motif-containing protein 44				1150.48	2231.94	2187.93				1890.15	2167.67	4712.31
Q96DX8	Q96DX8	RTP4_HUMAN	RTP4	Receptor-transporting protein 4				1736.12	693.864					2175.93	1067.56	736.906
Q96DZ1	Q96DZ1	ERLEC_HUMAN	ERLEC1	Endoplasmic reticulum lectin 1	10517.8	10840.7	11485.5	18404.5	17533.2	18258.1	7757.93	7317.8	7774.55	10716.9	9968.27	18044.1
Q96E09	Q96E09	PBIR1_HUMAN	PABIR1	PPP2R1A-PPP2R2A-interacting phosphatase regulator 1	6778.91	5167.05	5671.77	7027.74	8253.39	10126.5	6334.41	7100.29	7253.58	7182.39	6861.69	12070.8
Q96E11	Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	24639.2	24899.1	24860.4	57900.1	41080.1	48931.9	27594.7	23223.2	26371.9	45733.7	45253.3	41694.9
Q96E22	Q96E22	NGBR_HUMAN	NUS1	Dehydrodolichyl diphosphate synthase complex subunit NUS1	1036.04	1697.8	1071.71				1233.9	1561.08	1072.87	834.335	766.68	
Q96E29	Q96E29	MTEF3_HUMAN	MTERF3	Transcription termination factor 3, mitochondrial	3634.81	3426.36	2901.61				3419.85	4009.74	3762.48	2922.92		2678.72
Q96E39	Q96E39	RMXL1_HUMAN	RBMXL1	RNA binding motif protein, X-linked-like-1	4213.98	6467.59	4789.05	20373.4	18402.2	14116.4	5848.8	10505.9	6184.96	15976.3	14669.6	10963.7
Q96E52	Q96E52	OMA1_HUMAN	OMA1	Metalloendopeptidase OMA1, mitochondrial	3483.22	4901.09	4375.07	2738.19	3924.02	4267.46	5287.82	3576.75	4227.09	2899.58	3650.99	3421.86
Q96EA4	Q96EA4	SPDLY_HUMAN	SPDL1	Protein Spindly	5512.15	6975.83	7008.36	8375.82	11022	8439.11	14950.9	11535.1	12728.1	10942	8670.23	14447.4
Q96EB1	Q96EB1	ELP4_HUMAN	ELP4	Elongator complex protein 4	12542.6	17460.3	14862.2	17375.9	11663.8	9671.48	15945.3	14163	14970.8	20086	10026.8	11249.6
Q96EB6	Q96EB6	SIR1_HUMAN	SIRT1	NAD-dependent protein deacetylase sirtuin-1	6302.79	5273.51	4291.5	6777.49	5294.51	6045.82	8299.8	9186.27	7678.75	7081.92	7191.18	8543.83
Q96EC8	Q96EC8	YIPF6_HUMAN	YIPF6	Protein YIPF6	26162.7	18771.7	25252.6	27836.1	16501.4	18181.4	20764.4	19881.7	22107.9	17285.1	18885.1	19525.5
Q96ED9	Q96ED9	HOOK2_HUMAN	HOOK2	Protein Hook homolog 2	5582.94	6271.43	6045.53				5552.66	5669.69	3742.9	2447.97	3694.85	6404.68
Q96EE3	Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	6689.09	7376.05	7680.01	15104.9	18262.8	21005.2	5568.14	5369.79	6773.25	16321.7	19138.4	20150.3
Q96EG1	Q96EG1	ARSG_HUMAN	ARSG	Arylsulfatase G		2960.09		4443.83	6435.08	9067.83				1108.28	1080.93	2217.07
Q96EH3	Q96EH3	MASU1_HUMAN	MALSU1	Mitochondrial assembly of ribosomal large subunit protein 1	3835.75	5177.74	4261.6	5396.73	11857.5	10680.7	6415.22	4502.95	4956.35	7393.22	6680.03	6368.47
Q96EI5	Q96EI5	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4	18159.7	9703.72		19958	14583.3	20498.6	16080	10296.6	9217.93	28010.6	31453.5	39126.4
Q96EK4	Q96EK4	THA11_HUMAN	THAP11	THAP domain-containing protein 11	6199.86	6299.26	6108.67	4331.33		3115.29	11030.8	10181.9	10967	9149.26	6942.43	6257.74
Q96EK5	Q96EK5	KBP_HUMAN	KIFBP	KIF-binding protein	68778.6	75791.1	72867.1	48228.5	36625.4	36575.7	74376.1	70626	65569.3	46989	47462.6	46123.1
Q96EK6	Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	16543	32351.7	19483.4	12616.4	6155.82	9733.98	16772.2	11068.9	13318.3	8836.74	11794.6	13577.5
Q96EK7	Q96EK7	F120B_HUMAN	FAM120B	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	28226.7	30808.1	31436.1	21170.5	17865.2	18778.4	26045.1	23040.5	24222.7	20665.1	19561.6	17529.5
Q96EK9	Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	13272.9	11366.5	12914.5	14123.4	11136.2	11884.7	17706.4	16677.1	16897.2	12951.5	11424.2	11641.4
Q96EL2	Q96EL2	RT24_HUMAN	MRPS24	28S ribosomal protein S24, mitochondrial	14791.9	14861.5	15655.6	13489.3	16643.6	9686.25	17865.4	15319	15470.3	10796.1	16752.3	13791.3
Q96EL3	Q96EL3	RM53_HUMAN	MRPL53	39S ribosomal protein L53, mitochondrial	26321	28017.2	26770.3	45073.3	39298.8	35726.2	35117.9	30070	31440.9	40518.1	37620.9	49826
Q96EM0	Q96EM0	T3HPD_HUMAN	L3HYPDH	Trans-3-hydroxy-L-proline dehydratase	34569.5	42978.6	41118.5	33465.5	38071.8	37372.1	21885.1	22521.5	23386	31525.6	30199.2	29569.8
Q96EN8	Q96EN8	MOCOS_HUMAN	MOCOS	Molybdenum cofactor sulfurase	5564.95	5236.85	5904.42	6838.44	6429.57	8746.64	11938.7	12030.7	12127.1	9633.61	9466.36	15304.8
Q96EP0	Q96EP0	RNF31_HUMAN	RNF31	E3 ubiquitin-protein ligase RNF31	19304	19621.7	19976.3	20222.3	17340.8	17399.3	20035.2	16477.3	16455.9	14212	13699.1	17200.4
Q96EP1	Q96EP1	CHFR_HUMAN	CHFR	E3 ubiquitin-protein ligase CHFR	3810.4	5846.47	4749.94	4491.62	13133.4	4345.1	3558.86	3557.73	3397.6	4248.81	4487.57	7411.54
Q96EP5	Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	30317.1	71208.2	40986.6	33235.3	26876.4	40144.2	77461.2	61157.2	42456	27737.9	62404.6	53475.3
Q96EQ0	Q96EQ0	SGTB_HUMAN	SGTB	Small glutamine-rich tetratricopeptide repeat-containing protein beta	17885.8	19793.6	18898.6	40943.8	27768.7	26737.6	15721.6	13290.5	15092.3	28032.4	24947.7	47545.9
Q96ER3	Q96ER3	SAAL1_HUMAN	SAAL1	Protein SAAL1	10425.4	6877.55	9168.06	9084.54	8315.02	17703	17210.1	14999.2	18900.5	14071.1	20395.2	19455.5
Q96ER9	Q96ER9	MITOK_HUMAN	CCDC51	Mitochondrial potassium channel	23636.6	19602.4	21845.4	30039.7	21035.5	24407.4	22248.4	20708.1	20158.2	21332.5	23147.7	20516.6
Q96ES6	Q96ES6	MFSD3_HUMAN	MFSD3	Major facilitator superfamily domain-containing protein 3	17554.9	18113.4	14839.5	7891.91	6486.1	9184.54	9289.17	11275.4	10816.3	3417.15	6638.52	
Q96ES7	Q96ES7	SGF29_HUMAN	SGF29	SAGA-associated factor 29	4278.46			6676.15		3725.95	3988.38	5672.55	5292.76	6399.23	6803.89	
Q96EU6	Q96EU6	RRP36_HUMAN	RRP36	Ribosomal RNA processing protein 36 homolog	5329.14	6843.5	3878.59	9508.61	7372.87	4184.91	7333.35	6525.94	4627.33	12043	10693.2	9706.93
Q96EU7	Q96EU7	C1GLC_HUMAN	C1GALT1C1	C1GALT1-specific chaperone 1	7741.59	8953.44	7690.19	5631.63	9236.83	5269.47	9010.19	9380.21	9790.82	5261.41	4303.56	7039.4
Q96EV2	Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33	8642.57	7898.69	8403.67	12634.3	10067.7	11822.3	10806.2	9815.37	9043	10176.1	10432.9	7430.16
Q96EV8	Q96EV8	DTBP1_HUMAN	DTNBP1	Dysbindin	10250.6	8636.27	10673.6	8823.57	8416.64	9104.42	9238.34	8477.7	9218.09	7117.53	8138.02	9437.11
Q96EW2	Q96EW2	HBAP1_HUMAN	HSPBAP1	HSPB1-associated protein 1	5526.81	5189.15	4493.98	7251.61	8734.56		7069.48	6668.9	5781.61	6404.12	4411.89	8576.42
Q96EX1	Q96EX1	SIM12_HUMAN	SMIM12	Small integral membrane protein 12	4438.55	4615.18	5511.58	6747.72	8207.89	12166	6028.39	6337.6	7706.28	12873.2	8516.79	11328.1
Q96EX3	Q96EX3	DC2I2_HUMAN	DYNC2I2	Cytoplasmic dynein 2 intermediate chain 2	13785.6	14481.6	12570.5	13877.3	14616.8	12931.3	18501.1	18295.5	17977.4	13586.6	13122.8	11771.2
Q96EY1	Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	33960.9	30133.1	30183.4	39354.7	32253.9	27314.6	33815.1	35253.8	36481.1	35642.9	27709.2	28357.5
Q96EY4	Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16	8605.76	9001.84	8419.4	14437.8	19372	16092	13728.4	12949.6	13985.9	17426.3	17662	17130.5
Q96EY5	Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A	6755.85	10064.1	7435.84	8383.26	3816.22	4275.93	7310.27	6591.2	7740.37	7236.34	8627.4	7698.05
Q96EY7	Q96EY7	PTCD3_HUMAN	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	70124.2	68880.8	67920	83206.8	55336.5	60190.3	93768.9	93956.1	86126	74472.3	74708.7	63002.9
Q96EY8	Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase	5614.99	6676.25	7253.14	17040	12268.5	10412.5	4309.07	4515.29	4979.83	7565.99	6766.5	9133.88
Q96EY9	Q96EY9	ADAT3_HUMAN	ADAT3	Probable inactive tRNA-specific adenosine deaminase-like protein 3	5351.78	6011.27	6004.2	5741.37	6098.02	7234.09	7235.49	5855.79	6356.64	8352.98	7703.7	6934.23
Q96EZ8	Q96EZ8	MCRS1_HUMAN	MCRS1	Microspherule protein 1	3604.07	3038.16	2359.75	2895.72			4137.62	2962.57	3293.45	3210.6	2700.94	2143.35
Q96F07	Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2	29701.8	33832.1	32808.1	30314	28760.8	28084.4	26849.6	25011.8	25791.7	32897.9	34826.8	29699.3
Q96F10	Q96F10	SAT2_HUMAN	SAT2	Thialysine N-epsilon-acetyltransferase	13445.3	10529.3	13332.5	12148	16692.6	11459.8	10154.1	11027.4	10955.1		12783.5	16208.3
Q96F24	Q96F24	NRBF2_HUMAN	NRBF2	Nuclear receptor-binding factor 2	19588.6	17975.5	17768.8	28430.6	30728.6	34109.4	16315.5	16852.1	15802.2	19691.2	14990.6	20784.1
Q96F25	Q96F25	ALG14_HUMAN	ALG14	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	5249.23	4728.89	5821.38	10175.6	8637.92	8377.68	4328.43	4756.98	6157.29	7688.05	8081.89	7191.17
Q96F44	Q96F44	TRI11_HUMAN	TRIM11	E3 ubiquitin-protein ligase TRIM11	7154.12	5339.95	6092.69	13092.1		4734.05	9030.83	8723.46	8602.09	8816.94	9978.88	11449.4
Q96F45	Q96F45	ZN503_HUMAN	ZNF503	Zinc finger protein 503	4629.28	7220.47	6444.9	4130.68	2874.52	5284.52	4319.52	3572.48	2919.61	4981.4	5223.65	7695.18
Q96F46	Q96F46	I17RA_HUMAN	IL17RA	Interleukin-17 receptor A	15206.5	16439.2	18528.9	15304.9	14878.8	10655.6	5684.03	6426.37	5186.3	2825.52	4786.01	6840.28
Q96F63	Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	5197.97	5746.68	6374.47	10907.7	11682	13403.1	6624.9	6085.52	5855.51	9376.72	10170.9	18721.2
Q96F85	Q96F85	CNRP1_HUMAN	CNRIP1	CB1 cannabinoid receptor-interacting protein 1	4270.63	3235.09		18823.6	27419.7	30775.4	6081.47	5921.13	7206.9	16908.4	22493.6	34066.4
Q96F86	Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	32656.8	31857.2	30809.8	34709.2	30038.8	25833.6	37606	35059.4	37132.6	29239	27509.5	28242.5
Q96FC7	Q96FC7	PHIPL_HUMAN	PHYHIPL	Phytanoyl-CoA hydroxylase-interacting protein-like	3685.33	4374.5	4991.66	11715	6517.49	8982.6				4420.81	4302.71	5481.61
Q96FE7	Q96FE7	P3IP1_HUMAN	PIK3IP1	Phosphoinositide-3-kinase-interacting protein 1	1982.86	2189.62	2019.16	2183.99	4660.08	3711.88	3496.47	3445.41	2244.6	4230	4058.07	10696.8
Q96FF9	Q96FF9	CDCA5_HUMAN	CDCA5	Sororin				1621.24			2192.03		933.667	2530.46	1773.35	
Q96FJ0	Q96FJ0	STALP_HUMAN	STAMBPL1	AMSH-like protease							3306.72	2311.56	2099.41			
Q96FJ2	Q96FJ2	DYL2_HUMAN	DYNLL2	Dynein light chain 2, cytoplasmic	14258.2	22070.6	21924.1	24352.2	80414.1	72128.2	12628.6	14988.1	13344.4	77805.8	71456.4	70086.5
Q96FK6	Q96FK6	WDR89_HUMAN	WDR89	WD repeat-containing protein 89	10802.6	9194.51	10824.5	11575.8	9819.11	10498.5	10079.7	9811.79	10895.2	9149.55	8120.36	9816.79
Q96FN4	Q96FN4	CPNE2_HUMAN	CPNE2	Copine-2	9218.66	11290.1	10207.2	10397.5	12492.2	13032.4	10814.7	11436.7	10121.7	11048.4	11434.6	13398.4
Q96FN9	Q96FN9	DTD2_HUMAN	DTD2	D-aminoacyl-tRNA deacylase 2	9658.55	16793.4	10980.2	11876	14279.2	11181.2	24288.7	9024.67	17511.5	7932.97	10004	37597.3
Q96FQ6	Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	52625.6	58673.3	42457.7	308223	191942	181829	40209.2	43808.1	34004.3	163878	170869	212112
Q96FS4	Q96FS4	SIPA1_HUMAN	SIPA1	Signal-induced proliferation-associated protein 1	158259	143571	180701	182028	157170	126278	210089	196358	214923	128146	106986	123734
Q96FV2	Q96FV2	SCRN2_HUMAN	SCRN2	Secernin-2	14318.7	10183.8	8046.93	14669	20868.2	24465.8	6212.93	5535.57	5943.55	21994.3	18811.9	21684.3
Q96FV9	Q96FV9	THOC1_HUMAN	THOC1	THO complex subunit 1	20321.9	18740.7	19247.5	22563.4	16336.2	15969	23173.1	25514.4	25512.4	22649.3	23362.1	27304.8
Q96FW1	Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	236682	257725	238672	349443	326236	315680	232586	230634	235782	209028	231073	321481
Q96FX7	Q96FX7	TRM61_HUMAN	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	5492.87	6945.16	9045.21	15153.1	18382.7	15777.5	9083.03	11642.4	13614.3	13190.1	14940.5	13427.1
Q96FX8	Q96FX8	PERP_HUMAN	PERP	p53 apoptosis effector related to PMP-22	3259.78	5253.51	3336.46	2440.96			3306.98	1224.57	1220.86			
Q96FZ2	Q96FZ2	HMCES_HUMAN	HMCES	Abasic site processing protein HMCES	4149.79	4244.61	3656.47	1988.04			5286.45	4496.26	4176.74	3252.63	3785.47	4125.4
Q96FZ7	Q96FZ7	CHMP6_HUMAN	CHMP6	Charged multivesicular body protein 6	24883.2	24730.6	27063.3	38412	43418.3	43515.7	20301.1	18511.9	18813.1	33243.6	36517.3	36342.5
Q96G01	Q96G01	BICD1_HUMAN	BICD1	Protein bicaudal D homolog 1	6696.36	4792.49	5786.47	5811.78	7980.34	7451.12	6378.6	5467.23	6074.76	10966.9	10992.4	13743.2
Q96G03	Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2	82499.8	79671.1	75913.2	133665	123453	122439	67599.7	60501.6	66504.1	106610	108736	111101
Q96G21	Q96G21	IMP4_HUMAN	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	34807.7	32270.7	34912.1	32783.7	29491.5	31980.1	42761.1	42274.4	40174.8	24421.7	28077.2	18083.8
Q96G23	Q96G23	CERS2_HUMAN	CERS2	Ceramide synthase 2	45450.3	40799.9	39991.5	37075.8	28435.6	33596.2	42494.5	49028.7	41615.3	37130.5	38262.6	26543.8
Q96G25	Q96G25	MED8_HUMAN	MED8	Mediator of RNA polymerase II transcription subunit 8	4941.39	6146.5	4508.39	7553.76	6774.46	5573.39	7382.31	6577.04	6434.01	3766.87	5560.39	8177.15
Q96G28	Q96G28	CFA36_HUMAN	CFAP36	Cilia- and flagella-associated protein 36	5896.25	5554.62	6072.44	10737.3	10289.8	10144.8	6398.23	6297.38	5379.46	5434.23	7215.67	9748.43
Q96G46	Q96G46	DUS3L_HUMAN	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	16977.5	15264.5	16224.8	22539.2	19547.5	22392.5	23539.2	19222.9	20341.7	19278	22425.4	14438.9
Q96G61	Q96G61;Q8NFP7	NUD11_HUMAN	NUDT11	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	15278.6	11669.7	13386.1	14856	20789.5	20490.3	16036.1	13343.8	16760.2	18288.3	19209.1	26170.4
Q96G74	Q96G74	OTUD5_HUMAN	OTUD5	OTU domain-containing protein 5	2953.58	2337.95		3970.51		5490.86	3365.5	3708.83	2963.18	1540.71	3708.21	4774.23
Q96G97	Q96G97	BSCL2_HUMAN	BSCL2	Seipin	37014.6	30503.8	30594.6	51823.6	36621.7	37599.6	21687.8	17062.9	20228.4	58718	74639	97559
Q96GA3	Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	11360.3	10425.5	10756.3	12771.3	13964.6	14019	19832.5	21010.8	21281.2	12851.8	13609	16690.4
Q96GA7	Q96GA7	SDSL_HUMAN	SDSL	Serine dehydratase-like	27740.7	29767.6	32488.1	37599	36137.9	41748.9	14815.8	16179	14522.8	21031.4	17664.6	23478.7
Q96GC5	Q96GC5	RM48_HUMAN	MRPL48	39S ribosomal protein L48, mitochondrial	16595.3	11619.7	15030.5	22637.5	17672.6	17254	17236.1	18021.4	19526.9	23699.8	23201.2	36812.3
Q96GC6	Q96GC6	ZN274_HUMAN	ZNF274	Neurotrophin receptor-interacting factor homolog								844.027	801.459			608.601
Q96GC9	Q96GC9	VMP1_HUMAN	VMP1	Vacuole membrane protein 1	49745.2	38837.3	62769.7	74180	63828.1	60504.1	36406.8	36656.6	56630.6	39741.3	53796.5	46009.9
Q96GD0	Q96GD0	PLPP_HUMAN	PDXP	Chronophin	19891.1	22546.4	23563.2	28087.2	28581.4	29879.5	12853.2	12923.9	15802.1	26687.8	25804.6	25873.5
Q96GD4	Q96GD4	AURKB_HUMAN	AURKB	Aurora kinase B	2952.66	2829.71	2795.04	5444.64	7385.48	8727.55	15345.2	11963.5	13160.2	9892.32	7989.09	5823.84
Q96GE9	Q96GE9	DMAC1_HUMAN	DMAC1	Distal membrane-arm assembly complex protein 1	2459.07	4998.9	5645.53	4042.96	3567.18	4891.97	3882.65	2695.42	2768.82	4766.05		2000.42
Q96GF1	Q96GF1	RN185_HUMAN	RNF185	E3 ubiquitin-protein ligase RNF185	10636.2	6293.29	7450.32	6453.83	8925.67	8946.84	5903.39	10485.9	7084.24	4550.39	4926.91	8692.83
Q96GG9	Q96GG9;Q6PH85	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	28902.2	26418.4	34159.1	28196.6	21331.8	21782	22501.1	26187.9	25468.5	28583.3	24565.6	34104.5
Q96GJ1	Q96GJ1	TRM2_HUMAN	TRMT2B	tRNA (uracil(54)-C(5))-methyltransferase homolog	3970.3	4247.9	3127.07	7954.54	8569.19	14717.6	4237.06	4623.93	4310.8	6625.74	3416.55	11589.9
Q96GK7	Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	9485.05	7828.74	8848.78	75941.8	80311.3	78552.5	8597.85	6953.27	7394.01	58620.7	60044	105825
Q96GM5	Q96GM5	SMRD1_HUMAN	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	19642.4	20372.9	22144.8	20881	17518.8	14673.4	28680.5	27888.3	27538	30889.6	27847.4	23708.1
Q96GM8	Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	5592.08	6056.12	3946.82	5866.98	3815.76	4922.47	7351.7	8166.08	8215.67	6623.41	6286.33	7498.35
Q96GN5	Q96GN5	CDA7L_HUMAN	CDCA7L	Cell division cycle-associated 7-like protein							4185.65	3650.31	3217.05	3304.82	4237.79	1737.2
Q96GP6	Q96GP6	SREC2_HUMAN	SCARF2	Scavenger receptor class F member 2	11175.9	14427.7	14589.2	12684	12579.8	12934.7	12135.2	9562.44	10282.3	8297.6	8700.17	12925.7
Q96GQ5	Q96GQ5	RUSF1_HUMAN	RUSF1	RUS family member 1	46511.5	47319	49224.3	48518.3	41705.3	43212.7	36658.4	34719.5	33816.5	30800.3	32484.1	36045.1
Q96GQ7	Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	37912.6	31330.2	28143.7	45382.8	47302.8	48534.2	35639.6	40649.2	41640.9	42619.1	48082.2	27269.1
