Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_1 Spectral Count	female_2 Spectral Count	female_3 Spectral Count	male_1 Spectral Count	male_2 Spectral Count	male_3 Spectral Count	female_1 Unique Spectral Count	female_2 Unique Spectral Count	female_3 Unique Spectral Count	male_1 Unique Spectral Count	male_2 Unique Spectral Count	male_3 Unique Spectral Count	female_1 Total Spectral Count	female_2 Total Spectral Count	female_3 Total Spectral Count	male_1 Total Spectral Count	male_2 Total Spectral Count	male_3 Total Spectral Count	female_1 Intensity	female_2 Intensity	female_3 Intensity	male_1 Intensity	male_2 Intensity	male_3 Intensity	female_1 MaxLFQ Intensity	female_2 MaxLFQ Intensity	female_3 MaxLFQ Intensity	male_1 MaxLFQ Intensity	male_2 MaxLFQ Intensity	male_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q8WZA0|LZIC_HUMAN	Q8WZA0	LZIC_HUMAN	LZIC	190	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein LZIC	0.9997	0.9989	2	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	4.5108212E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WZA1|PMGT1_HUMAN	Q8WZA1	PMGT1_HUMAN	POMGNT1	660	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	1.0	0.999	3	3	3	3	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WZA9|IRGQ_HUMAN	Q8WZA9	IRGQ_HUMAN	IRGQ	623	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunity-related GTPase family Q protein	1.0	0.999	12	44	44	44	8	4	6	9	7	10	8	4	6	9	7	10	8	4	6	9	7	10	6.476326E7	3.986644E7	4.8924304E7	1.04510672E8	8.518952E7	7.9363096E7	2.2497008E7	2.1921138E7	2.494984E7	2.662313E7	2.715885E7	2.4010226E7	
sp|Q92466|DDB2_HUMAN	Q92466	DDB2_HUMAN	DDB2	427	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA damage-binding protein 2	1.0	0.999	2	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92484|ASM3A_HUMAN	Q92484	ASM3A_HUMAN	SMPDL3A	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acid sphingomyelinase-like phosphodiesterase 3a	1.0	0.9989	3	4	4	4	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0.0	0.0	0.0	0.0	0.0	2.955472E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX1	1.0	0.999	23	129	129	129	21	20	22	21	21	24	21	20	22	21	21	24	21	20	22	21	21	24	1.1851424E9	9.7605971E8	1.07426496E9	9.5200192E8	7.2312333E8	9.7519738E8	1.56291104E8	1.48386576E8	1.42719056E8	1.23036952E8	1.20064864E8	1.43212048E8	
sp|Q92504|S39A7_HUMAN	Q92504	S39A7_HUMAN	SLC39A7	469	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc transporter SLC39A7	1.0	0.999	2	13	13	13	1	3	3	1	2	3	1	3	3	1	2	3	1	3	3	1	2	3	3.56588288E8	3.3670224E8	3.713824E8	4.71943872E8	1.06965936E8	1.23880624E8	2.12710144E8	1.98452432E8	2.19161264E8	2.74451776E8	0.0	2.20446496E8	
sp|Q92506|DHB8_HUMAN	Q92506	DHB8_HUMAN	HSD17B8	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	(3R)-3-hydroxyacyl-CoA dehydrogenase	1.0	0.999	4	8	8	8	0	1	0	3	3	1	0	1	0	3	3	1	0	1	0	3	3	1	0.0	2815239.0	0.0	7234118.5	6679679.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92508|PIEZ1_HUMAN	Q92508	PIEZ1_HUMAN	PIEZO1	2521	Homo sapiens OX=9606	1:Experimental evidence at protein level	Piezo-type mechanosensitive ion channel component 1	1.0	0.999	28	109	109	109	16	17	14	16	21	25	16	17	14	16	21	25	16	17	14	16	21	25	8.1307546E8	2.60572368E8	2.3223888E8	1.78999744E8	2.87265088E8	2.99622144E8	8.3764944E7	7.121852E7	8.5777192E7	5.2780448E7	6.7274592E7	7.3927784E7	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM3C	1.0	0.999	12	42	42	42	7	10	5	5	7	8	7	10	5	5	7	8	7	10	5	5	7	8	2.74724544E8	3.91360928E8	3.81197888E8	2.36021056E8	2.66368976E8	2.10330816E8	1.09052368E8	1.22620072E8	1.11928424E8	9.6931448E7	9.95722E7	9.712732E7	
sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.10	1.0	0.999	5	23	23	23	3	3	3	4	5	5	3	3	3	4	5	5	3	3	3	4	5	5	5.9155332E7	7.903684E7	5.9819264E7	6.3331748E7	6.6970036E7	7.8973048E7	2.9343852E7	3.0355272E7	3.1608278E7	3.075215E7	3.0634078E7	3.6115804E7	
sp|Q92526|TCPW_HUMAN	Q92526	TCPW_HUMAN	CCT6B	530	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit zeta-2	0.9862	0.9965	4	1	1	21	0	0	0	0	1	0	0	0	0	0	1	0	3	4	3	2	5	4	0.0	0.0	1.18049336E8	0.0	9.596592E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92530|PSMF1_HUMAN	Q92530	PSMF1_HUMAN	PSMF1	271	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome inhibitor PI31 subunit	1.0	0.999	2	6	6	6	0	1	1	2	2	0	0	1	1	2	2	0	0	1	1	2	2	0	0.0	9937956.0	8393757.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92536|YLAT2_HUMAN	Q92536	YLAT2_HUMAN	SLC7A6	515	Homo sapiens OX=9606	1:Experimental evidence at protein level	Y+L amino acid transporter 2	0.9752	0.999	2	1	1	6	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	1	1	0.0	0.0	1.442551E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92538|GBF1_HUMAN	Q92538	GBF1_HUMAN	GBF1	1859	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1.0	0.999	23	66	66	66	7	12	14	11	9	13	7	12	14	11	9	13	7	12	14	11	9	13	1.28459984E8	1.1271532E8	1.40424192E8	1.35084752E8	1.08349576E8	9.5739304E7	3.8451856E7	3.675494E7	4.4613468E7	3.3030982E7	3.2306654E7	4.0013516E7	
sp|Q92542|NICA_HUMAN	Q92542	NICA_HUMAN	NCSTN	709	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nicastrin	1.0	0.999	10	58	58	58	8	11	9	11	9	10	8	11	9	11	9	10	8	11	9	11	9	10	1.09209587E9	1.14993306E9	1.16868045E9	1.1688105E9	1.12899072E9	9.9278522E8	2.54660336E8	2.61683792E8	2.66783968E8	2.62343968E8	2.70307328E8	2.30758032E8	
sp|Q92544|TM9S4_HUMAN	Q92544	TM9S4_HUMAN	TM9SF4	642	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane 9 superfamily member 4	1.0	0.999	12	53	53	53	9	7	8	8	11	10	9	7	8	8	11	10	9	7	8	8	11	10	2.0371896E8	1.9416528E8	1.9191872E8	2.14809568E8	2.31745872E8	2.32563872E8	5.3359128E7	5.1563056E7	4.9023084E7	4.9403836E7	5.5856348E7	5.757106E7	
sp|Q92545|TM131_HUMAN	Q92545	TM131_HUMAN	TMEM131	1883	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 131	0.9998	0.999	3	4	4	4	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0	3	1	1.27249704E8	1.35701856E8	1.42554272E8	0.0	5.780064E7	7395913.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92552|RT27_HUMAN	Q92552	RT27_HUMAN	MRPS27	414	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S27, mitochondrial	1.0	0.999	11	35	35	35	8	3	4	7	6	7	8	3	4	7	6	7	8	3	4	7	6	7	8.2189928E7	5.235106E7	4.915428E7	6.722388E7	4.8906136E7	4.5813888E7	1.9757458E7	1.9264038E7	2.017501E7	1.5802803E7	1.8876812E7	1.6310055E7	
sp|Q92558|WASF1_HUMAN	Q92558	WASF1_HUMAN	WASF1	559	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-binding protein WASF1	0.975	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92562|FIG4_HUMAN	Q92562	FIG4_HUMAN	FIG4	907	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyphosphoinositide phosphatase	1.0	0.999	4	6	6	6	2	0	2	1	1	0	2	0	2	1	1	0	2	0	2	1	1	0	1875962.9	3599828.8	0.0	3721953.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92572|AP3S1_HUMAN	Q92572	AP3S1_HUMAN	AP3S1	193	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit sigma-1	1.0	0.999	5	15	15	15	4	2	1	4	1	3	4	2	1	4	1	3	4	2	1	4	1	3	9.062448E7	1.38298384E8	2.7501394E7	1.64811232E8	7.7342712E7	1.83929024E8	6.7002728E7	7.0546136E7	0.0	6.851764E7	7.6886712E7	7.3053024E7	
sp|Q92575|UBXN4_HUMAN	Q92575	UBXN4_HUMAN	UBXN4	508	Homo sapiens OX=9606	1:Experimental evidence at protein level	UBX domain-containing protein 4	1.0	0.999	8	41	41	41	7	6	5	6	9	8	7	6	5	6	9	8	7	6	5	6	9	8	2.0200832E8	1.72744432E8	1.54300752E8	1.82942528E8	1.90580512E8	2.23857568E8	6.4369524E7	6.9216024E7	6.2520928E7	6.3802756E7	6.4908384E7	8.7356648E7	
sp|Q92581|SL9A6_HUMAN	Q92581	SL9A6_HUMAN	SLC9A6	669	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/hydrogen exchanger 6	0.9994	0.999	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92597|NDRG1_HUMAN	Q92597	NDRG1_HUMAN	NDRG1	394	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein NDRG1	1.0	0.999	4	10	10	10	0	0	2	2	3	3	0	0	2	2	3	3	0	0	2	2	3	3	0.0	0.0	3.2355566E7	0.0	2.9170868E7	4.317116E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92598|HS105_HUMAN	Q92598	HS105_HUMAN	HSPH1	858	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein 105 kDa	1.0	0.999	23	68	62	91	10	8	11	14	12	13	9	7	9	13	11	13	14	9	13	20	17	18	1.2342624E8	1.03339864E8	1.37575072E8	1.94330304E8	2.08668864E8	1.4907184E8	2.8347934E7	3.2109426E7	2.9578246E7	3.9920632E7	3.8837624E7	3.6632116E7	
sp|Q92599|SEPT8_HUMAN	Q92599	SEPT8_HUMAN	SEPTIN8	483	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-8	1.0	0.999	8	19	19	55	3	3	3	4	3	3	3	3	3	4	3	3	10	9	9	10	8	9	7.199376E7	7.6269672E7	8.3918176E7	3.0328424E7	5.2380744E7	1.9977132E7	2.8908918E7	3.340401E7	3.4322524E7	2.3937778E7	2.3932478E7	1.5789549E7	
sp|Q92600|CNOT9_HUMAN	Q92600	CNOT9_HUMAN	CNOT9	299	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 9	1.0	0.999	5	18	18	18	2	4	4	2	2	4	2	4	4	2	2	4	2	4	4	2	2	4	8819399.0	1.1961337E7	3.6619732E7	3.4424076E7	2.8847268E7	3.6512544E7	0.0	2.2413708E7	2.0272756E7	1.5863088E7	1.7481328E7	2.0733566E7	
sp|Q92604|LGAT1_HUMAN	Q92604	LGAT1_HUMAN	LPGAT1	370	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	1.0	0.999	3	6	6	6	1	1	0	0	2	2	1	1	0	0	2	2	1	1	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92609|TBCD5_HUMAN	Q92609	TBCD5_HUMAN	TBC1D5	795	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 5	0.9737	0.9989	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92614|MY18A_HUMAN	Q92614	MY18A_HUMAN	MYO18A	2054	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-XVIIIa	1.0	0.999	14	27	27	27	7	3	2	3	2	10	7	3	2	3	2	10	7	3	2	3	2	10	9160370.0	7141621.0	4165776.8	0.0	0.0	1.3955562E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92615|LAR4B_HUMAN	Q92615	LAR4B_HUMAN	LARP4B	738	Homo sapiens OX=9606	1:Experimental evidence at protein level	La-related protein 4B	1.0	0.999	6	23	23	23	3	2	3	6	4	5	3	2	3	6	4	5	3	2	3	6	4	5	1.3859118E7	0.0	1.2346076E7	1.2010987E7	3315400.8	1.4330312E7	1.0898122E7	0.0	8327649.5	8501916.0	0.0	1.1230697E7	
sp|Q92616|GCN1_HUMAN	Q92616	GCN1_HUMAN	GCN1	2671	Homo sapiens OX=9606	1:Experimental evidence at protein level	eIF-2-alpha kinase activator GCN1	1.0	0.999	61	210	210	210	31	36	28	35	34	46	31	36	28	35	34	46	31	36	28	35	34	46	6.010544E8	4.83823072E8	6.084633E8	5.9061158E8	6.3731526E8	8.9801427E8	5.5523212E7	4.8558868E7	5.2707756E7	5.4082776E7	5.2807372E7	6.3874308E7	
sp|Q92620|PRP16_HUMAN	Q92620	PRP16_HUMAN	DHX38	1227	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	0.8476	0.993	1	13	13	13	3	5	2	1	1	1	3	5	2	1	1	1	3	5	2	1	1	1	6.302724E7	7.4105176E7	7.58072E7	0.0	0.0	6.25637E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92621|NU205_HUMAN	Q92621	NU205_HUMAN	NUP205	2012	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup205	1.0	0.999	16	44	44	44	10	5	5	6	6	12	10	5	5	6	6	12	10	5	5	6	6	12	9.2618488E7	3.0792536E7	4.938948E7	7.1212992E7	4.2809052E7	9.5622784E7	2.6228178E7	2.1302392E7	2.3437964E7	2.3654618E7	2.1921818E7	2.5291526E7	
sp|Q92626|PXDN_HUMAN	Q92626	PXDN_HUMAN	PXDN	1479	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxidasin homolog	1.0	0.999	35	146	146	146	31	29	31	18	16	21	31	29	31	18	16	21	31	29	31	18	16	21	6.4329139E8	5.7473696E8	4.80533376E8	2.62438176E8	2.52205344E8	3.61785376E8	7.2218E7	6.6629268E7	6.8045208E7	3.6242972E7	4.2783436E7	5.3252428E7	
sp|Q92643|GPI8_HUMAN	Q92643	GPI8_HUMAN	PIGK	395	Homo sapiens OX=9606	1:Experimental evidence at protein level	GPI-anchor transamidase	1.0	0.999	6	25	25	25	4	3	2	6	3	7	4	3	2	6	3	7	4	3	2	6	3	7	8.2139664E7	5.4111708E7	2.0269364E7	8.3733856E7	8.1263456E7	1.18732984E8	3.010879E7	2.565832E7	2.7514316E7	1.9113152E7	2.9728698E7	4.5439992E7	
sp|Q92665|RT31_HUMAN	Q92665	RT31_HUMAN	MRPS31	395	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S31, mitochondrial	1.0	0.999	10	40	40	40	10	6	6	6	6	6	10	6	6	6	6	6	10	6	6	6	6	6	2.14953888E8	1.33818008E8	1.3118836E8	1.32506928E8	1.12998328E8	1.769488E8	5.2846768E7	4.2322076E7	4.3609348E7	4.344828E7	4.9022384E7	5.9224048E7	
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.0	0.9985	8	5	5	29	0	1	1	1	1	1	0	1	1	1	1	1	3	4	5	6	6	5	5.0566136E7	3.5053276E7	4.1552032E7	4.4082592E7	5.1575844E7	4.5435832E7	3.9765012E7	0.0	0.0	0.0	4.0090808E7	0.0	
sp|Q92692|NECT2_HUMAN	Q92692	NECT2_HUMAN	NECTIN2	538	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nectin-2	1.0	0.999	7	35	35	35	6	4	5	4	9	7	6	4	5	4	9	7	6	4	5	4	9	7	1.83010224E8	1.01749336E8	1.84940736E8	1.29485264E8	2.5136608E8	1.90415632E8	4.5580352E7	4.560618E7	5.072128E7	5.9874388E7	5.6468788E7	4.5407092E7	
sp|Q92696|PGTA_HUMAN	Q92696	PGTA_HUMAN	RABGGTA	567	Homo sapiens OX=9606	1:Experimental evidence at protein level	Geranylgeranyl transferase type-2 subunit alpha	1.0	0.999	6	7	7	7	0	1	0	1	2	3	0	1	0	1	2	3	0	1	0	1	2	3	0.0	0.0	0.0	0.0	0.0	1.4899928E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92734|TFG_HUMAN	Q92734	TFG_HUMAN	TFG	400	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein TFG	1.0	0.999	11	66	66	66	13	9	10	16	11	7	13	9	10	16	11	7	13	9	10	16	11	7	5.808105E8	5.7162963E8	5.24866784E8	4.75515648E8	5.6941914E8	3.70524448E8	2.12374592E8	2.06084304E8	2.17255792E8	2.30634096E8	2.07138848E8	1.73769008E8	
sp|Q92743|HTRA1_HUMAN	Q92743	HTRA1_HUMAN	HTRA1	480	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine protease HTRA1	1.0	0.999	17	86	86	86	17	14	11	13	15	16	17	14	11	13	15	16	17	14	11	13	15	16	1.09311898E9	1.10770317E9	9.2070733E8	4.23403872E8	2.84539328E8	6.393632E8	2.75050144E8	2.74757344E8	2.79118112E8	1.4887184E8	1.50745328E8	1.8255688E8	
sp|Q92747|ARC1A_HUMAN	Q92747	ARC1A_HUMAN	ARPC1A	370	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1A	1.0	0.999	16	87	87	87	13	15	13	12	19	15	13	15	13	12	19	15	13	15	13	12	19	15	6.8396173E8	5.7805203E8	6.456544E8	6.628233E8	7.2666086E8	7.0930797E8	1.39773712E8	1.25564128E8	1.293062E8	1.31153256E8	1.34803168E8	1.23832776E8	
sp|Q92769|HDAC2_HUMAN	Q92769	HDAC2_HUMAN	HDAC2	488	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 2	1.0	0.999	7	31	22	31	3	4	5	7	6	6	2	3	4	5	4	4	3	4	5	7	6	6	1.8426808E8	1.7635176E8	2.48313088E8	1.68065872E8	2.26828208E8	2.17196592E8	7.4955144E7	6.9724064E7	6.5761248E7	6.0782532E7	6.0910712E7	6.0353824E7	
sp|Q92783|STAM1_HUMAN	Q92783	STAM1_HUMAN	STAM	540	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal transducing adapter molecule 1	1.0	0.999	11	52	46	52	6	9	8	9	12	8	5	8	8	7	11	7	6	9	8	9	12	8	2.40720368E8	2.72308832E8	2.8191664E8	2.81848928E8	2.86277216E8	2.67548736E8	8.2486448E7	8.9161016E7	8.7129592E7	8.8621072E7	8.7085456E7	7.787108E7	
sp|Q92791|SC65_HUMAN	Q92791	SC65_HUMAN	P3H4	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum protein SC65	1.0	0.999	10	50	50	51	9	7	7	9	10	8	9	7	7	9	10	8	9	8	7	9	10	8	5.04555616E8	4.02300096E8	4.22559808E8	3.637728E8	3.31586976E8	2.21216656E8	1.23623304E8	1.26970128E8	1.18395896E8	8.7805984E7	1.00763912E8	7.6714856E7	
sp|Q92797|SYMPK_HUMAN	Q92797	SYMPK_HUMAN	SYMPK	1274	Homo sapiens OX=9606	1:Experimental evidence at protein level	Symplekin	1.0	0.999	3	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	4684531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92800|EZH1_HUMAN	Q92800	EZH1_HUMAN	EZH1	747	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase EZH1	0.9249	0.9968	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92804|RBP56_HUMAN	Q92804	RBP56_HUMAN	TAF15	592	Homo sapiens OX=9606	1:Experimental evidence at protein level	TATA-binding protein-associated factor 2N	1.0	0.999	9	58	36	58	11	10	11	10	9	7	7	6	7	6	6	4	11	10	11	10	9	7	6.0460141E8	5.05219232E8	5.5257843E8	4.82061088E8	6.5084646E8	4.53049952E8	2.50260256E8	2.51944704E8	2.522964E8	2.71548352E8	2.30267584E8	2.3023568E8	
sp|Q92805|GOGA1_HUMAN	Q92805	GOGA1_HUMAN	GOLGA1	767	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgin subfamily A member 1	1.0	0.999	9	17	17	17	1	5	3	4	1	3	1	5	3	4	1	3	1	5	3	4	1	3	0.0	5679906.0	8548356.0	1.5029807E7	9415197.0	0.0	0.0	0.0	4762493.0	1.0673032E7	4818016.5	0.0	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.999	13	46	46	46	9	11	9	4	4	9	9	11	9	4	4	9	9	11	9	4	4	9	4.1560784E8	4.14336832E8	4.51919424E8	2.55561824E8	3.01308E8	3.07461632E8	1.58116176E8	1.86670752E8	1.7984736E8	1.19647112E8	1.16792776E8	1.24517464E8	
sp|Q92823|NRCAM_HUMAN	Q92823	NRCAM_HUMAN	NRCAM	1304	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuronal cell adhesion molecule	1.0	0.999	13	29	29	29	5	6	5	6	3	4	5	6	5	6	3	4	5	6	5	6	3	4	4.4282112E7	5.4492792E7	5.0415524E7	5.8944332E7	3.4038376E7	3.7651572E7	1.7982662E7	2.2597262E7	2.0900148E7	2.202732E7	2.1116264E7	1.5774972E7	
sp|Q92828|COR2A_HUMAN	Q92828	COR2A_HUMAN	CORO2A	525	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-2A	1.0	0.999	5	9	9	9	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	3.298758E7	4.6033184E7	1.730415E7	4834318.0	5773298.5	0.0	1.6482458E7	0.0	1.3210578E7	0.0	0.0	0.0	
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX17	1.0	0.999	34	179	137	179	32	27	30	36	27	27	23	21	23	29	21	20	32	27	30	36	27	27	2.22730854E9	1.69245517E9	1.74693773E9	1.87323622E9	1.97953818E9	2.03824576E9	2.9546896E8	2.48208656E8	2.53193472E8	2.59603104E8	2.78550944E8	2.89623776E8	
sp|Q92870|APBB2_HUMAN	Q92870	APBB2_HUMAN	APBB2	758	Homo sapiens OX=9606	1:Experimental evidence at protein level	Amyloid beta precursor protein binding family B member 2	0.9748	0.999	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	3951819.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92878|RAD50_HUMAN	Q92878	RAD50_HUMAN	RAD50	1312	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA repair protein RAD50	1.0	0.999	19	35	35	35	9	5	4	4	4	9	9	5	4	4	4	9	9	5	4	4	4	9	1.66307536E8	5.7372712E7	4.5980268E7	3.8645108E7	3.8417452E7	1.16831192E8	3.3463264E7	2.6803612E7	3.632202E7	3.4017592E7	2.275561E7	2.9732288E7	
sp|Q92879|CELF1_HUMAN	Q92879	CELF1_HUMAN	CELF1	486	Homo sapiens OX=9606	1:Experimental evidence at protein level	CUGBP Elav-like family member 1	1.0	0.999	4	7	7	8	0	0	2	2	0	3	0	0	2	2	0	3	0	0	2	2	0	4	3.6144232E7	2.1155536E7	1.4670724E7	3.3896176E7	4.6481168E7	1.7611808E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92882|OSTF1_HUMAN	Q92882	OSTF1_HUMAN	OSTF1	214	Homo sapiens OX=9606	1:Experimental evidence at protein level	Osteoclast-stimulating factor 1	1.0	0.999	5	13	13	13	1	2	2	2	3	3	1	2	2	2	3	3	1	2	2	2	3	3	8666063.0	9083430.0	3.682018E7	1.3148452E7	3.1479614E7	6351258.5	1.1508935E7	0.0	1.4244692E7	0.0	1.9959374E7	0.0	
sp|Q92888|ARHG1_HUMAN	Q92888	ARHG1_HUMAN	ARHGEF1	912	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 1	1.0	0.999	3	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92890|UFD1_HUMAN	Q92890	UFD1_HUMAN	UFD1	307	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin recognition factor in ER-associated degradation protein 1	1.0	0.999	10	50	50	50	9	8	8	8	9	8	9	8	8	8	9	8	9	8	8	8	9	8	2.27354032E8	2.18599536E8	2.4063016E8	2.76243968E8	2.43849568E8	2.57555424E8	4.654416E7	4.787036E7	4.8838812E7	4.8823704E7	4.7742964E7	5.1433932E7	
sp|Q92896|GSLG1_HUMAN	Q92896	GSLG1_HUMAN	GLG1	1179	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi apparatus protein 1	1.0	0.999	35	152	148	152	23	29	28	24	26	22	22	28	28	23	25	22	23	29	28	24	26	22	8.2447526E8	1.0760064E9	8.6034643E8	8.2473286E8	9.1629152E8	4.7492544E8	1.29188304E8	1.45632016E8	1.53006704E8	1.32571864E8	1.28257824E8	9.5737256E7	
