Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-2-2023_Slot1-13_2475.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2477.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2478.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2479.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2480.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2481.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2482.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2483.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2484.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2485.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2486.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-4-2023_Slot1-14_2487.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2456.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2457.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2488.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2489.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2491.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2492.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2493.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-10_2462.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2463.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2464.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2465.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2466.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2467.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-2-2023_Slot1-11_2468.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2469.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2470.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2471.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2472.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2473.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2474.d
Q9BYG3	Q9BYG3;C9J808;H7BZL0	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	7421.1	6886.97	4902.31		4107.64	6827.8	5477.46	6016.76	5108.39	6365.68	6472.38	6426.4	5889.58		5705.77	6018.32	5624.01	6141.67	6536.27			11347.7	9600.44	4544.26	5147.19	7595.71	7194.19	7199.05	6530.12	5625.73	4792.33	5791.51
Q9BYI3	Q9BYI3;A0A7P0T8K2;A0A7P0T8Q9;A0A7P0TAP6;A0A7P0TBJ9;A0A7P0Z4L0;B8ZZA2	HYCCI_HUMAN	HYCC1	Hyccin	5363.84					3740.12	3622.9	3744.13	2621.53		3565.99	3026.06	2133.14		2893.03	2711.68	2983.39	3284.43	2804.16													
Q9BYJ9	Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1		4807.82	5287.01		5254.12	4314.62	4208.37	4616.05	4725.47	4927.68	4346.5	4507.97	5528.55		3872.34	4221.57	4178.44	3616.68	4503.2				3719.43			1931.18	6069.72	5353.69	4155.23		5191.79	6235.09
Q9BYK8	Q9BYK8	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2		878.453					247.277	420.565	489.959		302.559				462.798		377.745	288.309	316.241													
Q9BYN0	Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	5658.05	7486.82	4734.45		5183.33	6166.87	6395.43	5246.1	5523.89	5425.14	5539.32	6539.31	6877.73		6637.11	6946.07	6430.66	7104.37	7283.23				6412.04	9742.25			7459.6		4061.79	7698.21	5163.1	8058.36
Q9BYN8	Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26					5075.73	3936.8	4540.3	4897.71	4603.96	5100.89	5199.07	5984.75	6826.11		5101.42	5129.5	5509.1	5007.52	4682.25													
Q9BYT3	Q9BYT3;E9PCB6;H0YAK4	STK33_HUMAN	STK33	Serine/threonine-protein kinase 33	7296.2	6016.62	6042.97		6371.38	7168.17	5918.23	6224.46	6600.61	6891.58	6526.63	6079.33	6598.13		6305.65	6173.54	6230.51	6852.2	6339.23		9978.82		8809.85	8801.59	9587.41	11643.1	6338.25	7372.16	7396.1	7949.05	9348.86	9556.24
Q9BYV8	Q9BYV8;A0A6Q8PEV5;A0A6Q8PF12;A0A6Q8PFB1;A0A6Q8PFB5;A0A6Q8PG60;A0A6Q8PGX0;A0A6Q8PH03;A0A7I2PK71;A0A7I2SYM4;C9J6R3;F8WAV3	CEP41_HUMAN	CEP41	Centrosomal protein of 41 kDa							1492.53	1642.02	1238.87	1027.84	1273.2	1414.93			1877.61	1350.75	1512.79	1265.07	1730.35													
Q9BYX2	Q9BYX2	TBD2A_HUMAN	TBC1D2	TBC1 domain family member 2A	8873.32	8779.65	8788.17		6966.59	12994.7	8241.81	7385.52	7660.6	8358.5	7223.07	7098.68	8033.81		6716.1	6311.25	5573.87	5981.41	5940.56					9294.04			6014.2	7109.22	7439.05	6343.52	11192.4	
Q9BZ29	Q9BZ29;A0A088AWN3;A0A1B0GVL8;A0A804HIE8;A0A8V8TQS9;A0A8V8TR95;A0A8V8TRI9;Q6ZSL5;X6RGR3	DOCK9_HUMAN	DOCK9	Dedicator of cytokinesis protein 9							469.329		217.191	492.073	559.801	530.886	444.062		485.193	398.157	553.851	442.988	526.832													
Q9BZ95	Q9BZ95	NSD3_HUMAN	NSD3	Histone-lysine N-methyltransferase NSD3	8046.57				2702.34		1564.23	2274.1	1422.31	1565.68		2181.53	1842.5		2078.35	1908.08	1814.24	1541.49	1663.69													
Q9BZC7	Q9BZC7;A0A087WXK5;E9PGB2	ABCA2_HUMAN	ABCA2	ATP-binding cassette sub-family A member 2	1477.32	5197.02			2322.51		1201.44	773.083	1241.69	1116.53	1297.37	872.008	1031.36		1005.36	1170.38	1354.65	1560.84	1492.1													3204.29
Q9BZD4	Q9BZD4;E9PQC4	NUF2_HUMAN	NUF2	Kinetochore protein Nuf2	1861.43	3079.93	3071.5		3918.82	3723.49	2967.23	2841.09	3163.34	3016.33	3772.82	3333.76	2988.52		3339.95	3338.09	2960.63	3262.61	3043.72								4145.46	3319.07			3195.96	
Q9BZE1	Q9BZE1;S4R369	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	14055.7	15729.1	13742.5		14954.1	12562.5	14055.6	13428.8	13399.5	13634.6	12957.5	12836.6	13315.7		12341.2	12670.7	13058.8	12307.5	12753.8		15426.9	16477.9		13287.4	47727.9	27165.9	20465.4	14804.2	16561.7	15938.4	17505.1	15391.6
Q9BZE4	Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	22502.6	20302.9	17893.6		19949	18329.9	19537	20035.8	19768.3	19594.9	19974.1	20017.7	19835.8		19705.6	19635.2	19453.4	18222.3	18490		19719.8	21040.4	18873.1	23831.4	18276.3	20203.1	21515.9	18651.2	21212.9	18676.3	18379.4	18590.1
Q9BZF1	Q9BZF1;F8VQX7;F8VUA7	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	7523.53						4525.26	6677.1	6621.87	6029.04	6551.31	5887.19	5483.95		5581.66	5626.29	5700.16	6108.61	6402.76							7395.9	5452.13			6491.73		
Q9BZF9	Q9BZF9;F5H2B9;H0YNH8	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	2326.87						1724.82		1972.86	1487.31	2345.65	2251.49			2041.2	1487.73	1904.96	1642.15	1798.88									2272.39				
Q9BZG8	Q9BZG8;I3L1H5;A0A0A0MTR4	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1		3584.15	1282.05				2582.56	1908.67	2516.17	2615.22	2173.53	1849.12	2002.86		2367.25	2101.95	2408.64	2473.01	2514.47									1428.92		5415.31	2932.4	
Q9BZH6	Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	6486.91	4021.13	4517.6		4709.32	3047.44	4890.43	4442.92	4571.39	4228.23	4258.3	3767.25	4514.47		4339.16	4652.56	4500.2	4137.08	4355.64								6458.37	8466.83	4454.82	5979.15	6025.7	4719.42
Q9BZI7	Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	4259.73	4490.6	5014.79		5172.12	4419.2	4748.14	5127.22	4922	5107.21	5564.88	5996.33	5147.75		5956.73	5649.77	5539.73	5610.8	5868.29						5158.82		6376.91	8900.56	4259.5	5137.89		5643.04
Q9BZJ0	Q9BZJ0;Q5JY65	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	2199.23		2822.66		1746.07	2716.12	2090.51	2385.49	1917.34	2250.71	2237.34	2160.75	2074.42		2184.75	2413.94	1923.65	2178	2315.43				7001.59	7691			2814.79	2874.62				
Q9BZK7	O60907;Q9BQ87;Q9BZK7;A0A2R8YFW3;A0A804HJZ5;A0A0D9SF63;A0A494C153;C9JLJ1	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	9055.15	9705.53	9449.32		7785.8	8947.09	9281.29	9987.67	9096.1	9293.82	9351.14	9528.07	10092.7		9946.55	10902.5	10241.4	10740.8	10445.6			8041.78	8218.31		11455.8	11050.5	11233.9	7913.8	12117.6	6021.33	11114	9471.35
Q9BZL1	Q9BZL1;K7EQ43	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	21364.1	17450.9	16493.4		19336.4	22097.2	21500.3	22512.1	21028.5	22555.1	22939.1	23021.4	24608.8		24887.8	25147.3	25537.5	23474.1	25470.4			21242.1	21990.8	18354.4	25431.4	24184.2	27879.4	22306.6	21912.5	23831.5	13410.7	20578.1
Q9BZL4	Q9BZL4;K7EL81	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	3265.7	1646.88			3515	2528.59	1936.36	2251.71	2215.9	1958.59	2139.98	2254.59	1776.13		1991.93	2051.34	2051.39	2060.65	2078.12							6505.72					5586.78	
Q9BZQ8	Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	556.363						385.738	520.529	709.263	653.174	1295.64	912.773	712.399		843.16	733.483	874.76	812.904	816.818													
Q9BZV1	Q9BZV1;K7EP32	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	5518.05	4525.23	3778.02		6509.47	5604.94	5092.6	5094.91	4347.19	4291.13	4837.62	4118.02	4478.4		4673.48	3927.33	3817.03	4029.31	3979.66			6262.49		7226.83	7646.13						7747.4	
Q9BZX2	Q9BZX2;Q9HA47;A0A2R8Y653	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	7251.93	11624.7	6322.46		8506.74	7952.31	8237.87	7839.17	7971.64	8262.93	7775.39	7870.95	7870.46		9129.15	7934.15	8501.63	8803	8965.51		11753.1	11857.4	11089.8			6787.45	7895.21	5999.25	9106.43	7369.79	5908.94	7068.54
Q9BZZ5	Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	32698.2	26256.1	30255.5		31473	30005.8	29562.2	28882.1	29371.2	27386.2	27297.7	28265.1	32048.6		27669	27246.5	27895.4	27309.2	27130.7		30497.2	28736.1	20788.2	29573.6	30053.1	23623.8	28069.9	29346.8	33253.9	29256.1	33064.9	30096.4
Q9C005	Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	33993	44749.9	38087.8		35661.7	38951	40896.4	41922.2	36931.8	37227.2	37726.7	38410.4	34748.9		34655.1	33496.7	31607.3	32329.3	33090.6		42757	24916.1	16369.7	28224.5	28477.8	21394.4	31778.2	33223.6	31088.3	32173.1	31777	26827.1
Q9C010	Q9C010;Q5T0Z6;A0A8Q3SIW0	IPKB_HUMAN	PKIB	cAMP-dependent protein kinase inhibitor beta																512.506		443.025	434.394													
Q9C0B0	Q9C0B0	UNK_HUMAN	UNK	RING finger protein unkempt homolog	2200.77	2790.12	2366.34		2922.38	2093.96	1309.26	1539.71	1848.32	1631.81	1323.6	1752.96	1867.66		2136.13	1914.16	1735.39	1721.27	1769.47											1423.24		
Q9C0B1	Q9C0B1;A0A1B0GTC3;A0A1B0GTC5;A0A1B0GTI3;A0A1B0GTY1;A0A1B0GU26;A0A1B0GUC3;A0A1B0GV98;A0A1B0GVH5	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	12707.9	14497.2	12860.8		15235.1	11853.3	12521.2	13522.8	13081.2	12999.9	13235.2	12515.8	12137.3		12869.3	12586.1	12016	12310.5	12856.6		14461.9	15641.4	13498	14846.9	10842.3	15971.4	11529	11461.9	9742.71	12182.9	14844.5	13395.7
Q9C0B5	Q9C0B5;H0YEF4	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	2748.6	3181.05	4034.18		3202.33	2215.03	3403.86	3055.55	3792.23	3669.19	3146.93	3081.51	3209.25		3575.23	3485.11	3118.02	2926.53	3218.29									3686.23				
Q9C0C2	Q9C0C2;A0A2R8Y5C4	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	8366.31	8386.08	8139.97		7748.28	8248.37	8040.75	8346.18	7942.96	8012.72	7624.38	8512.44	8468		8588.1	8570.4	8914.85	8685.99	8700.47		9484.81	15639	8047.95		7433.16	10282.9	7308.54	8831.35	8783.47	7534	8790.25	10483.1
Q9C0C7	Q9C0C7;A0A075B6T1	AMRA1_HUMAN	AMBRA1	Activating molecule in BECN1-regulated autophagy protein 1			1936.51				1678.14	1608.88	1240.59	1029.71	1304.12		945.873		1246.85	1526.08	1328.85	1394.22	1379.28													
Q9C0C9	Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	3617.36	2920.62	6549.02		2899.97	4299.35	3389.92	3392.81	3529.84	3606.75	3801.46	3376.23	3625.4		3457.51	3430.31	3773.77	3692.61	3751.22		9914.78			4132.59					4893.13		8135.94	6778.31
Q9C0D3	Q9C0D3;A8DPD7	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B						698.114	638.689	880.204	1255.43	1607.38	1249.36		1242.93		728.124	737.057	662.16	876.078	642.864													
Q9C0D5	Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	2091.25	2159.92	1864.04		3087.64	2952.09	1950.51	1940.81	1942.19	1990.89	1937.17	1925.36	2029.88		2304.18	2146.77	2046.7	2022.32	2311.79								3710.53	2659.41	2320.11			6630.44
Q9C0E2	Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4					2511.84	2520.25	1834.02	2055.19	1563.81	1895.91	1866.46	1403.56	1694		1642.01	1619.72	1611.32	1673.15	1641.63									3428.15				4023.45
Q9C0E8	Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	4292.88	5341.06	5218.94		4753.75	4286.06	5819.76	5971.74	4719.3	5624.82	5671.78	5199.87	4886.73		5754.61	5738.4	5830.94	5633.34	5601.7				5690.98			9616.89	7764.96	6100.64		3754.78	4537.72	7851.28
Q9C0F1	Q9C0F1;D6RGX6	CEP44_HUMAN	CEP44	Centrosomal protein of 44 kDa						1232.75	2523.05	1428.32	1350.11	1481.16	1431.02		1941		1404.51	1594.14	1460.26	1741.52	1271.5													
Q9C0I1	Q9C0I1	MTMRC_HUMAN	MTMR12	Myotubularin-related protein 12	982.863	1745.36				1206.51	1414.43	1580.26	1805.14	1513.29	1321.45	1893.6	1248.51		1283.95	1204.58	1494.34	1237.27	1287.85										2546.06			
Q9C0J8	Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	7820.93	6387.37	7850.63		7367.24	7248.33	8449.65	7644.27	7822.05	7816.72	8469.11	7740.17	8368.11		8132.01	8388.57	8650.1	7735.37	8326.88		9710.89	8591.64	14479.8				9644.37	7383.82	9719.61	10309.8	12858.3	6256.31
Q9GZL7	Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	18816.7	19488.6	18744.5		20421.8	20229.9	18525.8	17357.5	17833.9	18123.4	18207.5	17359.3	19773		18195.6	18703	18698.7	18098.2	17812.7		19666.1	14907.7	13509.3	13773.4	13943.1	15614.3	17111.4	18017.3	15352.3	17342.7	17151.2	17501.5
Q9GZM5	Q9GZM5;E7EQR8;D6RFI3;D6RGY8;H0Y9A1	YIPF3_HUMAN	YIPF3	Protein YIPF3							1205.77	1864.59	1641.73	1030.1	1539.74	1623.49	1701.94		1496.27	1372.86	1489.23	1471.74	1483.66													
Q9GZN8	Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein							512.811		317.526	445.891	329.703	337.533	464.476		506.88	429.902	536.461	546.416	504.212													
Q9GZP4	Q9GZP4;X6R8S9	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	11142.5	9942.95	14647.1		11591.6	11960.1	10731.1	11103.6	9978.09	9652.77	10394.2	10290.6	11960.1		11237.6	9009.63	9637.57	9731.85	10345.6			9880.59	8307.99	11599.1	7830.11	10469.1	12168.5	16821.3	11121.2	19921.9	6795.57	24090.8
Q9GZP8	Q9GZP8;K7EQZ3	IMUP_HUMAN	IMUP	Immortalization up-regulated protein	46076.8	49115.7	47818.6			49363	44274.4	42424.7	43596.7	43634.6	42079.6	44611.2	37895.6		31862.8	31598.6	33114.8	33026.1	32271.6			45799.4	47826.9		34386.9	39879.9	24332.2	34876.2	45084.2	42395.4	34847.3	50869
Q9GZQ3	Q9GZQ3;H0YEQ6	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	4165.01	6262.62	6068.63			4487.98	4773.21	5404.9	5300.72	4083.51	5517.45	5076.73	5012.67		4975.94	4988.94	4625.47	4306.52	5568.08										6450.25		7424.49	
Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;H3BTL1	MLP3B_HUMAN	MAP1LC3B	Microtubule-associated proteins 1A/1B light chain 3B	34505.2	33386.3	23016.7		27638.2	22934.8	27133.3	24545	22308.9	26896.2	27082.1	24281.7	24760.9		26109.5	22973.2	25892.6	25524.5	26093.8		21759.6	19928.8	29603.8	26438.3		24662.1	32405	20162.4	32084.1	21490	26471.1	28606.3
Q9GZR1	Q9GZR1;F8W6D9;H0Y4F4	SENP6_HUMAN	SENP6	Sentrin-specific protease 6			1458.78			1291.51	781.851	925.339	1268.37	947.969	995.429	1269.62	1091.12		1022.96	1214.75	1094.65	1158.24	1353.33											4903.74		
Q9GZR2	Q9GZR2;A0A0C4DG21	REXO4_HUMAN	REXO4	RNA exonuclease 4	4855.11	4056.87	5530.01		5689.7	4671.56	3692.82	4697.18	4006.3	3895.22	3716.63	3950.39	4316.78		3683.79	3496.99	3634.13	3515.77	3587.09			3993.15		3045.83	4320.87	3449.63		6476.13	4932.5	3975.88	4607.03	
Q9GZR7	Q9GZR7;A0A087WXU8;A0A1W2PRR2;F5GYL3;G3V529	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	8266.75	8170.28	8047.33		7549.79	7828	7470.29	7234.24	7444.87	7445.31	7548.09	7363.4	7018.35		7288.63	7281.14	7358.01	7505.61	7155.76		8915.25	11600	7042.42	7059.27	10769	6671.36	9229.06	10873.4	6760.14	7326.19	6189.47	8244.98
Q9GZS1	Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	7449.98	7695.4	8735.33		9140.61	8642.73	7521.01	7855.03	7845	7961.18	8190.47	7719.77	7589.4		7477.09	7406.19	7713.86	7401.02	7570.35				12620.9	13893.3	6931.41		7540.96	6672.05	10442.7	11267	10982.9	9397.42
Q9GZS3	Q9GZS3;H0YL19;H0YN81;H3BQA8	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	15666.3	17120.3	15598.9		17870.8	12567.1	14357.6	16453.5	14790.5	13846.3	15374.6	14140.5	14257.4		14157.3	15105.6	15054.6	15130.9	14979.7		21274.7	10388.7		18584.5			16256	16451.1	14048.9	18153.8	18573.6	14799.2
Q9GZS9	Q9GZS9;A0A087WUN7;G3V2S9;G3V4X6;H0YJ40;H0YJI1	CHST5_HUMAN	CHST5	Carbohydrate sulfotransferase 5	31165.9	28151.5	31060.6		26279.9	28479.5	36891.7	35278	35712	37216.4	38293.7	36454.4	39818.2		41491	40379.4	39620.3	41093.8	39721.4		32843.3	19140.2	21491.6	29642.6	28207.4	27008.9	25043.3	31904.8	27114.6	30025.5	28771.8	28436.1
Q9GZT4	Q9GZT4;I3L4L3	SRR_HUMAN	SRR	Serine racemase						2777.52	2004.39	2300.15	2152.55	1800.72	2191.98	2046.74	2239.14		2394.69	2765.33	2512.84	2780.62	2057.36								4487.21			3924.07		
Q9GZT8	Q9GZT8;B8ZZI0;E7EXA3	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	8185.95	8753.17	9704.11		6474.39	7202.37	8432.26	9321.04	8534.98	8316.2	9003.82	8663.99	8367.22		7794.39	7187.33	7690.9	7080.42	7320.39		6690.79	15294.7	10130	12794.6	7559.38	14195	9493.15		9338.5	9322.55	8287.07	8128.43
Q9GZT9	Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1		4686.02	6154.38		4240.17	5274.24	5069.28	5042.24	5169.06	4791.78	5244.45	5114.58	4547.92		5364.52	5940.95	5086.35	4919.8	5197.25			5580	6429.91	5519.46	4917.17		3090.42		4399.01		4287.25	
Q9GZU8	Q9GZU8;H3BU93;H3BMX9;H3BNK9;H3BP64;H3BSY6;H3BTP8;H3BUL4	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	12081.5	13281.4	11670.6		11658.9	10963.1	9974.4	10329.4	10973	10642.3	10648	10604.5	11076.8		11150.3	11016.3	11430.4	10782.4	11651.5		17175.7					17088.9	13869.3	13656.5	12371.1	13005.9	13732.5	13786.2
Q9GZV5	Q9GZV5;C9J038;C9JQS8;C9JR84	WWTR1_HUMAN	WWTR1	WW domain-containing transcription regulator protein 1									1676.64	1855.86		1186.38	1561.78		1727.09	1820.14	1954.72	2035.56	1776.82													
Q9GZX9	Q9GZX9	TWSG1_HUMAN	TWSG1	Twisted gastrulation protein homolog 1			3640.92				2483.63	2890.06	2879.41	2841.91	3235.79	4363.81	2790.94		3834.6	2952.97	3189.81	2862.66	3024.9													
Q9GZY4	Q9GZY4	COA1_HUMAN	COA1	Cytochrome c oxidase assembly factor 1 homolog					2435.55		1700.36	1029.18			1574.18	1308.94	1342.56		1608.63	1092.56	1724.54	1404.85	1331.12								2498.42					
Q9GZY8	Q9GZY8;A0A0A0MS29;H7C433;E9PQX8	MFF_HUMAN	MFF	Mitochondrial fission factor	7616.97				4113.76		4223.67	4389.42	4527.94	3868.52	3444.47	4133.44	5622.4		3458	3663.32	3723.52	3946.14	4186.22								8090.71		5034.16	6234.99	8857.01	8053
Q9GZZ9	Q9GZZ9;A0A804HJ86;C9J5W5;E7EQ61;E7EWE1;C9JRV9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	2961.54	2195.71	2722.93		3133.85	2356.25	3845.72	4082.91	3830.68	4283.58	4072	4275.01	4514.17		4118.59	4571.37	4548.56	4456.3	4724.79						6279.41		7168.48		2671.37	1553.72	2504.16	1317.19
Q9H000	Q9H000;A0A7I2V5D2;A0A7I2YQI0;C9J494	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2		3945.42				3086.43	3916.25	2317.01	2735.42	2540.17	2599.65	2710.93	2774.1		2569.28	2480.18	2801.69	2688.92	2478.68												7501.14	
Q9H009	Q9H009	NACA2_HUMAN	NACA2	Nascent polypeptide-associated complex subunit alpha-2			9674.82		10371	10410			13551						15814.5	12437.4	16643.6	16124			9950.02			11989.5		9632.04			11124.5		5225.46	12047.9
Q9H019	Q9H019;E9PLD2	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like							132.834	630.8	336.025	808.17	1124.53	1077.71	434.988		828.204	911.321	565.54	875.563	582.351													
Q9H061	Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	10388.5	14336.6	11732.7		12849.9	15877.6	12935	13117.3	14569.9	14238.6	13586.6	12741.2	12640.9		14825.3	14370.5	13444.2	14457.5	13218.9			4677.52	10841.6	15257.1	9486.35	11239	15430.5	14505.6	11463.4	12950.3	10678	11431.6
Q9H063	Q9H063;E9PR76;E9PSH4	MAF1_HUMAN	MAF1	Repressor of RNA polymerase III transcription MAF1 homolog								1596.26	1410.75	1675.49	1295.01	1584.78	1346.2		1417.98	1251.88	1447.66	1612.77	1454.01													
Q9H074	Q9H074;H0YA44	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	20138	20954	21272.2		21144.4	25062.4	25259.7	25076.8	24319	24215.4	24938.9	26031.2	25447.3		26153.3	27126.3	27329.4	26696.6	27225.7		16959.1	17956.3	24564.6	14734.7	16176.1	18881.6	20878.3	18168.7	18582.3	20247	19925.2	23090.3
