Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Intensity	Indistinguishable Proteins
sp|P60900|PSA6_HUMAN	P60900	PSA6_HUMAN	PSMA6	246	50.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit alpha type-6	1	0.999	11	49	49	49	18	11	11	1	5	3	18	11	11	1	5	3	18	11	11	1	5	3	164003.77	41131.31	66424.89	4804.5986	71404.05	20167.879	164003.77	41131.31	66424.89	4804.5986	71404.05	20167.879	164003.77	41131.31	66424.89	4804.5986	71404.05	20167.879	
sp|P61081|UBC12_HUMAN	P61081	UBC12_HUMAN	UBE2M	183	32.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	NEDD8-conjugating enzyme Ubc12	1	0.999	6	25	25	25	7	4	5	0	6	3	7	4	5	0	6	3	7	4	5	0	6	3	196339.67	37917.867	59895.508	4624.6367	54316.223	20900.072	196339.67	37917.867	59895.508	4624.6367	54316.223	20900.072	196339.67	37917.867	59895.508	4624.6367	54316.223	20900.072	
sp|P61289|PSME3_HUMAN	P61289	PSME3_HUMAN	PSME3	254	32.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome activator complex subunit 3	1	0.999	8	35	35	35	12	5	8	0	7	3	12	5	8	0	7	3	12	5	8	0	7	3	242340.58	49918.11	73792.016	8791.295	50782.777	27083.264	242340.58	49918.11	73792.016	8791.295	50782.777	27083.264	242340.58	49918.11	73792.016	8791.295	50782.777	27083.264	
sp|P61586|RHOA_HUMAN	P61586	RHOA_HUMAN	RHOA	193	29	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transforming protein RhoA	1	0.999	6	57	22	57	18	9	10	5	12	3	6	6	4	1	4	1	18	9	10	5	12	3	399458.7	94199.47	171436.53	24744.406	183150.33	51540.445	215218.19	39548.69	74245.86	5328.1963	68817.77	14450.997	399458.7	94199.47	171436.53	24744.406	183150.33	51540.445	
sp|P62136|PP1A_HUMAN	P62136	PP1A_HUMAN	PPP1CA	330	38.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1	0.999	12	44	23	44	20	4	10	0	7	3	9	1	7	0	4	2	20	4	10	0	7	3	150332.56	26913.629	62860.297	0	55736.438	13063.638	150332.56	26913.629	62860.297	0	55736.438	13063.638	150332.56	26913.629	62860.297	0	55736.438	13063.638	
sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	36.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 10B	1	0.999	13	31	31	31	12	5	5	0	6	3	12	5	5	0	6	3	12	5	5	0	6	3	157283.12	37667.742	47281.266	0	49781.92	17004.29	157283.12	37667.742	47281.266	0	49781.92	17004.29	157283.12	37667.742	47281.266	0	49781.92	17004.29	
sp|P62495|ERF1_HUMAN	P62495	ERF1_HUMAN	ETF1	437	24.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic peptide chain release factor subunit 1	1	0.999	10	43	43	43	12	10	10	0	8	3	12	10	10	0	8	3	12	10	10	0	8	3	196278.17	35426.82	63616.227	0	48767.664	19917.01	196278.17	35426.82	63616.227	0	48767.664	19917.01	196278.17	35426.82	63616.227	0	48767.664	19917.01	
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	24.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S26	1	0.999	3	28	0	28	6	6	7	1	5	3	0	0	0	0	0	0	6	6	7	1	5	3	250192.25	103496.69	164158.6	27221.05	199883.08	49479.375	0	0	0	0	0	0	250192.25	103496.69	164158.6	27221.05	199883.08	49479.375	sp|Q5JNZ5|RS26L_HUMAN
sp|P62857|RS28_HUMAN	P62857	RS28_HUMAN	RPS28	69	46.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S28	1	0.999	3	30	30	30	7	6	6	1	7	3	7	6	6	1	7	3	7	6	6	1	7	3	291938.62	62479.227	99002.16	12284.633	121746.695	23904.88	291938.62	62479.227	99002.16	12284.633	121746.695	23904.88	291938.62	62479.227	99002.16	12284.633	121746.695	23904.88	
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	67	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L30	1	0.999	8	48	48	48	16	9	12	1	7	3	16	9	12	1	7	3	16	9	12	1	7	3	498970.56	72229.18	134744.97	10884.77	107636.78	32334.805	498970.56	72229.18	134744.97	10884.77	107636.78	32334.805	498970.56	72229.18	134744.97	10884.77	107636.78	32334.805	
sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	19.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L39	1	0.9989	2	10	0	10	3	1	2	0	1	3	0	0	0	0	0	0	3	1	2	0	1	3	99354.77	12688.867	30717.494	0	18606.521	7165.229	0	0	0	0	0	0	99354.77	12688.867	30717.494	0	18606.521	7165.229	sp|Q59GN2|R39L5_HUMAN
sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	22.2	Homo sapiens	1:Experimental evidence at protein level	SUMO-conjugating enzyme UBC9	1	0.999	4	19	19	19	7	3	3	0	3	3	7	3	3	0	3	3	7	3	3	0	3	3	264024.78	28290.156	56349.48	0	31460.814	13727.057	264024.78	28290.156	56349.48	0	31460.814	13727.057	264024.78	28290.156	56349.48	0	31460.814	13727.057	
sp|P81605|DCD_HUMAN	P81605	DCD_HUMAN	DCD	110	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dermcidin	1	0.999	2	4	4	4	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	3	0	4474.028	7878.701	0	0	11922.218	0	4474.028	7878.701	0	0	11922.218	0	4474.028	7878.701	0	0	11922.218	
sp|P84085|ARF5_HUMAN	P84085	ARF5_HUMAN	ARF5	180	33.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor 5	1	0.999	6	12	12	38	5	2	3	0	2	0	5	2	3	0	2	0	11	7	9	3	5	3	93035.39	14860.019	30472.309	0	31015.498	1966.2067	93035.39	14860.019	30472.309	0	31015.498	1966.2067	330081.7	59540.47	103461.21	15660.036	70368.2	26578.004	
sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	27.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	1	0.999	18	51	51	51	19	4	14	0	11	3	19	4	14	0	11	3	19	4	14	0	11	3	121461.91	36440.04	68766.74	0	72483.04	15853.355	121461.91	36440.04	68766.74	0	72483.04	15853.355	121461.91	36440.04	68766.74	0	72483.04	15853.355	
sp|Q04941|PLP2_HUMAN	Q04941	PLP2_HUMAN	PLP2	152	18.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteolipid protein 2	1	0.999	2	14	14	14	4	1	2	1	3	3	4	1	2	1	3	3	4	1	2	1	3	3	187798.78	42352.883	78437.86	10324.113	93808.72	21768.885	187798.78	42352.883	78437.86	10324.113	93808.72	21768.885	187798.78	42352.883	78437.86	10324.113	93808.72	21768.885	
sp|Q06323|PSME1_HUMAN	Q06323	PSME1_HUMAN	PSME1	249	37.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome activator complex subunit 1	1	0.999	10	54	54	54	20	10	10	0	11	3	20	10	10	0	11	3	20	10	10	0	11	3	198649.75	26940.816	50415.414	0	31375.625	11949.896	198649.75	26940.816	50415.414	0	31375.625	11949.896	198649.75	26940.816	50415.414	0	31375.625	11949.896	
sp|Q12888|TP53B_HUMAN	Q12888	TP53B_HUMAN	TP53BP1	1972	11.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	TP53-binding protein 1	1	0.999	14	45	45	45	23	4	10	0	5	3	23	4	10	0	5	3	23	4	10	0	5	3	100869.55	12977.672	32011.588	0	31136.164	9993.467	100869.55	12977.672	32011.588	0	31136.164	9993.467	100869.55	12977.672	32011.588	0	31136.164	9993.467	
sp|Q13247|SRSF6_HUMAN	Q13247	SRSF6_HUMAN	SRSF6	344	17.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 6	1	0.999	7	32	13	32	9	5	6	2	7	3	4	2	2	1	2	2	9	5	6	2	7	3	282947.1	66688.75	115728.64	15434.482	121538.42	36554.406	144433.5	23642.768	53033.594	3895.615	57826.57	12429.82	282947.1	66688.75	115728.64	15434.482	121538.42	36554.406	
sp|Q13428|TCOF_HUMAN	Q13428	TCOF_HUMAN	TCOF1	1488	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Treacle protein	1	0.999	23	83	83	83	34	7	20	0	19	3	34	7	20	0	19	3	34	7	20	0	19	3	132507.94	34462.703	56604.258	0	45261.203	10152.143	132507.94	34462.703	56604.258	0	45261.203	10152.143	132507.94	34462.703	56604.258	0	45261.203	10152.143	
sp|Q13561|DCTN2_HUMAN	Q13561	DCTN2_HUMAN	DCTN2	401	24.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 2	1	0.999	10	37	37	37	12	6	10	0	6	3	12	6	10	0	6	3	12	6	10	0	6	3	68934.77	27672.367	37555.22	0	43285.535	9667.421	68934.77	27672.367	37555.22	0	43285.535	9667.421	68934.77	27672.367	37555.22	0	43285.535	9667.421	
sp|Q13596|SNX1_HUMAN	Q13596	SNX1_HUMAN	SNX1	522	25.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sorting nexin-1	1	0.999	11	38	32	38	12	6	10	0	7	3	10	5	9	0	6	2	12	6	10	0	7	3	155574.48	31582.775	61738.52	0	40598.93	16931.475	143090.56	28367.848	50249.992	0	32680.742	10749.547	155574.48	31582.775	61738.52	0	40598.93	16931.475	
sp|Q13620|CUL4B_HUMAN	Q13620	CUL4B_HUMAN	CUL4B	913	19.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cullin-4B	1	0.999	17	50	36	50	18	7	11	0	11	3	11	5	8	0	9	3	18	7	11	0	11	3	126281.66	27808.564	47017.36	3521.9678	45636.938	15730.012	116079.21	22826.809	40084.797	3521.9678	32987.242	9283.014	126281.66	27808.564	47017.36	3521.9678	45636.938	15730.012	
sp|Q14157|UBP2L_HUMAN	Q14157	UBP2L_HUMAN	UBAP2L	1087	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-associated protein 2-like	1	0.999	7	31	31	31	14	5	3	0	6	3	14	5	3	0	6	3	14	5	3	0	6	3	152452.66	27435.336	50276.504	0	51766.203	16135.175	152452.66	27435.336	50276.504	0	51766.203	16135.175	152452.66	27435.336	50276.504	0	51766.203	16135.175	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	20.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 39	1	0.999	8	33	33	33	7	6	9	0	8	3	7	6	9	0	8	3	7	6	9	0	8	3	144782.03	31822.506	56786.93	0	57419.414	9612.431	144782.03	31822.506	56786.93	0	57419.414	9612.431	144782.03	31822.506	56786.93	0	57419.414	9612.431	
sp|Q14677|EPN4_HUMAN	Q14677	EPN4_HUMAN	CLINT1	625	14.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin interactor 1	1	0.999	8	30	30	30	10	4	7	0	6	3	10	4	7	0	6	3	10	4	7	0	6	3	107147.83	23871.7	41174.36	0	34131.387	11478.479	107147.83	23871.7	41174.36	0	34131.387	11478.479	107147.83	23871.7	41174.36	0	34131.387	11478.479	
sp|Q15459|SF3A1_HUMAN	Q15459	SF3A1_HUMAN	SF3A1	793	33.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3A subunit 1	1	0.999	24	70	70	70	27	10	13	2	15	3	27	10	13	2	15	3	27	10	13	2	15	3	192869.27	44843.367	78723.98	4187.17	79636.97	22794.61	192869.27	44843.367	78723.98	4187.17	79636.97	22794.61	192869.27	44843.367	78723.98	4187.17	79636.97	22794.61	
sp|Q15651|HMGN3_HUMAN	Q15651	HMGN3_HUMAN	HMGN3	99	27.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 3	1	0.9976	4	3	3	23	2	0	0	0	1	0	2	0	0	0	1	0	6	3	5	1	5	3	13874.043	0	0	0	3614.2007	0	13874.043	0	0	0	3614.2007	0	234037.69	46930.223	73669.9	0	70642.875	10594.668	
sp|Q15942|ZYX_HUMAN	Q15942	ZYX_HUMAN	ZYX	572	23.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zyxin	1	0.999	11	48	48	48	18	6	8	0	13	3	18	6	8	0	13	3	18	6	8	0	13	3	167654.48	33616.82	65165.883	4151.503	65417.67	19556.262	167654.48	33616.82	65165.883	4151.503	65417.67	19556.262	167654.48	33616.82	65165.883	4151.503	65417.67	19556.262	
sp|Q16401|PSMD5_HUMAN	Q16401	PSMD5_HUMAN	PSMD5	504	31.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 5	1	0.999	14	46	46	46	22	3	10	0	8	3	22	3	10	0	8	3	22	3	10	0	8	3	224538.45	41539.633	73465.03	0	57613.754	24147.072	224538.45	41539.633	73465.03	0	57613.754	24147.072	224538.45	41539.633	73465.03	0	57613.754	24147.072	
sp|Q16629|SRSF7_HUMAN	Q16629	SRSF7_HUMAN	SRSF7	238	31.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 7	1	0.999	8	22	22	24	4	3	5	2	5	3	4	3	5	2	5	3	6	3	5	2	5	3	195155.64	70932.055	119746.72	13392.521	123028.45	39203.992	195155.64	70932.055	119746.72	13392.521	123028.45	39203.992	195155.64	70932.055	119746.72	13392.521	123028.45	39203.992	
sp|Q16643|DREB_HUMAN	Q16643	DREB_HUMAN	DBN1	649	27.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Drebrin	1	0.999	15	59	59	59	20	9	13	0	14	3	20	9	13	0	14	3	20	9	13	0	14	3	196526.88	40298.516	76180.766	5094.7417	88664.69	24386.365	196526.88	40298.516	76180.766	5094.7417	88664.69	24386.365	196526.88	40298.516	76180.766	5094.7417	88664.69	24386.365	
sp|Q32P28|P3H1_HUMAN	Q32P28	P3H1_HUMAN	P3H1	736	14.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prolyl 3-hydroxylase 1	1	0.999	10	33	32	33	12	5	6	0	7	3	11	5	6	0	7	3	12	5	6	0	7	3	154613.75	28448.576	59066.82	4158.3735	52312.03	15608.018	147868.52	40309.18	70201.89	4158.3735	36786.24	11077.374	154613.75	28448.576	59066.82	4158.3735	52312.03	15608.018	
sp|Q53EL6|PDCD4_HUMAN	Q53EL6	PDCD4_HUMAN	PDCD4	469	29.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Programmed cell death protein 4	1	0.999	11	36	36	36	13	6	7	0	7	3	13	6	7	0	7	3	13	6	7	0	7	3	161646.6	26706.848	54449.96	0	43566.69	7587.7515	161646.6	26706.848	54449.96	0	43566.69	7587.7515	161646.6	26706.848	54449.96	0	43566.69	7587.7515	
sp|Q5JSH3|WDR44_HUMAN	Q5JSH3	WDR44_HUMAN	WDR44	913	11.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 44	1	0.999	8	20	20	20	8	2	2	0	5	3	8	2	2	0	5	3	8	2	2	0	5	3	72474.81	8328.529	26668.39	0	14098.735	0	72474.81	8328.529	26668.39	0	14098.735	0	72474.81	8328.529	26668.39	0	14098.735	0	
sp|Q6NUK1|SCMC1_HUMAN	Q6NUK1	SCMC1_HUMAN	SLC25A24	477	13.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium-binding mitochondrial carrier protein SCaMC-1	1	0.999	7	25	25	25	7	3	8	0	4	3	7	3	8	0	4	3	7	3	8	0	4	3	158335.5	25069.475	54641.668	0	45388.414	13902.798	158335.5	25069.475	54641.668	0	45388.414	13902.798	158335.5	25069.475	54641.668	0	45388.414	13902.798	
sp|Q6P2Q9|PRP8_HUMAN	Q6P2Q9	PRP8_HUMAN	PRPF8	2335	19	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-processing-splicing factor 8	1	0.999	41	107	107	107	44	9	25	0	26	3	44	9	25	0	26	3	44	9	25	0	26	3	150655.19	28860.29	45959.17	0	42957.87	0	150655.19	28860.29	45959.17	0	42957.87	0	150655.19	28860.29	45959.17	0	42957.87	0	
sp|Q86V81|THOC4_HUMAN	Q86V81	THOC4_HUMAN	ALYREF	257	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	THO complex subunit 4	1	0.999	5	19	19	19	8	2	3	1	2	3	8	2	3	1	2	3	8	2	3	1	2	3	76919.32	9575.091	22346.807	0	12248.367	4546.5337	76919.32	9575.091	22346.807	0	12248.367	4546.5337	76919.32	9575.091	22346.807	0	12248.367	4546.5337	
sp|Q8IVF2|AHNK2_HUMAN	Q8IVF2	AHNK2_HUMAN	AHNAK2	5795	15.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein AHNAK2	1	0.999	22	52	52	52	31	4	9	0	5	3	31	4	9	0	5	3	31	4	9	0	5	3	222546.44	33041.07	58557.19	6863.729	69115.38	14993.715	222546.44	33041.07	58557.19	6863.729	69115.38	14993.715	222546.44	33041.07	58557.19	6863.729	69115.38	14993.715	
sp|Q8IYB3|SRRM1_HUMAN	Q8IYB3	SRRM1_HUMAN	SRRM1	904	2.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine repetitive matrix protein 1	1	0.999	2	12	12	12	3	2	2	0	2	3	3	2	2	0	2	3	3	2	2	0	2	3	109721.64	24037.121	30548.988	0	34924.918	5047.4355	109721.64	24037.121	30548.988	0	34924.918	5047.4355	109721.64	24037.121	30548.988	0	34924.918	5047.4355	
sp|Q8N163|CCAR2_HUMAN	Q8N163	CCAR2_HUMAN	CCAR2	923	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell cycle and apoptosis regulator protein 2	1	0.999	15	66	66	66	22	10	18	0	13	3	22	10	18	0	13	3	22	10	18	0	13	3	148397.88	30589.176	42645.992	0	50705.336	6174.3525	148397.88	30589.176	42645.992	0	50705.336	6174.3525	148397.88	30589.176	42645.992	0	50705.336	6174.3525	
sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	25.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX1	1	0.999	18	64	64	64	14	14	20	1	12	3	14	14	20	1	12	3	14	14	20	1	12	3	319337.25	81035.805	146016.28	18340.334	183842.1	23443.812	319337.25	81035.805	146016.28	18340.334	183842.1	23443.812	319337.25	81035.805	146016.28	18340.334	183842.1	23443.812	
sp|Q92734|TFG_HUMAN	Q92734	TFG_HUMAN	TFG	400	18.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein TFG	1	0.999	6	21	21	21	7	3	3	2	3	3	7	3	3	2	3	3	7	3	3	2	3	3	180837.38	42288.445	70943.91	12129.002	74406.17	21824.652	180837.38	42288.445	70943.91	12129.002	74406.17	21824.652	180837.38	42288.445	70943.91	12129.002	74406.17	21824.652	
sp|Q92747|ARC1A_HUMAN	Q92747	ARC1A_HUMAN	ARPC1A	370	8.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1A	1	0.9989	4	15	15	15	4	2	2	0	4	3	4	2	2	0	4	3	4	2	2	0	4	3	89062.25	16276.948	33877.445	0	33558.473	9117.379	89062.25	16276.948	33877.445	0	33558.473	9117.379	89062.25	16276.948	33877.445	0	33558.473	9117.379	
sp|Q92804|RBP56_HUMAN	Q92804	RBP56_HUMAN	TAF15	592	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	TATA-binding protein-associated factor 2N	1	0.999	7	26	26	48	9	4	8	0	5	0	9	4	8	0	5	0	12	7	14	2	10	3	94297.266	18999.803	33359.367	0	35684.6	6906.8643	94297.266	18999.803	33359.367	0	35684.6	6906.8643	427736.25	89390.516	159559.9	17245.246	143732.23	51599.74	
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	43.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36a-like	1	0.999	6	37	4	37	17	4	6	1	6	3	1	1	1	0	1	0	17	4	6	1	6	3	195119.83	63310.29	90906.484	13479.723	119834.836	24435.8	33565.918	11756.114	18352.738	6240.7246	29927.26	8770.879	195119.83	63310.29	90906.484	13479.723	119834.836	24435.8	
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	31.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A16	1	0.999	3	12	12	12	2	1	2	0	4	3	2	1	2	0	4	3	2	1	2	0	4	3	98665.266	21181.926	29519.51	0	32942.344	8254.546	98665.266	21181.926	29519.51	0	32942.344	8254.546	98665.266	21181.926	29519.51	0	32942.344	8254.546	
sp|Q96IX5|ATPMK_HUMAN	Q96IX5	ATPMK_HUMAN	ATP5MK	58	44.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase membrane subunit K, mitochondrial"	1	0.999	3	18	18	18	4	4	4	0	3	3	4	4	4	0	3	3	4	4	4	0	3	3	121527.516	19650.615	36522.766	0	30590.803	8730.4795	121527.516	19650.615	36522.766	0	30590.803	8730.4795	121527.516	19650.615	36522.766	0	30590.803	8730.4795	
sp|Q99436|PSB7_HUMAN	Q99436	PSB7_HUMAN	PSMB7	277	20.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-7	1	0.999	7	29	29	29	11	3	7	1	4	3	11	3	7	1	4	3	11	3	7	1	4	3	159290.98	47847.89	83277.914	16860.482	118973.766	27499.834	159290.98	47847.89	83277.914	16860.482	118973.766	27499.834	159290.98	47847.89	83277.914	16860.482	118973.766	27499.834	
sp|Q99848|EBP2_HUMAN	Q99848	EBP2_HUMAN	EBNA1BP2	306	32.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable rRNA-processing protein EBP2	1	0.999	10	34	34	34	13	4	6	0	8	3	13	4	6	0	8	3	13	4	6	0	8	3	144647.55	26655.19	54636.72	0	44833.586	18779.58	144647.55	26655.19	54636.72	0	44833.586	18779.58	144647.55	26655.19	54636.72	0	44833.586	18779.58	
sp|Q9BSJ8|ESYT1_HUMAN	Q9BSJ8	ESYT1_HUMAN	ESYT1	1104	8.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Extended synaptotagmin-1	1	0.999	9	24	24	24	7	5	7	0	2	3	7	5	7	0	2	3	7	5	7	0	2	3	138085.92	30856.166	58738.867	0	27304.582	17875.033	138085.92	30856.166	58738.867	0	27304.582	17875.033	138085.92	30856.166	58738.867	0	27304.582	17875.033	
sp|Q9BZE4|GTPB4_HUMAN	Q9BZE4	GTPB4_HUMAN	GTPBP4	634	12.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein 4	1	0.999	8	27	27	27	8	3	8	0	5	3	8	3	8	0	5	3	8	3	8	0	5	3	158533.94	38675.953	54363.125	0	41190.58	7637.3516	158533.94	38675.953	54363.125	0	41190.58	7637.3516	158533.94	38675.953	54363.125	0	41190.58	7637.3516	
sp|Q9H3K6|BOLA2_HUMAN	Q9H3K6	BOLA2_HUMAN	BOLA2B	86	58.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	BolA-like protein 2	1	0.999	5	21	21	21	7	4	4	0	3	3	7	4	4	0	3	3	7	4	4	0	3	3	120096.79	31620.664	55895.832	0	48479.945	9479.17	120096.79	31620.664	55895.832	0	48479.945	9479.17	120096.79	31620.664	55895.832	0	48479.945	9479.17	
sp|Q9H3P7|GCP60_HUMAN	Q9H3P7	GCP60_HUMAN	ACBD3	528	18.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi resident protein GCP60	1	0.999	7	23	23	23	10	3	4	0	3	3	10	3	4	0	3	3	10	3	4	0	3	3	81506.414	15680.957	29845.238	0	22661.412	2527.0566	81506.414	15680.957	29845.238	0	22661.412	2527.0566	81506.414	15680.957	29845.238	0	22661.412	2527.0566	
sp|Q9H4G4|GAPR1_HUMAN	Q9H4G4	GAPR1_HUMAN	GLIPR2	154	36.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi-associated plant pathogenesis-related protein 1	1	0.999	4	16	16	16	5	2	4	0	2	3	5	2	4	0	2	3	5	2	4	0	2	3	52783.38	9445.756	20310.752	0	19674.947	3290.3665	52783.38	9445.756	20310.752	0	19674.947	3290.3665	52783.38	9445.756	20310.752	0	19674.947	3290.3665	
