Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-07_4449.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-07_4462.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-07_4475.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-08_4450.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-08_4463.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-08_4476.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-09_4451.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-09_4464.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-09_4477.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-10_4452.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-10_4465.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-10_4478.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4453.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4466.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4479.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4454.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4467.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4480.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-01_4443.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-01_4456.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-01_4469.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-02_4444.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-02_4457.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-02_4470.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-03_4445.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-03_4458.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-03_4471.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-04_4446.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-04_4459.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-04_4472.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-05_4447.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-05_4460.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-05_4473.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-06_4448.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-06_4461.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-06_4474.d
Q9Y385	Q9Y385	UB2J1_HUMAN	UBE2J1	Ubiquitin-conjugating enzyme E2 J1	15947.3	16143.4	15986.3	15868.7	14684.1	16972	16286.4	14863.7	15943.9	9886.18	11863.8	11442.9	8871.57	11254.6	12117.7	9832.28	10872.2	12302	12376.8	13094.5	12737.2	14002	12729.8	12178.1	11274.7	12521.7	10779.4	11008.7	10912.1	10529.1	10425.2	10795.6	9410.09	9304.95	8826.31	10803.2
Q9Y388	Q9Y388	RBMX2_HUMAN	RBMX2	"RNA-binding motif protein, X-linked 2"				2347.85	4662.63		3100.69	4384.28	4179.88	8471.52	8185.04	8389.42		8896.06	7873.77	4840.49	6862.6	7710.94	3986.9	5369.86	5736.44	5435.88	5930.09	5023.07	6805.46	4978.41	6309.7	8242.2	11119	11663	8413.37	9799.09	10613.2		8611.64	9846.92
Q9Y394	Q9Y394	DHRS7_HUMAN	DHRS7	Dehydrogenase/reductase SDR family member 7	44403.3	42448.6	38456.5	48199.9	40901.7	30842.8	48255.9	45180.4	35372.8	41207.2	37601.7	34492.6	35388.3	34558.2	29713.7	35088.2	42293.5	25056.5	37859.4	31150.9	26134	32765	30118.4	25159.6	37949.3	30355.2	33668.1	32776.6	30419.7	28990.9	34569	34012.7	27966.7	20883.4	24936	18874.3
Q9Y399	Q9Y399	RT02_HUMAN	MRPS2	"28S ribosomal protein S2, mitochondrial"	22687.5	20090.5	19221.1	20985.9	20463.1	18795.9	26242.9	23645.2	22039.5	25380.1	29449.3	29489.9	31712.6	27744.6	28551.9	31189.9	29807.8	32645.9	25707.1	25513.6	23122.9	25967.6	24570.3	21988.9	25534.1	24619.4	26157.1	31590.2	29985	27420.7	37562.5	39022.7	35837.5	27684	31077.5	31919.3
Q9Y3A2	Q9Y3A2	UTP11_HUMAN	UTP11	Probable U3 small nucleolar RNA-associated protein 11	10792.1	9291.95	10444.5	10626	9762.08	8787.5	11516.2	9185.35	10787.6	21126.2	13730.3	11801.2	17133	10004.9	17169.7	11612.3	12722.2	14594.7	8944.31	11066.4	11269.7	9601.76	10344	9839.21	10514.3	10172.1	11156.2	13120.6	13894.5	11203.4	13822.5	12464.9	15087	9728.71	8047.91	9021.83
Q9Y3A3	Q9Y3A3	PHOCN_HUMAN	MOB4	MOB-like protein phocein	23923.6	34059	32962.3	29877.2	32157.6	36435.3	23915.1	31714.1	28901.3	20495.4	21850.5	35306.9	15896.1	18845.1	31220.7	19071.9	21867.4	35400.1	23760.8	26872.1	23553.7	25606	31356.3	26792	30530.9	30788.5	33485.7	22052.3	33998.1	37703.3	32825	32598.2	31956	36371.3	31156.6	34641.3
Q9Y3A4	Q9Y3A4	RRP7A_HUMAN	RRP7A	Ribosomal RNA-processing protein 7 homolog A	7027.81	8328.45	9384.93	7878.79	8252.48	9567.62	5861.95	7871.63	8747.02	7436.55	10101.3	11381.4	5139.18	5772.64	8087.36	5580.25	6646.25	7946.89	9076.86	10777.7	11062.5	10199.6	10088.9	10528	8920.75	10705.4	11707.5	7739.81	10254.3	10778.8	7802.08	9080.63	10818.2	3442.55	4960.42	5953.95
Q9Y3A5	Q9Y3A5	SBDS_HUMAN	SBDS	Ribosome maturation protein SBDS	54453.3	51702.1	40497.1	57273.5	53366.6	42375.7	67002	54477	44893.1	49922.5	50511.3	45946	47326.8	52360.6	49310.4	56828.8	52673.4	49652.8	49066.3	46550.1	32520.7	44862.9	40980.1	31672.8	49513.6	39558.9	34508.8	50447	40020.3	34141.7	53728.2	45152.7	34946.3	44396.2	44587.1	43063.6
Q9Y3A6	Q9Y3A6	TMED5_HUMAN	TMED5	Transmembrane emp24 domain-containing protein 5	108192	112882	74406.8	106072	111620	76069.3	100950	106259	88308.2	124134	151390	141140	103123	110453	108913	99727	108000	98969.1	79992.6	86646.8	64763.8	72626.7	83445	57945.9	97865.5	99871.7	72893.3	80694.5	91967.9	82542.2	84993.1	107272	87048.1	105620	116414	111777
Q9Y3B2	Q9Y3B2	EXOS1_HUMAN	EXOSC1	Exosome complex component CSL4	3650.56	4724.83	2250.54	4829.42	5751.77	2948.32	4766.53	5367.98	3539.52	4956.88	6558.8	7032.6	3507.44	5278.85	6390.54	5264.24	5505.68	6617.17	5272.76	6342.72	5076.75	5951.25	6941.06	5376.5	4690.5	5812.48	3102.68	5836.27	6057.68	3976.29	4710.43	5474.02	5953.4	3825.13	5783.47	6075.46
Q9Y3B3	Q9Y3B3	TMED7_HUMAN	TMED7	Transmembrane emp24 domain-containing protein 7	46121.6	48471.5	52446.6	52085.5	50506.9	49601.2	51149	44342.9	52136.5	40309.6	46243.6	46923.5	41914.7	56280.9	57448	49725.7	54312.5	53871.5	39071.3	44871.8	40603.7	35327.9	41125.8	41505.6	35605.2	38806.7	40697.3	27503.2	31800.7	31976.3	31782.1	38523.6	36745.1	35979	57604.1	55069.1
Q9Y3B4	Q9Y3B4	SF3B6_HUMAN	SF3B6	Splicing factor 3B subunit 6	20585	25266	22701.5	21613.5	24768.8	23146.7	19275.6	19679.6	21931.8	15354	17277.3	18768.3	12295	14753.2	9832.32	5832.38	11038.7	7520.88	30941.2	34424.5	28161.9	29894.5	31625	30522.9	35313.6	34122.8	32496.1	28476.2	30096.3	29021	23598.2	24780.4	21781.9	14191.4	14508.8	13141.6
Q9Y3B6	Q9Y3B6	EMC9_HUMAN	EMC9	ER membrane protein complex subunit 9	2323.57	2976.77	4882.61	2239.18	2570.33	4214.98	2817.38	2423.46	4323	1986.61	3977.55	3163.93	3126.7	4069.33	4952.48	6115.45	2490.13		2382.8	2022.52	2239.36		4099.34	2829.8	1643.5	2557.46	2656.23	2864.72	1297.58	3353.87	3340.14	2372.63	2310.79		1497.62	3215.56
Q9Y3B7	Q9Y3B7	RM11_HUMAN	MRPL11	"39S ribosomal protein L11, mitochondrial"	7961.74	7822.74	7980.55	10470.6	7962.58	7859.24	10254.1	8073.94	7448.16	13163.4	13362.7	10857.9	12523.1	10029.3	11230.5	13613.2	11875.1	10678.1	11069.2	8523.71	8396.62	10068.8	8665.06	9109.72	12434	8826.92	9204.48	17813.1	18100.7	15316	18625.8	18367.5	15033.4	17656.6	18221.8	16629.4
Q9Y3B8	Q9Y3B8	ORN_HUMAN	REXO2	"Oligoribonuclease, mitochondrial"								8138.34		30097.4	23785.3	23041	23260.4	24190.2	21212.3	40866.3	27515.6	17846.9	4952.51								1519.84	30658.2	26517.3	18379.1	30175	29637.1	24688.3	39243	32225.4	31132.8
Q9Y3B9	Q9Y3B9	RRP15_HUMAN	RRP15	RRP15-like protein	4683.61	4041.84	4051.04	7302.84	3952.91	3826.87	4847.37	4830.8	3712.38	11248.9	8370.12	9441.34	6907.99	7404.59	7030.41	6799.45	8690.2	8331.57	7593.48	7950.63	4885.21	6990.06	7131.42	4377.83	8093.25	5750.05	5157.28	7386.17	7574.58	5364.96	7640.72	6892.88	7617.22	8362.43	7636.01	8913.51
Q9Y3C0	Q9Y3C0	WASC3_HUMAN	WASHC3	WASH complex subunit 3	8716.97	6368.51	6961.7	8099.06	6360.41	8215.72	8972.1	7124.15	7677.83	12950.6	8673.46	6882.56	8313.22	7332.12	5881.09	9303.71	6486.97	6590.88	9491.81	6402.58	8583.85	6940.22	6228.26	9488.9	9564.4	7010.35	8326.92	9800.2	5314.58	7019.39	7144	8646.85	7170.92	9711.67	13101.2	7358.1
Q9Y3C1	Q9Y3C1	NOP16_HUMAN	NOP16	Nucleolar protein 16	6955.73	6072.44	4995.73	6891.77	5396.43	4382.58	8324.97	6406.36	6061.29	19795.3	15714.7	22349.9	12969.7	12708.5	19258.8	16562.2	13737.4	16887	5831.36	5511.01	5407.9	4932.3	5096.94	4689.37	6535.59	5833.25	5050.33	20482.7	17772.5	21802.6	20002.6	20988.3	22522	16088.1	16678.3	17849.9
Q9Y3C4	Q9Y3C4	TPRKB_HUMAN	TPRKB	EKC/KEOPS complex subunit TPRKB	4640.71	4793.99	5334.67	4610.08	4938.97	5143.78	5045.01	5395.1	6199.99	6274.76	5727.66	6369.86	7282.55	6726.79	4441.06	6086.13	6563.56	9693.59	2143.41	5321.25	4229.83	3756.82	4974.79	5063.47	5647.3	4654.86	4860.18	3287.14	5437.22	5445.5	6288.63	4845.43	4958.48	6620.79	5559.02	6643.92
Q9Y3C5	Q9Y3C5	RNF11_HUMAN	RNF11	RING finger protein 11			3081.88			2555.03			3002.99	3731.09	4683.17	6569.32	6648.89	6352.95	8267.71	6168.89	5509.45	7922.69		2778.46			3504.73	2500.98				5020.44	5816.02	6114.18	3506	5372.19	5982.83	3837.62	6415.73	7157.92
Q9Y3C6	Q9Y3C6	PPIL1_HUMAN	PPIL1	Peptidyl-prolyl cis-trans isomerase-like 1	23343.2	25658.3	23128.3	24580.5	26322	22381.8	18301.3	22828.9	21089.1	44168.7	48297.4	48622.9	27992	30847.5	32167.9	34542.3	31978	33854.6	14342.9	14842.9	13861.4	15866.4	15943.5	14640.3	15057.2	16507.3	16305.8	37893	39812.8	43137.1	39833.1	41648.4	49708.2	48730.5	54040.4	60055.5
Q9Y3C8	Q9Y3C8	UFC1_HUMAN	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1	7373.92	8980.94	7944.23	10172.9	8750.19	10771.7	8354.27	8377.15	9618.58	28702.5	31953.2	35273.4	26917	25986.3	30565.3	25986.1	27998.1	28117.4	9441.84	8900.52	8043.25	6723.26	8240.65	7684.03	9186.01	8007.71	8685.71	25166	31523.6	29313.1	21511	26400.9	28846.8	25546.5	26401.1	28607
Q9Y3D0	Q9Y3D0	CIA2B_HUMAN	CIAO2B	Cytosolic iron-sulfur assembly component 2B	17673.9	19928.9	18131.3	21741.6	18760.1	16726.8	18166.3	15941.1	18963	25998	24818.4	30886.5	16656	34792.7	30100	21656.8	22968.9	23919.9	14583.9	17607.5	17046	17939.3	17517.9	18366.3	20746	16063.4	17534.2	23473.6	24681.8	24236.9	20635.1	17530.3	19333.1	22885.4	26604.2	33758
Q9Y3D2	Q9Y3D2	MSRB2_HUMAN	MSRB2	"Methionine-R-sulfoxide reductase B2, mitochondrial"	2021.51									9490.48	6701.01	8282.91	14374.8	13288	14489.9	13670.5	15440.1	13769.4										6359.93	8327.6	7907.95	9604.2	9927.99	9235.09	10089.4	11564.8	12143.7
Q9Y3D3	Q9Y3D3	RT16_HUMAN	MRPS16	"28S ribosomal protein S16, mitochondrial"	21165.5	18658.8	15909.4	21622.5	20101	19240.3	22578.7	21576.7	22791.9	24037.5	23309.8	20142.6	20959.6	23400.9	18642.3	22379.1	20196.5	17298.1	34914.8	24874.6	26272.5	29839.7	28241.9	24205.4	32854	29277	24292.5	31279	23031.4	16897.7	25221.8	23675.1	17552.2	29882.4	20612.1	20465.3
Q9Y3D6	Q9Y3D6	FIS1_HUMAN	FIS1	Mitochondrial fission 1 protein	10074.9	6805.41	4983.28	9040.52	9741.63	9925.98	7288.89	6843.69	6169.81	14876.7	17226	14110	19116	18434.6	17175.9	19887.9	17926.8	11573	8111.57	5504.69	4862.28	5069.97	7222.93	4641.78	5541.89	5960.38		9816.63	12738.6	8790.28	14631.5	12842.3	16817	14986.2	14168.7	11675.2
Q9Y3D7	Q9Y3D7	TIM16_HUMAN	PAM16	Mitochondrial import inner membrane translocase subunit TIM16	12957	13940.4	8672.85	12900.7	11441.4	9199.26	15162.7	13048	7272.37	13420.3	13005.1	8535.61	13527	14133.3	11367.6	11601.3	13207.4	8788.19	12435.6	12915	9247.3	16295.9	11727.6	7883.14	14367.7	13872.6	8234.92	13537.6	12052.3	6661.08	14993.9	11598.6	6131.04	15120.6	14329.7	11523
Q9Y3D8	Q9Y3D8	KAD6_HUMAN	AK6	Adenylate kinase isoenzyme 6	10990.9		3242.28	9723.85	8299.52	6119.61	8279.01	7087.98	4439.32	17821.8	16189.6	17110.5	26392.6	31320.8	25824.5	25939.3	28368.1	25944.8	6741.11	5730.59	4844.42	10222.8	5691.44		7528.51	6021.94	4278.31	13917.3	8520.88	8679.14	10582.1	9277.18	8994.86	13942.9	16886.5	14512
Q9Y3D9	Q9Y3D9	RT23_HUMAN	MRPS23	"28S ribosomal protein S23, mitochondrial"	13227.2	13267.6	10089.8	12200	11847.6	10363.2	13372.5	15515	12335.1	25177	26655.3	27552.4	25372.5	27435.7	26701.1	27113	27513.6	27865.2	17317.6	18977.8	15182	17130.7	16074.7	14774.3	18727.8	18474.7	16773.5	25924.4	25470.6	24548.4	24032.9	27321.2	26785.7	21889.4	29528.4	30184.5
Q9Y3E0	Q9Y3E0	GOT1B_HUMAN	GOLT1B	Vesicle transport protein GOT1B	5923.44	5185.05	5227.04	5230.14	6393.33	4332.45	5746.49	5473.11	4157.3		1989.81	3336.29		2057.9					3722.13	4736.34	4396.07	5118.71	4022.84	4423.98	4050.12	3089.06	4005.45	1806.08								
Q9Y3E1	Q9Y3E1	HDGR3_HUMAN	HDGFL3	Hepatoma-derived growth factor-related protein 3				3508.18	2894.14				1930.14	8584.47	13447.4	11369.5	17323.8	16362.5	17787.5	17785.5	15372.6	15444.4										13263.7	10742.5	9775.7	16322.7	16584.1	12358.5	19311.7	20725.3	17163.7
Q9Y3E2	Q9Y3E2	BOLA1_HUMAN	BOLA1	BolA-like protein 1	3217.54	2584.51	3469.62	3137.79	3068.91	2124.18	3560.67	4071.46	3338.91	6656.2	5856.82	5664.71	5256.83	5095.18	5238.23	5149.37	5972.58	6018.72	3278.99	2678.88	2799.66		3000.68	2535.79	4212.13	1676.67	2924.91	4409.11	5203.62	4010.37	5286.27	4216.24	3683.79	7849.26	9030.31	5996.07
Q9Y3E5	Q9Y3E5	PTH2_HUMAN	PTRH2	"Peptidyl-tRNA hydrolase 2, mitochondrial"	23355.4	21671.3	23362.1	21234.5	21453.2	22396.8	23998.5	26443.4	21273.7	15015.2	15892.9	19382.2	13490.3	16756.7	17870.2	10096.2	14806.8	15961.9	15382.3	21715.7	23440.2	18535	20988.7	21461.6	21784.3	22891.9	20897.2	10628.5	16480.1	15417.8	14408.4	19568.6	13038.8	14867.7	16369.5	20943.2
Q9Y3E7	Q9Y3E7	CHMP3_HUMAN	CHMP3	Charged multivesicular body protein 3	12995.3	11300.3	10860.7	10862.2	14257.9	11835.5	13667.2	13209.4	9702.5	28237.5	24025.3	21547.1	18338.9	24619.8	15283.6	20230.3	20671.6	18376	10074.9	9678.29	7549.94	10297.2	11191	8934.15	8783.12	10874.7	8515.07	29732.4	26009.2	17998.8	26651.4	27629.3	17823.3	20709.2	25868	16085.4
Q9Y3F4	Q9Y3F4	STRAP_HUMAN	STRAP	Serine-threonine kinase receptor-associated protein	48324.6	49652.4	47097.5	51386.5	53791.9	49391.6	54311.9	53147.9	51681.6	82307.6	85161.6	84594.8	66894.8	66879.3	75453.4	73806.2	71446	70546.6	47075.9	44166.8	41262.8	47384.4	47788.7	41692.7	46812.5	48286.4	42996.8	84739.7	89414.1	87229.6	80641.3	85254.2	85138.6	95627.9	109064	107135
Q9Y3I0	Q9Y3I0	RTCB_HUMAN	RTCB	RNA-splicing ligase RtcB homolog	75161.3	72505.5	70162.5	74936.9	75258.5	72913.5	79821.5	85409.2	75608.4	114821	129319	131322	100756	109649	110032	94294.3	100010	111327	62144.4	61529.1	52959.1	64985.5	62544.8	59049.6	67302.6	66885.5	64786.4	115027	127408	113725	123234	130841	135932	90049.5	109395	117771
Q9Y3I1	Q9Y3I1	FBX7_HUMAN	FBXO7	F-box only protein 7	6458.6	6767.28	7480.07	8634.16	7537.67	7675.56	5613.38	8046.92	6552.79	7959.53	7177.6	6369.86	5203.16	5331.99	6471.29		8212.68	8115.87	6774.94	6514.2	7729.02	8000.54	7574.78	8228.85	8907.33	8270.07	8048.16	8285.51	9116.79	10014.9	6465.56	7848.42	6543.89	9270.95	8379.59	8493.95
Q9Y3L3	Q9Y3L3	3BP1_HUMAN	SH3BP1	SH3 domain-binding protein 1	18966.4	17237.3	18062.7	18956.7	18751.3	16557.4	18086.8	18482.1	16634.5	13867	12974.8	13542.6	15105.4	13195	12162.9	13449.6	11871.6	10839.8	17802.5	17902.2	17817.5	18912.6	17495.7	16709.3	18193.1	19200.2	17394.7	11363.6	11563.2	13062.1	12122.2	11592.7	11256.2	10863.9	11445.9	11021.4
Q9Y3L5	Q9Y3L5	RAP2C_HUMAN	RAP2C	Ras-related protein Rap-2c	11496.3	12676.9	14386.4	10537.4	12028.8	15388.1	10949.8	12977.2	14604.7	12892.3	12389.5	14622.7		8252.47	12326.7	14310		10213.3	14920.7	15352.9	16971.1	13997.3	16668.2	16612.9	13705.5	16242.8	16682.3	14282.9	15615.2	17432.1	18240.8	17806.3	20227.1	18007.6	18745.4	23929.4
Q9Y3M8	Q9Y3M8	STA13_HUMAN	STARD13	StAR-related lipid transfer protein 13	11723.2	10973	11653	10633.3	11704.7	11369.8	10299.1	11464.7	11192.6	10090.2	9639.49	10512.1	11940.8	8945.18	9663.74	9242.94	12225.8	10757.3	19186.3	18483.4	18323.4	18678.3	18594.9	19404.1	17734.6	18990.8	19403	11202	11639.9	11156.2	8984.81	10543.6	10265.4	9590.32	9339.72	8631.1
Q9Y3P4	Q9Y3P4	RHBD3_HUMAN	RHBDD3	Rhomboid domain-containing protein 3	6761.45	5073.76	8485.74	5162.93	8493.5	12823.7	5032.35	7061.94		4754.32	5363.87	3941.69		4695.64				7289.42	10100.6	6413.41	9090.76	8168.96	8319	7533.08	4684.21	4384.96	4303.11		4133.19	3325.41		3546.68	3025.08			
Q9Y3P9	Q9Y3P9	RBGP1_HUMAN	RABGAP1	Rab GTPase-activating protein 1	9958.36	11044.4	10536.1	10997.8	10414.4	10636.7	10708.3	11653	11080.1	9724.26	9904.26	10843.2	11019.3	10309.3	10019.3	9305.57	11174.2	10132.9	10336	9423.86	9974.4	9364.82	10054.5	10063.6	10812.7	11361.7	10606	9731.71	9771.43	10417.4	9759.09	10298.6	10394.2	10377.6	10986.6	10536.3
Q9Y3Q3	Q9Y3Q3	TMED3_HUMAN	TMED3	Transmembrane emp24 domain-containing protein 3	3790.9	4560.29	4280.04	4273.48	4533.97	4712.84	5999.35	7027.59	6387.22	6037.53	6780.34	4573.74	6292.52	7419.99	5311.52	6874.16	7377.81	5578.88	4655.87	3560.48	2707.45	2993.4	2706.22	3017.44	4776.42	4933.28	3966.98	3921.92	2573.37	3880.49	3296.62	3323.46	3634.93	3819.38	4886.16	2972.59
Q9Y3Q8	Q9Y3Q8	T22D4_HUMAN	TSC22D4	TSC22 domain family protein 4	5169.95	6728.27	7131.22	6058.56	7511.05	6671.97	6283.18	6156.96	6388.69	7177.97	8861.16	9511.37	7578.71	6544.91	6844.15	8755.27	8462.36	7370.22	5341.53	6021.02	6787.83	6538.26	5837.65	7494.5	6012.97	6354.5	6413.77	4739.39	5112.68	4942.77	3061.37	5324.06	5829.85	4499.43	5390.47	6070.62
Q9Y3R5	Q9Y3R5	DOP2_HUMAN	DOP1B	Protein dopey-2	12866.8	13475.4	12789.6	12242.2	12880	13516.2	13751.2	13124.8	13019.7	8598.93	11809.9	10594.5	10228.5	10278	11007.2	20570.9	10420.6	10716.4	13294.7	13588.2	13842.8	12590.6	12613.7	12839.2	12796.5	12730.3	14080.6	9827.58	11735.8	12831.5	10756.8	11180.1	11737.9	9897.38	10853.9	11288.3
Q9Y3S2	Q9Y3S2	ZN330_HUMAN	ZNF330	Zinc finger protein 330							1426.78	1094.51	2242.05		3374.31	5582.78	4393.96	6822.43	8568.6	3869.42	6031.44	8671.91				3112.44		1783.76			1613.66	4666.3	5730.36	5750.43	3747.46	5850.34	7372.44	4178.4	6030.71	7813.86
Q9Y3T6	Q9Y3T6	R3HC1_HUMAN	R3HCC1	R3H and coiled-coil domain-containing protein 1	10518.5	7547.11	10421	10727.6	9834.02	7668.29	10926.2	10266.3	10918.4	8300.18	7324.23	8324.75	15674.5	10074.1	8109.07	11860.8	10507.9	10891.5	10888.3	8585.3	9173.52	9117.19	7057.95	7353.22	9334.44	6753.74	7879.49	7346.32	8826.28	9623.66	9921.13	8437.41	9206.06	11255.6	12994.5	12475
Q9Y3T9	Q9Y3T9	NOC2L_HUMAN	NOC2L	Nucleolar complex protein 2 homolog	18496.8	20695.6	16808.9	21237	22261.2	21078	19250.6	23098.1	19914	20667.5	23073.9	24245.9	17608.6	20939.2	21585.8	20805.2	19511.9	21050.5	22550.3	20358.5	17208.9	19182.9	19037.5	14725	19386.5	20432	16051.8	17035	18384.8	16253.9	17819.9	18430.6	19377.1	9834.62	12700.5	13060.2
Q9Y3U8	Q9Y3U8	RL36_HUMAN	RPL36	60S ribosomal protein L36	74354.2	82648.4	66373.6	68888.8	70047.6	50446.2	54894.8	69363.9	54258	162581	163981	176483	143709	141367	157863	146804	148404	146230	75091.5	84757.8	51998.7	79195.8	77969.3	61780.3	74751.2	74285.6	64361.1	217865	233453	202356	267621	299646	291885	264409	319348	337716
Q9Y3X0	Q9Y3X0	CCDC9_HUMAN	CCDC9	Coiled-coil domain-containing protein 9	4598.43	3705.53	4045.1	4491.55	3428.46	4937.93	5847.47	4222.49	2982.05	11387.5	13600.2	13014.6	14565.6	16916	16459.4	15845.9	17345	15893.4	6907.16	3463.04	4095.13		2772.31	3614.79	3588.06	3240.99	3772.08	8701.24	11388.3	10466.1	13491.1	13883.6	11952.5	17475.4	21551.1	20148.3
Q9Y3Y2	Q9Y3Y2	CHTOP_HUMAN	CHTOP	Chromatin target of PRMT1 protein	6689.26	8826.08	8916.17	4310.97	6926.35	8271.04	6126.05	7106.07	6709.69	13953.4	19218.2	22747.9	7586.48	10896.2	12347.9	9086.02	10811.3	14000.8	8251.35	11014.2	11471.3	7012.21	9096.34	10430	8810.27	9473.87	11084.7	17773.5	26813.9	30386.6	16053.6	23377	25706.8	8545.63	12062.4	15103.3
