Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-99_3554.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-100_3555.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-101_3557.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-102_3558.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-103_3559.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-113_3560.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-114_3562.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-115_3563.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-53_3542.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-54_3543.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-57_3545.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-58_3546.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-59_3549.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-60_3550.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-61_3567.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-62_3568.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-63_3569.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-64_3570.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-47_3534.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-50_3535.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-51_3537.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-10-2024_Slot1-52_3538.d
O95758	O95758;X6R242	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3		130.573	467.492	188.948										214.775								
O95793	O95793;Q5JW28;Q5JW30	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1									115.031	133.135		72.7104		55.2465								
O95801	O95801	TTC4_HUMAN	TTC4	Tetratricopeptide repeat protein 4										112.422				66.6122								
O95968	O95968	SG1D1_HUMAN	SCGB1D1	Secretoglobin family 1D member 1														58.6485				630.342		503.691	394.957	
O96005	O96005;K7EQQ1	CLPT1_HUMAN	CLPTM1	Putative lipid scramblase CLPTM1											95.477											
O96013	O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4												129.448		126.356					77.2613			
P00374	P00374;B4DM58	DYR_HUMAN	DHFR	Dihydrofolate reductase											345.114	238.816		156.244								
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a														33.9704					176.262			
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C						270.763				173.971	177.053	102.626							78.1894	441.567	350.504	
P01036	P01036	CYTS_HUMAN	CST4	Cystatin-S									128.186		122.557	234.28		45.1596	373.141			488.51		399.52	290.452	
P01593;P01594	P01593;P01594	KV133_HUMAN;KVD33_HUMAN	IGKV1-33;IGKV1D-33	Immunoglobulin kappa variable 1D-33										289.895				67.0428				628.838		502.131		
P02649	P02649	APOE_HUMAN	APOE	Apolipoprotein E		60.246								94.2258	158.947				806.478				142.523	573.896	560.814	
P02679	P02679;C9JC84;C9JEU5	FIBG_HUMAN	FGG	Fibrinogen gamma chain	11747.6				3520.59		10829.9													188.091	115.977	
P02743	P02743	SAMP_HUMAN	APCS	Serum amyloid P-component										179.122		144.026								259.679	446.149	
P02763	P02763	A1AG1_HUMAN	ORM1	Alpha-1-acid glycoprotein 1										134.217		68.7897								32.5041	467.466	
P02794	P02794;G3V192;G3V1D1	FRIH_HUMAN	FTH1	Ferritin heavy chain																				344.739		
P04150	P04150;A0A494C0P1;D6RDA9;Q3MSN4	GCR_HUMAN	NR3C1	Glucocorticoid receptor									24.9031			139.102		90.2139					105.954			
P04279	P04279	SEMG1_HUMAN	SEMG1	Semenogelin-1										126.113									279.529	460.898	1154.75	
P04818	P04818	TYSY_HUMAN	TYMS	Thymidylate synthase			119.541			546.738			298.805	390.595				358.465					177.53			
P05114	P05114;A6NEL0;A6NL93	HMGN1_HUMAN	HMGN1	Non-histone chromosomal protein HMG-14		154.376									39.8196	312.768		105.97					255.411			
P05181	P05181	CP2E1_HUMAN	CYP2E1	Cytochrome P450 2E1														127.793								
P06280	P06280;A0A3B3IUC4;A0A6Q8PFA9;A0A6Q8PGG0;A0A6Q8PHD1;A0A6Q8PHM8	AGAL_HUMAN	GLA	Alpha-galactosidase A																			122.583			
P06756	P06756;A0A8V8TKF7;A0A8V8TKG0;A0A8V8TKI2;A0A8V8TKT8;A0A8V8TKU8;A0A8V8TLN8;A0A8V8TLW4;A0A8V8TLW9	ITAV_HUMAN	ITGAV	Integrin alpha-V				458.002		550.132			240.783	815.85	246.574	115.705		80.6153	354.084				224.521	519.251		613.327
P06865	P06865;H3BP20;H3BS10;A0A804HIC8;A0A804HIQ5;A0A804HIU3;A0A804HKX5;A0A804HLJ5;H3BTD4;H3BU85	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha										119.417		340.413		105.703					144.458			
P07199	P07199	CENPB_HUMAN	CENPB	Major centromere autoantigen B														78.123								
P07203	P07203;A0A2R8Y6B6;A0A994J430;A0A994J4K6;A0A994J4L4;A0A994J702;A0A994J707	GPX1_HUMAN	GPX1	Glutathione peroxidase 1		178.738		327.913					231.301	453.481		339.255		339.667					197.71	106.784		
P08236	P08236;A0A2R8Y891;F8VZH2	BGLR_HUMAN	GUSB	Beta-glucuronidase										1551.28	49.069			39.755						10.0254		
P08240	P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha		151.317							119.869					101.565					36.5376			
P08243	P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]				305.773							204.111			232.751								
P08311	P08311	CATG_HUMAN	CTSG	Cathepsin G										237.663	301.75	139.212			936.107			306.698		308.316	1171.71	
P08519	P08519;Q5JPU2	APOA_HUMAN	LPA	Apolipoprotein(a)														114.042					177.538			
P08648	P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5											218.044	191.108		49.4277					196.371			814.159
P08708	P08708;H3BNC9	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17		304.631							405.992	328.979	363.888	422.985		182.819					347.751			
P09012	P09012;M0QXK2;M0R221;M0R2B8;M0QZG7;M0R268	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A		300.644	190.889	584.673		535.004			305.49			279.073		423.777								515.246
P09132	P09132;A0A087WYR0	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein		203.181	184.122	122.703					111.659			268.553		224.184					232.735			
P09234	P09234;A0A0A0MRR7	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C									110.052	456.613	306.799	444.852		182.9					213.325			
P09417	P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase				179.707							118.262	64.8351		148.47	416.756				139.589			
P09972	P09972;A8MVZ9;C9J8F3;J3KSV6;J3QKP5;K7EKH5	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C		429.274	1979.87	562.752		2814.1			232.516	366.711	1044.37	560.484		256.723					472.146	484.936		
P10619	P10619;A0A7I2V4K5;X6R5C5;X6R8A1	PPGB_HUMAN	CTSA	Lysosomal protective protein		151.483							150.341	347.214	380.505	156.113		108.888		502.315			220.553	502.635		845.57
P11047	P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1		570.977	1778.08	811.168		822.977			721.951	598.888	474.024	417.891		571.666					556.61			1303.57
P11161	P11161;A0A6Q8PFI8	EGR2_HUMAN	EGR2	E3 SUMO-protein ligase EGR2		764.939	2190.86	695.149					654.65	644.17	2009.75	702.899		677.326			3426.85	454.292	575.282	210.282		1011.76
P11309;Q5T4T6	P11309;Q5T4T6;A0A7P0T8G6;A0A7P0T932;A0A7P0TB55;F6YB23	PIM1_HUMAN;SYC2L_HUMAN	PIM1;SYCP2L	Serine/threonine-protein kinase pim-1		175.863	296.648	272.237					703.959	806.491	370.142	166.118		189.764					142.328	243.355		876.914
P11388	P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha									226.694	236.865	229.574			116.754								
P12034	P12034	FGF5_HUMAN	FGF5	Fibroblast growth factor 5																			2082.33			
P12111	P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain		282.178	1512.95	923.118	1413.37	391.306			1315.52	2207.36	678.07	479.419		988.88	257.892				527.846			490.59
P12524	P12524;C9J6W7;C9JSQ1;C9JT96;F8WCN3	MYCL_HUMAN	MYCL	Protein L-Myc															902.568				143.735	252.236	405.173	
P13569	P13569;A0A8V8TPV6;A0A3B3ITW5;A0A8I5KVV2;A0A8V8TNH2;A0A8V8TNN0;E7EPB6;A0A3B3ITW0;A0A8I5KXQ9;H0Y8A9	CFTR_HUMAN	CFTR	Cystic fibrosis transmembrane conductance regulator										144.497				49.0688								
P13612	P13612;E7EP60	ITA4_HUMAN	ITGA4	Integrin alpha-4														240.92								
P13716	P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase											459.723								30.0724	101.582		
P13984	P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2				352.569							137.169	303.665		139.296								
P13994	P13994;A0A7I2V2U6;A0A7I2V482;B9A061	YJU2B_HUMAN	YJU2B	Probable splicing factor YJU2B		62.6371	380.495						164.977	308.916	218.274	211.515		195.259								
P14209	P14209;A0A096LP69	CD99_HUMAN	CD99	CD99 antigen		348.976	513.523	608.899					105.24		207.909			222.806					411.977			
P15153	P15153;B1AH77;B1AH78;B1AH80	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2						465.043			81.6077	279.147		79.4986			641.357	651.137				391.823	330.717	
P15586	P15586;F6S8M0;H7C3P4;H0YFA9	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase		468.616		425.454	284.575				173.406		220.521	305.058		338.345					348.025	174.197	989.921	506.101
P16278	P16278;E7EQ29;Q6UWU2	BGAL_HUMAN	GLB1	Beta-galactosidase										180.799				195.617					357.412			
P17252	P17252;J3KRN5	KPCA_HUMAN	PRKCA	Protein kinase C alpha type		206.074								108.366				79.0847						123.75		
P17405	P17405;E9PQT3;G3V1E1;H0YEP5	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase														40.6206								
P17612	P17612;P22694;A0A087WVC4;A0A7I2V5J4;A0A8V8TL59	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha									76.2216	81.6254		186.653		64.797					28.8308			
P18031	P18031;B4DSN5	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1									79.3121	224.839	124.818			129.591					75.9567			
P18583	P18583;H7C1M2	SON_HUMAN	SON	Protein SON			1013.55	104.371					235.138		269.698	313.375		104.859						44.8319		
P19113	P19113	DCHS_HUMAN	HDC	Histidine decarboxylase		170.389												62.6425								
P19387	P19387;A0A087WVZ9;A0A087WWW8;A0A0A0MQR7;A0A087WVN2	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3														49.6274					109.385			
P19397	P19397;E7EPS8	CD53_HUMAN	CD53	Leukocyte surface antigen CD53		128.128		335.758							273.319	135.125		184.592					73.3255	144.965		719.44
P19784	P19784;H3BNI9	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'		95.8172												433.598					460.322		213.742	
P19823	P19823;Q5T985;Q5T987	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2									224.849	1876.46		214.243							194.882	2238.78	1823.33	
P20061	P20061	TCO1_HUMAN	TCN1	Transcobalamin-1									173.766									698.357	257.652	415.499		
P21399	P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase									172.998					25.9244					50.012	110.733		
P21860	P21860;A0A087WWM6;A0A087WXP3	ERBB3_HUMAN	ERBB3	Receptor tyrosine-protein kinase erbB-3		339.743							92.1202			265.01		77.4898					141.209			658.495
P21980	P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2																				343.704		
P22004	P22004	BMP6_HUMAN	BMP6	Bone morphogenetic protein 6														69.199								
P22059	P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1		294.179		411.242					179.673	393.033	473.939	316.636		224.859	498.803				214.983			
P22735	P22735;H0YLT9	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K										265.798	477.348					244.749	606.53		1639.76	395.956		496.935
P23921	P23921;E9PL69	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit		69.399								238.946		194.214		111.867					142.621			
P24557	P24557;A0A498U6I9;C9JS68	THAS_HUMAN	TBXAS1	Thromboxane-A synthase														41.3403								
P24821	P24821;A0A994J4S6;A0A994J7C1;A0A994J7R0;E9PC84;F5H7V9;H0YGZ3;J3QSU6	TENA_HUMAN	TNC	Tenascin									960.477					196.276	857.791		937.886		154.172			
P24844	P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9		516.095										622.378								234.715		
P24941	P24941;E7ESI2;G3V5T9	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2														146.843					110.246			
P26006	P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3				105.936	317.116				85.4973		42.3825			71.8948					114.091			
P27448;Q7KZI7	P27448;Q7KZI7;E7ETY4;E9PC69;A0A0A0MRU9;A0A7I2V2E3;A0A7I2V2N8;A0A7I2V2U9;A0A7I2V3B9;A0A7I2V3I9;A0A7I2V409;A0A7I2V4G7;A0A7I2V4K8;A0A7I2V4L1;A0A7I2V549;A0A7I2V5G3;A0A7I2V602;A0A7I2V639;A0A7I2YQF4;A0A7I2YQF7;A0A7I2YQR3;H0YJI9;H0YKP9;H0YNV4;J3KNR0;A0A7I2V2I9;A0A7I2V3C6;A0A7I2V3K2;A0A7I2V3P5;A0A7I2V3R3;A0A7I2V4T2;F5H4F6	MARK2_HUMAN;MARK3_HUMAN	MARK2;MARK3	MAP/microtubule affinity-regulating kinase 3														34.8696								
P27707	P27707;D6RCP9;D6RFG8	DCK_HUMAN	DCK	Deoxycytidine kinase		214.318												88.4204								
P28340	P28340;A0A087WYJ2;A0A2R8Y705;M0R2B7;A0A2R8Y7K6;M0QZR8	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit		129.027										209.595		104.894								
P29034	P29034;R4GN49	S10A2_HUMAN	S100A2	Protein S100-A2						233.054			148.364									384.717	233.06	243.865	992.737	
P29320;P54756	P29320;P54756;P54764;C9JXA2;E9PG71;B7ZKJ3;B7ZKW7;F8VP57;F8W9W0	EPHA3_HUMAN;EPHA5_HUMAN	EPHA3;EPHA5	Ephrin type-A receptor 3						175.913								36.8253								
P29353	P29353;H0Y539;X6R6D0	SHC1_HUMAN	SHC1	SHC-transforming protein 1														72.4352								
P29466	P29466;A0A8Q3SI00;A0A8Q3SI67;A0A8Q3SIY2;B4DVD8;G3V169;H0YEC7	CASP1_HUMAN	CASP1	Caspase-1		539.891		317.629		1566.59			169.819			272.807		312.602					116.256	430.219		
P29536;Q6XD76	P29536;Q6XD76;A0A1B0GUW5;C9J9B2;C9JIJ9;E7EPF2;E7ETU5	ASCL4_HUMAN;LMOD1_HUMAN	ASCL4;LMOD1	Leiomodin-1									57.9948					44.5752								
P29728	P08519;P29728;Q5JPU2	OAS2_HUMAN	OAS2	2'-5'-oligoadenylate synthase 2														147.925								
P30260	P30260;G5EA36;F6QPS0;I3L2Z8;I3L3H6	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog														60.752					68.8769			
P30519	P30519;A0A087WT44;I3L159;I3L1F5;I3L1Y2	HMOX2_HUMAN	HMOX2	Heme oxygenase 2		78.4447							125.587	106.432	157.472	81.7156		30.9082					126.535			
P30533	P30533;A0A3B3IRQ7	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein		167.492												191.394								
P30876	P30876;C9J2Y9;C9J4M6	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2														39.3629								
P31350	P31350;A0A286YFD6;A0A7P0SBL1	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2										196.124				256.294						650.186		
P31689	P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1				281.669					554.187			266.708		113.437					389.264	249.722		
P33241	P33241	LSP1_HUMAN	LSP1	Lymphocyte-specific protein 1										685.244	153.305	144.884			258.682				430.246	421.773		
P33527	P33527;A0A0A0MS99;A0A7I2V2E0;A0A7I2V4C6;I3L4X2	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1				206.971		421.442								178.479								162.938
P34949	P34949;F5GX71;H3BPB8	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase														83.9382					115.815			
P35030	P35030;A0A7P0MNE9	TRY3_HUMAN	PRSS3	Trypsin-3	739.882	130.815	99.3447	267.708			697.605		198.613		262.582					1040.23	798.932	885.343		374.002	621.556	193.368
P35221	P35221;G3XAK1	CTNA1_HUMAN	CTNNA1	Catenin alpha-1									171.325	333.654		123.688		143.212					181.011	330.263	257.539	265.369
P35244	P35244;B5MC59	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit		144.571		77.339	445.745				253.184		141.814	376.679		207.888					217.277			
P35249	P35249;C9JZI1;C9J8M3;C9JXZ7	RFC4_HUMAN	RFC4	Replication factor C subunit 4											315.608	178.463		171.595								
P35251	P35251;H0Y8U4	RFC1_HUMAN	RFC1	Replication factor C subunit 1														58.7744								
P35269	P35269;M0QXD6;M0R0R9;M0R0Z3	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1									146.551		53.2287			83.3976								
P35520	P35520	CBS_HUMAN	CBS	Cystathionine beta-synthase														70.329								
P35573	P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme									90.4291											424.674		
P35580	P35580;A0A8I5KZ38	MYH10_HUMAN	MYH10	Myosin-10									96.0426					273.381								
P35610	P35610;B1APM4	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1												127.912		211.011								
P35611	P35611;A0A804HL01;H0Y9H2;E7ENY0;E7EV99	ADDA_HUMAN	ADD1	Alpha-adducin						409.448								39.5042					247.478			67.7684
P35658	P35658;A0A494C1F2;A0A8Q3SHZ4;A0A8Q3WLX1;H0YF36	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214														66.0609								
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1									219.194		570.94								227.048	260.471	164.024	
P36404	P36404;V9GYD0	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2											189.568			104.967								
P36969	P36969;K7ENB4;K7ERP4;R4GNE4;A0A087X247;K7EJ20;K7EKX7	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase										136.818	127.409	289.6		131.157					88.7075			
P40123	P40123;B7Z385;E9PDI2	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2														60.0327								
P40306	P40306;J3QL48;J3QQN1	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10											245.196			113.055								
P40424;P40426	P40424;P40426;Q5JS98;H0YLB0;H0YLF5;A0A8V8TPF7;H0Y5D0;H0YKH1;H0YLD4;H0YLT4;U3KQA2	PBX1_HUMAN;PBX3_HUMAN	PBX1;PBX3	Pre-B-cell leukemia transcription factor 1																			298.845			
P40937	P40937;E9PEP3;F5H5S0	RFC5_HUMAN	RFC5	Replication factor C subunit 5			1203.71									86.512		96.4637					105.242			
P41218	P41218	MNDA_HUMAN	MNDA	Myeloid cell nuclear differentiation antigen									283.759	613.605	256.938	271.809		29.6291	838.683			678.104	374.878	1438.37	827.823	
P41226	P41226	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7														73.1537								
P41227	P41227;Q9BSU3;A8MWP7;F8W808	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10		340.255		379.84					241.111		269.13	386.978		213.33					254.611	279.105		
P41240	P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK		107.65		123.929		201.931						162.714		140.328					120.987	393.231		
P42229;P51692	P42229;P51692;A0A7I2V380;A0A7I2YQF1;A0A7I2YQY3;A0A8V8TM84;A0A8V8TMP4;A0A8V8TMR0;A0A8V8TP00;A0A8V8TP16;A0A8V8TP21;K7EIF9;K7EK35;A0A8V8TM91	STA5A_HUMAN;STA5B_HUMAN	STAT5A;STAT5B	Signal transducer and activator of transcription 5A									83.0486					71.5752						297.207		
P42345	P42345;A0A8V8TRG9;A0A8V8TQN3	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR														74.2322					82.2345			
P42357	P42357	HUTH_HUMAN	HAL	Histidine ammonia-lyase									243.592		1949.73	178.134						272.695	398.03	224.38		
P42677;Q71UM5	P42677;Q71UM5;C9JLI6;H0YMV8	RS27L_HUMAN;RS27_HUMAN	RPS27;RPS27L	Small ribosomal subunit protein eS27									181.053													
P42773	P42773	CDN2C_HUMAN	CDKN2C	Cyclin-dependent kinase 4 inhibitor C		258.262				316.185								91.8518								
P42892	P42892;A0A3B3ISF9;B4DKB2	ECE1_HUMAN	ECE1	Endothelin-converting enzyme 1											73.7652								63.7703	133.811		
P43246	P43246;A0A2R8Y6P0;A0A2R8YFH0;A0A2R8YG02;E9PHA6;A0A2R8Y7S8	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2		173.074							324.493		75.2797	169.948		136.837					124.064			
P45877	P45877	PPIC_HUMAN	PPIC	Peptidyl-prolyl cis-trans isomerase C						366.152				180.284		162.25		358.465					117.508			546.132
P46937	P46937;H0YCI3	YAP1_HUMAN	YAP1	Transcriptional coactivator YAP1														57.4668								
P47712	P47712	PA24A_HUMAN	PLA2G4A	Cytosolic phospholipase A2											104.098								95.8864	154.395		
P48556	P48556;A0A8V8TPK1;A0A8V8TQ44;A0A8V8TR48;K7EJC1;K7EJR3;R4GMR5	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8				457.204						513.565		430.961		347.677					90.074			
P48681	P48681	NEST_HUMAN	NES	Nestin		228.653	634.309	374.93		501.388			507.785	406.962	350.808	207.247		271.214					403.786	368.046		699.615
P48729	P48729;Q8N752;A0A5F9W493;U3KPX3;A0A590UJ43;D6REM4;E7ETM0	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha														200.409					131.985			
P48730	P48730;H0YL11	KC1D_HUMAN	CSNK1D	Casein kinase I isoform delta		81.4025	761.863	108.704		614.27			150.37	727.978	271.962	195.072		364.235					241.367			
P49366	P49366;A0A3B3IU31;B4E3M2;M0QX43;M0R253;Q5J8M5	DHYS_HUMAN	DHPS	Deoxyhypusine synthase										1543.68		512.618		352.111				2188.14			2304.2	1961.58
P49406	P49406;A0A0A0MRF4;S4R3W9	RM19_HUMAN	MRPL19	Large ribosomal subunit protein bL19m											97.4591			120.785					106.638			203.819
P49418	P49418	AMPH_HUMAN	AMPH	Amphiphysin		75.8729				283.575								54.5353								
P49441	P49441;B8ZZF6;C9J128;C9J173;C9J2Z6;E7ENF2;E7ET59;E7EUX4	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase									171.262			54.3391		7.90849								
P49459	P49459;A0A8Q3SIL6;A0A0D9SEZ6;A0A0D9SG71;A0A0R4J2E5	UBE2A_HUMAN	UBE2A	Ubiquitin-conjugating enzyme E2 A						213.455			179.676		187.165	190.172		150.62								
P49756	P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25				429.278					335.209	2715.04		781.153		264.505					224.087			861.767
P49792	P49792;A0A8V8TL79;F8WBP7	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2				208.442					135.522	578.917	114.908	206.475		96.3038					96.2353			1471.57
P49902	P49902;Q5T5U6;Q5T5U7	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase		203.118	68.0811	615.894					62.5911		307.821	105.908		188.567								
P49959	P49959;F8W7U8	MRE11_HUMAN	MRE11	Double-strand break repair protein MRE11														167.047								
P50281	P50281;A0A7P0TAG0	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14				246.598		1291.65			240.088		377.36	308.958		341.564					184.519	228.273		579.608
P50406	P50406	5HT6R_HUMAN	HTR6	5-hydroxytryptamine receptor 6		327.168	725.513	465.035		260.12			279.469	353.057	253.946	249.843		266.316					293.37	131.758		189.033
P50895	P50895;A0A087WXM8;K7ENU8;K7ERB7	BCAM_HUMAN	BCAM	Basal cell adhesion molecule														88.072								
P50897	P50897;A0A286YFF7;A0A2C9F2P4;E9PIA8;E9PSE5	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1						140.279					138.679	179.125		232.948								
P51003	P51003;G3XAH6	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha														46.3724								
P51116	P51116;A0A994J7P9	FXR2_HUMAN	FXR2	RNA-binding protein FXR2														55.7193								
P51153	P51153;A0A087WWB1	RAB13_HUMAN	RAB13	Ras-related protein Rab-13		146.609				417.466			86.7825		155.329			188.825					122.49	150.147		
P51610	P51610;A6NEM2	HCFC1_HUMAN	HCFC1	Host cell factor 1		140.232		117.976	329.252						2423.78	1772.15		300.569					283.005			213.297
P51857	P51857	AK1D1_HUMAN	AKR1D1	Aldo-keto reductase family 1 member D1				286.695						545.928	232.737			436.235								
P52429	P52429;C9JLT8	DGKE_HUMAN	DGKE	Diacylglycerol kinase epsilon														37.5654								
P52566	P52566;F5H2R5;F5H3P3;F5H6Q0;H0YGX7	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2									95.1245	379.357	97.8771	176.456							154.305	613.342		
P52594	P52594;B8ZZY2;C9J2I0	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1				351.399					54.1821					99.0774								
P52701	P52701;A0A494C0M1;A0A8V8TQJ0;A0A8V8TQW9	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6		147.517							159.828			290.84		99.1272					39.5972			
P52732	P52732;A0A7I2V3A9;A0A7I2V3V3;A0A7I2YQY4	KIF11_HUMAN	KIF11	Kinesin-like protein KIF11									443.339					329.478						241.175		
P52735	P52735	VAV2_HUMAN	VAV2	Guanine nucleotide exchange factor VAV2		230.046		569.214							303.588	983.652		517.053					405.013		50.2818	
P53041	P53041;H0YDU8	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5		56.0147	412.793			197.661			236.662	242.069	192.199	89.697		129.912					147.585	262.909		96.1964
P53367	P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1									184.517			208.321		70.4441					122.503			
