Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-07_9785.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-08_9786.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-09_9787.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-10_9788.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-11_9789.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-12_9790.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-13_9795.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-14_9796.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-15_9797.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-16_9798.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-17_9799.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-18_9800.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-19_9805.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-20_9806.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-21_9807.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-22_9808.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-23_9809.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-24_9810.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-25_9815.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-26_9816.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-27_9817.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-28_9818.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-29_9819.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-30_9820.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-01_9780.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-02_9775.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-03_9776.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-04_9777.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-05_9778.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-06_9779.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-31_9825.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-32_9826.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-33_9827.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-34_9828.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-35_9829.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-36_9830.d
Q6P7R8	Q6P7R8	DHB12_RAT	Hsd17b12	Very-long-chain 3-oxoacyl-CoA reductase	18501.2	16204.6	16461	15959.7	14911.3	15907.6	15444.1	14014	12814.2	18948.5	12317.2	20122.5	18258.8	16532.7	15018.8	17415.4	17237.6	15733.3	18619	20683.3	19513.8	18836.7	17593.2	17642.3	10104.5	11894.3	13045.2	11602.7	12034.1	13401.5	13729	14840.5	13850.5	13992.3	15268.2	13156.1
Q6P7S1	Q6P7S1	ASAH1_RAT	Asah1	Acid ceramidase	20759.2	19867.5	20246.7	19770.4	17990.5	20499.2	20607.4	22217.4	22714.3	18101.9	20767.1	19059.5	26285.3	24432.4	27465.4	26233.8	22755.2	26654.7	27430.3	26652.1	26773.3	27286.2	25778.8	24820	29433.4	27032.8	28282.8	27517.8	25507.5	29701.8	49166.3	51388.9	52293.1	55270	49430	54003.7
Q6P9T8	P69897;A6KQR9;Q6P9T8	TBB4B_RAT	Tubb4b	Tubulin beta-4B chain	547970	549241	518109	503799	516734	511416	569354	606829	578397	553193	591323	576978	684641	683229	633564	670149	657048	616089	549986	585691	578493	572265	583387	523662	448092	494231	446573	480982	438272	414713	253135	277088	281375	269833	246265	260964
Q6P9U1	Q6P9U1	NUD22_RAT	Nudt22	Uridine diphosphate glucose pyrophosphatase NUDT22	1218.75	1260.93	1428.31	1535.39	997.187	1139.79	602.923	1200.29	1769.01	1383.8	1219.19	1223.8		1069.23	1129.95	897.586					733.327			867.538	598.578	929.924		1335.91	1114.23						566.869	1329.57
Q6P9U3	Q6P9U3	COMD3_RAT	Commd3	COMM domain-containing protein 3	1974.71	1915.79	2490.14		2364.68	1904.48		2995.99	2704.95	2474.88	2702.36	2594.32	3249.16	2668.61	3360.05	3302.24	3075.14	2887.16	1944.79	2784.99	3144.64	2827.31	2341.45	3458.77		2530.97	1766.02		2932.23	1778.72						
Q6P9U4	Q6P9U4	PLD3B_RAT	Prelid3b	PRELI domain containing protein 3B	3886.47	2747.32	2566.69	3248.24	2633.39	4253.85	3232.64	2961.38	2427.95		2964.93	2519.5	3336.24	2573.37	1574.49	2139.15	1871.72	2126.75	2035.87		1848.82				1799.56	1839.37	1210.84	1928.91		2027.02		709.692		1256.64	1064.63	850.294
Q6P9U8	Q6P9U8	EIF3H_RAT	Eif3h	Eukaryotic translation initiation factor 3 subunit H	62617.6	61567.2	59886.7	58859.3	58304.3	59804.8	68046.4	65435.9	56787.5	57160.4	51738	66469.4	61172.9	56418.5	56790.3	58315.9	53562	54787.7	58372.5	64762.6	62065.7	64013.6	59982	60090	61940.5	61755	68456.8	61969.8	61634.6	61175.4	53372.4	49509	49626.4	50768.5	49450.1	44431.4
Q6P9X4	Q78EG7;Q6P9X4	TP4A2_RAT	Ptp4a2	Protein tyrosine phosphatase type IVA 2	17278.1	17604.2	17876	20114.2	17101.3	18366.3	13436.8	15652.9	17270.9	14249.4	15146.6	15425.3	16423.8	16213	17190.2	15450.2	13090.1	15296.1	16431.9	14901.6	15256.5	16606.6	15906.4	17132.3	13093.8	13188.4	13095.6	14118.8	12520.7	12673.9	14607.6	17534.8	15742.6	16472.5	12728.7	14408
Q6P9X9	Q6P9X9	PARM1_RAT	Parm1	Prostate androgen-regulated mucin-like protein 1 homolog	1104.2	1110.63	1377.34	1424.99	1149.74	1261.44				208.273			346.272	384.525	294.809	627.07	551.722	461.518	337.017		413.784	782.194	274.124	390.668			182.413				258.274				106	
Q6P9Z8	Q6P9Z8	ORC4_RAT	Orc4	Origin recognition complex subunit 4	1887.37	1778.76	1779.05	1583.85	1767.95	1214.88				967.544			1083.25	1531.48	1189.21				1503.82		1370.84													1292.83	1478.83	
Q6PCT3	Q6PCT3	TPD54_RAT	Tpd52l2	Tumor protein D54	11368.9	11627.2	11531.2	11088.8	11442.9	11853.2	9969.29	12528.2	11964.7	12069.3	12096.1	11616.3	11327.9	12662.2	12525.7	11742	12046.2	12145.8	10092.2	11005.5	11578.2	11079.3	10615.7	10689.5	10760.8	11132.1	12801.4	12100.6	10823.3	10536.9	13989.8	12585.3	14032	12017.4	13949.8	12120.7
Q6PCT5	Q6PCT5	PQBP1_RAT	Pqbp1	Polyglutamine-binding protein 1	18420.6	17286.1	16304.7	16457.8	16745.7	18080.3	13962.9	17398.4	15587.2	16879.8	17965.5	17049.5	13539.7	14201.5	13028	12501.4	12337.4	15011.2	10706.8	11220	11137.9	10353.3	12176.3	10275.6	19350.5	18612.2	17891.2	17815.1	16183.4	17318.6	10185	10405.1	11012	10845.9	10570.3	12009.4
Q6PCU2	Q6PCU2	VATE1_RAT	Atp6v1e1	V-type proton ATPase subunit E 1	68289.6	61169	59638.6	63368.2	67085.7	59043.4	38126.9	40068.5	41266.7	39142.3	41515.5	41685.3	54268.1	60147.5	57718.5	49407.2	55784.2	52109.9	74226	65701.4	66080.5	74495.6	62402.3	70094.8	76029.2	76899.4	70653.5	80250	82611.9	79622	73683.6	65793.1	82768.9	73122.1	76722.8	72634.2
Q6PDU1	Q6PDU1	SRSF2_RAT	Srsf2	Serine/arginine-rich splicing factor 2	24682	24982.4	21896.3	22441.1	25322.1	23698	16578.4	20504.2	14951.4	17376	16309.9	18506.9	18924.8	19325.7	25438.2	16444	11194.3	16213	19277.5	17471.3	21874	20279.9	16095.4	17200	29792.9	31070.6	37305.3	30974.2	25013.2	28553.5	12744.7	15279.6	14840.5	12852	14791.2	15767.9
Q6PDU2	Q6PDU2	Q6PDU2_RAT	Mrps18a	Mitochondrial ribosomal protein S18A	1254.23	1412.54	1677.02	1612.66	1529.72	1557.98	3309.13	2068.4	3085.62	3862.92	2492.75	3861.07	1756.16	2475.98	2026.25	1659.65	2300.07	2424.83	2102.17	2527.44	1650.21	1536.36	2540.47	1565.73	762.477	1562.62	2187.55	2396.34	1573.17	923.396	1936.51	2078.23	1723.47	1768.07	2056.39	3474.99
Q6PDU4	Q6PDU4	LERL1_RAT	Leprotl1	Leptin receptor overlapping transcript-like 1	675.585	894.694	929.173	735.769		416.704	11548.9	12079.4					502.111	862.214	864.399	706.576	548.589	1060.28	708.531	1288.22	584.778	626.351	828.382	1089.49												
Q6PDU5	Q6PDU5	BEX3_RAT	Bex3	Protein BEX3	1217.44	1211.22	834.676	1095.98	1275.69	1066.18	3592.71	3817.43	3672.35	3257.57	3352.16	3722.67	1583.42	1476.27	1438.96	1569.98	1639.43	1780.24	1248.29	1314.1	1682.4	1615.81	1352.97	920.816	1085.96	1194.81	1249.76	863.67	1188.45	1535.74	553.614					412.533
Q6PDV7	A0A8I6G4V0;Q6PDV7	RL10_RAT	Rpl10	Large ribosomal subunit protein uL16	28611.4	30711.2	29810.6	29742.2	30405.4	29220.6	29184.8	29034.7	31846.9	28733.5	28569.1	26196.6	44698.9	47289.2	39432.3	40694.9	45255.5	51967.6	24599.2	26308.3	24728.1	25010.9	26539.9	24595.8	21646	20536.6	23755.1	22540.6	22487.4	19805.5	15125	16896.9	17683.7	16607.6	14930.5	17440.2
Q6PDW6	Q6PDW6	RM17_RAT	Mrpl17	Large ribosomal subunit protein bL17m	1908.22	1912.24	1510.34	2019.98	1991.51	1969.79	1776.49	1399.44	1780.84	2002.87	1950.36	1684.98	1755.25	1540.95	1442.66	1888.88	1601.34	1301.13	2053.68	2043.53	1943.54	2047.05	1771.3	1919.97	2852.16	1769.32	2100.63	1783.52	2065.47	2464.21	2838.42	2875.69	2758.02	3033.8	3063.91	3271.91
Q6PEB9	Q6PEB9	CC127_RAT	Ccdc127	Coiled-coil domain-containing protein 127	2821.38	2813.9	2508.85	2713.91	2553.64	1868.66	4872.03	3352.24	1323.06				1924.82	2265.77	4629.43	1588.76	1982.36	1586.19	2244.01		1761.91	1965.1	1633.04	1017.73	2383.09	3292.62	4360.94	2782.36			4612.12	3589.78	4845.72	4648.35	4359.53	5044.99
Q6PEC0	Q6PEC0	AP4A_RAT	Nudt2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	6598.35	6640.35	6812.32	6742.02	6101.09	6988.24	4214.32	3142.33	4957.39	3839.25	4154.92	4112.9	4755.94	6186.62	5160.06	6157.84	5662.75	5511.83	5624.36	5156.84	5526.36	5292.72	6594.84	5754.57	4521.19	5751.19	5370.27	4096.12	4787.48	5676.52	3763.73	1721.97	3182.81	2780.65	2647.41	3015.27
Q6PEC1	Q6PEC1	TBCA_RAT	Tbca	Tubulin-specific chaperone A	63651.3	64692.8	64181.6	60691.2	67287.3	62828.6	28282.8	38253.7	41976.5	39816.3	36261.9	31231.7	44931.5	50931.9	51126.9	47793.2	53360	49846.7	52737.5	59643.1	52588.1	56370.6	51213.7	54966.5	57915.1	48274.7	54891.5	42075	46045.6	53190.5	31574.8	31606.7	35292.3	33040.2	36995.6	34191.7
Q6PEC3	Q6PEC3	YIF1B_RAT	Yif1b	Protein YIF1B	10757	9855.85	9977.14	9818.39	9980.74	11384.2	8434.2	10738	9187.24	11070.5	9262.41	12822.3	11230	11972	11246.4	13714.9	12038.1	13980.4	8669.64	9178.55	9428.5	8101.67	10164.9	8858.24	4301.85	4037.7	6585.78	5457.59	4382.35	5369.72	4611.25	4849.98	6734.15	6582.84	4946.85	8553.8
Q6PEC4	Q6PEC4	SKP1_RAT	Skp1	S-phase kinase-associated protein 1	47087.6	51125.9	49781.5	52148.1	51378.4	52632.7	15597.6	15490.5	14552.2	14887.6	15194	15216.9	45262.5	46480.2	48874.7	51546.4	48282.1	46981.1	32532.5	35830.6	32634.8	34959.5	33925.3	30934.2	33093.5	33863.1	36179	36966.1	35427	31688.1	28306.1	28185.4	27452.7	29272.7	33049.2	28667.9
Q6PST4	Q6PST4	ATLA1_RAT	Atl1	Atlastin-1	13840.4	14640.9	14967.7	14283.2	13707	14206.6	14362.6	14338.4	15565.8	14886.2	13442.4	14006.3	22105.9	22754.4	23853.1	21902.7	20877.4	20866.7	22106.3	22198.4	19938.7	22273.3	22643.2	23074.1	11389.4	10739.2	11810.5	10937.7	11437.2	11331.1	8875.24	7698.15	7719.35	8260.75	8761.39	7653.97
Q6Q0N1	Q6Q0N1	CNDP2_RAT	Cndp2	Cytosolic non-specific dipeptidase	41668.7	39138.3	38221.5	37341.9	39927.3	37492.2	30840	32343.6	30812.2	29597.1	29809	27938.1	35119.2	36203.8	34183.5	32565.5	33415.4	33315.6	34308.4	34684.1	35388.7	34266.9	33745.2	35285.2	26811.8	28118.8	31351.1	31098.6	31596.2	30409.4	21156	21216.8	19921	18956.6	24530	19183.8
Q6Q0N3	Q6Q0N3	NT5D2_RAT	Nt5dc2	5'-nucleotidase domain-containing protein 2	42226.6	44828.9	45215.3	45175.7	46259.1	44236.5	28044.6	28081.5	28932.3	31290.9	24311	26898.2	27065.5	28118.2	24769.2	26134	26483.9	28798.1	29363.9	29340.1	30449.4	29258.3	29920.1	29596.4	40071.4	46900.2	43992.4	44329.2	41357.9	41207.4	31463.8	33102.2	33585.1	33633.6	34142.9	36868.8
Q6Q629	Q6Q629	DPP10_RAT	Dpp10	Inactive dipeptidyl peptidase 10	6036.28	6105.65	6079.94	6094.43	5091.57	5861.08	1397.43	1674.68	1900.45	1689.16	2022.9	2154.52	3308.66	3027.32	3447.16	3232.65	3353.96	2937.88	3185.8	3626.92	3310.6	2721.15	3551.39	2622.7	3224.74	3465.78	3310.61	3848.28	3714.24	3845.59	4867.71	5004.48	4649.59	5351.09	4413.1	5153.2
Q6Q7Y5	Q6Q7Y5	GNA13_RAT	Gna13	Guanine nucleotide-binding protein subunit alpha-13	2088.11	1657.79	1700.92	1743.85	1933.95	1993.42	2773.56	2339.54	2267.32	2616.5	2572.52	2407.12	2979.52	3037.49	2689.27	2883.18	2609.25	2598.44	2719.27	3020.17	3043.57	2814.76	2668.3	2964.21	2019.03	1762.61	1728.44	2089.22	1931.03	1863.22	2713.36	2198.3	2128.7	2321.35	2343.9	2296.43
Q6QA27	Q6QA27	TRI44_RAT	Trim44	Tripartite motif-containing protein 44	499.7	921.63	732.914	568.349	706.241	763.268				515.227			657.055	912.483	574.492	511.288	741.379	882.235	826.445	779.841	481.888	1291.17	686.959	732.683												434.074
Q6QA69	Q6QA69	ABHD5_RAT	Abhd5	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	1644.16	1220.84	1478.74	1871.43	1664.81	1676.26	2431.54	2863.27	2014.7	2623.72	3027.39	3178.77	2654.57	3485.1	2730.14	3084.28	2979.93	3270.35	2755.75	2703.55	2433.71	3023.88	2935.68	2948.72				1102.94			1378.87	1630.24	1788.65	1705.56	968.674	1792.07
Q6QBQ4	Q6QBQ4	PLS3_RAT	Plscr3	Phospholipid scramblase 3	1995.6	2315.91	1861.51	1052.5	1123.29	2354.62	3331.32	3587.92	3574.63	2965.28	3508.49	3344.14	4866.41	4848.9	4904.52	5777.03	4387.06	3578.02	5195.65	4178.51	3420.62	4963.36	5219.05	4430.64	2459.91	2456.98	2478.29	2266.46	1836.61	2610.59	2433.19	3003.18	2848.52	2836.24	2793.12	3072.33
Q6QDP7	Q6QDP7;Q66HA2	CR3L2_RAT	Creb3l2	Cyclic AMP-responsive element-binding protein 3-like protein 2		135.4	261.043	128.829	80.8156	118.157	205.123	415.577	257.121	201.577	261.566	251.965	123.288	91.4546	24.3892	50.3334	152.175		176.092		45.1655	39.7108	65.7837				166.433		38.7939							
Q6QGW5	Q6QGW5	SRA1_RAT	Sra1	Steroid receptor RNA activator 1	5118.46	4156.62	4238.22	4421.42	4969.69	5138.15	4750.75	4809.92	4270.18	5013.71	4075.85	4183.53	4381.07	4647.81	4107.59	4760.09	5007.14	4172.54	3550.81	3937.95	4170.49	3204.72	3573.3	4058.49	3262.17	3124.07	3452.13	3118.13	3051.13	2542.48	2201.88	2475.07	2186.81	2479.8	2486.75	1909.42
Q6QI11	Q6QI11	Q6QI11_RAT	LOC498414	LRRGT00197	10356.7	9994.73	9241.93	10066.2	9906	9906.21	11651.8	11260.5	12146.3	10499.7	10744.8	10090.5	15316.5	14941.5	15225.3	14753.3	14299	14754.3	15597.1	15975	15981.5	17294.5	16728.1	17512.7	8557.56	9297.58	8894.04	9136.36	9797.66	8791.91	8504.12	8712.44	8076.05	8229.13	8666.3	9956.77
Q6QI25	Q6QI25	ORML3_RAT	Ormdl3	ORM1-like protein 3	5759.98	4768.12	4518.27	5366.72	4056.9	4303.29	1443.13	5450.89		3887.24	5920.37		5093.94	4459.02	5237.68	4194.58	4535.58	4877.83	4845.4	5008.69	5536.94	4773.32	4930.87	5244.51	4329.33	4290.35	4021.31	4029	3960.25	3961.5	11335.4	11379	11497.4	10971.5	12050.4	9612.03
Q6QI37	Q6QI37	Q6QI37_RAT	AABR07013065.1	LRRGT00171	4008.25	4205.34	4696.27	3077.89	4026.93	4174.22	2039.91	2588.72	2346.42	2019.49	2161.21	1909.98	4294.34	4462.25	4710.6	3985.08	3990.5	4292.32	3565.92	4016.73	3301.11	4426.63	4748.05	3731.26	2269.16	1903.8	2083.36	1977.67	2140.81	2655.34	3487.96	2612.09	2921.49	3475.91	3146.89	2799.31
Q6QI51	Q6QI51	Q6QI51_RAT	AABR07015525.1	LRRGT00157	17545.9	16882.8	17343.3	17138.4	17544.1	17026.7	6754.23	5665.87	5342.42	5457.98	5394.14	6029.91	6446.54	4747.61	5412.66	5509.69	5632.59	4811.17	6133.32	7348.38	6601.31	6587.41	6471.24	6528.95	13847.6	14923.6	17240.3	14013.7	17222.7	15965.1	6816.41	7811.46	7753.15	7907.14	7051.92	8292.01
Q6QI89	Q6QI89	MO4L2_RAT	Morf4l2	Mortality factor 4-like protein 2	18540.4	15584.9	17792.4	18197.8	17242.6	18859.3	18912.3	24602.7	21814	18463.2	17804.5	21939.3	13229.4	13802.6	13294.9	14250.3	11412.6	12544.7	11812.1	12494.8	11765.4	11362	11632.6	11648.5	13891.5	12604.4	11356.3	12423.3	14827.3	14043.9	9801.71	7897.4	7247.6	5855.96	7474.35	8126.07
Q6QIX3	Q6QIX3	ZNT3_RAT	Slc30a3	Probable proton-coupled zinc antiporter SLC30A3	963.613	549.455	861.807	1347.6	923.424	979.362	1186.52	892.176	724.865	903.717	1055.28	1063.75	1511.8	1330.74	1378.55	1558.7	1208.92	1102.09	1238.48	1687.65	1503.85	1509.58	1367.47	1264.9	340.102	863.286	541.249	838.591	352.857	555.395	6046.49	6075.15	6762.88	7115.66	6553.42	7050.32
Q6QLM7	Q6QLM7	KIF5A_RAT	Kif5a	Kinesin heavy chain isoform 5A	822.506	346.669	601.342	1377.34	821.561	787.5	642.453	579.986	703.961	815.737	669.451	556.284	909.901	768.533	1009.57	1336.65	1017.23	951.031	765.234	957.921	1155.45	1330.16	1107.09	1214.68	417.534	724.626	755.876	450.344		566.519	1013.52	1648.6	1402.76	1095.18	1395.82	1441.79
Q6QLN3	Q6QLN3	Q6QLN3_RAT	Nop53	Ribosome biogenesis protein NOP53	2369.2	2311.28	2531.95	2104.04	2650.06	2732.28	3944.12	3378.77	3246.81	2897.5	3381.48	3153.1	2060.07	2181.31	2273.52	2263.13	2052.13	2525.83	2041.29	1956.04	2182.28	1945.74	2130.43	1481.49	2869.38	1961.33	2535.61	1819.87	2419.98	1768.66	1572.25	2176.01	1884.08	1432.59	1378.33	2400.09
Q6QMY6	Q6QMY6	TSK_RAT	Tsku	Tsukushi		549.793		578.073		649.006	1287.92	1500.88	1427.5	685.783	1085.12	1334.07	1463.48	1186.38	971.653	1004.44	989.832	977.907		873.202	1089.92	1333.94	561.663	922.775	669.404		896.22	469.389			1704.89	1919.86	2143.21	1946.24	1725.46	2314.08
Q6QN15	Q6QN15	Q6QN15_RAT	Ns5atp4-ps3	NS5A (hepatitis C virus) transactivated protein 4				2628.88		2129.37								2150.91	2652.62	1836.2		2609.48	2240.09	2695.94	2580.65		2937.38			2757.66	2423.55	2304.37	2387.42		3523.02	4306.21	4198.11	3757.01	3460.81	3577.29
Q6QZQ4	Q6QZQ4	VMAC_RAT	Vmac	Vimentin-type intermediate filament-associated coiled-coil protein				650.152			837.366	1400.11			1943.59														1230.22		1203.98	932.267	932.752	1061.38						
Q6R518	Q6R518	GPN3_RAT	Gpn3	GPN-loop GTPase 3	2051.54	1957.42	1936.13	1601.32	1720.97	1523.54	3152.29	3554.53	3954.97	3526.4	3227.94	3970.57	2086.46	2280.4	2683.84	2260.7	1663.89	2421.45	2519.78	2040.04	1594.54	2692.22	2323.05	2057.31	2203.83	2274.63	2434.57	2017.77	2314.31	1945.04	478.118	1714.1	889.969		1323	922.071
Q6RIA2	Q6RIA2	PAF15_RAT	Pclaf	PCNA-associated factor	3763.2	3953.02	4004.6	4654.55	4239.02	4345.75	4334.6	4882.6	5076.25	4377.84	4279.47	4484.73	2056.37	1970.93	2231.63	2653.61	2101.95	2521.68	717.993	1524.62	593.618	966.399	932.677	1098.21	3197.43	2244.03	2512.73	2746.1	2521.69	2529.16						
Q6RJR6	Q6RJR6	RTN3_RAT	Rtn3	Reticulon-3	73765.4	68193.9	65960.8	69033.3	72358.6	57890.3	56980.3	45233.6	55919	55008.4	51852.6	52388.1	76508.9	86046	84712.1	89872.4	76317.5	81113	107197	112572	108681	121948	110733	107309	48448.9	47648.6	52334.3	54941	50114.5	54876.6	116005	118122	121508	111889	126048	110359
Q6RUV5	A0A8I6A1P8;A0A0G2JUG6;Q6RUV5	RAC1_RAT	Rac1	Ras-related C3 botulinum toxin substrate 1	26873.6	25076.4	24943.8	24892.6	21643.8	23014.1	49553.3	40845.9	39876.4	37374.9	40850.8	37457	46559.5	47133.4	45381.4	43445.2	43692	45875.4	46199.1	43688.5	45742.7	46174.2	44350.7	46502.9	29391.9	27635.7	31328.5	29819.3	26739.9	28959.9	17391.3	12557.3	18412.7	16394.3	16244.3	13976.7
Q6RVG2	Q6RVG2	S4A8_RAT	Slc4a8	Electroneutral sodium bicarbonate exchanger 1	11774.5	10459.3	10149.7	11416	10686.2	10171.4	7827.49	6899.1	7743.39	6714.96	6166.78	5790.13	7503.73	7545.12	7275.94	6904.47	6727.53	7606.6	8008.93	7671.27	7930.85	7605.61	7416.98	8032.08	7262.11	9065.14	8252.73	7236.11	6721.46	7472.72	27586.8	27083.9	26119.5	28191.7	27669.3	30513.2
Q6TA25	Q6TA25	FGOP2_RAT	Fgfr1op2	FGFR1 oncogene partner 2 homolog	1604.53	1496.77	1647.78	1640.51	1653.69	1460.6	817.596	1974.9	1939.24	2271.73	1829.19	3091.61	1209.4	1926.81	1531.12	2249.4	2268.12	2045.39	1117.43	1510.78	1493.14	1102.18	1194.23		1166.3	1047.52	981.476	1479.93	971.532	1210.23	891.547		974.927	828.575	1235.6	1216.51
Q6TEK3	Q6TEK3	VKORL_RAT	Vkorc1l1	Vitamin K epoxide reductase complex subunit 1-like protein 1	6613.03	7447.94	7898.23	7292.25	5511.84	5535	6387.47	8233.01	8878.35	9113.43	10160.1	7873.91	7833.87	10185.1	8221.23	9635.75	8355.41	7917.23	10263.3	10685.7	11784.6	11308.8	10127.8	10665.7	6539.3	5543.34	5464.88	6142.18	6452.67	5507.84	6018.48	6515.61	6075.79	5491.1	6115.64	5758.36
Q6TEK4	Q6TEK4	VKOR1_RAT	Vkorc1	Vitamin K epoxide reductase complex subunit 1	1070.82												1667.03	1819.03	2004.75		1183.37	1288.96	3340.88	4128.79	3823.36	3283.88	2628.16	2646												
Q6TLK4	Q6TLK4	RHG27_RAT	Arhgap27	Rho GTPase-activating protein 27		1490.94	1568.69	1195.29	816.153		2627.93	2442.76	2298.34	2541.3				1284.79	1578.18	1916.3		2236.61	1522.52	1252.25	1623.49	1591.11	1424.11	1470.31							676.854					
Q6TMG5	Q6TMG5	NEMO_RAT	Ikbkg	NF-kappa-B essential modulator	2844.81	3063.74	3180.84	2869.01	3005.95	2804.07	3028.55	3315.62	3310.74	2905.05	3547.03	2575.26	3539.07	4309.63	3912.85	3798.95	3466.81	2896.18	3002.38	3351.18	2921.18	3092.97	3053.58	2451.14	3468.28	3982.53	3403.11	2435.95	3626.88	3408.5	2644.04	3191.64	2814.38	3692.73	2680.33	3134.94
Q6TQE1	Q6TQE1	ZCH18_RAT	Zc3h18	Zinc finger CCCH domain-containing protein 18	6522.25	5789.65	6499.96	7086.21	6562.13	6798.72	6150.53	5499.8	5755.22	6133.27	5866.39	5857.88	5006.01	4992.43	5044.01	4987.69	4654.96	5189.78	5237.55	4522.41	4422	4867.15	4239.59	4939.71	5852.34	6483.38	6129.12	5859.13	6270.5	6046.82	4566.71	5262.44	4876.36	5474.19	5597.55	5507.22
