Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9Y512|SAM50_HUMAN	Q9Y512	SAM50_HUMAN	SAMM50	469	Homo sapiens OX=9606	Sorting and assembly machinery component 50 homolog 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|Q9Y624|JAM1_HUMAN	Q9Y624	JAM1_HUMAN	F11R	299	Homo sapiens OX=9606	Junctional adhesion molecule A 	1:Experimental evidence at protein level	0.9999	0.9989	1	1	1	1	1	1	     0	     0	     0	3C(57.0214)		
sp|Q9Y6A9|SPCS1_HUMAN	Q9Y6A9	SPCS1_HUMAN	SPCS1	169	Homo sapiens OX=9606	Signal peptidase complex subunit 1 	1:Experimental evidence at protein level	0.9999	0.9989	1	1	1	2	2	2	     0	     0	     0			
sp|O00471|EXOC5_HUMAN	O00471	EXOC5_HUMAN	EXOC5	708	Homo sapiens OX=9606	Exocyst complex component 5 	1:Experimental evidence at protein level	0.9998	0.9987	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|O15164|TIF1A_HUMAN	O15164	TIF1A_HUMAN	TRIM24	1050	Homo sapiens OX=9606	Transcription intermediary factor 1-alpha 	1:Experimental evidence at protein level	0.9998	0.9986	1	0	1	1	0	1	     0	     0	     0	2C(57.0214)		
sp|O15234|CASC3_HUMAN	O15234	CASC3_HUMAN	CASC3	703	Homo sapiens OX=9606	Protein CASC3 	1:Experimental evidence at protein level	0.9998	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	Surfeit locus protein 4 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|P14859|PO2F1_HUMAN	P14859	PO2F1_HUMAN	POU2F1	743	Homo sapiens OX=9606	POU domain, class 2, transcription factor 1 	1:Experimental evidence at protein level	0.9998	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|P17568|NDUB7_HUMAN	P17568	NDUB7_HUMAN	NDUFB7	137	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 	1:Experimental evidence at protein level	0.9998	0.9985	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 9C(57.0214)		
sp|P48509|CD151_HUMAN	P48509	CD151_HUMAN	CD151	253	Homo sapiens OX=9606	CD151 antigen 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	13C(57.0214)		
sp|P57721|PCBP3_HUMAN	P57721	PCBP3_HUMAN	PCBP3	371	Homo sapiens OX=9606	Poly(rC)-binding protein 3 	1:Experimental evidence at protein level	0.9998	0.9989	1	1	1	1	1	1	     0	     0	     0	3C(57.0214)		
sp|P60763|RAC3_HUMAN	P60763	RAC3_HUMAN	RAC3	192	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 3 	1:Experimental evidence at protein level	0.9998	0.9990	2	1	2	4	1	4	     0	     0	     0	10C(57.0214), 1C(57.0214)		
sp|P61599|NAA20_HUMAN	P61599	NAA20_HUMAN	NAA20	178	Homo sapiens OX=9606	N-alpha-acetyltransferase 20 	1:Experimental evidence at protein level	0.9998	0.9893	2	2	2	2	2	2	     0	     0	     0			
sp|Q00577|PURA_HUMAN	Q00577	PURA_HUMAN	PURA	322	Homo sapiens OX=9606	Transcriptional activator protein Pur-alpha 	1:Experimental evidence at protein level	0.9998	0.9981	2	2	2	2	2	2	     0	     0	     0			
sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	Homo sapiens OX=9606	Nucleolysin TIAR 	1:Experimental evidence at protein level	0.9998	0.9990	3	1	3	3	1	3	     0	     0	     0			
sp|Q04941|PLP2_HUMAN	Q04941	PLP2_HUMAN	PLP2	152	Homo sapiens OX=9606	Proteolipid protein 2 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	3	3	3	     0	     0	     0	10C(57.0214), 6C(57.0214)		
sp|Q12800|TFCP2_HUMAN	Q12800	TFCP2_HUMAN	TFCP2	502	Homo sapiens OX=9606	Alpha-globin transcription factor CP2 	1:Experimental evidence at protein level	0.9998	0.9986	1	0	1	1	0	1	     0	     0	     0			
sp|Q13136|LIPA1_HUMAN	Q13136	LIPA1_HUMAN	PPFIA1	1202	Homo sapiens OX=9606	Liprin-alpha-1 	1:Experimental evidence at protein level	0.9998	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q13630|FCL_HUMAN	Q13630	FCL_HUMAN	GFUS	321	Homo sapiens OX=9606	GDP-L-fucose synthase 	1:Experimental evidence at protein level	0.9998	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens OX=9606	Guanine nucleotide-binding protein subunit alpha-13 	1:Experimental evidence at protein level	0.9998	0.9985	3	2	3	3	2	3	     0	     0	     0			
sp|Q15262|PTPRK_HUMAN	Q15262	PTPRK_HUMAN	PTPRK	1439	Homo sapiens OX=9606	Receptor-type tyrosine-protein phosphatase kappa 	1:Experimental evidence at protein level	0.9998	0.9969	2	2	2	2	2	2	     0	     0	     0			
sp|Q53FT3|HIKES_HUMAN	Q53FT3	HIKES_HUMAN	HIKESHI	197	Homo sapiens OX=9606	Protein Hikeshi 	1:Experimental evidence at protein level	0.9998	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q5BJF2|SGMR2_HUMAN	Q5BJF2	SGMR2_HUMAN	TMEM97	176	Homo sapiens OX=9606	Sigma intracellular receptor 2 	1:Experimental evidence at protein level	0.9998	0.9963	2	2	2	3	3	3	     0	     0	     0			
sp|Q5M775|CYTSB_HUMAN	Q5M775	CYTSB_HUMAN	SPECC1	1068	Homo sapiens OX=9606	Cytospin-B 	1:Experimental evidence at protein level	0.9998	0.9977	1	1	1	1	1	1	     0	     0	     0			
sp|Q6P1X6|CH082_HUMAN	Q6P1X6	CH082_HUMAN	C8orf82	216	Homo sapiens OX=9606	UPF0598 protein C8orf82 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	1C(57.0214), 4C(57.0214)		
sp|Q8IU85|KCC1D_HUMAN	Q8IU85	KCC1D_HUMAN	CAMK1D	385	Homo sapiens OX=9606	Calcium/calmodulin-dependent protein kinase type 1D 	1:Experimental evidence at protein level	0.9998	0.9989	3	1	3	3	1	3	     0	     0	     0			
sp|Q8N0X7|SPART_HUMAN	Q8N0X7	SPART_HUMAN	SPART	666	Homo sapiens OX=9606	Spartin 	1:Experimental evidence at protein level	0.9998	0.9982	2	2	2	2	2	2	     0	     0	     0	10C(57.0214), 15C(57.0214)		
sp|Q8NDI1|EHBP1_HUMAN	Q8NDI1	EHBP1_HUMAN	EHBP1	1231	Homo sapiens OX=9606	EH domain-binding protein 1 	1:Experimental evidence at protein level	0.9998	0.9982	2	1	2	2	1	2	     0	     0	     0			
sp|Q96B54|ZN428_HUMAN	Q96B54	ZN428_HUMAN	ZNF428	188	Homo sapiens OX=9606	Zinc finger protein 428 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	13C(57.0214), 2C(57.0214), 3C(57.0214)		
sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	Homo sapiens OX=9606	Phosphotriesterase-related protein 	1:Experimental evidence at protein level	0.9998	0.9928	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BQS8|FYCO1_HUMAN	Q9BQS8	FYCO1_HUMAN	FYCO1	1478	Homo sapiens OX=9606	FYVE and coiled-coil domain-containing protein 1 	1:Experimental evidence at protein level	0.9998	0.9954	2	2	2	2	2	2	     0	     0	     0	3C(57.0214)		
sp|Q9BXR0|TGT_HUMAN	Q9BXR0	TGT_HUMAN	QTRT1	403	Homo sapiens OX=9606	Queuine tRNA-ribosyltransferase catalytic subunit 1 	1:Experimental evidence at protein level	0.9998	0.9984	2	2	2	2	2	2	     0	     0	     0	12C(57.0214)		
sp|Q9H1K1|ISCU_HUMAN	Q9H1K1	ISCU_HUMAN	ISCU	167	Homo sapiens OX=9606	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9982	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 4C(57.0214)		
sp|Q9H788|SH24A_HUMAN	Q9H788	SH24A_HUMAN	SH2D4A	454	Homo sapiens OX=9606	SH2 domain-containing protein 4A 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H814|PHAX_HUMAN	Q9H814	PHAX_HUMAN	PHAX	394	Homo sapiens OX=9606	Phosphorylated adapter RNA export protein 	1:Experimental evidence at protein level	0.9998	0.9974	1	1	1	2	2	2	     0	     0	     0	9C(57.0214)		
sp|Q9HA77|SYCM_HUMAN	Q9HA77	SYCM_HUMAN	CARS2	564	Homo sapiens OX=9606	Probable cysteine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9984	2	2	2	2	2	2	     0	     0	     0			
sp|Q9P0P0|RN181_HUMAN	Q9P0P0	RN181_HUMAN	RNF181	153	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF181 	1:Experimental evidence at protein level	0.9998	0.9986	1	1	1	2	2	2	     0	     0	     0			
sp|Q9UNP9|PPIE_HUMAN	Q9UNP9	PPIE_HUMAN	PPIE	301	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase E 	1:Experimental evidence at protein level	0.9998	0.9916	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens OX=9606	Ribonuclease T2 	1:Experimental evidence at protein level	0.9997	0.9948	2	2	2	2	2	2	     0	     0	     0	4C(57.0214)		
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens OX=9606	Histone H1.4 	1:Experimental evidence at protein level	0.9997	0.9990	4	1	4	4	1	4	     0	     0	     0	N-term(42.0106)		
sp|P10746|HEM4_HUMAN	P10746	HEM4_HUMAN	UROS	265	Homo sapiens OX=9606	Uroporphyrinogen-III synthase 	1:Experimental evidence at protein level	0.9997	0.9987	2	2	2	3	3	3	     0	     0	     0	7C(57.0214)		
sp|P16402|H13_HUMAN	P16402	H13_HUMAN	H1-3	221	Homo sapiens OX=9606	Histone H1.3 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P19012|K1C15_HUMAN	P19012	K1C15_HUMAN	KRT15	456	Homo sapiens OX=9606	Keratin, type I cytoskeletal 15 	1:Experimental evidence at protein level	0.9997	0.9989	1	0	1	2	0	2	     0	     0	     0			
sp|P26440|IVD_HUMAN	P26440	IVD_HUMAN	IVD	426	Homo sapiens OX=9606	Isovaleryl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|P29558|RBMS1_HUMAN	P29558	RBMS1_HUMAN	RBMS1	406	Homo sapiens OX=9606	RNA-binding motif, single-stranded-interacting protein 1 	1:Experimental evidence at protein level	0.9997	0.9990	1	0	1	1	0	1	     0	     0	     0			
sp|P36873|PP1G_HUMAN	P36873	PP1G_HUMAN	PPP1CC	323	Homo sapiens OX=9606	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P61218|RPAB2_HUMAN	P61218	RPAB2_HUMAN	POLR2F	127	Homo sapiens OX=9606	DNA-directed RNA polymerases I, II, and III subunit RPABC2 	1:Experimental evidence at protein level	0.9997	0.9978	2	2	2	2	2	2	     0	     0	     0			
sp|Q10588|BST1_HUMAN	Q10588	BST1_HUMAN	BST1	318	Homo sapiens OX=9606	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q13952|NFYC_HUMAN	Q13952	NFYC_HUMAN	NFYC	458	Homo sapiens OX=9606	Nuclear transcription factor Y subunit gamma 	1:Experimental evidence at protein level	0.9997	0.9942	2	2	2	2	2	2	     0	     0	     0			
sp|Q14141|SEPT6_HUMAN	Q14141	SEPT6_HUMAN	SEPTIN6	434	Homo sapiens OX=9606	Septin-6 	1:Experimental evidence at protein level	0.9997	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	Homo sapiens OX=9606	Nucleolar and coiled-body phosphoprotein 1 	1:Experimental evidence at protein level	0.9997	0.9979	2	2	2	2	2	2	     0	     0	     0			
sp|Q6P3W7|SCYL2_HUMAN	Q6P3W7	SCYL2_HUMAN	SCYL2	929	Homo sapiens OX=9606	SCY1-like protein 2 	1:Experimental evidence at protein level	0.9997	0.9975	2	2	2	2	2	2	     0	     0	     0			
sp|Q7Z2K6|ERMP1_HUMAN	Q7Z2K6	ERMP1_HUMAN	ERMP1	904	Homo sapiens OX=9606	Endoplasmic reticulum metallopeptidase 1 	1:Experimental evidence at protein level	0.9997	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q8NDH3|PEPL1_HUMAN	Q8NDH3	PEPL1_HUMAN	NPEPL1	523	Homo sapiens OX=9606	Probable aminopeptidase NPEPL1 	1:Experimental evidence at protein level	0.9997	0.9962	1	1	1	1	1	1	     0	     0	     0			
sp|Q8WXE9|STON2_HUMAN	Q8WXE9	STON2_HUMAN	STON2	905	Homo sapiens OX=9606	Stonin-2 	1:Experimental evidence at protein level	0.9997	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q96IY1|NSL1_HUMAN	Q96IY1	NSL1_HUMAN	NSL1	281	Homo sapiens OX=9606	Kinetochore-associated protein NSL1 homolog 	1:Experimental evidence at protein level	0.9997	0.9944	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BS40|LXN_HUMAN	Q9BS40	LXN_HUMAN	LXN	222	Homo sapiens OX=9606	Latexin 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BU61|NDUF3_HUMAN	Q9BU61	NDUF3_HUMAN	NDUFAF3	184	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 	1:Experimental evidence at protein level	0.9997	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H5Q4|TFB2M_HUMAN	Q9H5Q4	TFB2M_HUMAN	TFB2M	396	Homo sapiens OX=9606	Dimethyladenosine transferase 2, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9917	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UL15|BAG5_HUMAN	Q9UL15	BAG5_HUMAN	BAG5	447	Homo sapiens OX=9606	BAG family molecular chaperone regulator 5 	1:Experimental evidence at protein level	0.9997	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y3C0|WASC3_HUMAN	Q9Y3C0	WASC3_HUMAN	WASHC3	194	Homo sapiens OX=9606	WASH complex subunit 3 	1:Experimental evidence at protein level	0.9997	0.9984	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y6K5|OAS3_HUMAN	Q9Y6K5	OAS3_HUMAN	OAS3	1087	Homo sapiens OX=9606	2'-5'-oligoadenylate synthase 3 	1:Experimental evidence at protein level	0.9997	0.9878	2	2	2	2	2	2	     0	     0	     0			
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens OX=9606	Pescadillo homolog 	1:Experimental evidence at protein level	0.9996	0.9938	2	2	2	3	3	3	     0	     0	     0	13C(57.0214)		
sp|P10644|KAP0_HUMAN	P10644	KAP0_HUMAN	PRKAR1A	381	Homo sapiens OX=9606	cAMP-dependent protein kinase type I-alpha regulatory subunit 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	5C(57.0214)		
sp|P19838|NFKB1_HUMAN	P19838	NFKB1_HUMAN	NFKB1	968	Homo sapiens OX=9606	Nuclear factor NF-kappa-B p105 subunit 	1:Experimental evidence at protein level	0.9996	0.9946	2	2	2	3	3	3	     0	     0	     0	2C(57.0214), 3C(57.0214), 7C(57.0214)		
sp|P47895|AL1A3_HUMAN	P47895	AL1A3_HUMAN	ALDH1A3	512	Homo sapiens OX=9606	Aldehyde dehydrogenase family 1 member A3 	1:Experimental evidence at protein level	0.9996	0.9987	1	0	1	1	0	1	     0	     0	     0			
sp|Q6IN84|MRM1_HUMAN	Q6IN84	MRM1_HUMAN	MRM1	353	Homo sapiens OX=9606	rRNA methyltransferase 1, mitochondrial 	1:Experimental evidence at protein level	0.9996	0.9882	1	1	1	1	1	1	     0	     0	     0			
sp|Q96JM3|CHAP1_HUMAN	Q96JM3	CHAP1_HUMAN	CHAMP1	812	Homo sapiens OX=9606	Chromosome alignment-maintaining phosphoprotein 1 	1:Experimental evidence at protein level	0.9996	0.9963	2	2	2	2	2	2	     0	     0	     0	1C(57.0214)		
sp|Q9NSK7|CS012_HUMAN	Q9NSK7	CS012_HUMAN	C19orf12	152	Homo sapiens OX=9606	Protein C19orf12 	1:Experimental evidence at protein level	0.9996	0.9986	2	2	2	2	2	2	     0	     0	     0	3C(57.0214)		
sp|Q9NUQ6|SPS2L_HUMAN	Q9NUQ6	SPS2L_HUMAN	SPATS2L	558	Homo sapiens OX=9606	SPATS2-like protein 	1:Experimental evidence at protein level	0.9996	0.9941	2	2	2	2	2	2	     0	     0	     0			
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	1052	Homo sapiens OX=9606	Ubiquitin-like modifier-activating enzyme 6 	1:Experimental evidence at protein level	0.9995	0.9968	2	2	2	2	2	2	     0	     0	     0	2C(57.0214), 8C(57.0214)		
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens OX=9606	RNA 3'-terminal phosphate cyclase 	1:Experimental evidence at protein level	0.9995	0.9975	2	2	2	2	2	2	     0	     0	     0	7C(57.0214)		
sp|P80188|NGAL_HUMAN	P80188	NGAL_HUMAN	LCN2	198	Homo sapiens OX=9606	Neutrophil gelatinase-associated lipocalin 	1:Experimental evidence at protein level	0.9995	0.9985	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|Q8WW01|SEN15_HUMAN	Q8WW01	SEN15_HUMAN	TSEN15	171	Homo sapiens OX=9606	tRNA-splicing endonuclease subunit Sen15 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	13C(57.0214), N-term(42.0106)		
sp|Q96Q11|TRNT1_HUMAN	Q96Q11	TRNT1_HUMAN	TRNT1	434	Homo sapiens OX=9606	CCA tRNA nucleotidyltransferase 1, mitochondrial 	1:Experimental evidence at protein level	0.9995	0.9951	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BRR6|ADPGK_HUMAN	Q9BRR6	ADPGK_HUMAN	ADPGK	497	Homo sapiens OX=9606	ADP-dependent glucokinase 	1:Experimental evidence at protein level	0.9995	0.9967	2	2	2	2	2	2	     0	     0	     0	4C(57.0214), 7C(57.0214)		
sp|Q9BTU6|P4K2A_HUMAN	Q9BTU6	P4K2A_HUMAN	PI4K2A	479	Homo sapiens OX=9606	Phosphatidylinositol 4-kinase type 2-alpha 	1:Experimental evidence at protein level	0.9995	0.9959	2	2	2	2	2	2	     0	     0	     0			
sp|P49914|MTHFS_HUMAN	P49914	MTHFS_HUMAN	MTHFS	203	Homo sapiens OX=9606	5-formyltetrahydrofolate cyclo-ligase 	1:Experimental evidence at protein level	0.9994	0.9972	2	2	2	2	2	2	     0	     0	     0			
sp|P51003|PAPOA_HUMAN	P51003	PAPOA_HUMAN	PAPOLA	745	Homo sapiens OX=9606	Poly(A) polymerase alpha 	1:Experimental evidence at protein level	0.9994	0.9950	2	0	2	2	0	2	     0	     0	     0	8C(57.0214)		sp|Q9BWT3|PAPOG_HUMAN
sp|P52434|RPAB3_HUMAN	P52434	RPAB3_HUMAN	POLR2H	150	Homo sapiens OX=9606	DNA-directed RNA polymerases I, II, and III subunit RPABC3 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q8NBT2|SPC24_HUMAN	Q8NBT2	SPC24_HUMAN	SPC24	197	Homo sapiens OX=9606	Kinetochore protein Spc24 	1:Experimental evidence at protein level	0.9994	0.9954	2	2	2	2	2	2	     0	     0	     0	7C(57.0214)		
sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	Homo sapiens OX=9606	FLYWCH family member 2 	1:Experimental evidence at protein level	0.9994	0.9989	2	2	2	2	2	2	     0	     0	     0	30C(57.0214)		
sp|Q96DB5|RMD1_HUMAN	Q96DB5	RMD1_HUMAN	RMDN1	314	Homo sapiens OX=9606	Regulator of microtubule dynamics protein 1 	1:Experimental evidence at protein level	0.9994	0.9959	2	2	2	2	2	2	     0	     0	     0			
sp|Q96LB3|IFT74_HUMAN	Q96LB3	IFT74_HUMAN	IFT74	600	Homo sapiens OX=9606	Intraflagellar transport protein 74 homolog 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|Q9BV68|RN126_HUMAN	Q9BV68	RN126_HUMAN	RNF126	311	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF126 	1:Experimental evidence at protein level	0.9994	0.9988	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|O60232|ZNRD2_HUMAN	O60232	ZNRD2_HUMAN	ZNRD2	199	Homo sapiens OX=9606	Protein ZNRD2 	1:Experimental evidence at protein level	0.9993	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|Q5SW79|CE170_HUMAN	Q5SW79	CE170_HUMAN	CEP170	1584	Homo sapiens OX=9606	Centrosomal protein of 170 kDa 	1:Experimental evidence at protein level	0.9993	0.9964	2	1	2	2	1	2	     0	     0	     0			
sp|Q6P5R6|RL22L_HUMAN	Q6P5R6	RL22L_HUMAN	RPL22L1	122	Homo sapiens OX=9606	60S ribosomal protein L22-like 1 	1:Experimental evidence at protein level	0.9993	0.9957	2	2	2	3	3	3	     0	     0	     0			
sp|Q8TBX8|PI42C_HUMAN	Q8TBX8	PI42C_HUMAN	PIP4K2C	421	Homo sapiens OX=9606	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma 	1:Experimental evidence at protein level	0.9993	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|Q96D31|CRCM1_HUMAN	Q96D31	CRCM1_HUMAN	ORAI1	301	Homo sapiens OX=9606	Calcium release-activated calcium channel protein 1 	1:Experimental evidence at protein level	0.9993	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q96EY4|TMA16_HUMAN	Q96EY4	TMA16_HUMAN	TMA16	203	Homo sapiens OX=9606	Translation machinery-associated protein 16 	1:Experimental evidence at protein level	0.9993	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|O95297|MPZL1_HUMAN	O95297	MPZL1_HUMAN	MPZL1	269	Homo sapiens OX=9606	Myelin protein zero-like protein 1 	1:Experimental evidence at protein level	0.9992	0.9958	2	2	2	2	2	2	     0	     0	     0			
sp|P29218|IMPA1_HUMAN	P29218	IMPA1_HUMAN	IMPA1	277	Homo sapiens OX=9606	Inositol monophosphatase 1 	1:Experimental evidence at protein level	0.9992	0.9976	2	2	2	2	2	2	     0	     0	     0			
sp|Q92733|PRCC_HUMAN	Q92733	PRCC_HUMAN	PRCC	491	Homo sapiens OX=9606	Proline-rich protein PRCC 	1:Experimental evidence at protein level	0.9992	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|P43897|EFTS_HUMAN	P43897	EFTS_HUMAN	TSFM	325	Homo sapiens OX=9606	Elongation factor Ts, mitochondrial 	1:Experimental evidence at protein level	0.9991	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q13547|HDAC1_HUMAN	Q13547	HDAC1_HUMAN	HDAC1	482	Homo sapiens OX=9606	Histone deacetylase 1 	1:Experimental evidence at protein level	0.9991	0.9989	4	1	4	4	1	4	     0	     0	     0	2C(57.0214)		
sp|Q96SK2|TM209_HUMAN	Q96SK2	TM209_HUMAN	TMEM209	561	Homo sapiens OX=9606	Transmembrane protein 209 	1:Experimental evidence at protein level	0.9991	0.9978	2	2	2	2	2	2	     0	     0	     0	3C(57.0214)		
sp|Q9BQP7|MGME1_HUMAN	Q9BQP7	MGME1_HUMAN	MGME1	344	Homo sapiens OX=9606	Mitochondrial genome maintenance exonuclease 1 	1:Experimental evidence at protein level	0.9991	0.9952	2	2	2	2	2	2	     0	     0	     0	16C(57.0214)		
sp|P02795|MT2_HUMAN	P02795	MT2_HUMAN	MT2A	61	Homo sapiens OX=9606	Metallothionein-2 	1:Experimental evidence at protein level	0.9990	0.9990	3	1	3	4	2	4	     0	     0	     0	10C(57.0214), 13C(57.0214), 15C(57.0214), 19C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC8	130	Homo sapiens OX=9606	Histone H2A type 1-B/E 	1:Experimental evidence at protein level	0.9990	0.9990	1	0	1	3	0	3	     0	     0	     0			sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN
sp|P53602|MVD1_HUMAN	P53602	MVD1_HUMAN	MVD	400	Homo sapiens OX=9606	Diphosphomevalonate decarboxylase 	1:Experimental evidence at protein level	0.9990	0.9972	2	2	2	2	2	2	     0	     0	     0			
sp|Q5T6V5|QSPP_HUMAN	Q5T6V5	QSPP_HUMAN	C9orf64	341	Homo sapiens OX=9606	Queuosine salvage protein 	1:Experimental evidence at protein level	0.9990	0.9984	2	2	2	2	2	2	     0	     0	     0	8C(57.0214), N-term(42.0106)		
sp|Q86SR1|GLT10_HUMAN	Q86SR1	GLT10_HUMAN	GALNT10	603	Homo sapiens OX=9606	Polypeptide N-acetylgalactosaminyltransferase 10 	1:Experimental evidence at protein level	0.9990	0.9961	2	1	2	2	1	2	     0	     0	     0	6C(57.0214)		
sp|Q96J01|THOC3_HUMAN	Q96J01	THOC3_HUMAN	THOC3	351	Homo sapiens OX=9606	THO complex subunit 3 	1:Experimental evidence at protein level	0.9990	0.9952	2	2	2	2	2	2	     0	     0	     0	8C(57.0214)		
sp|Q9H4B7|TBB1_HUMAN	Q9H4B7	TBB1_HUMAN	TUBB1	451	Homo sapiens OX=9606	Tubulin beta-1 chain 	1:Experimental evidence at protein level	0.9990	0.9990	1	1	1	2	2	2	     0	     0	     0	4C(57.0214)		
sp|Q9HD47|MOG1_HUMAN	Q9HD47	MOG1_HUMAN	RANGRF	186	Homo sapiens OX=9606	Ran guanine nucleotide release factor 	1:Experimental evidence at protein level	0.9990	0.9968	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NX20|RM16_HUMAN	Q9NX20	RM16_HUMAN	MRPL16	251	Homo sapiens OX=9606	39S ribosomal protein L16, mitochondrial 	1:Experimental evidence at protein level	0.9990	0.9935	2	2	2	2	2	2	     0	     0	     0			
