Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P10176|COX8A_HUMAN	P10176	COX8A_HUMAN	COX8A	69	Homo sapiens OX=9606	Cytochrome c oxidase subunit 8A, mitochondrial 	1:Experimental evidence at protein level	0.9679	0.9988	1	0	1	1	0	1	     0	     0	     0			tr|U3KQK5|U3KQK5_HUMAN
sp|Q9NSK7-2|CS012_HUMAN	Q9NSK7-2	CS012_HUMAN	C19orf12	77	Homo sapiens OX=9606	Isoform 2 of Protein C19orf12 		0.9674	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q9NSK7-3|CS012_HUMAN, sp|Q9NSK7-4|CS012_HUMAN, sp|Q9NSK7|CS012_HUMAN, tr|K7EPS8|K7EPS8_HUMAN
sp|Q63HM9|PLCX3_HUMAN	Q63HM9	PLCX3_HUMAN	PLCXD3	321	Homo sapiens OX=9606	PI-PLC X domain-containing protein 3 	2:Experimental evidence at transcript level	0.9667	0.9987	1	1	1	1	1	1	     0	     0	     0			
sp|O43716|GATC_HUMAN	O43716	GATC_HUMAN	GATC	136	Homo sapiens OX=9606	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial 	1:Experimental evidence at protein level	0.9666	0.9987	1	0	1	1	0	1	     0	     0	     0			tr|F8VRU3|F8VRU3_HUMAN, tr|H0YIV9|H0YIV9_HUMAN
sp|Q9UNN5-2|FAF1_HUMAN	Q9UNN5-2	FAF1_HUMAN	FAF1	498	Homo sapiens OX=9606	Isoform Short of FAS-associated factor 1 		0.9664	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q9UNN5|FAF1_HUMAN, tr|B1ANM7|B1ANM7_HUMAN, tr|B3KT28|B3KT28_HUMAN
sp|O60232|SSA27_HUMAN	O60232	SSA27_HUMAN	SSSCA1	199	Homo sapiens OX=9606	Sjoegren syndrome/scleroderma autoantigen 1 	1:Experimental evidence at protein level	0.9661	0.9987	1	0	1	1	0	1	     0	     0	     0			tr|E9PK41|E9PK41_HUMAN, tr|H0YEB6|H0YEB6_HUMAN, tr|H0YEK1|H0YEK1_HUMAN
sp|Q14012|KCC1A_HUMAN	Q14012	KCC1A_HUMAN	CAMK1	370	Homo sapiens OX=9606	Calcium/calmodulin-dependent protein kinase type 1 	1:Experimental evidence at protein level	0.9660	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q8IU85-2|KCC1D_HUMAN, sp|Q8IU85|KCC1D_HUMAN, tr|A0A087WUR6|A0A087WUR6_HUMAN, tr|H7C071|H7C071_HUMAN
sp|Q7Z3U7-2|MON2_HUMAN	Q7Z3U7-2	MON2_HUMAN	MON2	1675	Homo sapiens OX=9606	Isoform 2 of Protein MON2 homolog 		0.9658	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q7Z3U7-5|MON2_HUMAN, sp|Q7Z3U7-6|MON2_HUMAN, sp|Q7Z3U7|MON2_HUMAN, tr|A0A286YFF8|A0A286YFF8_HUMAN, tr|F8VZV1|F8VZV1_HUMAN
sp|O60499-2|STX10_HUMAN	O60499-2	STX10_HUMAN	STX10	200	Homo sapiens OX=9606	Isoform 2 of Syntaxin-10 		0.9657	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|O60499|STX10_HUMAN, tr|K7EIY4|K7EIY4_HUMAN, tr|K7EJ05|K7EJ05_HUMAN, tr|K7ELY2|K7ELY2_HUMAN, tr|K7EPP9|K7EPP9_HUMAN, tr|K7EQ84|K7EQ84_HUMAN, tr|Q5U8S2|Q5U8S2_HUMAN, tr|X6R2W0|X6R2W0_HUMAN
sp|Q96QD8|S38A2_HUMAN	Q96QD8	S38A2_HUMAN	SLC38A2	506	Homo sapiens OX=9606	Sodium-coupled neutral amino acid transporter 2 	1:Experimental evidence at protein level	0.9656	0.9987	1	0	1	1	0	1	     0	     0	     0			tr|F8VUY8|F8VUY8_HUMAN
sp|Q9BSE5|SPEB_HUMAN	Q9BSE5	SPEB_HUMAN	AGMAT	352	Homo sapiens OX=9606	Agmatinase, mitochondrial 	1:Experimental evidence at protein level	0.9655	0.9987	1	1	1	1	1	1	     0	     0	     0			
sp|Q8N0X7|SPART_HUMAN	Q8N0X7	SPART_HUMAN	SPART	666	Homo sapiens OX=9606	Spartin 	1:Experimental evidence at protein level	0.9654	0.9987	1	1	1	1	1	1	     0	     0	     0			
sp|P43007|SATT_HUMAN	P43007	SATT_HUMAN	SLC1A4	532	Homo sapiens OX=9606	Neutral amino acid transporter A 	1:Experimental evidence at protein level	0.9653	0.9987	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BRR6-2|ADPGK_HUMAN	Q9BRR6-2	ADPGK_HUMAN	ADPGK	496	Homo sapiens OX=9606	Isoform 2 of ADP-dependent glucokinase 		0.9650	0.9986	1	0	1	1	0	1	     0	     0	     0	4C(57.0214)		sp|Q9BRR6-5|ADPGK_HUMAN, sp|Q9BRR6|ADPGK_HUMAN, tr|H3BRS6|H3BRS6_HUMAN, tr|H3BU35|H3BU35_HUMAN
sp|Q96FX7|TRM61_HUMAN	Q96FX7	TRM61_HUMAN	TRMT61A	289	Homo sapiens OX=9606	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A 	1:Experimental evidence at protein level	0.9649	0.9986	1	0	1	1	0	1	     0	     0	     0	2C(57.0214), 7C(57.0214)		tr|H0Y2Q1|H0Y2Q1_HUMAN
sp|Q9UHI6|DDX20_HUMAN	Q9UHI6	DDX20_HUMAN	DDX20	824	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX20 	1:Experimental evidence at protein level	0.9649	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|O60927|PP1RB_HUMAN	O60927	PP1RB_HUMAN	PPP1R11	126	Homo sapiens OX=9606	E3 ubiquitin-protein ligase PPP1R11 	1:Experimental evidence at protein level	0.9648	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NTJ4-2|MA2C1_HUMAN	Q9NTJ4-2	MA2C1_HUMAN	MAN2C1	1017	Homo sapiens OX=9606	Isoform 2 of Alpha-mannosidase 2C1 		0.9646	0.9986	1	0	1	2	0	2	     0	     0	     0			sp|Q9NTJ4-3|MA2C1_HUMAN, sp|Q9NTJ4-4|MA2C1_HUMAN, sp|Q9NTJ4|MA2C1_HUMAN, tr|B4DH23|B4DH23_HUMAN, tr|H3BMJ3|H3BMJ3_HUMAN, tr|H3BQH9|H3BQH9_HUMAN, tr|H3BQJ2|H3BQJ2_HUMAN, tr|H3BRI3|H3BRI3_HUMAN, tr|H3BRV3|H3BRV3_HUMAN, tr|H3BUW3|H3BUW3_HUMAN
sp|O43677|NDUC1_HUMAN	O43677	NDUC1_HUMAN	NDUFC1	76	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial 	1:Experimental evidence at protein level	0.9645	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|Q96B36-2|AKTS1_HUMAN	Q96B36-2	AKTS1_HUMAN	AKT1S1	126	Homo sapiens OX=9606	Isoform 2 of Proline-rich AKT1 substrate 1 		0.9645	0.9986	1	0	1	1	0	1	     0	     0	     0			sp|Q96B36-3|AKTS1_HUMAN, sp|Q96B36|AKTS1_HUMAN
sp|Q9NPI6-2|DCP1A_HUMAN	Q9NPI6-2	DCP1A_HUMAN	DCP1A	544	Homo sapiens OX=9606	Isoform 2 of mRNA-decapping enzyme 1A 		0.9639	0.9986	1	0	1	1	0	1	     0	     0	     0			sp|Q9NPI6|DCP1A_HUMAN
sp|Q9BU76-2|MMTA2_HUMAN	Q9BU76-2	MMTA2_HUMAN	MMTAG2	141	Homo sapiens OX=9606	Isoform 2 of Multiple myeloma tumor-associated protein 2 		0.9638	0.9986	1	0	1	1	0	1	     0	     0	     0			sp|Q9BU76-3|MMTA2_HUMAN, sp|Q9BU76-4|MMTA2_HUMAN, sp|Q9BU76|MMTA2_HUMAN
sp|Q9H900-2|ZWILC_HUMAN	Q9H900-2	ZWILC_HUMAN	ZWILCH	477	Homo sapiens OX=9606	Isoform 2 of Protein zwilch homolog 		0.9638	0.9986	1	0	1	1	0	1	     0	     0	     0			sp|Q9H900|ZWILC_HUMAN
sp|Q96I15|SCLY_HUMAN	Q96I15	SCLY_HUMAN	SCLY	445	Homo sapiens OX=9606	Selenocysteine lyase 	1:Experimental evidence at protein level	0.9636	0.9986	1	0	1	2	0	2	     0	     0	     0	9C(57.0214)		tr|A0A0A0MQU4|A0A0A0MQU4_HUMAN, tr|H7C1N7|H7C1N7_HUMAN, tr|H7C3V9|H7C3V9_HUMAN, tr|H7C4A1|H7C4A1_HUMAN
sp|Q08623-2|HDHD1_HUMAN	Q08623-2	HDHD1_HUMAN	PUDP	185	Homo sapiens OX=9606	Isoform 2 of Pseudouridine-5'-phosphatase 		0.9631	0.9986	1	0	1	1	0	1	     0	     0	     0	10C(57.0214)		sp|Q08623-3|HDHD1_HUMAN, sp|Q08623-4|HDHD1_HUMAN, sp|Q08623|HDHD1_HUMAN, tr|E7EVH9|E7EVH9_HUMAN
sp|O14653-2|GOSR2_HUMAN	O14653-2	GOSR2_HUMAN	GOSR2	213	Homo sapiens OX=9606	Isoform B of Golgi SNAP receptor complex member 2 		0.9630	0.9986	1	0	1	1	0	1	     0	     0	     0	8C(57.0214)		sp|O14653-3|GOSR2_HUMAN, sp|O14653|GOSR2_HUMAN, tr|A0A1W2PPG1|A0A1W2PPG1_HUMAN, tr|A0A1W2PPG5|A0A1W2PPG5_HUMAN, tr|A0A1W2PPJ0|A0A1W2PPJ0_HUMAN, tr|A0A1W2PPP5|A0A1W2PPP5_HUMAN, tr|A0A1W2PPW8|A0A1W2PPW8_HUMAN, tr|A0A1W2PQ06|A0A1W2PQ06_HUMAN, tr|A0A1W2PQ77|A0A1W2PQ77_HUMAN, tr|A0A1W2PQM3|A0A1W2PQM3_HUMAN, tr|A0A1W2PR02|A0A1W2PR02_HUMAN, tr|A0A1W2PR23|A0A1W2PR23_HUMAN, tr|A0A1W2PRC2|A0A1W2PRC2_HUMAN, tr|A0A1W2PRP7|A0A1W2PRP7_HUMAN, tr|A0A1W2PRV0|A0A1W2PRV0_HUMAN, tr|A0A1W2PS81|A0A1W2PS81_HUMAN, tr|A0A1X7SBU8|A0A1X7SBU8_HUMAN, tr|E7EQ34|E7EQ34_HUMAN, tr|I3L0K1|I3L0K1_HUMAN, tr|I3L1K7|I3L1K7_HUMAN, tr|I3L4Z6|I3L4Z6_HUMAN, tr|I3NI02|I3NI02_HUMAN
sp|P61009|SPCS3_HUMAN	P61009	SPCS3_HUMAN	SPCS3	180	Homo sapiens OX=9606	Signal peptidase complex subunit 3 	1:Experimental evidence at protein level	0.9630	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|Q9P0T7|TMEM9_HUMAN	Q9P0T7	TMEM9_HUMAN	TMEM9	183	Homo sapiens OX=9606	Transmembrane protein 9 	1:Experimental evidence at protein level	0.9624	0.9985	1	0	1	1	0	1	     0	     0	     0			tr|B1ALM5|B1ALM5_HUMAN
sp|O43929|ORC4_HUMAN	O43929	ORC4_HUMAN	ORC4	436	Homo sapiens OX=9606	Origin recognition complex subunit 4 	1:Experimental evidence at protein level	0.9623	0.9985	1	0	1	1	0	1	     0	     0	     0	9C(57.0214)		tr|C9J2X8|C9J2X8_HUMAN, tr|C9JGH7|C9JGH7_HUMAN, tr|Q53SE3|Q53SE3_HUMAN
sp|Q15814|TBCC_HUMAN	Q15814	TBCC_HUMAN	TBCC	346	Homo sapiens OX=9606	Tubulin-specific chaperone C 	1:Experimental evidence at protein level	0.9621	0.9985	1	1	1	1	1	1	     0	     0	     0	10C(57.0214)		
sp|Q86U38-2|NOP9_HUMAN	Q86U38-2	NOP9_HUMAN	NOP9	535	Homo sapiens OX=9606	Isoform 2 of Nucleolar protein 9 		0.9620	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|Q86U38|NOP9_HUMAN
sp|Q7L3B6|CD37L_HUMAN	Q7L3B6	CD37L_HUMAN	CDC37L1	337	Homo sapiens OX=9606	Hsp90 co-chaperone Cdc37-like 1 	1:Experimental evidence at protein level	0.9619	0.9985	1	0	1	1	0	1	     0	     0	     0			tr|B1AL69|B1AL69_HUMAN
sp|O75027-2|ABCB7_HUMAN	O75027-2	ABCB7_HUMAN	ABCB7	753	Homo sapiens OX=9606	Isoform 2 of ATP-binding cassette sub-family B member 7, mitochondrial 		0.9618	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|O75027-3|ABCB7_HUMAN, sp|O75027|ABCB7_HUMAN, tr|A0A087WW65|A0A087WW65_HUMAN, tr|A0A2R8Y473|A0A2R8Y473_HUMAN, tr|B4DGL8|B4DGL8_HUMAN
sp|Q8N131-2|PORIM_HUMAN	Q8N131-2	PORIM_HUMAN	TMEM123	189	Homo sapiens OX=9606	Isoform 2 of Porimin 		0.9616	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|Q8N131|PORIM_HUMAN, tr|E9PKT4|E9PKT4_HUMAN
sp|Q9Y221-2|NIP7_HUMAN	Q9Y221-2	NIP7_HUMAN	NIP7	133	Homo sapiens OX=9606	Isoform 2 of 60S ribosome subunit biogenesis protein NIP7 homolog 		0.9615	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|Q9Y221|NIP7_HUMAN, tr|J3QLW7|J3QLW7_HUMAN, tr|J3QRD6|J3QRD6_HUMAN, tr|J3QRR4|J3QRR4_HUMAN
sp|O75864|PPR37_HUMAN	O75864	PPR37_HUMAN	PPP1R37	691	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 37 	1:Experimental evidence at protein level	0.9613	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q2TAL8|QRIC1_HUMAN	Q2TAL8	QRIC1_HUMAN	QRICH1	776	Homo sapiens OX=9606	Glutamine-rich protein 1 	1:Experimental evidence at protein level	0.9613	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|O95747|OXSR1_HUMAN	O95747	OXSR1_HUMAN	OXSR1	527	Homo sapiens OX=9606	Serine/threonine-protein kinase 	1:Experimental evidence at protein level	0.9611	0.9985	1	0	1	1	0	1	     0	     0	     0	1C(57.0214)		sp|Q9UEW8-2|STK39_HUMAN, sp|Q9UEW8|STK39_HUMAN, tr|C9JIG9|C9JIG9_HUMAN, tr|F8WBK9|F8WBK9_HUMAN
sp|Q8IVL6|P3H3_HUMAN	Q8IVL6	P3H3_HUMAN	P3H3	736	Homo sapiens OX=9606	Prolyl 3-hydroxylase 3 	1:Experimental evidence at protein level	0.9609	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q86Y82|STX12_HUMAN	Q86Y82	STX12_HUMAN	STX12	276	Homo sapiens OX=9606	Syntaxin-12 	1:Experimental evidence at protein level	0.9608	0.9985	1	0	1	1	0	1	     0	     0	     0	9C(57.0214)		tr|B1AJQ6|B1AJQ6_HUMAN
sp|Q9HCE7-2|SMUF1_HUMAN	Q9HCE7-2	SMUF1_HUMAN	SMURF1	731	Homo sapiens OX=9606	Isoform Short of E3 ubiquitin-protein ligase SMURF1 		0.9607	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|Q9HCE7|SMUF1_HUMAN
sp|P13284|GILT_HUMAN	P13284	GILT_HUMAN	IFI30	250	Homo sapiens OX=9606	Gamma-interferon-inducible lysosomal thiol reductase 	1:Experimental evidence at protein level	0.9602	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q9H2H8|PPIL3_HUMAN	Q9H2H8	PPIL3_HUMAN	PPIL3	161	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase-like 3 	1:Experimental evidence at protein level	0.9602	0.9985	1	0	1	1	0	1	     0	     0	     0			tr|C9K058|C9K058_HUMAN, tr|H7BZ14|H7BZ14_HUMAN
sp|Q99805|TM9S2_HUMAN	Q99805	TM9S2_HUMAN	TM9SF2	663	Homo sapiens OX=9606	Transmembrane 9 superfamily member 2 	1:Experimental evidence at protein level	0.9599	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q13542|4EBP2_HUMAN	Q13542	4EBP2_HUMAN	EIF4EBP2	120	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4E-binding protein 2 	1:Experimental evidence at protein level	0.9597	0.9984	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|P56182|RRP1_HUMAN	P56182	RRP1_HUMAN	RRP1	461	Homo sapiens OX=9606	Ribosomal RNA processing protein 1 homolog A 	1:Experimental evidence at protein level	0.9596	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens OX=9606	Exosome complex component RRP43 	1:Experimental evidence at protein level	0.9596	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BW92-2|SYTM_HUMAN	Q9BW92-2	SYTM_HUMAN	TARS2	588	Homo sapiens OX=9606	Isoform 2 of Threonine--tRNA ligase, mitochondrial 		0.9595	0.9984	1	0	1	1	0	1	     0	     0	     0			sp|Q9BW92|SYTM_HUMAN, tr|F6S7Q7|F6S7Q7_HUMAN, tr|U3KQG0|U3KQG0_HUMAN
sp|O60888-2|CUTA_HUMAN	O60888-2	CUTA_HUMAN	CUTA	198	Homo sapiens OX=9606	Isoform A of Protein CutA 		0.9594	0.9984	1	0	1	1	0	1	     0	     0	     0			sp|O60888-3|CUTA_HUMAN, sp|O60888|CUTA_HUMAN, tr|C9IZG4|C9IZG4_HUMAN
sp|Q9BSR8|YIPF4_HUMAN	Q9BSR8	YIPF4_HUMAN	YIPF4	244	Homo sapiens OX=9606	Protein YIPF4 	1:Experimental evidence at protein level	0.9594	0.9984	1	0	1	1	0	1	     0	     0	     0			tr|H7C0D5|H7C0D5_HUMAN
sp|P19838-2|NFKB1_HUMAN	P19838-2	NFKB1_HUMAN	NFKB1	969	Homo sapiens OX=9606	Isoform 2 of Nuclear factor NF-kappa-B p105 subunit 		0.9591	0.9984	1	0	1	1	0	1	     0	     0	     0	2C(57.0214)		sp|P19838|NFKB1_HUMAN, tr|D6RC45|D6RC45_HUMAN, tr|D6RH30|D6RH30_HUMAN
sp|Q9BQ69|MACD1_HUMAN	Q9BQ69	MACD1_HUMAN	MACROD1	325	Homo sapiens OX=9606	ADP-ribose glycohydrolase MACROD1 	1:Experimental evidence at protein level	0.9591	0.9984	1	1	1	1	1	1	     0	     0	     0	2C(57.0214)		
sp|Q9UGH3|S23A2_HUMAN	Q9UGH3	S23A2_HUMAN	SLC23A2	650	Homo sapiens OX=9606	Solute carrier family 23 member 2 	1:Experimental evidence at protein level	0.9585	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q8NEZ2-2|VP37A_HUMAN	Q8NEZ2-2	VP37A_HUMAN	VPS37A	372	Homo sapiens OX=9606	Isoform 2 of Vacuolar protein sorting-associated protein 37A 		0.9583	0.9984	1	0	1	1	0	1	     0	     0	     0	8C(57.0214)		sp|Q8NEZ2|VP37A_HUMAN, tr|H0YBN0|H0YBN0_HUMAN
sp|Q9BY42|RTF2_HUMAN	Q9BY42	RTF2_HUMAN	RTFDC1	306	Homo sapiens OX=9606	Protein RTF2 homolog 	1:Experimental evidence at protein level	0.9583	0.9984	1	0	1	1	0	1	     0	     0	     0			tr|A0A0A0MQR2|A0A0A0MQR2_HUMAN, tr|A2A2L5|A2A2L5_HUMAN
sp|Q9Y5P4-2|C43BP_HUMAN	Q9Y5P4-2	C43BP_HUMAN	COL4A3BP	598	Homo sapiens OX=9606	Isoform 2 of Collagen type IV alpha-3-binding protein 		0.9579	0.9984	1	0	1	1	0	1	     0	     0	     0			sp|Q9Y5P4-3|C43BP_HUMAN, sp|Q9Y5P4|C43BP_HUMAN, tr|A0A2R8Y5H3|A0A2R8Y5H3_HUMAN, tr|A0A2R8Y5S9|A0A2R8Y5S9_HUMAN, tr|A0A2R8Y7C5|A0A2R8Y7C5_HUMAN, tr|A0A2R8Y7Q9|A0A2R8Y7Q9_HUMAN, tr|A0A2R8YE18|A0A2R8YE18_HUMAN, tr|A0A2R8YE59|A0A2R8YE59_HUMAN, tr|A0A2R8YEA4|A0A2R8YEA4_HUMAN, tr|A0A2R8YEK8|A0A2R8YEK8_HUMAN, tr|A0A2R8YFI2|A0A2R8YFI2_HUMAN, tr|A0A2U3TZL3|A0A2U3TZL3_HUMAN
sp|P61165|TM258_HUMAN	P61165	TM258_HUMAN	TMEM258	79	Homo sapiens OX=9606	Transmembrane protein 258 	1:Experimental evidence at protein level	0.9578	0.9984	1	0	1	1	0	1	     0	     0	     0			tr|F5GWH5|F5GWH5_HUMAN
sp|P13473-2|LAMP2_HUMAN	P13473-2	LAMP2_HUMAN	LAMP2	410	Homo sapiens OX=9606	Isoform LAMP-2B of Lysosome-associated membrane glycoprotein 2 		0.9574	0.9983	1	0	1	1	0	1	     0	     0	     0			sp|P13473-3|LAMP2_HUMAN, sp|P13473|LAMP2_HUMAN
sp|P17676-2|CEBPB_HUMAN	P17676-2	CEBPB_HUMAN	CEBPB	322	Homo sapiens OX=9606	Isoform 2 of CCAAT/enhancer-binding protein beta 		0.9569	0.9983	1	0	1	1	0	1	     0	     0	     0			sp|P17676-3|CEBPB_HUMAN, sp|P17676|CEBPB_HUMAN
sp|P27449|VATL_HUMAN	P27449	VATL_HUMAN	ATP6V0C	155	Homo sapiens OX=9606	V-type proton ATPase 16 kDa proteolipid subunit 	1:Experimental evidence at protein level	0.9569	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|Q99595|TI17A_HUMAN	Q99595	TI17A_HUMAN	TIMM17A	171	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim17-A 	1:Experimental evidence at protein level	0.9568	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BRA0-2|LSMD1_HUMAN	Q9BRA0-2	LSMD1_HUMAN	NAA38	173	Homo sapiens OX=9606	Isoform 2 of N-alpha-acetyltransferase 38, NatC auxiliary subunit 		0.9566	0.9983	1	0	1	1	0	1	     0	     0	     0			sp|Q9BRA0|LSMD1_HUMAN, tr|I3L3Z2|I3L3Z2_HUMAN, tr|I3L4V0|I3L4V0_HUMAN
sp|Q9H2M9|RBGPR_HUMAN	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	1393	Homo sapiens OX=9606	Rab3 GTPase-activating protein non-catalytic subunit 	1:Experimental evidence at protein level	0.9566	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|P30876|RPB2_HUMAN	P30876	RPB2_HUMAN	POLR2B	1174	Homo sapiens OX=9606	DNA-directed RNA polymerase II subunit RPB2 	1:Experimental evidence at protein level	0.9562	0.9983	1	0	1	1	0	1	     0	     0	     0	8C(57.0214)		tr|A0A1W2PPT5|A0A1W2PPT5_HUMAN, tr|C9J2Y9|C9J2Y9_HUMAN, tr|C9J4M6|C9J4M6_HUMAN
sp|Q7L266|ASGL1_HUMAN	Q7L266	ASGL1_HUMAN	ASRGL1	308	Homo sapiens OX=9606	Isoaspartyl peptidase/L-asparaginase 	1:Experimental evidence at protein level	0.9558	0.9983	1	0	1	1	0	1	     0	     0	     0			tr|A0A087WUG3|A0A087WUG3_HUMAN, tr|A0A087WZI5|A0A087WZI5_HUMAN, tr|E9PJK6|E9PJK6_HUMAN
sp|Q15526-2|SURF1_HUMAN	Q15526-2	SURF1_HUMAN	SURF1	288	Homo sapiens OX=9606	Isoform 2 of Surfeit locus protein 1 		0.9557	0.9983	1	0	1	1	0	1	     0	     0	     0			sp|Q15526|SURF1_HUMAN
sp|P15336-3|ATF2_HUMAN	P15336-3	ATF2_HUMAN	ATF2	209	Homo sapiens OX=9606	Isoform 3 of Cyclic AMP-dependent transcription factor ATF-2 		0.9556	0.9983	1	0	1	1	0	1	     0	     0	     0			sp|P15336-5|ATF2_HUMAN, sp|P15336-7|ATF2_HUMAN, sp|P15336|ATF2_HUMAN, sp|P17544-2|ATF7_HUMAN, sp|P17544-3|ATF7_HUMAN, sp|P17544-4|ATF7_HUMAN, sp|P17544-5|ATF7_HUMAN, sp|P17544-6|ATF7_HUMAN, sp|P17544|ATF7_HUMAN, tr|B8ZZU6|B8ZZU6_HUMAN, tr|E9PBF9|E9PBF9_HUMAN, tr|E9PEK8|E9PEK8_HUMAN, tr|H7C2N6|H7C2N6_HUMAN, tr|K7ELQ4|K7ELQ4_HUMAN, tr|K7ESA4|K7ESA4_HUMAN
sp|P86790|CCZ1B_HUMAN	P86790	CCZ1B_HUMAN	CCZ1B	482	Homo sapiens OX=9606	Vacuolar fusion protein CCZ1 homolog B 	1:Experimental evidence at protein level	0.9554	0.9983	1	0	1	1	0	1	     0	     0	     0	5C(57.0214)		sp|P86791|CCZ1_HUMAN, tr|F8WD66|F8WD66_HUMAN
sp|O00488|ZN593_HUMAN	O00488	ZN593_HUMAN	ZNF593	134	Homo sapiens OX=9606	Zinc finger protein 593 	1:Experimental evidence at protein level	0.9546	0.9982	1	0	1	1	0	1	     0	     0	     0			tr|A9J4F5|A9J4F5_HUMAN
sp|O60826|CCD22_HUMAN	O60826	CCD22_HUMAN	CCDC22	627	Homo sapiens OX=9606	Coiled-coil domain-containing protein 22 	1:Experimental evidence at protein level	0.9544	0.9982	1	1	1	1	1	1	     0	     0	     0			
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens OX=9606	Cystatin-C 	1:Experimental evidence at protein level	0.9544	0.9982	1	1	1	1	1	1	     0	     0	     0			
sp|Q15363|TMED2_HUMAN	Q15363	TMED2_HUMAN	TMED2	201	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 2 	1:Experimental evidence at protein level	0.9541	0.9982	1	0	1	1	0	1	     0	     0	     0			tr|E7EQ72|E7EQ72_HUMAN
sp|Q13426-2|XRCC4_HUMAN	Q13426-2	XRCC4_HUMAN	XRCC4	334	Homo sapiens OX=9606	Isoform 2 of DNA repair protein XRCC4 		0.9540	0.9982	1	0	1	1	0	1	     0	     0	     0			sp|Q13426-3|XRCC4_HUMAN, sp|Q13426|XRCC4_HUMAN
sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	Homo sapiens OX=9606	Beta-1,4-galactosyltransferase 5 	1:Experimental evidence at protein level	0.9533	0.9982	1	1	1	2	2	2	     0	     0	     0			
sp|Q53FT3|HIKES_HUMAN	Q53FT3	HIKES_HUMAN	HIKESHI	197	Homo sapiens OX=9606	Protein Hikeshi 	1:Experimental evidence at protein level	0.9533	0.9982	1	0	1	1	0	1	     0	     0	     0	4C(57.0214)		tr|E9PJB2|E9PJB2_HUMAN, tr|E9PPG8|E9PPG8_HUMAN
sp|Q86VN1-2|VPS36_HUMAN	Q86VN1-2	VPS36_HUMAN	VPS36	328	Homo sapiens OX=9606	Isoform 2 of Vacuolar protein-sorting-associated protein 36 		0.9529	0.9982	1	0	1	1	0	1	     0	     0	     0			sp|Q86VN1|VPS36_HUMAN, tr|A0A3B3ISW7|A0A3B3ISW7_HUMAN
sp|O95399-2|UTS2_HUMAN	O95399-2	UTS2_HUMAN	UTS2	139	Homo sapiens OX=9606	Isoform 2 of Urotensin-2 		0.9521	0.9981	1	0	1	2	0	2	     0	     0	     0			sp|O95399|UTS2_HUMAN, tr|Q5H8X8|Q5H8X8_HUMAN
sp|Q9BVW5|TIPIN_HUMAN	Q9BVW5	TIPIN_HUMAN	TIPIN	301	Homo sapiens OX=9606	TIMELESS-interacting protein 	1:Experimental evidence at protein level	0.9521	0.9981	1	1	1	1	1	1	     0	     0	     0			
