Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O60907|TBL1X_HUMAN	O60907	TBL1X_HUMAN	TBL1X	577	Homo sapiens OX=9606	F-box-like/WD repeat-containing protein TBL1X 	1:Experimental evidence at protein level	0.9768	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q9BQ87|TBL1Y_HUMAN, sp|Q9BZK7|TBL1R_HUMAN
sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	561	Homo sapiens OX=9606	Cytosolic purine 5'-nucleotidase 	1:Experimental evidence at protein level	0.9763	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|P51688|SPHM_HUMAN	P51688	SPHM_HUMAN	SGSH	502	Homo sapiens OX=9606	N-sulphoglucosamine sulphohydrolase 	1:Experimental evidence at protein level	0.9763	0.9900	1	1	1	1	1	1	     0	     0	     0			
sp|Q9Y580|RBM7_HUMAN	Q9Y580	RBM7_HUMAN	RBM7	266	Homo sapiens OX=9606	RNA-binding protein 7 	1:Experimental evidence at protein level	0.9762	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|Q8TCT8|SPP2A_HUMAN	Q8TCT8	SPP2A_HUMAN	SPPL2A	520	Homo sapiens OX=9606	Signal peptide peptidase-like 2A 	1:Experimental evidence at protein level	0.9760	0.9986	1	1	1	1	1	1	     0	     0	     0	9C(57.0214)		
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 2 	1:Experimental evidence at protein level	0.9747	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q96Q45|TM237_HUMAN	Q96Q45	TM237_HUMAN	TMEM237	408	Homo sapiens OX=9606	Transmembrane protein 237 	1:Experimental evidence at protein level	0.9747	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|P22079|PERL_HUMAN	P22079	PERL_HUMAN	LPO	712	Homo sapiens OX=9606	Lactoperoxidase 	1:Experimental evidence at protein level	0.9745	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q14691|PSF1_HUMAN	Q14691	PSF1_HUMAN	GINS1	196	Homo sapiens OX=9606	DNA replication complex GINS protein PSF1 	1:Experimental evidence at protein level	0.9745	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q13043|STK4_HUMAN	Q13043	STK4_HUMAN	STK4	487	Homo sapiens OX=9606	Serine/threonine-protein kinase 4 	1:Experimental evidence at protein level	0.9744	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|Q13188|STK3_HUMAN
sp|Q99447|PCY2_HUMAN	Q99447	PCY2_HUMAN	PCYT2	389	Homo sapiens OX=9606	Ethanolamine-phosphate cytidylyltransferase 	1:Experimental evidence at protein level	0.9743	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|P82921|RT21_HUMAN	P82921	RT21_HUMAN	MRPS21	87	Homo sapiens OX=9606	28S ribosomal protein S21, mitochondrial 	1:Experimental evidence at protein level	0.9742	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q99643|C560_HUMAN	Q99643	C560_HUMAN	SDHC	169	Homo sapiens OX=9606	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial 	1:Experimental evidence at protein level	0.9741	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q6Y1H2|HACD2_HUMAN	Q6Y1H2	HACD2_HUMAN	HACD2	254	Homo sapiens OX=9606	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 	1:Experimental evidence at protein level	0.9740	0.9985	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|Q5TEU4|NDUF5_HUMAN	Q5TEU4	NDUF5_HUMAN	NDUFAF5	345	Homo sapiens OX=9606	Arginine-hydroxylase NDUFAF5, mitochondrial 	1:Experimental evidence at protein level	0.9738	0.9985	1	1	1	1	1	1	     0	     0	     0	10C(57.0214)		
sp|Q9Y613|FHOD1_HUMAN	Q9Y613	FHOD1_HUMAN	FHOD1	1164	Homo sapiens OX=9606	FH1/FH2 domain-containing protein 1 	1:Experimental evidence at protein level	0.9736	0.9985	1	1	1	1	1	1	     0	     0	     0			
sp|Q4G0N4|NAKD2_HUMAN	Q4G0N4	NAKD2_HUMAN	NADK2	442	Homo sapiens OX=9606	NAD kinase 2, mitochondrial 	1:Experimental evidence at protein level	0.9735	0.9985	1	1	1	2	2	2	     0	     0	     0	7C(57.0214)		
sp|Q5HYI7|MTX3_HUMAN	Q5HYI7	MTX3_HUMAN	MTX3	312	Homo sapiens OX=9606	Metaxin-3 	1:Experimental evidence at protein level	0.9733	0.9984	1	1	1	2	2	2	     0	     0	     0			
sp|Q9UDX5|MTFP1_HUMAN	Q9UDX5	MTFP1_HUMAN	MTFP1	166	Homo sapiens OX=9606	Mitochondrial fission process protein 1 	1:Experimental evidence at protein level	0.9733	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q9H5X1|CIA2A_HUMAN	Q9H5X1	CIA2A_HUMAN	CIAO2A	160	Homo sapiens OX=9606	Cytosolic iron-sulfur assembly component 2A 	1:Experimental evidence at protein level	0.9730	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q9P0S9|TM14C_HUMAN	Q9P0S9	TM14C_HUMAN	TMEM14C	112	Homo sapiens OX=9606	Transmembrane protein 14C 	1:Experimental evidence at protein level	0.9723	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|P21579|SYT1_HUMAN	P21579	SYT1_HUMAN	SYT1	422	Homo sapiens OX=9606	Synaptotagmin-1 	1:Experimental evidence at protein level	0.9718	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|P63172|DYLT1_HUMAN	P63172	DYLT1_HUMAN	DYNLT1	113	Homo sapiens OX=9606	Dynein light chain Tctex-type 1 	1:Experimental evidence at protein level	0.9717	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UJX6|ANC2_HUMAN	Q9UJX6	ANC2_HUMAN	ANAPC2	822	Homo sapiens OX=9606	Anaphase-promoting complex subunit 2 	1:Experimental evidence at protein level	0.9717	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|Q6ZN18|AEBP2_HUMAN	Q6ZN18	AEBP2_HUMAN	AEBP2	517	Homo sapiens OX=9606	Zinc finger protein AEBP2 	1:Experimental evidence at protein level	0.9716	0.9893	1	1	1	1	1	1	     0	     0	     0			
sp|Q99417|MYCBP_HUMAN	Q99417	MYCBP_HUMAN	MYCBP	103	Homo sapiens OX=9606	c-Myc-binding protein 	1:Experimental evidence at protein level	0.9714	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|O95479|G6PE_HUMAN	O95479	G6PE_HUMAN	H6PD	791	Homo sapiens OX=9606	GDH/6PGL endoplasmic bifunctional protein 	1:Experimental evidence at protein level	0.9711	0.9895	1	1	1	1	1	1	     0	     0	     0			
sp|P12074|CX6A1_HUMAN	P12074	CX6A1_HUMAN	COX6A1	109	Homo sapiens OX=9606	Cytochrome c oxidase subunit 6A1, mitochondrial 	1:Experimental evidence at protein level	0.9709	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|Q9Y2Q9|RT28_HUMAN	Q9Y2Q9	RT28_HUMAN	MRPS28	187	Homo sapiens OX=9606	28S ribosomal protein S28, mitochondrial 	1:Experimental evidence at protein level	0.9708	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|P80188|NGAL_HUMAN	P80188	NGAL_HUMAN	LCN2	198	Homo sapiens OX=9606	Neutrophil gelatinase-associated lipocalin 	1:Experimental evidence at protein level	0.9707	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BXR0|TGT_HUMAN	Q9BXR0	TGT_HUMAN	QTRT1	403	Homo sapiens OX=9606	Queuine tRNA-ribosyltransferase catalytic subunit 1 	1:Experimental evidence at protein level	0.9703	0.9983	1	1	1	1	1	1	     0	     0	     0	12C(57.0214)		
sp|P51809|VAMP7_HUMAN	P51809	VAMP7_HUMAN	VAMP7	220	Homo sapiens OX=9606	Vesicle-associated membrane protein 7 	1:Experimental evidence at protein level	0.9702	0.9983	1	1	1	1	1	1	     0	     0	     0			
sp|P61009|SPCS3_HUMAN	P61009	SPCS3_HUMAN	SPCS3	180	Homo sapiens OX=9606	Signal peptidase complex subunit 3 	1:Experimental evidence at protein level	0.9688	0.9982	1	1	1	1	1	1	     0	     0	     0			
sp|Q86VU5|CMTD1_HUMAN	Q86VU5	CMTD1_HUMAN	COMTD1	262	Homo sapiens OX=9606	Catechol O-methyltransferase domain-containing protein 1 	1:Experimental evidence at protein level	0.9686	0.9982	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UI10|EI2BD_HUMAN	Q9UI10	EI2BD_HUMAN	EIF2B4	523	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit delta 	1:Experimental evidence at protein level	0.9685	0.9982	1	1	1	1	1	1	     0	     0	     0	15C(57.0214)		
sp|Q9Y6W5|WASF2_HUMAN	Q9Y6W5	WASF2_HUMAN	WASF2	498	Homo sapiens OX=9606	Actin-binding protein WASF2 	1:Experimental evidence at protein level	0.9684	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|Q2T9J0|TYSD1_HUMAN	Q2T9J0	TYSD1_HUMAN	TYSND1	566	Homo sapiens OX=9606	Peroxisomal leader peptide-processing protease 	1:Experimental evidence at protein level	0.9681	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|Q9HBL8|NMRL1_HUMAN	Q9HBL8	NMRL1_HUMAN	NMRAL1	299	Homo sapiens OX=9606	NmrA-like family domain-containing protein 1 	1:Experimental evidence at protein level	0.9679	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|Q9Y5K8|VATD_HUMAN	Q9Y5K8	VATD_HUMAN	ATP6V1D	247	Homo sapiens OX=9606	V-type proton ATPase subunit D 	1:Experimental evidence at protein level	0.9679	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|C9JLW8|MCRI1_HUMAN	C9JLW8	MCRI1_HUMAN	MCRIP1	97	Homo sapiens OX=9606	Mapk-regulated corepressor-interacting protein 1 	1:Experimental evidence at protein level	0.9678	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|Q8TDX6|CGAT1_HUMAN	Q8TDX6	CGAT1_HUMAN	CSGALNACT1	532	Homo sapiens OX=9606	Chondroitin sulfate N-acetylgalactosaminyltransferase 1 	1:Experimental evidence at protein level	0.9677	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|Q9C0E8|LNP_HUMAN	Q9C0E8	LNP_HUMAN	LNPK	428	Homo sapiens OX=9606	Endoplasmic reticulum junction formation protein lunapark 	1:Experimental evidence at protein level	0.9672	0.9981	1	1	1	2	2	2	     0	     0	     0			
sp|P54105|ICLN_HUMAN	P54105	ICLN_HUMAN	CLNS1A	237	Homo sapiens OX=9606	Methylosome subunit pICln 	1:Experimental evidence at protein level	0.9671	0.9981	1	1	1	1	1	1	     0	     0	     0			
sp|Q96AA3|RFT1_HUMAN	Q96AA3	RFT1_HUMAN	RFT1	541	Homo sapiens OX=9606	Protein RFT1 homolog 	1:Experimental evidence at protein level	0.9665	0.9980	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BRT3|MIEN1_HUMAN	Q9BRT3	MIEN1_HUMAN	MIEN1	115	Homo sapiens OX=9606	Migration and invasion enhancer 1 	1:Experimental evidence at protein level	0.9658	0.9980	1	1	1	1	1	1	     0	     0	     0			
sp|O15162|PLS1_HUMAN	O15162	PLS1_HUMAN	PLSCR1	318	Homo sapiens OX=9606	Phospholipid scramblase 1 	1:Experimental evidence at protein level	0.9657	0.9980	1	1	1	1	1	1	     0	     0	     0			
sp|Q96SU4|OSBL9_HUMAN	Q96SU4	OSBL9_HUMAN	OSBPL9	736	Homo sapiens OX=9606	Oxysterol-binding protein-related protein 9 	1:Experimental evidence at protein level	0.9653	0.9980	1	1	1	1	1	1	     0	     0	     0			
sp|P53365|ARFP2_HUMAN	P53365	ARFP2_HUMAN	ARFIP2	341	Homo sapiens OX=9606	Arfaptin-2 	1:Experimental evidence at protein level	0.9647	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|O43678|NDUA2_HUMAN	O43678	NDUA2_HUMAN	NDUFA2	99	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 	1:Experimental evidence at protein level	0.9646	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BVV7|TIM21_HUMAN	Q9BVV7	TIM21_HUMAN	TIMM21	248	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim21 	1:Experimental evidence at protein level	0.9645	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|Q13438|OS9_HUMAN	Q13438	OS9_HUMAN	OS9	667	Homo sapiens OX=9606	Protein 	1:Experimental evidence at protein level	0.9644	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|P33764|S10A3_HUMAN	P33764	S10A3_HUMAN	S100A3	101	Homo sapiens OX=9606	Protein S100-A3 	1:Experimental evidence at protein level	0.9641	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|Q69YN2|C19L1_HUMAN	Q69YN2	C19L1_HUMAN	CWF19L1	538	Homo sapiens OX=9606	CWF19-like protein 1 	1:Experimental evidence at protein level	0.9639	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|Q9P013|CWC15_HUMAN	Q9P013	CWC15_HUMAN	CWC15	229	Homo sapiens OX=9606	Spliceosome-associated protein CWC15 homolog 	1:Experimental evidence at protein level	0.9639	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50_HUMAN	NAA50	169	Homo sapiens OX=9606	N-alpha-acetyltransferase 50 	1:Experimental evidence at protein level	0.9635	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens OX=9606	Alpha-2-HS-glycoprotein 	1:Experimental evidence at protein level	0.9632	0.9978	1	1	1	1	1	1	     0	     0	     0	1C(57.0214)		
sp|Q9HD42|CHM1A_HUMAN	Q9HD42	CHM1A_HUMAN	CHMP1A	196	Homo sapiens OX=9606	Charged multivesicular body protein 1a 	1:Experimental evidence at protein level	0.9626	0.9978	1	1	1	1	1	1	     0	     0	     0			
sp|P38435|VKGC_HUMAN	P38435	VKGC_HUMAN	GGCX	758	Homo sapiens OX=9606	Vitamin K-dependent gamma-carboxylase 	1:Experimental evidence at protein level	0.9617	0.9977	1	1	1	1	1	1	     0	     0	     0			
sp|Q8N5M9|JAGN1_HUMAN	Q8N5M9	JAGN1_HUMAN	JAGN1	183	Homo sapiens OX=9606	Protein jagunal homolog 1 	1:Experimental evidence at protein level	0.9615	0.9977	1	1	1	1	1	1	     0	     0	     0			
sp|Q8TCC3|RM30_HUMAN	Q8TCC3	RM30_HUMAN	MRPL30	161	Homo sapiens OX=9606	39S ribosomal protein L30, mitochondrial 	1:Experimental evidence at protein level	0.9613	0.9977	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UBK9|UXT_HUMAN	Q9UBK9	UXT_HUMAN	UXT	157	Homo sapiens OX=9606	Protein UXT 	1:Experimental evidence at protein level	0.9611	0.9977	1	1	1	1	1	1	     0	     0	     0			
sp|Q9Y237|PIN4_HUMAN	Q9Y237	PIN4_HUMAN	PIN4	131	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 	1:Experimental evidence at protein level	0.9609	0.9977	1	1	1	1	1	1	     0	     0	     0			
sp|O94907|DKK1_HUMAN	O94907	DKK1_HUMAN	DKK1	266	Homo sapiens OX=9606	Dickkopf-related protein 1 	1:Experimental evidence at protein level	0.9607	0.9977	1	0	1	1	0	1	     0	     0	     0			sp|Q9UBU2|DKK2_HUMAN
sp|Q9P2X0|DPM3_HUMAN	Q9P2X0	DPM3_HUMAN	DPM3	92	Homo sapiens OX=9606	Dolichol-phosphate mannosyltransferase subunit 3 	1:Experimental evidence at protein level	0.9596	0.9976	1	1	1	2	2	2	     0	     0	     0			
sp|P01889|HLAB_HUMAN	P01889	HLAB_HUMAN	HLA-B	362	Homo sapiens OX=9606	HLA class I histocompatibility antigen, B alpha chain 	1:Experimental evidence at protein level	0.9594	0.9976	1	1	1	1	1	1	     0	     0	     0			
sp|P60604|UB2G2_HUMAN	P60604	UB2G2_HUMAN	UBE2G2	165	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 G2 	1:Experimental evidence at protein level	0.9593	0.9976	1	1	1	1	1	1	     0	     0	     0	2C(57.0214)		
sp|O95376|ARI2_HUMAN	O95376	ARI2_HUMAN	ARIH2	493	Homo sapiens OX=9606	E3 ubiquitin-protein ligase ARIH2 	1:Experimental evidence at protein level	0.9590	0.9976	1	1	1	1	1	1	     0	     0	     0			
sp|O96019|ACL6A_HUMAN	O96019	ACL6A_HUMAN	ACTL6A	429	Homo sapiens OX=9606	Actin-like protein 6A 	1:Experimental evidence at protein level	0.9566	0.9974	1	1	1	1	1	1	     0	     0	     0			
sp|P08397|HEM3_HUMAN	P08397	HEM3_HUMAN	HMBS	361	Homo sapiens OX=9606	Porphobilinogen deaminase 	1:Experimental evidence at protein level	0.9556	0.9974	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BTE3|MCMBP_HUMAN	Q9BTE3	MCMBP_HUMAN	MCMBP	642	Homo sapiens OX=9606	Mini-chromosome maintenance complex-binding protein 	1:Experimental evidence at protein level	0.9555	0.9974	1	1	1	1	1	1	     0	     0	     0			
sp|O75688|PPM1B_HUMAN	O75688	PPM1B_HUMAN	PPM1B	479	Homo sapiens OX=9606	Protein phosphatase 1B 	1:Experimental evidence at protein level	0.9549	0.9921	1	1	1	1	1	1	     0	     0	     0			
sp|P61927|RL37_HUMAN	P61927	RL37_HUMAN	RPL37	97	Homo sapiens OX=9606	60S ribosomal protein L37 	1:Experimental evidence at protein level	0.9548	0.9973	1	1	1	1	1	1	     0	     0	     0			
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	Homo sapiens OX=9606	CD99 antigen-like protein 2 	1:Experimental evidence at protein level	0.9540	0.9973	1	1	1	1	1	1	     0	     0	     0			
sp|P82912|RT11_HUMAN	P82912	RT11_HUMAN	MRPS11	194	Homo sapiens OX=9606	28S ribosomal protein S11, mitochondrial 	1:Experimental evidence at protein level	0.9533	0.9972	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UJW0|DCTN4_HUMAN	Q9UJW0	DCTN4_HUMAN	DCTN4	460	Homo sapiens OX=9606	Dynactin subunit 4 	1:Experimental evidence at protein level	0.9533	0.9972	1	1	1	1	1	1	     0	     0	     0			
sp|Q8NBU5|ATAD1_HUMAN	Q8NBU5	ATAD1_HUMAN	ATAD1	361	Homo sapiens OX=9606	Outer mitochondrial transmembrane helix translocase 	1:Experimental evidence at protein level	0.9530	0.9972	1	1	1	1	1	1	     0	     0	     0			
sp|Q8N9N8|EIF1A_HUMAN	Q8N9N8	EIF1A_HUMAN	EIF1AD	165	Homo sapiens OX=9606	Probable RNA-binding protein EIF1AD 	1:Experimental evidence at protein level	0.9528	0.9972	1	1	1	1	1	1	     0	     0	     0			
sp|P19838|NFKB1_HUMAN	P19838	NFKB1_HUMAN	NFKB1	968	Homo sapiens OX=9606	Nuclear factor NF-kappa-B p105 subunit 	1:Experimental evidence at protein level	0.9525	0.9972	1	1	1	1	1	1	     0	     0	     0	3C(57.0214)		
sp|Q12899|TRI26_HUMAN	Q12899	TRI26_HUMAN	TRIM26	539	Homo sapiens OX=9606	Tripartite motif-containing protein 26 	1:Experimental evidence at protein level	0.9525	0.9972	1	1	1	1	1	1	     0	     0	     0			
sp|O95394|AGM1_HUMAN	O95394	AGM1_HUMAN	PGM3	542	Homo sapiens OX=9606	Phosphoacetylglucosamine mutase 	1:Experimental evidence at protein level	0.9519	0.9971	1	1	1	1	1	1	     0	     0	     0			
sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	Homo sapiens OX=9606	Beta-1,4-galactosyltransferase 5 	1:Experimental evidence at protein level	0.9514	0.9971	1	1	1	1	1	1	     0	     0	     0			
sp|Q15750|TAB1_HUMAN	Q15750	TAB1_HUMAN	TAB1	504	Homo sapiens OX=9606	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 	1:Experimental evidence at protein level	0.9508	0.9971	1	1	1	1	1	1	     0	     0	     0			
sp|O00746|NDKM_HUMAN	O00746	NDKM_HUMAN	NME4	187	Homo sapiens OX=9606	Nucleoside diphosphate kinase, mitochondrial 	1:Experimental evidence at protein level	0.9507	0.9971	1	1	1	1	1	1	     0	     0	     0			
sp|P51965|UB2E1_HUMAN	P51965	UB2E1_HUMAN	UBE2E1	193	Homo sapiens	Ubiquitin-conjugating enzyme E2 E1 	1:Experimental evidence at protein level	0.9507	0.9971	1	0	1	1	0	1	     0	     0	     0			sp|Q969T4|UB2E3_HUMAN, sp|Q96LR5|UB2E2_HUMAN
sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	ENSA	121	Homo sapiens OX=9606	Alpha-endosulfine 	1:Experimental evidence at protein level	0.9506	0.9971	1	0	1	2	0	2	     0	     0	     0			sp|P56211|ARP19_HUMAN
sp|P58557|YBEY_HUMAN	P58557	YBEY_HUMAN	YBEY	167	Homo sapiens OX=9606	Endoribonuclease YbeY 	1:Experimental evidence at protein level	0.9505	0.9970	1	1	1	1	1	1	     0	     0	     0	7C(57.0214)		
sp|Q8N129|CNPY4_HUMAN	Q8N129	CNPY4_HUMAN	CNPY4	248	Homo sapiens OX=9606	Protein canopy homolog 4 	1:Experimental evidence at protein level	0.9505	0.9971	1	1	1	1	1	1	     0	     0	     0			
sp|Q9H694|BICC1_HUMAN	Q9H694	BICC1_HUMAN	BICC1	974	Homo sapiens OX=9606	Protein bicaudal C homolog 1 	1:Experimental evidence at protein level	0.9505	0.9971	1	1	1	1	1	1	     0	     0	     0			
sp|Q9Y3C0|WASC3_HUMAN	Q9Y3C0	WASC3_HUMAN	WASHC3	194	Homo sapiens OX=9606	WASH complex subunit 3 	1:Experimental evidence at protein level	0.9500	0.9970	1	1	1	1	1	1	     0	     0	     0			
sp|Q8TBQ9|KISHA_HUMAN	Q8TBQ9	KISHA_HUMAN	TMEM167A	72	Homo sapiens OX=9606	Protein kish-A 	1:Experimental evidence at protein level	0.9493	0.9970	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NZT2|OGFR_HUMAN	Q9NZT2	OGFR_HUMAN	OGFR	677	Homo sapiens OX=9606	Opioid growth factor receptor 	1:Experimental evidence at protein level	0.9492	0.9970	1	1	1	1	1	1	     0	     0	     0			
sp|Q8WUW1|BRK1_HUMAN	Q8WUW1	BRK1_HUMAN	BRK1	75	Homo sapiens OX=9606	Protein BRICK1 	1:Experimental evidence at protein level	0.9476	0.9969	1	1	1	1	1	1	     0	     0	     0			
sp|Q9ULA0|DNPEP_HUMAN	Q9ULA0	DNPEP_HUMAN	DNPEP	485	Homo sapiens OX=9606	Aspartyl aminopeptidase 	1:Experimental evidence at protein level	0.9474	0.9969	1	1	1	1	1	1	     0	     0	     0			
sp|Q16854|DGUOK_HUMAN	Q16854	DGUOK_HUMAN	DGUOK	277	Homo sapiens OX=9606	Deoxyguanosine kinase, mitochondrial 	1:Experimental evidence at protein level	0.9469	0.9968	1	1	1	1	1	1	     0	     0	     0			
sp|P00846|ATP6_HUMAN	P00846	ATP6_HUMAN	MT-ATP6	226	Homo sapiens OX=9606	ATP synthase subunit a 	1:Experimental evidence at protein level	0.9465	0.9968	1	1	1	1	1	1	     0	     0	     0			
sp|P13284|GILT_HUMAN	P13284	GILT_HUMAN	IFI30	250	Homo sapiens OX=9606	Gamma-interferon-inducible lysosomal thiol reductase 	1:Experimental evidence at protein level	0.9464	0.9968	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BRR3|PGAP4_HUMAN	Q9BRR3	PGAP4_HUMAN	PGAP4	403	Homo sapiens OX=9606	Post-GPI attachment to proteins factor 4 	1:Experimental evidence at protein level	0.9464	0.9968	1	1	1	1	1	1	     0	     0	     0			
sp|Q9C005|DPY30_HUMAN	Q9C005	DPY30_HUMAN	DPY30	99	Homo sapiens OX=9606	Protein dpy-30 homolog 	1:Experimental evidence at protein level	0.9460	0.9968	1	1	1	1	1	1	     0	     0	     0			
sp|Q86SR1|GLT10_HUMAN	Q86SR1	GLT10_HUMAN	GALNT10	603	Homo sapiens OX=9606	Polypeptide N-acetylgalactosaminyltransferase 10 	1:Experimental evidence at protein level	0.9447	0.9967	1	1	1	1	1	1	     0	     0	     0	6C(57.0214)		
sp|Q8WVK2|SNR27_HUMAN	Q8WVK2	SNR27_HUMAN	SNRNP27	155	Homo sapiens OX=9606	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein 	1:Experimental evidence at protein level	0.9445	0.9967	1	1	1	1	1	1	     0	     0	     0			
sp|Q86Y79|PTH_HUMAN	Q86Y79	PTH_HUMAN	PTRH1	214	Homo sapiens OX=9606	Probable peptidyl-tRNA hydrolase 	1:Experimental evidence at protein level	0.9441	0.9966	1	1	1	1	1	1	     0	     0	     0			
sp|Q96G23|CERS2_HUMAN	Q96G23	CERS2_HUMAN	CERS2	380	Homo sapiens OX=9606	Ceramide synthase 2 	1:Experimental evidence at protein level	0.9428	0.9966	1	1	1	1	1	1	     0	     0	     0			
sp|Q587I9|SFT2C_HUMAN	Q587I9	SFT2C_HUMAN	SFT2D3	215	Homo sapiens OX=9606	Vesicle transport protein SFT2C 	2:Experimental evidence at transcript level	0.9425	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BV20|MTNA_HUMAN	Q9BV20	MTNA_HUMAN	MRI1	369	Homo sapiens OX=9606	Methylthioribose-1-phosphate isomerase 	1:Experimental evidence at protein level	0.9423	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|O15321|TM9S1_HUMAN	O15321	TM9S1_HUMAN	TM9SF1	606	Homo sapiens OX=9606	Transmembrane 9 superfamily member 1 	2:Experimental evidence at transcript level	0.9421	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BTU6|P4K2A_HUMAN	Q9BTU6	P4K2A_HUMAN	PI4K2A	479	Homo sapiens OX=9606	Phosphatidylinositol 4-kinase type 2-alpha 	1:Experimental evidence at protein level	0.9418	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|Q8N5F7|NKAP_HUMAN	Q8N5F7	NKAP_HUMAN	NKAP	415	Homo sapiens OX=9606	NF-kappa-B-activating protein 	1:Experimental evidence at protein level	0.9417	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|Q96S44|PRPK_HUMAN	Q96S44	PRPK_HUMAN	TP53RK	253	Homo sapiens OX=9606	EKC/KEOPS complex subunit TP53RK 	1:Experimental evidence at protein level	0.9415	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|O95400|CD2B2_HUMAN	O95400	CD2B2_HUMAN	CD2BP2	341	Homo sapiens OX=9606	CD2 antigen cytoplasmic tail-binding protein 2 	1:Experimental evidence at protein level	0.9412	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NW81|DMAC2_HUMAN	Q9NW81	DMAC2_HUMAN	DMAC2	257	Homo sapiens OX=9606	Distal membrane-arm assembly complex protein 2 	1:Experimental evidence at protein level	0.9406	0.9964	1	1	1	1	1	1	     0	     0	     0			
