Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	71_Hela_200pg_1 Spectral Count	72_Hela_200pg_2 Spectral Count	73_Hela_200pg_3 Spectral Count	71_Hela_200pg_1 Unique Spectral Count	72_Hela_200pg_2 Unique Spectral Count	73_Hela_200pg_3 Unique Spectral Count	71_Hela_200pg_1 Total Spectral Count	72_Hela_200pg_2 Total Spectral Count	73_Hela_200pg_3 Total Spectral Count	71_Hela_200pg_1 Intensity	72_Hela_200pg_2 Intensity	73_Hela_200pg_3 Intensity	71_Hela_200pg_1 MaxLFQ Intensity	72_Hela_200pg_2 MaxLFQ Intensity	73_Hela_200pg_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P50454|SERPH_HUMAN	P50454	SERPH_HUMAN	SERPINH1	418	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serpin H1	1.0	0.999	3	3	3	3	2	1	0	2	1	0	2	1	0	107497.54	121494.96	94234.11	0.0	0.0	0.0	
sp|P50502|F10A1_HUMAN	P50502	F10A1_HUMAN	ST13	369	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hsc70-interacting protein	1.0	0.9901	2	4	0	4	1	1	2	0	0	0	1	1	2	201850.94	234176.55	263573.44	0.0	158105.45	169738.27	sp|Q8NFI4|F10A5_HUMAN
sp|P50914|RL14_HUMAN	P50914	RL14_HUMAN	RPL14	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L14	0.9867	0.999	1	1	1	1	1	0	0	1	0	0	1	0	0	153144.73	0.0	0.0	0.0	0.0	0.0	
sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit theta	1.0	0.9941	4	8	8	8	4	2	2	4	2	2	4	2	2	216622.34	253187.22	225572.66	114660.086	133416.8	119356.01	
sp|P50991|TCPD_HUMAN	P50991	TCPD_HUMAN	CCT4	539	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit delta	1.0	0.9963	4	10	10	10	3	4	3	3	4	3	3	4	3	541396.0	705664.3	434801.62	200763.4	243493.16	252883.06	
sp|P51571|SSRD_HUMAN	P51571	SSRD_HUMAN	SSR4	173	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translocon-associated protein subunit delta	0.8656	0.9884	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51572|BAP31_HUMAN	P51572	BAP31_HUMAN	BCAP31	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	B-cell receptor-associated protein 31	1.0	0.9961	2	4	4	4	1	2	1	1	2	1	1	2	1	0.0	81940.83	0.0	0.0	0.0	0.0	
sp|P51858|HDGF_HUMAN	P51858	HDGF_HUMAN	HDGF	240	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hepatoma-derived growth factor	0.84	0.9858	1	3	3	3	1	1	1	1	1	1	1	1	1	95269.15	80213.58	105039.82	0.0	0.0	0.0	
sp|P52209|6PGD_HUMAN	P52209	6PGD_HUMAN	PGD	483	Homo sapiens OX=9606	1:Experimental evidence at protein level	6-phosphogluconate dehydrogenase, decarboxylating	1.0	0.986	4	7	7	7	2	2	3	2	2	3	2	2	3	279578.84	574358.9	518753.94	285812.38	274614.8	286717.34	
sp|P52272|HNRPM_HUMAN	P52272	HNRPM_HUMAN	HNRNPM	730	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein M	1.0	0.9963	10	23	23	23	8	8	7	8	8	7	8	8	7	1027823.44	1150981.5	736333.44	295270.1	279248.22	231675.39	
sp|P52597|HNRPF_HUMAN	P52597	HNRPF_HUMAN	HNRNPF	415	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein F	1.0	0.999	3	7	7	7	2	3	2	2	3	2	2	3	2	854169.5	670654.9	420287.62	659578.5	561008.4	317687.6	
sp|P52895|AK1C2_HUMAN	P52895	AK1C2_HUMAN	AKR1C2	323	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member C2	1.0	0.9957	3	2	2	6	1	1	0	1	1	0	3	2	1	264905.7	224522.48	171594.86	0.0	0.0	0.0	
sp|P52943|CRIP2_HUMAN	P52943	CRIP2_HUMAN	CRIP2	208	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine-rich protein 2	0.8281	0.9845	1	1	1	1	1	0	0	1	0	0	1	0	0	137367.55	136717.48	115156.91	0.0	0.0	0.0	
sp|P53396|ACLY_HUMAN	P53396	ACLY_HUMAN	ACLY	1101	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-citrate synthase	1.0	0.9977	11	26	26	26	10	9	7	10	9	7	10	9	7	2209899.5	2102940.5	1367149.9	324773.84	327789.53	294795.16	
sp|P53621|COPA_HUMAN	P53621	COPA_HUMAN	COPA	1224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit alpha	0.7862	0.9798	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	42083.516	0.0	0.0	0.0	
sp|P53999|TCP4_HUMAN	P53999	TCP4_HUMAN	SUB1	127	Homo sapiens OX=9606	1:Experimental evidence at protein level	Activated RNA polymerase II transcriptional coactivator p15	0.7896	0.9802	1	1	1	1	0	1	0	0	1	0	0	1	0	53355.79	79553.95	0.0	0.0	0.0	0.0	
sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	RARS1	660	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arginine--tRNA ligase, cytoplasmic	0.727	0.9723	1	2	2	2	0	1	1	0	1	1	0	1	1	75015.88	103036.305	73970.15	0.0	0.0	0.0	
sp|P54577|SYYC_HUMAN	P54577	SYYC_HUMAN	YARS1	528	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.9926	3	7	7	7	2	3	2	2	3	2	2	3	2	255209.31	279957.44	190552.12	100857.79	110646.87	146471.55	
sp|P54652|HSP72_HUMAN	P54652	HSP72_HUMAN	HSPA2	639	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock-related 70 kDa protein 2	0.9988	0.9753	13	2	2	30	1	0	1	1	0	1	11	8	11	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54727|RD23B_HUMAN	P54727	RD23B_HUMAN	RAD23B	409	Homo sapiens OX=9606	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog B	1.0	0.9873	3	6	2	6	2	3	1	1	1	0	2	3	1	108216.66	189070.52	98166.45	0.0	0.0	0.0	
sp|P54819|KAD2_HUMAN	P54819	KAD2_HUMAN	AK2	239	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylate kinase 2, mitochondrial	0.8598	0.9878	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	89422.21	112023.67	0.0	0.0	0.0	
sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	971	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-2	1.0	0.9974	3	7	7	7	2	2	3	2	2	3	2	2	3	163528.03	269648.94	312688.47	0.0	104978.59	135598.42	
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.9968	4	5	5	5	2	3	0	2	3	0	2	3	0	144454.05	305593.06	0.0	0.0	0.0	0.0	
sp|P55145|MANF_HUMAN	P55145	MANF_HUMAN	MANF	182	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mesencephalic astrocyte-derived neurotrophic factor	0.7823	0.9793	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	52404.61	0.0	0.0	0.0	
sp|P55327|TPD52_HUMAN	P55327	TPD52_HUMAN	TPD52	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor protein D52	1.0	0.9982	3	4	4	4	3	0	1	3	0	1	3	0	1	0.0	0.0	54652.305	0.0	0.0	0.0	
sp|P55809|SCOT1_HUMAN	P55809	SCOT1_HUMAN	OXCT1	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1.0	0.9988	2	5	5	5	1	2	2	1	2	2	1	2	2	266005.6	210237.9	194712.25	157287.95	122251.625	112094.22	
sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	814	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit B	0.9626	0.9971	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	80921.21	0.0	0.0	0.0	
sp|P58107|EPIPL_HUMAN	P58107	EPIPL_HUMAN	EPPK1	5088	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epiplakin	0.9996	0.9963	4	3	3	10	1	1	1	1	1	1	4	3	3	144174.16	143098.58	212012.67	0.0	0.0	0.0	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens OX=9606	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.999	12	22	22	22	11	6	5	11	6	5	11	6	5	6250374.5	4439116.0	4194066.8	1276937.5	1293434.0	1260787.8	
sp|P60468|SC61B_HUMAN	P60468	SC61B_HUMAN	SEC61B	96	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec61 subunit beta	0.9815	0.9986	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	151	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light polypeptide 6	1.0	0.9989	5	8	3	8	5	2	1	3	0	0	5	2	1	1906990.4	0.0	158732.52	0.0	0.0	0.0	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	22	147	2	147	79	32	36	2	0	0	79	32	36	1.59849312E8	9.8055744E7	9.5760752E7	5.3262828E7	2.1133214E7	1.9016044E7	
sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	406	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-I	1.0	0.999	5	12	6	12	8	3	1	5	1	0	8	3	1	837374.9	613260.5	320177.06	287324.53	382131.97	0.0	
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S20	1.0	0.9978	2	4	4	4	2	1	1	2	1	1	2	1	1	489222.12	365152.44	352894.2	0.0	0.0	0.0	
sp|P60900|PSA6_HUMAN	P60900	PSA6_HUMAN	PSMA6	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit alpha type-6	0.9869	0.999	1	1	1	1	1	0	0	1	0	0	1	0	0	585517.7	0.0	0.0	0.0	0.0	0.0	
sp|P60953|CDC42_HUMAN	P60953	CDC42_HUMAN	CDC42	191	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell division control protein 42 homolog	1.0	0.9982	3	8	6	8	2	3	3	2	2	2	2	3	3	522055.66	457172.9	198112.1	285311.22	173672.39	205648.97	
sp|P60981|DEST_HUMAN	P60981	DEST_HUMAN	DSTN	165	Homo sapiens OX=9606	1:Experimental evidence at protein level	Destrin	0.9995	0.9987	2	1	1	5	1	0	0	1	0	0	3	1	1	93088.27	0.0	0.0	0.0	0.0	0.0	
sp|P61088|UBE2N_HUMAN	P61088	UBE2N_HUMAN	UBE2N	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 N	0.8815	0.9899	1	2	0	2	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q5JXB2|UE2NL_HUMAN
sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-14	0.9379	0.995	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	418	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 3	0.9999	0.9945	1	3	0	3	1	1	1	0	0	0	1	1	1	99549.78	79117.17	125808.18	0.0	0.0	0.0	sp|Q9P1U1|ARP3B_HUMAN
sp|P61224|RAP1B_HUMAN	P61224	RAP1B_HUMAN	RAP1B	184	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rap-1b	0.9031	0.9919	1	2	0	2	1	1	0	0	0	0	1	1	0	31532.809	53407.266	0.0	0.0	0.0	0.0	sp|P62834|RAP1A_HUMAN
sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S3a	1.0	0.999	8	23	23	23	8	8	7	8	8	7	8	8	7	3928413.0	2049488.6	2775446.5	858380.6	778879.0	887087.5	
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L26	1.0	0.9955	3	12	0	12	3	4	5	0	0	0	3	4	5	705024.2	602728.75	496361.16	246190.97	208420.2	231297.52	
sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	204	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L15	1.0	0.9967	3	8	8	8	3	2	3	3	2	3	3	2	3	643602.5	649157.6	670737.0	246505.78	247999.84	233503.05	
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L27	0.8695	0.9888	1	3	3	3	1	1	1	1	1	1	1	1	1	405595.16	298904.3	309579.16	0.0	0.0	0.0	
sp|P61513|RL37A_HUMAN	P61513	RL37A_HUMAN	RPL37A	92	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L37a	1.0	0.999	2	5	2	5	2	2	1	1	1	0	2	2	1	897938.06	217901.12	87897.9	481756.5	186773.44	0.0	
sp|P61586|RHOA_HUMAN	P61586	RHOA_HUMAN	RHOA	193	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transforming protein RhoA	1.0	0.9972	2	5	3	5	1	2	2	1	1	1	1	2	2	343477.22	376321.44	378813.3	0.0	318762.5	304361.75	
sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	Homo sapiens OX=9606	1:Experimental evidence at protein level	10 kDa heat shock protein, mitochondrial	1.0	0.9989	8	18	18	18	6	7	5	6	7	5	6	7	5	7514359.5	4707121.5	4480741.0	2212544.8	2016111.4	1866757.6	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	0.9324	0.9945	1	1	1	1	1	0	0	1	0	0	1	0	0	279516.84	0.0	0.0	0.0	0.0	0.0	
sp|P61956|SUMO2_HUMAN	P61956	SUMO2_HUMAN	SUMO2	95	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small ubiquitin-related modifier 2	1.0	0.999	2	8	3	8	2	2	4	1	1	1	2	2	4	273152.7	213850.4	158298.12	0.0	0.0	0.0	
sp|P61978|HNRPK_HUMAN	P61978	HNRPK_HUMAN	HNRNPK	463	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein K	1.0	0.999	11	20	20	20	6	7	7	6	7	7	6	7	7	3348095.0	1805967.1	1678457.2	831860.94	580324.1	562536.9	
sp|P61981|1433G_HUMAN	P61981	1433G_HUMAN	YWHAG	247	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein gamma	1.0	0.9982	8	14	7	30	5	5	4	2	3	2	11	10	9	1735669.2	1688047.6	1915111.0	1304339.5	1214678.4	1446799.1	
sp|P62081|RS7_HUMAN	P62081	RS7_HUMAN	RPS7	194	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S7	1.0	0.9987	4	8	8	8	3	2	3	3	2	3	3	2	3	606755.56	208437.78	500891.56	250581.52	0.0	263251.8	
sp|P62241|RS8_HUMAN	P62241	RS8_HUMAN	RPS8	208	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S8	1.0	0.9967	4	8	8	8	2	3	3	2	3	3	2	3	3	1038143.3	887139.25	853387.06	441976.84	359033.0	327277.12	
sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S15a	1.0	0.9922	2	6	6	6	2	2	2	2	2	2	2	2	2	548616.4	407371.38	514579.38	287052.16	212594.3	268752.3	
sp|P62249|RS16_HUMAN	P62249	RS16_HUMAN	RPS16	146	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S16	1.0	0.9902	5	11	11	11	5	3	3	5	3	3	5	3	3	838681.9	698957.3	630262.1	334402.1	293544.88	253503.38	
sp|P62258|1433E_HUMAN	P62258	1433E_HUMAN	YWHAE	255	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein epsilon	1.0	0.9988	6	7	7	23	3	2	2	3	2	2	9	7	7	714669.1	425739.5	441676.22	296112.1	212133.98	286033.78	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S14	1.0	0.9989	2	4	4	4	2	1	1	2	1	1	2	1	1	464747.7	425727.8	392449.28	0.0	0.0	0.0	
sp|P62266|RS23_HUMAN	P62266	RS23_HUMAN	RPS23	143	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S23	0.867	0.9885	1	1	1	1	0	0	1	0	0	1	0	0	1	104653.016	0.0	183144.73	0.0	0.0	0.0	
sp|P62269|RS18_HUMAN	P62269	RS18_HUMAN	RPS18	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S18	1.0	0.9966	5	11	11	11	4	4	3	4	4	3	4	4	3	1111125.8	496676.7	542492.6	364320.78	353810.25	286654.03	
sp|P62273|RS29_HUMAN	P62273	RS29_HUMAN	RPS29	56	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S29	0.8675	0.9886	1	1	1	1	0	0	1	0	0	1	0	0	1	39238.0	57601.51	67919.51	0.0	0.0	0.0	
sp|P62277|RS13_HUMAN	P62277	RS13_HUMAN	RPS13	151	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S13	1.0	0.9948	3	6	6	6	4	1	1	4	1	1	4	1	1	1068785.1	420531.78	462935.5	0.0	0.0	0.0	
sp|P62280|RS11_HUMAN	P62280	RS11_HUMAN	RPS11	158	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S11	1.0	0.9953	4	11	11	11	3	4	4	3	4	4	3	4	4	922582.2	889568.7	907831.4	321329.38	303759.0	315490.88	
sp|P62316|SMD2_HUMAN	P62316	SMD2_HUMAN	SNRPD2	118	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D2	1.0	0.9973	3	5	5	5	2	2	1	2	2	1	2	2	1	404604.0	466241.94	349186.88	397948.34	309323.47	272794.8	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymosin beta-4	1.0	0.9989	3	8	6	8	3	2	3	3	1	2	3	2	3	2386004.8	2035836.5	2333050.8	1532837.2	1509068.2	1686494.1	
sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L7a	1.0	0.9966	3	8	8	8	3	3	2	3	3	2	3	3	2	930309.1	1035562.06	921023.25	469306.3	516853.7	546995.75	
sp|P62491|RB11A_HUMAN	P62491	RB11A_HUMAN	RAB11A	216	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-11A	0.9302	0.9943	1	2	0	2	1	0	1	0	0	0	1	0	1	70336.836	39701.535	0.0	0.0	0.0	0.0	sp|Q15907|RB11B_HUMAN
sp|P62633|CNBP_HUMAN	P62633	CNBP_HUMAN	CNBP	177	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCHC-type zinc finger nucleic acid binding protein	0.9667	0.9974	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	88794.31	0.0	0.0	0.0	0.0	
sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S4, X isoform	1.0	0.9988	6	15	3	15	5	5	5	1	1	1	5	5	5	1452238.1	1650214.8	1387081.5	557227.94	576814.3	592034.94	
sp|P62750|RL23A_HUMAN	P62750	RL23A_HUMAN	RPL23A	156	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L23a	0.9999	0.981	1	2	2	2	1	0	1	1	0	1	1	0	1	130620.484	90023.98	67515.89	0.0	0.0	0.0	
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S6	1.0	0.9923	2	4	4	4	1	2	1	1	2	1	1	2	1	352397.8	308241.3	304348.1	0.0	0.0	0.0	
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C16	103	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H4	1.0	0.9989	6	28	28	28	15	7	6	15	7	6	15	7	6	2.7872242E7	1.9492038E7	2.0933676E7	3.3062024E7	1.0855275E7	1.0246344E7	
sp|P62820|RAB1A_HUMAN	P62820	RAB1A_HUMAN	RAB1A	205	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-1A	0.9185	0.9933	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding nuclear protein Ran	1.0	0.9987	2	4	4	4	2	1	1	2	1	1	2	1	1	737131.2	715768.2	656086.56	0.0	0.0	0.0	
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L23	1.0	0.9982	2	4	4	4	2	1	1	2	1	1	2	1	1	472566.6	488439.66	426719.28	0.0	0.0	0.0	
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S25	1.0	0.9952	3	7	7	7	3	2	2	3	2	2	3	2	2	272386.12	199332.62	189328.9	160415.81	119415.484	111409.75	
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S26	1.0	0.9982	2	6	0	6	1	3	2	0	0	0	1	3	2	601770.1	576607.5	610472.4	325333.72	313145.78	332949.2	sp|Q5JNZ5|RS26L_HUMAN
sp|P62857|RS28_HUMAN	P62857	RS28_HUMAN	RPS28	69	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S28	1.0	0.9985	2	3	3	3	1	1	1	1	1	1	1	1	1	307255.75	46272.957	62136.008	0.0	0.0	0.0	
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L30	0.8514	0.9869	1	3	3	3	1	1	1	1	1	1	1	1	1	168516.62	190455.86	201709.75	0.0	0.0	0.0	
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L31	1.0	0.9949	3	9	9	9	3	2	4	3	2	4	3	2	4	615884.6	474998.62	631037.8	358564.5	314686.03	379941.8	
sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L10a	1.0	0.9961	2	6	6	6	2	2	2	2	2	2	2	2	2	791465.1	928988.94	889395.56	520165.84	635656.1	606306.1	
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L11	1.0	0.9938	3	5	5	5	2	2	1	2	2	1	2	2	1	568086.25	495107.5	512457.94	276224.9	285050.25	296224.78	
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L8	1.0	0.9989	4	9	9	9	3	3	3	3	3	3	3	3	3	1977494.2	1007136.56	996153.25	637770.1	646236.56	667316.0	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.9983	9	18	10	18	14	2	2	10	0	0	14	2	2	1.1367844E7	3289189.0	2557246.8	3860088.8	1931332.8	1573173.4	
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transformer-2 protein homolog beta	1.0	0.9964	2	4	4	4	1	1	2	1	1	2	1	1	2	296994.7	280333.97	311626.53	221845.77	224333.42	238768.33	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	1.0	0.9989	12	40	17	40	16	13	11	8	5	4	16	13	11	6103583.5	5355322.5	4750951.5	3107432.2	2232476.5	2174512.0	
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L38	1.0	0.9857	2	3	3	3	2	0	1	2	0	1	2	0	1	216355.19	0.0	142246.42	0.0	0.0	0.0	
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S21	1.0	0.9982	2	3	3	3	1	1	1	1	1	1	1	1	1	203898.9	86062.95	0.0	0.0	0.0	0.0	
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.9961	4	10	0	10	5	3	2	0	0	0	5	3	2	3121953.5	2112848.0	755079.25	1056000.4	1016906.7	1110145.6	
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor of activated protein C kinase 1	1.0	0.9876	5	10	10	10	5	3	2	5	3	2	5	3	2	652545.5	492289.8	243999.05	293127.0	205494.45	0.0	
sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, cytoplasmic 2	0.9997	0.9928	22	1	1	146	1	0	0	1	0	0	78	32	36	0.0	0.0	0.0	0.0	0.0	0.0	
